element_type,osmid,addr:city,addr:country,addr:postcode,addr:street,geometry,addr:housenumber,entrance,source,fixme,addr:suburb,level,wheelchair,name,wikidata,amenity,wikimedia_commons,architect,heritage,heritage:operator,heritage:ref,image,note,description,wikipedia,roof:colour,opening_hours,building,nodes,building:levels,roof:levels,roof:shape,building:min_level,capacity,layer,operator,building:colour,addr:housename,start_date,height,roof:angle,disused:military,historic,location,old_start_date,roof:height,protect_class,website,area,BLfD:criteria,est_height,ref:BLfD,roof:material,architect:wikidata,building:architecture,roof:orientation,indoor_seating,outdoor_seating,phone,3dr:alpha1,3dr:type,building:levels:underground,noname,building:material,building:flats,smoking,nohousenumber,building:use,denomination,religion,roof:direction,contact:website,building:roof,building:part,source_ref,source:geometry,type,ways
way,205488619,München,DE,,Hochriesstraße,"POLYGON ((11.6379284 48.1196876, 11.638058 48.1196639, 11.6380238 48.11958, 11.6378941 48.1196037, 11.6379284 48.1196876))",1a,,,,,,,,,,,,,,,,,,,,,residential,"[2154510856, 2154510905, 2154510859, 2154510888, 2154510856]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205488693,,,,,"POLYGON ((11.6369303 48.1187765, 11.6368868 48.1188385, 11.6368546 48.1188842, 11.6369385 48.1189104, 11.6370458 48.118944, 11.6370796 48.1188959, 11.6369682 48.118861, 11.63701 48.1188015, 11.6369303 48.1187765))",,,,,,,,,,,,,,,,,,,,,,residential,"[2154513487, 2923642351, 2154513486, 2154516481, 2923642367, 2154513484, 2154513488, 2154513482, 2154513487]",1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205488959,,,,,"POLYGON ((11.6367527 48.1190293, 11.6366799 48.1191328, 11.6366632 48.1191566, 11.6367495 48.1191836, 11.6368399 48.1192119, 11.6368677 48.1191724, 11.6367739 48.119143, 11.6368356 48.1190553, 11.6367527 48.1190293))",,,,,,,,,,,,,,,,,,,,,,residential,"[2923642343, 2923642368, 2154516444, 2154516449, 2923642371, 2923642389, 2923642370, 2923642348, 2923642343]",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205488962,,,,,"POLYGON ((11.6371416 48.1189446, 11.6371745 48.1188968, 11.6372574 48.1189223, 11.6372758 48.1188955, 11.6373784 48.1189269, 11.6373437 48.1189774, 11.6373271 48.1190015, 11.6372959 48.1189919, 11.6372197 48.1189686, 11.6371416 48.1189446))",,,,,,,,,,,,,,,,,,,,,,residential,"[2154516452, 2154516450, 2154516445, 2154516477, 2154516448, 2923642359, 2154516454, 2154517303, 2154517307, 2154516452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489304,,,,,"POLYGON ((11.6372425 48.1190696, 11.6372959 48.1189919, 11.6372197 48.1189686, 11.6371774 48.1190301, 11.6370216 48.1189824, 11.6369906 48.1190275, 11.6372225 48.1190986, 11.6372425 48.1190696))",,,,,,,,,,,,,,,,,,,,,,residential,"[2154517293, 2154517303, 2154517307, 2154517305, 2923642342, 2154517296, 2154517298, 2154517293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489559,München,DE,,Hachinger-Bach-Straße,"POLYGON ((11.6383707 48.119785, 11.6385067 48.1197594, 11.6384527 48.1196314, 11.6383167 48.1196571, 11.6383707 48.119785))",20b,,,,,,,,,,,,,,,,,,,,,residential,"[2154519437, 2154519448, 2154519440, 2154519445, 2154519437]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489560,München,DE,,Hachinger-Bach-Straße,"POLYGON ((11.6386068 48.1197425, 11.6387371 48.1197173, 11.6387139 48.1196636, 11.6386862 48.1195997, 11.6386826 48.1195913, 11.6385338 48.11962, 11.6385629 48.1196871, 11.6385813 48.1196836, 11.6386068 48.1197425))",22,,,,,,,,,,,,,,,,,,,,,residential,"[2154519446, 2154519443, 5216003255, 5216003256, 2154519439, 2154519441, 5216003260, 5216003259, 2154519446]",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489561,,,,,"POLYGON ((11.6380048 48.1198446, 11.6381536 48.1198189, 11.6382835 48.1197965, 11.6382716 48.1197657, 11.6382536 48.1197194, 11.6379749 48.1197675, 11.6379926 48.1198131, 11.6380048 48.1198446))",,,,,,,,,,,,,,,,,,,,,,residential,"[2154519444, 2923650409, 2154519442, 2923650416, 2154519438, 2154519447, 2923650414, 2154519444]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489640,München,DE,,Großvenedigerstraße,"POLYGON ((11.6382343 48.1178371, 11.6383785 48.1178106, 11.6383095 48.1176437, 11.638038 48.1176937, 11.638045 48.1177106, 11.6380799 48.1177952, 11.6382073 48.1177718, 11.6382343 48.1178371))",50,,,,,,,,,,,,,,,,,,,,,residential,"[2154519998, 2154520002, 2154520000, 2154520001, 2154497312, 2154520003, 2154519999, 2154519998]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205489970,München,DE,,Großvenedigerstraße,"POLYGON ((11.6382939 48.1180751, 11.6382872 48.1180585, 11.6382586 48.1179876, 11.6384276 48.1179572, 11.638459 48.1180353, 11.6383951 48.1180468, 11.6383483 48.1180552, 11.6383521 48.1180647, 11.6382939 48.1180751))",48,,,,,,,,,,,,,,,,,,,,,residential,"[2154523361, 5216003253, 2154523357, 2154523358, 2154523360, 5216003252, 2154486764, 5216003254, 2154523361]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590207,München,DE,,Großvenedigerstraße,"POLYGON ((11.6395282 48.1181924, 11.6394098 48.1182102, 11.6393777 48.1181157, 11.6394962 48.1180977, 11.6395282 48.1181924))",45a,,,,,,,,,,,,,,,,,,,,,residential,"[2155628263, 2155628266, 2155628267, 2155628258, 2155628263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590208,München,DE,,Großvenedigerstraße,"POLYGON ((11.639128 48.118069, 11.6390868 48.1179898, 11.6388192 48.1180518, 11.6388604 48.118131, 11.639128 48.118069))",47,,,,,,,,,,,,,,,,,,,,,residential,"[2155628269, 2155628270, 2155628273, 2155628256, 2155628269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590209,München,DE,,Großvenedigerstraße,"POLYGON ((11.6389174 48.118218, 11.6390669 48.118197, 11.6390932 48.1182806, 11.6389437 48.1183015, 11.6389174 48.118218))",45,,,,,,,,,,,,,,,,,,,,,residential,"[2155628257, 2155628278, 2155628259, 2155628277, 2155628257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590210,München,DE,,Großvenedigerstraße,"POLYGON ((11.6388864 48.1183717, 11.6390573 48.1183433, 11.6390912 48.118434, 11.6389201 48.1184624, 11.6388864 48.1183717))",43,,,,,,,,,,,,,,,,,,,,,residential,"[2155628264, 2155628268, 2155628261, 2155628279, 2155628264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590211,,,,,"POLYGON ((11.6391291 48.1179014, 11.6391807 48.1178918, 11.6392542 48.1178781, 11.6393124 48.117867, 11.6392666 48.11776, 11.6391402 48.117784, 11.6391566 48.1178223, 11.6390999 48.1178331, 11.6391291 48.1179014))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155628272, 2942504882, 2942504877, 2155628274, 2155628262, 9442947530, 2155628260, 9442947534, 2155628272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590212,München,DE,,Großvenedigerstraße,"POLYGON ((11.6393961 48.1183001, 11.6395631 48.1182683, 11.6396052 48.1183671, 11.6394383 48.1183989, 11.6393961 48.1183001))",43a,,,,,,,,,,,,,,,,,,,,,residential,"[2155628276, 2155628271, 2155628275, 2155628265, 2155628276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590664,München,DE,,,"POLYGON ((11.6409475 48.1194284, 11.6410618 48.1194068, 11.6410885 48.1194701, 11.6409743 48.1194916, 11.6409475 48.1194284))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635669, 2155635693, 2155635658, 2155635691, 2155635669]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590665,München,DE,,,"POLYGON ((11.6396699 48.1178427, 11.6397262 48.1179507, 11.6399345 48.1179023, 11.6398782 48.1177943, 11.6396699 48.1178427))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635629, 2155635620, 2155635680, 2155635649, 2155635629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590666,München,DE,,Großvenedigerstraße,"POLYGON ((11.6392178 48.1179612, 11.6393346 48.1179343, 11.6393747 48.1180119, 11.6392578 48.1180388, 11.6392178 48.1179612))",47a,,,,,,,,,,,,,,,,,,,,,residential,"[2155635675, 2155635619, 2155635650, 2155635615, 2155635675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590667,,,,,"POLYGON ((11.639823 48.1179933, 11.6396485 48.1180315, 11.6397053 48.118147, 11.6398016 48.1181259, 11.6398797 48.1181088, 11.639823 48.1179933))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635660, 2155635607, 2155635673, 2923665836, 2155635623, 2155635660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590668,,,,,"POLYGON ((11.6390231 48.1175665, 11.6391248 48.117539, 11.6390726 48.1174528, 11.6389709 48.1174803, 11.6390231 48.1175665))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635685, 2155635606, 2155635637, 2155635682, 2155635685]",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590669,,,,,"POLYGON ((11.6405377 48.1194564, 11.6405866 48.1195675, 11.6405199 48.1195806, 11.640438 48.1195966, 11.6403891 48.1194855, 11.6405377 48.1194564))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635595, 2155635687, 2923670455, 2155635694, 2155635666, 2155635595]",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590670,,,,,"POLYGON ((11.6408038 48.1192595, 11.6409748 48.1192254, 11.6410058 48.1192947, 11.6409252 48.1193108, 11.6408347 48.1193288, 11.6408038 48.1192595))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635686, 2155635647, 2155635656, 2923665819, 2155635700, 2155635686]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590671,München,DE,,,"POLYGON ((11.640111 48.118753, 11.6402594 48.1187164, 11.6402971 48.1187847, 11.6401488 48.1188212, 11.640111 48.118753))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635601, 2155635631, 2155635627, 2155635671, 2155635601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590672,,,,,"POLYGON ((11.6398296 48.1196118, 11.639577 48.1196625, 11.6396215 48.1197613, 11.6396837 48.1197488, 11.6397554 48.1197344, 11.6398197 48.1197216, 11.6398742 48.1197106, 11.6398296 48.1196118))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635697, 2155635667, 2155635670, 290528097, 2923670486, 2923670460, 2155635626, 2155635697]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590673,,,,,"POLYGON ((11.6406455 48.1194997, 11.6408631 48.1194608, 11.6409066 48.1195693, 11.6408438 48.1195805, 11.6407633 48.1195949, 11.640689 48.1196082, 11.6406455 48.1194997))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635695, 2155635628, 2155635702, 2923670456, 2923670478, 2155635696, 2155635695]",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590674,München,DE,,,"POLYGON ((11.6393894 48.1177605, 11.6395555 48.1177228, 11.6396025 48.117815, 11.6394364 48.1178528, 11.6393894 48.1177605))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635677, 2155635621, 2155635679, 2155635698, 2155635677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590676,München,DE,,,"POLYGON ((11.6396994 48.11825, 11.6398126 48.1184835, 11.6399978 48.1184435, 11.6398846 48.11821, 11.6396994 48.11825))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635600, 2155635587, 2155635618, 2155635592, 2155635600]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590677,,,,,"POLYGON ((11.6407565 48.1190397, 11.6408705 48.1190156, 11.6408988 48.1190756, 11.6408423 48.1190875, 11.6407848 48.1190996, 11.6407565 48.1190397))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635655, 2155635662, 2155635652, 2923665832, 2155635648, 2155635655]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590679,München,DE,,,"POLYGON ((11.6395453 48.1173275, 11.6394094 48.1173628, 11.6394739 48.1174697, 11.639605 48.1174308, 11.6395942 48.1174116, 11.6397097 48.1173788, 11.6396447 48.1172677, 11.6395286 48.1173003, 11.6395453 48.1173275))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635638, 2155635632, 2155635661, 2155635674, 2155635640, 9337711337, 9337711338, 2155635676, 2155635638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590680,München,DE,,Großvenedigerstraße,"POLYGON ((11.6394318 48.1186085, 11.6396346 48.1185707, 11.639669 48.1186532, 11.6394663 48.1186909, 11.6394318 48.1186085))",39a,,,,,,,,,,,,,,,,,,,,,residential,"[2155635624, 2155635611, 2155635663, 2155635645, 2155635624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590681,,,,,"POLYGON ((11.6403268 48.1191392, 11.6402187 48.1191638, 11.6402505 48.1192262, 11.6403118 48.1192122, 11.6403586 48.1192016, 11.6403268 48.1191392))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635630, 2155635625, 2155635617, 2923665825, 2155635646, 2155635630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590682,München,DE,,,"POLYGON ((11.6402028 48.118627, 11.6404578 48.1185676, 11.6403872 48.1184326, 11.6401322 48.118492, 11.6402028 48.118627))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635651, 2155635609, 2155635588, 2155635599, 2155635651]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590683,München,DE,,,"POLYGON ((11.6400375 48.1195619, 11.6399403 48.11958, 11.6399881 48.1196942, 11.6400853 48.119676, 11.6400375 48.1195619))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635699, 2155635639, 2155635657, 2155635664, 2155635699]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590684,,,,,"POLYGON ((11.6406773 48.1188969, 11.6407938 48.118873, 11.6408329 48.1189579, 11.6407812 48.1189685, 11.6407165 48.1189818, 11.6406773 48.1188969))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635603, 2155635633, 2155635692, 2923665849, 2155635678, 2155635603]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590685,München,DE,,,"POLYGON ((11.6396351 48.117875, 11.6394869 48.1179073, 11.6395335 48.1180024, 11.6396816 48.1179701, 11.6396351 48.117875))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635672, 2155635589, 2155635597, 2155635653, 2155635672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590686,,,,,"POLYGON ((11.639997 48.1179608, 11.6402628 48.1178987, 11.6403199 48.1180077, 11.6401896 48.1180382, 11.6400541 48.1180698, 11.639997 48.1179608))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635642, 2155635634, 2155635614, 2923665805, 2155635596, 2155635642]",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590687,München,DE,,,"POLYGON ((11.6398601 48.1185614, 11.6399925 48.1185315, 11.6400522 48.1186489, 11.6399197 48.1186789, 11.6398601 48.1185614))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635613, 2155635608, 2155635598, 2155635690, 2155635613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590689,,,,,"POLYGON ((11.6399791 48.1177785, 11.6401884 48.1177329, 11.6402395 48.1178376, 11.640134 48.1178605, 11.6400303 48.1178832, 11.6399791 48.1177785))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635689, 2155635688, 2155635616, 2923665855, 2155635636, 2155635689]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590690,,,,,"POLYGON ((11.6404044 48.1186814, 11.640676 48.1186178, 11.6407109 48.1186844, 11.6405659 48.1187184, 11.6404393 48.118748, 11.6404044 48.1186814))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635610, 2155635668, 2155635684, 2923665816, 2155635701, 2155635610]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590691,,,,,"POLYGON ((11.6402871 48.1188438, 11.6404519 48.1188035, 11.6405513 48.1187793, 11.6405875 48.1188456, 11.6403233 48.11891, 11.6402871 48.1188438))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635612, 2923665828, 2155635605, 2155635604, 2155635593, 2155635612]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205590692,,,,,"POLYGON ((11.6406589 48.1190612, 11.6406974 48.1191295, 11.6406255 48.1191458, 11.640571 48.1191582, 11.640496 48.1191752, 11.6404648 48.1191055, 11.6406589 48.1190612))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155635602, 2155635641, 2923665840, 2923665810, 2155635659, 2155635622, 2155635602]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593145,München,DE,,Heubergstraße,"POLYGON ((11.642596 48.1194961, 11.6427316 48.1194691, 11.6426889 48.1193736, 11.6425533 48.1194006, 11.642596 48.1194961))",4,,,,,,,,,,,,,,,,,,,,,residential,"[2155659170, 2155659174, 2155659182, 2155659160, 2155659170]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593146,,,,,"POLYGON ((11.6413469 48.1189441, 11.6413127 48.1188748, 11.6411725 48.1189056, 11.6412067 48.118975, 11.6412821 48.1189583, 11.6413469 48.1189441))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659171, 2155659202, 2155659181, 2155659196, 2923665851, 2155659171]",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593147,,,,,"POLYGON ((11.6416812 48.1199832, 11.6417711 48.1199668, 11.64187 48.1199488, 11.6418049 48.1197894, 11.6416349 48.1198203, 11.6416161 48.1198237, 11.6416812 48.1199832))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659187, 2952812917, 2155659185, 2155659189, 2923665853, 2155659186, 2155659187]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593148,,,,,"POLYGON ((11.6412394 48.1186719, 11.6411977 48.1185859, 11.6410246 48.1186234, 11.6410664 48.1187093, 11.6411133 48.1186992, 11.6411795 48.1186848, 11.6412394 48.1186719))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659178, 2155659159, 2155659193, 2155659172, 2923665860, 2923665830, 2155659178]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593149,,,,,"POLYGON ((11.6422708 48.1197597, 11.6423639 48.1197416, 11.6423959 48.1198151, 11.6423028 48.1198332, 11.6422942 48.1198134, 11.6422708 48.1197597))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659173, 2155659163, 2155659204, 2155659200, 2942519675, 2155659173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593150,,,,,"POLYGON ((11.6416224 48.1194035, 11.6415812 48.1193099, 11.6414955 48.1193267, 11.6415076 48.1193544, 11.641412 48.1193731, 11.641441 48.1194391, 11.6415167 48.1194242, 11.6416224 48.1194035))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659191, 2155659194, 2155659168, 2155659167, 2155659203, 2155659206, 2923665824, 2155659191]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593151,,,,,"POLYGON ((11.6417416 48.1197204, 11.6416927 48.1196277, 11.641554 48.1196604, 11.6416029 48.119753, 11.6416668 48.119738, 11.6417416 48.1197204))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659208, 2155659199, 2155659198, 2155659161, 2923665841, 2155659208]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593152,,,,,"POLYGON ((11.6413237 48.1187949, 11.6412962 48.1187427, 11.6411074 48.1187871, 11.6411423 48.1188533, 11.6412077 48.1188379, 11.6412617 48.1188253, 11.6412542 48.1188112, 11.6413237 48.1187949))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659207, 2155659209, 2155659188, 2155659179, 2923665847, 2155659166, 2155659165, 2155659207]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593153,,,,,"POLYGON ((11.641981 48.1197968, 11.6421661 48.1197568, 11.6422229 48.1198739, 11.6421425 48.1198912, 11.6420377 48.1199139, 11.641981 48.1197968))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659164, 2155659201, 2155659205, 2942519671, 2155659175, 2155659164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593154,,,,,"POLYGON ((11.641487 48.1190984, 11.6414388 48.1189949, 11.6412358 48.119037, 11.6412841 48.1191405, 11.6413752 48.1191215, 11.641487 48.1190984))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659195, 2155659169, 2155659192, 2155659177, 2923665845, 2155659195]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593155,,,,,"POLYGON ((11.6426537 48.1196346, 11.6427863 48.119604, 11.6428556 48.1197379, 11.642723 48.1197685, 11.6427042 48.1197322, 11.6426738 48.1196733, 11.6426537 48.1196346))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659210, 2155659184, 2155659180, 2155659190, 2942519678, 2942519672, 2155659210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593186,München,DE,,Heubergstraße,"POLYGON ((11.6424286 48.1192238, 11.6425845 48.1191906, 11.642639 48.1193045, 11.6424831 48.1193377, 11.6424286 48.1192238))",6,,,,,,,,,,,,,,,,,,,,,residential,"[2155659795, 2155659808, 2155659799, 2155659787, 2155659795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593187,München,DE,,Heubergstraße,"POLYGON ((11.642144 48.1182415, 11.6419586 48.1182784, 11.6419813 48.1183297, 11.6421654 48.1182907, 11.642144 48.1182415))",20,,,,,,,,,,,,,,,,,,,,,residential,"[2155659781, 2155659805, 2155659806, 2155659800, 2155659781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593188,München,DE,,Heubergstraße,"POLYGON ((11.6422238 48.1184089, 11.6420407 48.1184479, 11.6420644 48.1185012, 11.6422473 48.1184613, 11.6422238 48.1184089))",16,,,,,,,,,,,,,,,,,,,,,residential,"[2155659782, 2155659785, 2155659796, 2155659784, 2155659782]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593189,München,DE,,Heubergstraße,"POLYGON ((11.6421048 48.1185534, 11.6422632 48.1185169, 11.6423173 48.1186215, 11.6421589 48.118658, 11.6421048 48.1185534))",14,,,,,,,,,,,,,,,,,,,,,residential,"[2155659804, 2155659794, 2155659792, 2155659807, 2155659804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593190,München,DE,,Heubergstraße,"POLYGON ((11.6421924 48.1187249, 11.6423523 48.1186881, 11.6424004 48.1187809, 11.6422404 48.1188178, 11.6421924 48.1187249))",12,,,,,,,,,,,,,,,,,,,,,residential,"[2155659802, 2155659797, 2155659798, 2155659790, 2155659802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593191,,,,,"POLYGON ((11.6423389 48.1190523, 11.642505 48.1190162, 11.6425208 48.1190486, 11.6425417 48.1190917, 11.6425582 48.1191255, 11.6423922 48.1191615, 11.6423389 48.1190523))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155659788, 2155659786, 2952792409, 2952792408, 2155659810, 2155659789, 2155659788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205593192,München,DE,,Heubergstraße,"POLYGON ((11.6423096 48.1188742, 11.6423501 48.1189703, 11.6424635 48.118949, 11.6424231 48.1188529, 11.6423096 48.1188742))",10,,,,,,,,,,,,,,,,,,,,,residential,"[2155659811, 2155659809, 2155659791, 2155659801, 2155659811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205617296,,,,,"POLYGON ((11.6405716 48.1169369, 11.6404397 48.116981, 11.6404843 48.1170405, 11.6405159 48.1170827, 11.6406478 48.1170387, 11.6405716 48.1169369))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155883062, 2155883072, 2923676853, 2155883074, 2155883059, 2155883062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205617297,,,,,"POLYGON ((11.6417132 48.1176062, 11.6416939 48.1175719, 11.641671 48.1175311, 11.6416519 48.1174972, 11.6414761 48.1175412, 11.6415374 48.1176503, 11.6417132 48.1176062))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155883078, 2942510746, 2942510744, 2155883051, 2155883044, 2155883085, 2155883078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205617298,,,,,"POLYGON ((11.6410614 48.117145, 11.6408802 48.117209, 11.6409439 48.1172894, 11.6410423 48.1172547, 11.6411251 48.1172254, 11.6410614 48.117145))",,,,,,,,,,,,,,,,,,,,,,residential,"[2155883055, 2155883052, 2155883069, 2952772984, 2155883065, 2155883055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
