element_type,osmid,amenity,capacity,capacity:disabled,parking_space,wheelchair,geometry,capacity:parent,capacity:women,description,maxstay,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair:description,access,access:disabled,disabled,fee,nodes,building,building:levels,covered,opening_hours,supervised,surface,lit,check_date:fee,operator,park_ride,parking:orientation,name,psv,parking:disabled,fixme,parking:street_side:of,parking:street_side:of:name,traffic_sign,markings,orientation,note,survey:date,access:conditional,check_date,maxstay:conditional,parking:condition
way,368476376,parking_space,,,,,"POLYGON ((13.2097705 52.5584206, 13.2097668 52.5583988, 13.2096973 52.558403, 13.2097009 52.5584249, 13.2097705 52.5584206))",,,,,,,,,,,,,,,,,"[10006548916, 10006548999, 10006548998, 3723329113, 10006548916]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,368476378,parking_space,,,,,"POLYGON ((13.2095189 52.558415, 13.2095225 52.558437, 13.2095941 52.5584327, 13.2095904 52.5584106, 13.2095189 52.558415))",,,,,,,,,,,,,,,,,"[10006548972, 10006548911, 3723329117, 10006548959, 10006548972]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,368476380,parking_space,,,,,"POLYGON ((13.2092698 52.5584512, 13.2092734 52.5584732, 13.209345 52.5584688, 13.2093413 52.5584469, 13.2092698 52.5584512))",,,,,,,,,,,,,,,,,"[10006548930, 10006548945, 3723329121, 10006548929, 10006548930]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,368476381,parking_space,,,,,"POLYGON ((13.2095699 52.5585933, 13.2095735 52.5586153, 13.2096451 52.5586109, 13.2096414 52.5585889, 13.2095699 52.5585933))",,,,,,,,,,,,,,,,,"[10006549053, 10006549030, 10006549052, 3723331226, 10006549053]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,368476383,parking_space,,,,,"POLYGON ((13.20982 52.5585788, 13.2098236 52.5586008, 13.2098952 52.5585964, 13.2098916 52.5585744, 13.20982 52.5585788))",,,,,,,,,,,,,,,,,"[10006549018, 10006549001, 10006549000, 3723331232, 10006549018]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,370157533,parking_space,,,,,"POLYGON ((13.2099092 52.5582083, 13.2099174 52.5582326, 13.2099954 52.5582212, 13.2099869 52.5581968, 13.2099092 52.5582083))",,,,,,,,,,,,,,,,,"[3738821675, 10006549086, 10006549085, 3738821674, 3738821675]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,370157534,parking_space,,,,,"POLYGON ((13.2090685 52.5582931, 13.2090715 52.5583162, 13.2089996 52.5583197, 13.2089965 52.5582966, 13.2090685 52.5582931))",,,,,,,,,,,,,,,,,"[3738821679, 10006548904, 10006548903, 3738821678, 3738821679]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,370157763,parking_space,,,,,"POLYGON ((13.2093384 52.5587038, 13.2093347 52.5586792, 13.2092653 52.5586831, 13.209269 52.5587076, 13.2093384 52.5587038))",,,,,,,,,,,,,,,,,"[10006548892, 10006548888, 10006548886, 3738823345, 10006548892]",yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,379833799,parking_space,5,,,,"POLYGON ((13.3905499 52.3949995, 13.3905277 52.3949533, 13.3907388 52.3949209, 13.3907528 52.3949523, 13.3907479 52.3949638, 13.3907354 52.3949717, 13.3905785 52.3949955, 13.3905499 52.3949995))",,,,,surface,,,,,,,,yes,,,,"[3831766910, 3831766906, 3831766902, 3831766905, 3831766907, 3831766908, 3831766909, 3831766910]",,,,,,,,,,no,,,,,,,,,,,,,,,,
way,381259465,parking_space,6,,,,"POLYGON ((13.3428267 52.4847764, 13.3428971 52.4847758, 13.3428974 52.484642, 13.3428289 52.4846414, 13.3428267 52.4847764))",,,,,street_side,,,,,,,,yes,,,no,"[3844930503, 3844930505, 3844930213, 3844930210, 3844930503]",,,,,,,,,,no,perpendicular,,,,,,,,,,,,,,,
way,383544630,parking_space,3,,,,"POLYGON ((13.6097577 52.4482561, 13.6096457 52.4481438, 13.6096998 52.4481253, 13.6098056 52.4482388, 13.6097577 52.4482561))",,,,,surface,,,,,,,,customers,,,,"[3868255847, 3868255845, 3868255844, 3868255846, 3868255847]",,,,,,asphalt,,,"Hotel ""Spree-idyll""",,,,,,,,,,,,,,,,,
way,385512892,parking_space,1,,,,"POLYGON ((13.5076399 52.5153232, 13.5076338 52.5153013, 13.5075622 52.5153087, 13.5075683 52.5153306, 13.5076399 52.5153232))",,,,,,,,,,,,,,,,,"[3888615545, 3888615527, 3888615534, 3888615553, 3888615545]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512893,parking_space,1,,,,"POLYGON ((13.5078645 52.5155425, 13.5078584 52.5155204, 13.5077852 52.515528, 13.5077913 52.51555, 13.5078645 52.5155425))",,,,,,,,,,,,,,,,,"[3888615789, 3888615763, 3888615771, 3888615795, 3888615789]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512894,parking_space,1,,,,"POLYGON ((13.5077271 52.5156453, 13.5077208 52.5156225, 13.5076446 52.5156303, 13.5076509 52.5156531, 13.5077271 52.5156453))",,,,,,,,,,,,,,,,,"[3888615903, 3888615872, 3888615885, 3888615913, 3888615903]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512895,parking_space,1,,,,"POLYGON ((13.5078584 52.5155204, 13.5078522 52.5154983, 13.507779 52.5155058, 13.5077852 52.515528, 13.5078584 52.5155204))",,,,,,,,,,,,,,,,,"[3888615763, 3888615736, 3888615749, 3888615771, 3888615763]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512896,parking_space,1,,,,"POLYGON ((13.5078145 52.5153617, 13.5078085 52.5153401, 13.5077384 52.5153473, 13.5077444 52.5153689, 13.5078145 52.5153617))",,,,,,,,,,,,,,,,,"[3888615591, 3888615563, 3888615571, 3888615600, 3888615591]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512897,parking_space,1,,,,"POLYGON ((13.5077964 52.5152968, 13.5077904 52.5152751, 13.5077203 52.5152824, 13.5077263 52.515304, 13.5077964 52.5152968))",,,,,,,,,,,,,,,,,"[3888615521, 3888615500, 3888615508, 3888615529, 3888615521]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512898,parking_space,1,,,,"POLYGON ((13.5076461 52.5153451, 13.5076399 52.5153232, 13.5075683 52.5153306, 13.5075744 52.5153525, 13.5076461 52.5153451))",,,,,,,,,,,,,,,,,"[3888615569, 3888615545, 3888615553, 3888615577, 3888615569]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512901,parking_space,1,,,,"POLYGON ((13.5077208 52.5156225, 13.5077144 52.5155998, 13.5076382 52.5156076, 13.5076446 52.5156303, 13.5077208 52.5156225))",,,,,,,,,,,,,,,,,"[3888615872, 3888615843, 3888615855, 3888615885, 3888615872]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512902,parking_space,1,,,,"POLYGON ((13.507846 52.5154762, 13.5078399 52.5154541, 13.5077667 52.5154616, 13.5077728 52.5154837, 13.507846 52.5154762))",,,,,,,,,,,,,,,,,"[3888615706, 3888615680, 3888615691, 3888615713, 3888615706]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512903,parking_space,1,,,,"POLYGON ((13.5078025 52.5153184, 13.5077964 52.5152968, 13.5077263 52.515304, 13.5077323 52.5153257, 13.5078025 52.5153184))",,,,,,,,,,,,,,,,,"[3888615538, 3888615521, 3888615529, 3888615549, 3888615538]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512904,parking_space,1,,,,"POLYGON ((13.5077844 52.5152535, 13.5077784 52.5152319, 13.5077082 52.5152392, 13.5077142 52.5152608, 13.5077844 52.5152535))",,,,,,,,,,,,,,,,,"[3888615455, 3888615417, 3888615430, 3888615470, 3888615455]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512905,parking_space,1,,,,"POLYGON ((13.5076338 52.5153013, 13.5076277 52.5152794, 13.5075561 52.5152868, 13.5075622 52.5153087, 13.5076338 52.5153013))",,,,,,,,,,,,,,,,,"[3888615527, 3888615505, 3888615514, 3888615534, 3888615527]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512906,parking_space,1,,,,"POLYGON ((13.507883 52.5156087, 13.5078768 52.5155866, 13.5078036 52.5155942, 13.5078098 52.5156162, 13.507883 52.5156087))",,,,,,,,,,,,,,,,,"[3888615858, 3888615832, 3888615840, 3888615866, 3888615858]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512907,parking_space,1,,,,"POLYGON ((13.5076583 52.5153889, 13.5076522 52.515367, 13.5075806 52.5153744, 13.5075867 52.5153963, 13.5076583 52.5153889))",,,,,,,,,,,,,,,,,"[3888615618, 3888615598, 3888615606, 3888615624, 3888615618]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512908,parking_space,1,,,,"POLYGON ((13.5078522 52.5154983, 13.507846 52.5154762, 13.5077728 52.5154837, 13.507779 52.5155058, 13.5078522 52.5154983))",,,,,,,,,,,,,,,,,"[3888615736, 3888615706, 3888615713, 3888615749, 3888615736]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512910,parking_space,1,,,,"POLYGON ((13.5077904 52.5152751, 13.5077844 52.5152535, 13.5077142 52.5152608, 13.5077203 52.5152824, 13.5077904 52.5152751))",,,,,,,,,,,,,,,,,"[3888615500, 3888615455, 3888615470, 3888615508, 3888615500]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512911,parking_space,1,,,,"POLYGON ((13.5078892 52.5156308, 13.507883 52.5156087, 13.5078098 52.5156162, 13.5078159 52.5156384, 13.5078892 52.5156308))",,,,,,,,,,,,,,,,,"[3888615883, 3888615858, 3888615866, 3888615891, 3888615883]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512912,parking_space,1,,,,"POLYGON ((13.5078707 52.5155645, 13.5078645 52.5155425, 13.5077913 52.51555, 13.5077975 52.5155721, 13.5078707 52.5155645))",,,,,,,,,,,,,,,,,"[3888615810, 3888615789, 3888615795, 3888615818, 3888615810]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512913,parking_space,1,,,,"POLYGON ((13.5078266 52.5154049, 13.5078206 52.5153833, 13.5077504 52.5153906, 13.5077565 52.5154122, 13.5078266 52.5154049))",,,,,,,,,,,,,,,,,"[3888615630, 3888615609, 3888615620, 3888615636, 3888615630]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512915,parking_space,1,,,,"POLYGON ((13.5078326 52.5154265, 13.5078266 52.5154049, 13.5077565 52.5154122, 13.5077625 52.5154338, 13.5078326 52.5154265))",,,,,,,,,,,,,,,,,"[3888615656, 3888615630, 3888615636, 3888615660, 3888615656]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512916,parking_space,1,,,,"POLYGON ((13.5077144 52.5155998, 13.5077081 52.515577, 13.5076319 52.5155849, 13.5076382 52.5156076, 13.5077144 52.5155998))",,,,,,,,,,,,,,,,,"[3888615843, 3888615821, 3888615831, 3888615855, 3888615843]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512917,parking_space,1,,,,"POLYGON ((13.5078206 52.5153833, 13.5078145 52.5153617, 13.5077444 52.5153689, 13.5077504 52.5153906, 13.5078206 52.5153833))",,,,,,,,,,,,,,,,,"[3888615609, 3888615591, 3888615600, 3888615620, 3888615609]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512918,parking_space,1,,,,"POLYGON ((13.5076522 52.515367, 13.5076461 52.5153451, 13.5075744 52.5153525, 13.5075806 52.5153744, 13.5076522 52.515367))",,,,,,,,,,,,,,,,,"[3888615598, 3888615569, 3888615577, 3888615606, 3888615598]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512919,parking_space,1,,,,"POLYGON ((13.5078768 52.5155866, 13.5078707 52.5155645, 13.5077975 52.5155721, 13.5078036 52.5155942, 13.5078768 52.5155866))",,,,,,,,,,,,,,,,,"[3888615832, 3888615810, 3888615818, 3888615840, 3888615832]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,385512920,parking_space,1,,,,"POLYGON ((13.5078085 52.5153401, 13.5078025 52.5153184, 13.5077323 52.5153257, 13.5077384 52.5153473, 13.5078085 52.5153401))",,,,,,,,,,,,,,,,,"[3888615563, 3888615538, 3888615549, 3888615571, 3888615563]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,463949507,parking_space,,,,,"POLYGON ((13.2912555 52.5545663, 13.2913406 52.5545848, 13.29083 52.554972, 13.2907821 52.5549223, 13.2912555 52.5545663))",,,,,,,,,,,,,,,,,"[4591438414, 4591438415, 4591438416, 4591438417, 4591438414]",,,,,,,,,,,,Nachrückbereich 2,,,,,,,,,,,,,,
way,463949508,parking_space,,,,,"POLYGON ((13.2898256 52.5549417, 13.2898779 52.5548709, 13.2905518 52.5549355, 13.2905998 52.5550143, 13.2898256 52.5549417))",,,,,,,,,,,,,,,,,"[4591438418, 4591438419, 4591438420, 4591438421, 4591438418]",,,,,,,,,,,,Nachrückbereich 3,,,,,,,,,,,,,,
way,463949509,parking_space,30,,,,"POLYGON ((13.2896382 52.554889, 13.2892513 52.5543084, 13.2893995 52.5543243, 13.2897274 52.5548371, 13.2896382 52.554889))",,,,,,,,,,,,,,,,,"[4591438422, 4591438423, 4591438424, 4591438425, 4591438422]",,,,,,,,,,,,Flughafen TXL Terminal A (Flugsteige 6 bis 9),,,,,,,,,,,,,,
way,463958638,parking_space,10,,,,"POLYGON ((13.2905596 52.5546373, 13.2905071 52.5546104, 13.2907375 52.5544444, 13.2907901 52.5544713, 13.2905596 52.5546373))",,,,,,,,,,,,,,,,,"[4591497746, 4591497747, 4591497748, 4591497749, 4591497746]",,,,,,,,,,,,Flughafen TXL Wartebereich für vorbestellte Taxen,,,,,,,,,,,,,,
way,475263535,parking_space,30,,,,"POLYGON ((13.3681945 52.5249082, 13.3680947 52.5248956, 13.3679892 52.5249056, 13.3676916 52.524878, 13.3673837 52.5247962, 13.3672617 52.5247283, 13.3672824 52.5246981, 13.3674436 52.5247183, 13.3677454 52.5247874, 13.3680285 52.5248226, 13.3681071 52.5248553, 13.368195 52.524873, 13.3681945 52.5249082))",,,,,surface,,,,,,,,,,,,"[4690301946, 4690301947, 4690301948, 4690301949, 4690301950, 4690301951, 4690301952, 4690301953, 4690301954, 4690301955, 4690301956, 4690301957, 4690301946]",,,,,,,,,,,,Taxipalette zum Europaplatz,taxi,,,,,,,,,,,,,
way,475263536,parking_space,30,,,,"POLYGON ((13.3681983 52.5246499, 13.368119 52.5246425, 13.3680037 52.5246572, 13.3677709 52.5246363, 13.3674814 52.5245562, 13.3673984 52.5245033, 13.3674227 52.52447, 13.3675381 52.524486, 13.3678255 52.5245489, 13.368028 52.524571, 13.368119 52.5246006, 13.3681988 52.5246154, 13.3681983 52.5246499))",,,,,surface,,,,,,,,,,,,"[4690301958, 4690301959, 4690301960, 4690301961, 4690301962, 4690301963, 4690301964, 4690301965, 4690301966, 4690301967, 4690301968, 4690301969, 4690301958]",,,,,,,,,,,,Taxipalette zum Washingtonplatz,taxi,,,,,,,,,,,,,
way,489616339,parking_space,,,,,"POLYGON ((13.3401966 52.5190437, 13.3402419 52.5190452, 13.3406468 52.5194501, 13.3406094 52.5194496, 13.3401966 52.5190437))",,,,,,,,,,,,,,,,,"[4818429511, 4818429518, 4818429519, 4818429520, 4818429511]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,498032676,parking_space,4,4,,,"POLYGON ((13.5088385 52.4586197, 13.5089151 52.4586623, 13.5090269 52.4585875, 13.5089502 52.458545, 13.5088385 52.4586197))",,,,,surface,,,,,,,,customers,,,,"[4895135069, 4895135119, 4895135118, 4895135062, 4895135069]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,498032678,parking_space,6,6,,,"POLYGON ((13.5084591 52.458963, 13.5086848 52.458813, 13.5086092 52.4587708, 13.5083835 52.4589207, 13.5084591 52.458963))",,,,,surface,,,,,,,,customers,,,,"[4960635140, 4895135073, 4895135065, 4895135066, 4960635140]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,498032679,parking_space,2,2,,,"POLYGON ((13.5091484 52.4582862, 13.5092569 52.458346, 13.5093114 52.4583094, 13.5092028 52.4582495, 13.5091484 52.4582862))",,,,,surface,,,,,,,,customers,,,,"[4895135075, 4895135074, 4895135095, 4895135094, 4895135075]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,498221297,parking_space,2,2,,,"POLYGON ((13.5098103 52.4575602, 13.5098883 52.4575044, 13.5098413 52.4574752, 13.5097597 52.4575294, 13.5098103 52.4575602))",,,,,surface,,,,,,,,customers,,,,"[4915427423, 4896854832, 4960591635, 4960591634, 4915427423]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499954164,parking_space,,,,,"POLYGON ((13.3270412 52.5130469, 13.3271717 52.5130558, 13.3277731 52.5130954, 13.3277259 52.5131347, 13.3269973 52.5130854, 13.3270412 52.5130469))",,,,,,,,,,,,,,,,,"[4911287097, 3804749067, 4911287099, 4911287100, 4911287098, 4911287097]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499954179,parking_space,,,,,"POLYGON ((13.3270718 52.5131207, 13.3270683 52.5131347, 13.3277038 52.5131767, 13.3277073 52.5131632, 13.3270718 52.5131207))",,,,,,,,,,,,,,,,,"[4911287154, 4911287155, 4911287156, 4911287157, 4911287154]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499955518,parking_space,,,,,"POLYGON ((13.3257248 52.5130908, 13.3257101 52.51319, 13.3264148 52.5132357, 13.3264329 52.5131357, 13.3257248 52.5130908))",,,,,,,,,,,,,,,,,"[4911296657, 4911296658, 4911296659, 4911296660, 4911296657]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499958940,parking_space,,,,,"POLYGON ((13.3240504 52.51297, 13.3240538 52.5129563, 13.3255327 52.5130502, 13.3255297 52.5130704, 13.3240504 52.51297))",,,,,,,,,,,,,,,,,"[4911292819, 4911321917, 4911321918, 4911321919, 4911292819]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499958941,parking_space,,,,,"POLYGON ((13.3255577 52.5131516, 13.3255619 52.5131344, 13.3241061 52.5130432, 13.3241041 52.5130569, 13.3255577 52.5131516))",,,,,,,,,,,,,,,,,"[4911321920, 4911327821, 4911327822, 4911296625, 4911321920]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,499958943,parking_space,,,,,"POLYGON ((13.3263825 52.5132927, 13.3263864 52.5132753, 13.3257106 52.5132306, 13.3257067 52.5132474, 13.3263825 52.5132927))",,,,,,,,,,,,,,,,,"[4911327827, 4911327828, 4911327829, 4911327830, 4911327827]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,500106228,parking_space,,,,,"POLYGON ((13.3283897 52.5128534, 13.3283937 52.5128389, 13.326916 52.5127428, 13.3269129 52.5127563, 13.3283897 52.5128534))",,,,,,,,,,,,,,,,,"[4912480204, 4912480205, 4912480206, 4912480207, 4912480204]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,500106229,parking_space,,,,,"POLYGON ((13.3267039 52.5127425, 13.3267057 52.5127276, 13.3239794 52.5125492, 13.3239782 52.5125633, 13.3267039 52.5127425))",,,,,,,,,,,,,,,,,"[4912480208, 4912480209, 4912480210, 4911171337, 4912480208]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,500106230,parking_space,,,,no,"POLYGON ((13.3286526 52.5128697, 13.3286548 52.5128561, 13.3298056 52.5129317, 13.3298039 52.5129459, 13.3286526 52.5128697))",,,,,,,,,,,,,,,,,"[4912480211, 4912480212, 4912480213, 4912480214, 4912480211]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,503119841,parking_space,2,,,,"POLYGON ((13.58431 52.5005197, 13.5844702 52.5004893, 13.5844564 52.5004624, 13.5842963 52.5004927, 13.5843031 52.5005065, 13.58431 52.5005197))",,,,,,,,,,,,,,,,,"[4934579420, 4934579421, 4934579422, 4934579423, 4934579424, 4934579420]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,506291326,parking_space,2,2,,,"POLYGON ((13.5096971 52.4576377, 13.5097344 52.4576138, 13.5096833 52.4575847, 13.5096485 52.4576093, 13.5096971 52.4576377))",,,,,surface,,,,,,,,customers,,,,"[4960591633, 9749132906, 4896854830, 4889790189, 4960591633]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,506295292,parking_space,2,2,,,"POLYGON ((13.5078195 52.4592624, 13.5079022 52.459308, 13.5079554 52.4592721, 13.5078727 52.4592266, 13.5078195 52.4592624))",,,,,surface,,,,,,,,customers,,,,"[4960635128, 4895135112, 4960635127, 4960635126, 4960635128]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,506295293,parking_space,4,4,,,"POLYGON ((13.5079408 52.4591802, 13.5080237 52.4592264, 13.5081318 52.4591544, 13.5080488 52.4591082, 13.5079408 52.4591802))",,,,,surface,,,,,,,,customers,,,,"[4895135113, 4960635131, 4960635130, 4960635129, 4895135113]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,506295294,parking_space,2,2,,,"POLYGON ((13.5081167 52.4590623, 13.5081986 52.459108, 13.5082542 52.4590711, 13.5081723 52.4590253, 13.5081167 52.4590623))",,,,,surface,,,,,,,,customers,,,,"[4960635135, 4960635134, 4960635133, 4960635132, 4960635135]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,520100558,parking_space,35,,,,"POLYGON ((13.6096759 52.4077581, 13.6099599 52.4076065, 13.6101968 52.4074487, 13.6102445 52.4074752, 13.6099965 52.4076356, 13.6097177 52.4077885, 13.6093843 52.4079547, 13.6093345 52.4079091, 13.6096759 52.4077581))",,,,,,,,,,,,,,,,,"[1605554933, 5070022253, 5070022258, 5070022257, 5070022252, 5070022256, 5070022255, 5070022254, 1605554933]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,548854052,parking_space,5,,private,,"POLYGON ((13.466564 52.515056, 13.4666553 52.5150216, 13.4668218 52.5151838, 13.4667291 52.5152184, 13.466564 52.515056))",,,,,,,,,,,,,,,,,"[5302087345, 5302087344, 5302087343, 5302087342, 5302087345]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643495461,parking_space,1,,,,"POLYGON ((13.5075145 52.5152871, 13.5075508 52.5152837, 13.5075393 52.5152391, 13.5075031 52.5152425, 13.5075145 52.5152871))",,,,,,,,,,,,,,,,,"[6055653346, 6055653344, 6055653345, 6055653347, 6055653346]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643495462,parking_space,1,,,,"POLYGON ((13.5074776 52.5152907, 13.5075145 52.5152871, 13.5075031 52.5152425, 13.5074661 52.515246, 13.5074776 52.5152907))",,,,,,,,,,,,,,,,,"[6055653349, 6055653346, 6055653347, 6055653348, 6055653349]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910906,parking_space,1,,,,"POLYGON ((13.5069352 52.5164496, 13.5069754 52.5164456, 13.5069637 52.5164019, 13.5069235 52.5164059, 13.5069352 52.5164496))",,,,,,,,,,,,,,,,,"[6058453754, 6058453753, 6058453752, 6058453751, 6058453754]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910907,parking_space,1,,,,"POLYGON ((13.5076387 52.5163825, 13.507679 52.5163785, 13.5076673 52.5163348, 13.507627 52.5163388, 13.5076387 52.5163825))",,,,,,,,,,,,,,,,,"[6058453758, 6058453757, 6058453756, 6058453755, 6058453758]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910908,parking_space,1,,,,"POLYGON ((13.5065329 52.5164904, 13.5065731 52.5164864, 13.5065614 52.5164427, 13.5065212 52.5164467, 13.5065329 52.5164904))",,,,,,,,,,,,,,,,,"[6058453762, 6058453760, 6058453759, 6058453761, 6058453762]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910909,parking_space,1,,,,"POLYGON ((13.5064836 52.5164504, 13.5064953 52.5164942, 13.5065329 52.5164904, 13.5065212 52.5164467, 13.5064836 52.5164504))",,,,,,,,,,,,,,,,,"[6058453764, 6058453763, 6058453762, 6058453761, 6058453764]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910910,parking_space,1,,,,"POLYGON ((13.5067886 52.516466, 13.5068288 52.516462, 13.5068171 52.5164183, 13.5067768 52.5164223, 13.5067886 52.516466))",,,,,,,,,,,,,,,,,"[6058453768, 6058453766, 6058453765, 6058453767, 6058453768]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910911,parking_space,1,,,,"POLYGON ((13.5067392 52.516426, 13.506751 52.5164698, 13.5067886 52.516466, 13.5067768 52.5164223, 13.5067392 52.516426))",,,,,,,,,,,,,,,,,"[6058453770, 6058453769, 6058453768, 6058453767, 6058453770]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910912,parking_space,1,,,,"POLYGON ((13.5071812 52.5164273, 13.5072215 52.5164233, 13.5072098 52.5163797, 13.5071696 52.5163837, 13.5071812 52.5164273))",,,,,,,,,,,,,,,,,"[6058453774, 6058453772, 6058453771, 6058453773, 6058453774]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910913,parking_space,1,,,,"POLYGON ((13.507132 52.5163874, 13.5071437 52.5164311, 13.5071812 52.5164273, 13.5071696 52.5163837, 13.507132 52.5163874))",,,,,,,,,,,,,,,,,"[6058453776, 6058453775, 6058453774, 6058453773, 6058453776]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910914,parking_space,1,,,,"POLYGON ((13.5074369 52.5164029, 13.5074771 52.516399, 13.5074655 52.5163553, 13.5074253 52.5163593, 13.5074369 52.5164029))",,,,,,,,,,,,,,,,,"[6058453780, 6058453778, 6058453777, 6058453779, 6058453780]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910915,parking_space,1,,,,"POLYGON ((13.5073877 52.516363, 13.5073993 52.5164067, 13.5074369 52.5164029, 13.5074253 52.5163593, 13.5073877 52.516363))",,,,,,,,,,,,,,,,,"[6058453782, 6058453781, 6058453780, 6058453779, 6058453782]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910916,parking_space,1,,,,"POLYGON ((13.5069322 52.5159006, 13.5069725 52.5158966, 13.5069608 52.5158529, 13.5069206 52.5158569, 13.5069322 52.5159006))",,,,,,,,,,,,,,,,,"[6058454286, 6058453784, 6058453783, 6058454285, 6058454286]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910917,parking_space,1,,,,"POLYGON ((13.506883 52.5158606, 13.5068947 52.5159043, 13.5069322 52.5159006, 13.5069206 52.5158569, 13.506883 52.5158606))",,,,,,,,,,,,,,,,,"[6058454288, 6058454287, 6058454286, 6058454285, 6058454288]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910918,parking_space,1,,,,"POLYGON ((13.5070877 52.5158838, 13.5071279 52.5158799, 13.5071162 52.5158361, 13.507076 52.5158401, 13.5070877 52.5158838))",,,,,,,,,,,,,,,,,"[6058454292, 6058454290, 6058454289, 6058454291, 6058454292]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910919,parking_space,1,,,,"POLYGON ((13.5070384 52.5158438, 13.5070501 52.5158876, 13.5070877 52.5158838, 13.507076 52.5158401, 13.5070384 52.5158438))",,,,,,,,,,,,,,,,,"[6058454294, 6058454293, 6058454292, 6058454291, 6058454294]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,643910920,parking_space,1,,,,"POLYGON ((13.5074962 52.5158456, 13.5075365 52.5158417, 13.5075248 52.515798, 13.5074846 52.515802, 13.5074962 52.5158456))",,,,,,,,,,,,,,,,,"[6058454298, 6058454296, 6058454295, 6058454297, 6058454298]",,,,,,,,,,,,,,,,,,,,,,,,,,
