element_type,osmid,amenity,capacity,capacity:disabled,parking_space,wheelchair,geometry,capacity:parent,capacity:women,description,maxstay,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair:description,access,access:disabled,disabled,fee,nodes,building,building:levels,covered,opening_hours,supervised,surface,lit,check_date:fee,operator,park_ride,parking:orientation,name,psv,parking:disabled,fixme,parking:street_side:of,parking:street_side:of:name,traffic_sign,markings,orientation,note,survey:date,access:conditional,check_date,maxstay:conditional,parking:condition
way,972909165,parking_space,1,,normal,,"POLYGON ((13.2919379 52.6348002, 13.2919172 52.6347835, 13.2919669 52.6347606, 13.2919876 52.6347773, 13.2919379 52.6348002))",,,,,,,,,,,,,,,,,"[9004763718, 9004763717, 9004760814, 9004760816, 9004763718]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909166,parking_space,1,,normal,,"POLYGON ((13.2919876 52.6347773, 13.2920084 52.634794, 13.2919587 52.6348169, 13.2919379 52.6348002, 13.2919876 52.6347773))",,,,,,,,,,,,,,,,,"[9004760816, 9004760815, 9004763719, 9004763718, 9004760816]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909168,parking_space,1,,,,"POLYGON ((13.2918655 52.6347404, 13.2918465 52.6347256, 13.2918917 52.6346962, 13.2919152 52.6347175, 13.2918655 52.6347404))",,,,,,,,,,,,,,,,,"[9004763725, 9004763724, 9004763721, 9004763723, 9004763725]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909169,parking_space,1,,,,"POLYGON ((13.2919152 52.6347175, 13.291936 52.6347342, 13.2918863 52.6347571, 13.2918655 52.6347404, 13.2919152 52.6347175))",,,,,,,,,,,,,,,,,"[9004763723, 9004763722, 9004763726, 9004763725, 9004763723]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909171,parking_space,1,,normal,,"POLYGON ((13.2918391 52.6346504, 13.2918612 52.6346684, 13.2918028 52.6346851, 13.2917878 52.6346737, 13.2918391 52.6346504))",,,,,,,,,,,,,,,,,"[9004763729, 9004763727, 9004763734, 9004763733, 9004763729]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909172,parking_space,1,,normal,,"POLYGON ((13.2917671 52.634657, 13.2917463 52.6346403, 13.2918003 52.6346163, 13.2918192 52.6346332, 13.2917671 52.634657))",,,,,,,,,,,,,,,,,"[9004763732, 9004763731, 9004763728, 9004763730, 9004763732]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909173,parking_space,1,,normal,,"POLYGON ((13.2918192 52.6346332, 13.2918391 52.6346504, 13.2917878 52.6346737, 13.2917671 52.634657, 13.2918192 52.6346332))",,,,,,,,,,,,,,,,,"[9004763730, 9004763729, 9004763733, 9004763732, 9004763730]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909176,parking_space,1,,normal,,"POLYGON ((13.2916693 52.6345757, 13.29165 52.6345593, 13.291703 52.6345347, 13.2917234 52.6345512, 13.2916693 52.6345757))",,,,,,,,,,,,,,,,,"[9004763739, 9004763745, 9004763742, 9004763740, 9004763739]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909177,parking_space,1,,normal,,"POLYGON ((13.2917641 52.6345841, 13.2917845 52.6346006, 13.2917296 52.6346257, 13.2917093 52.6346092, 13.2917641 52.6345841))",,,,,,,,,,,,,,,,,"[9004763743, 9004763741, 9004763748, 9004763747, 9004763743]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909178,parking_space,1,,normal,,"POLYGON ((13.2917234 52.6345512, 13.2917437 52.6345677, 13.2916889 52.6345927, 13.2916693 52.6345757, 13.2917234 52.6345512))",,,,,,,,,,,,,,,,,"[9004763740, 9004763744, 9004763746, 9004763739, 9004763740]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909179,parking_space,1,,normal,,"POLYGON ((13.2917437 52.6345677, 13.2917641 52.6345841, 13.2917093 52.6346092, 13.2916889 52.6345927, 13.2917437 52.6345677))",,,,,,,,,,,,,,,,,"[9004763744, 9004763743, 9004763747, 9004763746, 9004763744]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909183,parking_space,1,,normal,,"POLYGON ((13.2915026 52.6344311, 13.2914818 52.6344144, 13.2915315 52.6343915, 13.2915523 52.6344082, 13.2915026 52.6344311))",,,,,,,,,,,,,,,,,"[9004763757, 9004763755, 9004763753, 9004763760, 9004763757]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909184,parking_space,1,,normal,,"POLYGON ((13.2915731 52.6344249, 13.2915938 52.6344416, 13.2915441 52.6344645, 13.2915233 52.6344478, 13.2915731 52.6344249))",,,,,,,,,,,,,,,,,"[9004763759, 9004763754, 9004763756, 9004763758, 9004763759]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909186,parking_space,1,,normal,,"POLYGON ((13.2915523 52.6344082, 13.2915731 52.6344249, 13.2915233 52.6344478, 13.2915026 52.6344311, 13.2915523 52.6344082))",,,,,,,,,,,,,,,,,"[9004763760, 9004763759, 9004763758, 9004763757, 9004763760]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909187,parking_space,1,,normal,,"POLYGON ((13.2913322 52.6342858, 13.2913099 52.6342674, 13.2913613 52.6342443, 13.2913836 52.6342627, 13.2913322 52.6342858))",,,,,,,,,,,,,,,,,"[9004763765, 9004763763, 9004763761, 9004763768, 9004763765]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909188,parking_space,1,,normal,,"POLYGON ((13.291406 52.6342811, 13.2914283 52.6342995, 13.291376 52.634323, 13.2913546 52.6343042, 13.291406 52.6342811))",,,,,,,,,,,,,,,,,"[9004763767, 9004763762, 9004763764, 9004763766, 9004763767]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909190,parking_space,1,,normal,,"POLYGON ((13.2913836 52.6342627, 13.291406 52.6342811, 13.2913546 52.6343042, 13.2913322 52.6342858, 13.2913836 52.6342627))",,,,,,,,,,,,,,,,,"[9004763768, 9004763767, 9004763766, 9004763765, 9004763768]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909192,parking_space,1,,normal,,"POLYGON ((13.2918837 52.6349448, 13.2918616 52.6349278, 13.2919131 52.6349031, 13.2919351 52.6349201, 13.2918837 52.6349448))",,,,,,,,,,,,,,,,,"[9004763770, 9004763769, 9004763776, 9004763775, 9004763770]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909193,parking_space,1,,normal,,"POLYGON ((13.2919057 52.6349618, 13.2918837 52.6349448, 13.2919351 52.6349201, 13.2919572 52.6349371, 13.2919057 52.6349618))",,,,,,,,,,,,,,,,,"[9004763771, 9004763770, 9004763775, 9004763774, 9004763771]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909194,parking_space,1,,normal,,"POLYGON ((13.2919572 52.6349371, 13.2919793 52.6349541, 13.2919278 52.6349788, 13.2919057 52.6349618, 13.2919572 52.6349371))",,,,,,,,,,,,,,,,,"[9004763774, 9004763773, 9004763772, 9004763771, 9004763774]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909199,parking_space,1,,normal,,"POLYGON ((13.291704 52.6347946, 13.2916826 52.6347764, 13.2917358 52.6347534, 13.2917571 52.6347716, 13.291704 52.6347946))",,,,,,,,,,,,,,,,,"[9004763785, 9004763783, 9004763782, 9004763784, 9004763785]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909200,parking_space,1,,normal,,"POLYGON ((13.2917253 52.6348129, 13.291704 52.6347946, 13.2917571 52.6347716, 13.2917784 52.6347899, 13.2917253 52.6348129))",,,,,,,,,,,,,,,,,"[9004763786, 9004763785, 9004763784, 9004763789, 9004763786]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909201,parking_space,1,,normal,,"POLYGON ((13.2917784 52.6347899, 13.2917998 52.6348081, 13.2917466 52.6348311, 13.2917253 52.6348129, 13.2917784 52.6347899))",,,,,,,,,,,,,,,,,"[9004763789, 9004763788, 9004763787, 9004763786, 9004763789]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909203,parking_space,1,,normal,,"POLYGON ((13.2916199 52.6347229, 13.2915985 52.6347047, 13.291651 52.6346818, 13.2916731 52.6346998, 13.2916199 52.6347229))",,,,,,,,,,,,,,,,,"[9004763793, 9004763791, 9004763790, 9004763792, 9004763793]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909204,parking_space,1,,normal,,"POLYGON ((13.2916413 52.6347411, 13.2916199 52.6347229, 13.2916731 52.6346998, 13.2916944 52.6347181, 13.2916413 52.6347411))",,,,,,,,,,,,,,,,,"[9004763794, 9004763793, 9004763792, 9004763797, 9004763794]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909205,parking_space,1,,normal,,"POLYGON ((13.2916944 52.6347181, 13.2917156 52.6347363, 13.2916628 52.6347593, 13.2916413 52.6347411, 13.2916944 52.6347181))",,,,,,,,,,,,,,,,,"[9004763797, 9004763796, 9004763795, 9004763794, 9004763797]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909207,parking_space,1,,normal,,"POLYGON ((13.2915332 52.6346504, 13.2915117 52.6346323, 13.2915649 52.6346092, 13.2915863 52.6346274, 13.2915332 52.6346504))",,,,,,,,,,,,,,,,,"[9004763801, 9004763799, 9004763798, 9004763800, 9004763801]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909208,parking_space,1,,normal,,"POLYGON ((13.2915545 52.6346687, 13.2915332 52.6346504, 13.2915863 52.6346274, 13.2916076 52.6346457, 13.2915545 52.6346687))",,,,,,,,,,,,,,,,,"[9004763802, 9004763801, 9004763800, 9004763805, 9004763802]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909209,parking_space,1,,normal,,"POLYGON ((13.2916076 52.6346457, 13.2916295 52.6346636, 13.291576 52.6346869, 13.2915545 52.6346687, 13.2916076 52.6346457))",,,,,,,,,,,,,,,,,"[9004763805, 9004763804, 9004763803, 9004763802, 9004763805]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909211,parking_space,1,,normal,,"POLYGON ((13.2912886 52.6344429, 13.2912672 52.6344247, 13.2913204 52.6344017, 13.2913417 52.6344199, 13.2912886 52.6344429))",,,,,,,,,,,,,,,,,"[9004763812, 9004763807, 9004763806, 9004763811, 9004763812]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909212,parking_space,1,1,disabled,,"POLYGON ((13.2913628 52.634438, 13.2913906 52.6344614, 13.2913378 52.6344847, 13.29131 52.6344613, 13.2913628 52.634438))",,,,,,,,,,,,,,,,,"[9004763810, 9004763809, 9004763808, 9004763813, 9004763810]",,,,,,,,,,,,,,,,,,DE:314;1044-10,,,,,,,,
way,972909213,parking_space,1,,normal,,"POLYGON ((13.29131 52.6344613, 13.2912886 52.6344429, 13.2913417 52.6344199, 13.2913628 52.634438, 13.29131 52.6344613))",,,,,,,,,,,,,,,,,"[9004763813, 9004763812, 9004763811, 9004763810, 9004763813]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909215,parking_space,1,,normal,,"POLYGON ((13.2912571 52.634347, 13.2912781 52.6343653, 13.2912242 52.6343882, 13.2912031 52.6343699, 13.2912571 52.634347))",,,,,,,,,,,,,,,,,"[9004763815, 9004763820, 9004763819, 9004763816, 9004763815]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909216,parking_space,1,,normal,,"POLYGON ((13.2911825 52.634352, 13.2911609 52.6343332, 13.2912148 52.6343102, 13.2912364 52.634329, 13.2911825 52.634352))",,,,,,,,,,,,,,,,,"[9004763817, 9004763818, 9004763821, 9004763814, 9004763817]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,972909217,parking_space,1,,normal,,"POLYGON ((13.2912031 52.6343699, 13.2911825 52.634352, 13.2912364 52.634329, 13.2912571 52.634347, 13.2912031 52.6343699))",,,,,,,,,,,,,,,,,"[9004763816, 9004763817, 9004763814, 9004763815, 9004763816]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,976080440,parking_space,1,,disabled,,"POLYGON ((13.5710754 52.524977, 13.5711078 52.5249747, 13.571098 52.5249237, 13.5710655 52.524926, 13.5710754 52.524977))",,,,,,,,,,,,,,,,,"[9032883632, 9032883633, 9032883634, 9032883635, 9032883632]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,978187310,parking_space,,,disabled,yes,"POLYGON ((13.3883852 52.4811948, 13.3884406 52.4811727, 13.3884772 52.4812058, 13.3884218 52.4812275, 13.3883852 52.4811948))",,,,,,,,,,,,,private,designated,,,"[9051323934, 9051323933, 6488146450, 6488146449, 9051323934]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,978187311,parking_space,,,disabled,yes,"POLYGON ((13.3883514 52.4811645, 13.3884065 52.4811419, 13.3884406 52.4811727, 13.3883852 52.4811948, 13.3883514 52.4811645))",,,,,,,,,,,,,private,designated,,,"[9051323936, 9051323935, 9051323933, 9051323934, 9051323936]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170799,parking_space,1,,disabled,yes,"POLYGON ((13.371034 52.4937029, 13.3710723 52.493724, 13.3711289 52.4936861, 13.3710907 52.4936649, 13.371034 52.4937029))",,,,,,,,,,,,,,designated,,,"[9067254409, 9067254412, 9067254413, 9067254410, 9067254409]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170800,parking_space,1,,disabled,yes,"POLYGON ((13.371034 52.4937029, 13.3710907 52.4936649, 13.3710524 52.4936437, 13.3709956 52.4936818, 13.371034 52.4937029))",,,,,,,,,,,,,,designated,,,"[9067254409, 9067254410, 9067254414, 9067254411, 9067254409]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170801,parking_space,1,,,,"POLYGON ((13.3704173 52.4932339, 13.3703478 52.4932688, 13.3703768 52.4932906, 13.3704466 52.4932555, 13.3704173 52.4932339))",,,,,,,,,,,,,private,,,,"[9067278219, 9067278218, 9067254415, 9067254416, 9067278219]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170802,parking_space,1,,disabled,yes,"POLYGON ((13.3703844 52.4932096, 13.370315 52.4932445, 13.3703478 52.4932688, 13.3704173 52.4932339, 13.3703844 52.4932096))",,,,,,,,,,,,,,designated,,,"[9067278220, 9067278217, 9067278218, 9067278219, 9067278220]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170803,parking_space,1,,disabled,yes,"POLYGON ((13.3703516 52.4931854, 13.3702821 52.4932203, 13.370315 52.4932445, 13.3703844 52.4932096, 13.3703516 52.4931854))",,,,,,,,,,,,,,designated,,,"[9067278222, 9067278221, 9067278217, 9067278220, 9067278222]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,980170804,parking_space,1,,disabled,yes,"POLYGON ((13.3703187 52.4931611, 13.3702493 52.493196, 13.3702821 52.4932203, 13.3703516 52.4931854, 13.3703187 52.4931611))",,,,,,,,,,,,,,designated,,,"[9067278223, 9067278224, 9067278221, 9067278222, 9067278223]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,986531225,parking_space,1,,disabled,,"POLYGON ((13.4739492 52.5349019, 13.4740076 52.5349157, 13.4740234 52.5348908, 13.473965 52.5348771, 13.4739492 52.5349019))",,,,,,,,,,,,,private,,,,"[9119020516, 9119058017, 9119058018, 9119058019, 9119020516]",,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,
way,993129638,parking_space,1,1,disabled,,"POLYGON ((13.4798651 52.5016095, 13.4799309 52.501612, 13.4799341 52.5015814, 13.4798683 52.5015789, 13.4798651 52.5016095))",,,,,,,,,,,,,,,,,"[9175229582, 9175229583, 9175229584, 9175229585, 9175229582]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1011677839,parking_space,1,,disabled,,"POLYGON ((13.4141477 52.4929414, 13.4142213 52.4929209, 13.4142038 52.4928977, 13.4141301 52.4929183, 13.4141477 52.4929414))",,,,,street_side,,,,,,,,no,,private,,"[9334047919, 9334047920, 9334047921, 9334047922, 9334047919]",,,,,,,,,,,,,,,,,,"DE:314,1044-11",yes,perpendicular,,,,,,
way,1019807803,parking_space,3,,emergency,,"POLYGON ((13.511328 52.6317103, 13.5112473 52.6317101, 13.511261 52.6316148, 13.511342 52.6316259, 13.511328 52.6317103))",,,,,,,,,,,,,,,,,"[9405831677, 9405831678, 9405831679, 9405831680, 9405831677]",,,,,,,,,,,,Storchenparkplatz,,,,,,,,,,,,,,
way,1022807572,parking_space,1,,charging,,"POLYGON ((13.4480867 52.4890496, 13.448117 52.4890698, 13.4480682 52.489097, 13.4480378 52.4890769, 13.4480867 52.4890496))",,,,,,,,,,,,,,,,,"[9433045065, 9433045064, 9433045063, 9433045062, 9433045065]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1022807573,parking_space,1,,,,"POLYGON ((13.4481854 52.4889552, 13.4482157 52.4889753, 13.448275 52.4889422, 13.4482447 52.4889221, 13.4481854 52.4889552))",,,,,,,,,,,,,,designated,,,"[9433045071, 9433045070, 9433045067, 9433045066, 9433045071]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1022807574,parking_space,1,,,,"POLYGON ((13.4481854 52.4889552, 13.4482157 52.4889753, 13.4481669 52.4890026, 13.4481366 52.4889825, 13.4481854 52.4889552))",,,,,,,,,,,,,,designated,,,"[9433045071, 9433045070, 9433045069, 9433045068, 9433045071]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228235,parking_space,,,disabled,yes,"POLYGON ((13.4096905 52.4947004, 13.4096677 52.4946665, 13.4097016 52.494658, 13.4097244 52.4946919, 13.4096905 52.4947004))",,,,,,,,,,,,,,designated,,,"[5202345098, 9461677754, 9461677741, 9461677742, 5202345098]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228236,parking_space,,,disabled,yes,"POLYGON ((13.4097244 52.4946919, 13.4097584 52.4946835, 13.4097355 52.4946495, 13.4097016 52.494658, 13.4097244 52.4946919))",,,,,,,,,,,,,,designated,,,"[9461677742, 9461677744, 9461677743, 9461677741, 9461677742]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228242,parking_space,,,,,"POLYGON ((13.4102512 52.4945379, 13.4102844 52.4945295, 13.4102578 52.4944896, 13.4102295 52.4944968, 13.4102242 52.4944981, 13.4102512 52.4945379))",,,,,,,,,,,,,,,,,"[9461677778, 9461677805, 9461677958, 9461677762, 9461677765, 9461677778]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228243,parking_space,,,,,"POLYGON ((13.4102181 52.4945463, 13.4102512 52.4945379, 13.4102242 52.4944981, 13.410191 52.4945065, 13.4102181 52.4945463))",,,,,,,,,,,,,,,,,"[9461677779, 9461677778, 9461677765, 9461677766, 9461677779]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228244,parking_space,,,,,"POLYGON ((13.410185 52.4945546, 13.4102181 52.4945463, 13.410191 52.4945065, 13.4101579 52.4945149, 13.410185 52.4945546))",,,,,,,,,,,,,private,,,,"[9461677780, 9461677779, 9461677766, 9461677767, 9461677780]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228245,parking_space,,,,,"POLYGON ((13.410185 52.4945546, 13.4101579 52.4945149, 13.4101247 52.4945233, 13.4101518 52.494563, 13.410185 52.4945546))",,,,,,,,,,,,,private,,,,"[9461677780, 9461677767, 9461677768, 9461677781, 9461677780]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228246,parking_space,,,charging,,"POLYGON ((13.4101187 52.4945714, 13.4101518 52.494563, 13.4101247 52.4945233, 13.4101057 52.4945281, 13.4100916 52.4945316, 13.4101187 52.4945714))",,,Nur für Dienstwagen der Vivantes GmbH,,,,,,,,,,private,,,,"[9461677782, 9461677781, 9461677768, 9461677763, 9461677769, 9461677782]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228247,parking_space,,,charging,,"POLYGON ((13.4100855 52.4945798, 13.4101187 52.4945714, 13.4100916 52.4945316, 13.4100584 52.49454, 13.4100855 52.4945798))",,,Nur für Dienstwagen der Vivantes GmbH,,,,,,,,,,private,,,,"[9461677783, 9461677782, 9461677769, 9461677770, 9461677783]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228248,parking_space,,,charging,,"POLYGON ((13.4100524 52.4945881, 13.4100855 52.4945798, 13.4100584 52.49454, 13.4100253 52.4945484, 13.4100524 52.4945881))",,,,,,,,,,,,,,,,,"[9461677784, 9461677783, 9461677770, 9461677771, 9461677784]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228249,parking_space,,,charging,,"POLYGON ((13.4100192 52.4945965, 13.4100524 52.4945881, 13.4100253 52.4945484, 13.4099921 52.4945568, 13.4100192 52.4945965))",,,,,,,,,,,,,,,,,"[9461677785, 9461677784, 9461677771, 9461677772, 9461677785]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228250,parking_space,,,charging,,"POLYGON ((13.4100192 52.4945965, 13.4099921 52.4945568, 13.409959 52.4945652, 13.4099861 52.4946049, 13.4100192 52.4945965))",,,,,,,,,,,,,,,,,"[9461677785, 9461677772, 9461677773, 9461677786, 9461677785]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228251,parking_space,,,charging,,"POLYGON ((13.4099529 52.4946133, 13.4099861 52.4946049, 13.409959 52.4945652, 13.4099258 52.4945735, 13.4099529 52.4946133))",,,,,,,,,,,,,,,,,"[9461677787, 9461677786, 9461677773, 9461677774, 9461677787]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228252,parking_space,,,charging,,"POLYGON ((13.4099198 52.4946216, 13.4099529 52.4946133, 13.4099258 52.4945735, 13.4098927 52.4945819, 13.4099198 52.4946216))",,,,,,,,,,,,,,,,,"[9461677788, 9461677787, 9461677774, 9461677775, 9461677788]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228253,parking_space,,,disabled;charging,yes,"POLYGON ((13.4098635 52.4946359, 13.4099106 52.494624, 13.4098835 52.4945842, 13.409876 52.4945861, 13.4098364 52.4945961, 13.4098635 52.4946359))",,,,,,,,,,,,,,designated,,,"[9461677790, 9461677789, 9461677776, 9461677764, 9461677777, 9461677790]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228260,parking_space,,,,,"POLYGON ((13.4098885 52.4947359, 13.4098752 52.4947161, 13.4098069 52.4947331, 13.4098201 52.4947529, 13.4098885 52.4947359))",,,,,,,,,,,,,,,,,"[9461677893, 9461677976, 9461677973, 9461677875, 9461677893]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228261,parking_space,,,,,"POLYGON ((13.4099018 52.4947556, 13.4098885 52.4947359, 13.4098201 52.4947529, 13.4098334 52.4947726, 13.4099018 52.4947556))",,,,,,,,,,,,,,,,,"[9461677894, 9461677893, 9461677875, 9461677889, 9461677894]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228262,parking_space,,,,,"POLYGON ((13.409915 52.4947754, 13.4099018 52.4947556, 13.4098334 52.4947726, 13.4098467 52.4947924, 13.409915 52.4947754))",,,,,,,,,,,,,,,,,"[9461677895, 9461677894, 9461677889, 9461677890, 9461677895]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228263,parking_space,,,,,"POLYGON ((13.4099283 52.4947951, 13.409915 52.4947754, 13.4098467 52.4947924, 13.40986 52.4948122, 13.4099283 52.4947951))",,,,,,,,,,,,,,,,,"[9461677874, 9461677895, 9461677890, 9461677891, 9461677874]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228264,parking_space,,,,,"POLYGON ((13.4099416 52.4948149, 13.4099283 52.4947951, 13.40986 52.4948122, 13.4098733 52.4948319, 13.4099416 52.4948149))",,,,,,,,,,,,,,,,,"[9461677896, 9461677874, 9461677891, 9461677892, 9461677896]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228265,parking_space,,,,,"POLYGON ((13.4098866 52.4948517, 13.4099549 52.4948346, 13.4099416 52.4948149, 13.4098733 52.4948319, 13.4098866 52.4948517))",,,,,,,,,,,,,,,,,"[9461677974, 9461677975, 9461677896, 9461677892, 9461677974]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228266,parking_space,,,,,"POLYGON ((13.4099741 52.4947145, 13.4099608 52.4946948, 13.4099249 52.4947037, 13.4098926 52.4947118, 13.4099059 52.4947315, 13.4099741 52.4947145))",,,,,,,,,,,,,,,,,"[9461677881, 9461677977, 9461677815, 9461678034, 9461677885, 9461677881]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228267,parking_space,,,,,"POLYGON ((13.4099873 52.4947343, 13.4099741 52.4947145, 13.4099059 52.4947315, 13.4099191 52.4947513, 13.4099873 52.4947343))",,,,,,,,,,,,,,,,,"[9461677882, 9461677881, 9461677885, 9461677886, 9461677882]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228268,parking_space,,,,,"POLYGON ((13.4100006 52.494754, 13.4099873 52.4947343, 13.4099191 52.4947513, 13.4099324 52.494771, 13.4100006 52.494754))",,,,,,,,,,,,,,,,,"[9461677883, 9461677882, 9461677886, 9461677887, 9461677883]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228269,parking_space,,,,,"POLYGON ((13.4100139 52.4947738, 13.4100006 52.494754, 13.4099324 52.494771, 13.4099457 52.4947908, 13.4100139 52.4947738))",,,,,,,,,,,,,,,,,"[9461677884, 9461677883, 9461677887, 9461677873, 9461677884]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228270,parking_space,,,,,"POLYGON ((13.4100272 52.4947935, 13.4100139 52.4947738, 13.4099457 52.4947908, 13.409959 52.4948105, 13.4099725 52.4948071, 13.4100272 52.4947935))",,,,,,,,,,,,,,,,,"[9461677872, 9461677884, 9461677873, 9461677888, 9461677728, 9461677872]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228271,parking_space,,,,,"POLYGON ((13.4099858 52.4948269, 13.4100405 52.4948133, 13.4100272 52.4947935, 13.4099725 52.4948071, 13.4099858 52.4948269))",,,,,,,,,,,,,,,,,"[9461677729, 9461677978, 9461677872, 9461677728, 9461677729]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228272,parking_space,,,,,"POLYGON ((13.410112 52.4946561, 13.4100986 52.4946364, 13.4100306 52.4946536, 13.410044 52.4946733, 13.410112 52.4946561))",,,,,,,,,,,,,,,,,"[9461677865, 9461677971, 9461677970, 9461677876, 9461677865]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228273,parking_space,,,,,"POLYGON ((13.4101255 52.4946759, 13.410112 52.4946561, 13.410044 52.4946733, 13.4100575 52.4946931, 13.4101255 52.4946759))",,,,,,,,,,,,,,,,,"[9461677866, 9461677865, 9461677876, 9461677871, 9461677866]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228274,parking_space,,,,,"POLYGON ((13.4101389 52.4946956, 13.4101255 52.4946759, 13.4100575 52.4946931, 13.4100709 52.4947128, 13.4101389 52.4946956))",,,,,,,,,,,,,,,,,"[9461677867, 9461677866, 9461677871, 9461677877, 9461677867]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228275,parking_space,,,,,"POLYGON ((13.4101524 52.4947153, 13.4101389 52.4946956, 13.4100709 52.4947128, 13.4100844 52.4947325, 13.4101524 52.4947153))",,,,,,,,,,,,,,,,,"[9461677868, 9461677867, 9461677877, 9461677878, 9461677868]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026228276,parking_space,,,,,"POLYGON ((13.4101658 52.4947351, 13.4101524 52.4947153, 13.4100844 52.4947325, 13.4100978 52.4947523, 13.4101658 52.4947351))",,,,,,,,,,,,,,,,,"[9461677869, 9461677868, 9461677878, 9461677879, 9461677869]",,,,,,,,,,,,,,,,,,,,,,,,,,
