element_type,osmid,amenity,maxheight,parking,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,fee,layer,name,created_by,entrance,access,capacity,check_date:opening_hours,opening_hours:signed,wheelchair,bicycle,description,motorcar:liquid_gas,motorcycle,opening_hours,operator,operator:type,payment:cash,payment:maestro,payment:mastercard,payment:visa,surface,trailer,was:name,website,barrier,motor_vehicle,maxspeed,motorcar,source,maxweight,ref:IFOPT,location,park_ride,toilets:wheelchair,capacity:women,maxstay,wheelchair:description,capacity:disabled,note,indoor,level,vehicle,noexit,ref,supervised,capacity:parent,name:de,name:en,lit,tourist_bus,was:amenity,was:wheelchair,check_date,nohousenumber,phone,access:conditional,survey:date,disabled,capacity:charging,brand,operator:wikidata,fixme,parking_space,covered,payment:girocard,outdoor_seating,nodes,motorhome,alt_name,building,building:levels,ref:IFOPT:description,roof:levels,roof:shape,building:roof_shape,height,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,old_name,traffic_sign,capacity:note,start_date,hiking,hgv,caravan_site,name_1,motorcycle:parking,parking:orientation,was:access,was:fee,was:network,was:operator,was:website,building:part,motor_vehicle:conditional,minheight,contact:phone,contact:website,payment:coins,payment:notes,payment:others,name:source,access:disabled,smoothness,FIXME,capacity:car_sharing,vehicle:conditional,fee:conditional,charge,check_date:fee,access:description,capacity:emergency,fence_type,note:capacity,note:surface,maxstay:conditional,parking:condition,min_height,short_name,url,type,building:levels:underground,bunker,historic,military,winter_service,psv,payment:credit_cards,source:geometry,orientation,operator:abbr,ways,addr:place
way,127921807,parking,,,"POLYGON ((9.103762 48.8264799, 9.1038713 48.8264617, 9.1039 48.8262997, 9.1038835 48.826302, 9.1037869 48.8263154, 9.103762 48.8264799))",,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1414720716, 1414720715, 1414720689, 1419194023, 1414720709, 1414720716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128125239,parking,,,"POLYGON ((9.0993423 48.8233818, 9.0993849 48.8229216, 9.0993231 48.8228942, 9.0992858 48.8233502, 9.0993423 48.8233818))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416570388, 1416570345, 1416570337, 1416570386, 1416570388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128125240,parking,,surface,"POLYGON ((9.0998846 48.8228374, 9.0993529 48.8228192, 9.0993487 48.8228606, 9.0998804 48.8228809, 9.0998846 48.8228374))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416570322, 1416570320, 1416570326, 1416570333, 1416570322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128125241,parking,,surface,"POLYGON ((9.10069 48.8227358, 9.1007133 48.822419, 9.1007915 48.8224201, 9.1007666 48.8227336, 9.10069 48.8227358))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416570305, 1416570273, 1416570274, 1416570303, 1416570305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130254,parking,,surface,"POLYGON ((9.0971589 48.8232521, 9.0963704 48.8232293, 9.0963753 48.8231744, 9.096422 48.8230148, 9.0966951 48.823019, 9.0966873 48.8231389, 9.0971673 48.82315, 9.0971589 48.8232521))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609175, 1416609174, 1416609156, 1419182591, 1419182592, 1419182595, 1416609160, 1416609175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130257,parking,,surface,"POLYGON ((9.0987848 48.8237942, 9.0989127 48.8237975, 9.0989152 48.8237544, 9.0987873 48.8237512, 9.0987848 48.8237942))",,,,,,,no,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609278, 1416609279, 1416609259, 1416609258, 1416609278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130260,parking,,surface,"POLYGON ((9.0992764 48.8239116, 9.0992924 48.8237065, 9.0990766 48.8236723, 9.0990937 48.8235941, 9.0996687 48.8236246, 9.0996565 48.8237626, 9.0996405 48.8239229, 9.0992764 48.8239116))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609285, 1416609270, 1419182605, 1419182603, 1416609273, 1416609291, 1419182622, 1416609285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130269,parking,,,"POLYGON ((9.0988752 48.8244773, 9.0989413 48.8245311, 9.0990256 48.8245388, 9.0990459 48.8242918, 9.0990572 48.8241659, 9.0990771 48.8239247, 9.0988419 48.8239154, 9.0988176 48.8242245, 9.0982802 48.8242062, 9.0983009 48.8239435, 9.0982017 48.8239401, 9.0981445 48.8239374, 9.0981 48.8244509, 9.0988752 48.8244773))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609476, 1419182641, 1419182642, 659915484, 659915475, 659915461, 1416609307, 659915481, 659915472, 1416609352, 659915456, 1416609350, 1416609473, 1416609476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130270,parking,,,"POLYGON ((9.0998354 48.8246771, 9.0998412 48.8245643, 9.1000741 48.8245734, 9.100281 48.8244383, 9.0997796 48.8244211, 9.0998218 48.823841, 9.1000101 48.8238437, 9.1000051 48.8239583, 9.1001521 48.823963, 9.1001622 48.82379, 9.0997446 48.8237184, 9.0996684 48.8237168, 9.0995885 48.8246668, 9.0998354 48.8246771))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609574, 1419182644, 1419182645, 1419182640, 1419182633, 1419182608, 1419182610, 1419182624, 1419182625, 1419182607, 1416609244, 1416609243, 1416609570, 1416609574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130272,parking,,,"POLYGON ((9.0979613 48.8228337, 9.098131 48.8228393, 9.0980952 48.8232865, 9.0979297 48.8232839, 9.0979613 48.8228337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609176, 1416609183, 1416609189, 1416609187, 1416609176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130273,parking,,surface,"POLYGON ((9.0988023 48.8236405, 9.0989271 48.8236431, 9.0989292 48.8235979, 9.0988045 48.8235953, 9.0988023 48.8236405))",,,,,,,no,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609217, 1416609219, 1416609210, 1416609208, 1416609217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128130286,parking,,surface,"POLYGON ((9.0990634 48.8245401, 9.0995358 48.824557, 9.0995807 48.8245568, 9.0995631 48.8247458, 9.0994699 48.8247416, 9.0994185 48.8247218, 9.0994238 48.8246489, 9.0992056 48.8246418, 9.0992079 48.8246175, 9.0990612 48.824615, 9.0990634 48.8245401))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1416609549, 659915494, 1419182643, 1419182648, 1419182646, 1416609552, 1416609563, 1416609560, 1416609558, 1416609555, 1416609549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128333931,parking,,surface,"POLYGON ((9.1019643 48.8229153, 9.1019695 48.8228687, 9.1019943 48.8226439, 9.1022508 48.8226532, 9.1022258 48.8229293, 9.1019643 48.8229153))",,,,,,,,,Fitness Forum,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1418559454, 1418559453, 1418559445, 1418559446, 1418559455, 1418559454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128405137,parking,,,"POLYGON ((9.1029419 48.8259656, 9.1030438 48.8259747, 9.1031393 48.8259833, 9.1030868 48.8262374, 9.1029883 48.8262286, 9.1028894 48.8262198, 9.1029419 48.8259656))",,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1383285301, 1419194009, 1419194010, 1419194022, 1419194015, 1419194020, 1383285301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442732,parking,,surface,"POLYGON ((9.1080669 48.8280815, 9.1081864 48.8280909, 9.1082544 48.8280962, 9.108234 48.8281962, 9.1083451 48.8282067, 9.1083645 48.8281136, 9.1085129 48.8274004, 9.1084475 48.8273941, 9.1083746 48.827387, 9.1083519 48.827502, 9.1083413 48.8275013, 9.1081975 48.8274861, 9.1080669 48.8280815))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[927182420, 1419467756, 1419467760, 1419467773, 1419467774, 9833625903, 1419467631, 9833625899, 1419467628, 1419467654, 1419467648, 927182389, 927182420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442733,parking,,surface,"POLYGON ((9.1020339 48.8268315, 9.1021585 48.8268432, 9.1022918 48.8268557, 9.1022807 48.8268755, 9.1022615 48.82698, 9.102465 48.8270013, 9.1023878 48.8273863, 9.1026228 48.8274089, 9.1029354 48.8274399, 9.1028804 48.8277224, 9.1018734 48.8276284, 9.1020339 48.8268315))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419467545, 1419467549, 1419467550, 693216118, 693216112, 693216093, 693216102, 693216094, 1419467639, 1419467691, 1419467676, 1419467545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442735,parking,,surface,"POLYGON ((9.1005666 48.8274142, 9.1018435 48.8275261, 9.1018254 48.8276419, 9.1005388 48.8275211, 9.1005666 48.8274142))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419467632, 1419467666, 1419467677, 1419467665, 1419467632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442737,parking,,,"POLYGON ((9.1065421 48.8273094, 9.1068687 48.8273384, 9.1069276 48.8273437, 9.1069185 48.8273821, 9.1068833 48.8275552, 9.1064847 48.827515, 9.1065421 48.8273094))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419467594, 1419467604, 1419467610, 927182404, 1418382289, 1418382279, 1419467594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442738,parking,,,"POLYGON ((9.1002196 48.8266433, 9.100336 48.8266565, 9.1006179 48.8266884, 9.1007072 48.8266985, 9.1006664 48.8268762, 9.100181 48.8268239, 9.1002196 48.8266433))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419467518, 1419467519, 1419467521, 1419467523, 1419467553, 1419467543, 1419467518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442739,parking,,,"POLYGON ((9.1051525 48.8270899, 9.1057104 48.8271466, 9.1056777 48.8272874, 9.1056386 48.8272822, 9.1053253 48.8272507, 9.1052712 48.8275548, 9.1050587 48.8275384, 9.1051525 48.8270899))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419467564, 1419467571, 1419467589, 927182342, 927182436, 927182375, 927182496, 1419467564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128442740,parking,,,"POLYGON ((9.1057178 48.8277862, 9.1062409 48.8278347, 9.1063025 48.8278408, 9.1063493 48.8278454, 9.1063062 48.8280275, 9.1055532 48.8279544, 9.1055873 48.8277722, 9.1056281 48.8277766, 9.1057178 48.8277862))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[653117105, 653117104, 1419467706, 1419467707, 1419467736, 1419467723, 1419467699, 1419467703, 653117105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128444628,parking,,,"POLYGON ((9.0978364 48.8245727, 9.0976039 48.824563, 9.0975796 48.824881, 9.0980214 48.8248949, 9.0980273 48.8248291, 9.0980298 48.8248009, 9.0978195 48.8247954, 9.0978364 48.8245727))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1419480626, 1419480625, 1419480633, 1419480634, 1419480631, 1419480629, 1419480628, 1419480626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507994,parking,,,"POLYGON ((9.0948448 48.8230111, 9.0948412 48.8230325, 9.0942562 48.8230552, 9.0942498 48.8229812, 9.0942381 48.8228441, 9.0940968 48.8228501, 9.094096 48.8228346, 9.0940914 48.8227428, 9.0942477 48.822736, 9.0948153 48.8227148, 9.0948448 48.8230111))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047735, 1420047736, 1420047740, 1420047728, 1420047695, 1420047697, 1420047687, 1420047674, 271209339, 271209342, 1420047735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507995,parking,,,"POLYGON ((9.0909458 48.8220161, 9.0909617 48.8220906, 9.0917722 48.822028, 9.092116 48.82195, 9.0921662 48.8219386, 9.0922228 48.8217851, 9.0919805 48.8213423, 9.0915662 48.8214452, 9.0917088 48.8216971, 9.0917456 48.8218894, 9.0917258 48.8218908, 9.0911159 48.8219373, 9.0911279 48.8220019, 9.0909458 48.8220161))",,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,gravel,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047626, 1420047637, 1420047631, 1420047613, 1420047611, 1420047593, 1420047569, 1420047576, 1420047587, 1420047603, 313894730, 1420047610, 1420047619, 1420047626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507996,parking,,street_side,"POLYGON ((9.0932348 48.8231994, 9.0932683 48.8231971, 9.0935907 48.8231752, 9.0935794 48.823103, 9.0932235 48.8231272, 9.0932348 48.8231994))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047770, 1420047776, 1420047760, 1420047747, 1420047755, 1420047770]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507997,parking,,,"POLYGON ((9.0965981 48.8203656, 9.0969702 48.8204104, 9.0968746 48.8204867, 9.0964819 48.82046, 9.0964413 48.8203503, 9.0965981 48.8203656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047462, 1420047472, 1420047485, 1420047482, 1420047460, 1420047462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507998,parking,,surface,"POLYGON ((9.0949477 48.8218226, 9.094965 48.821754, 9.0953464 48.8217745, 9.0953274 48.8218761, 9.0949392 48.8218546, 9.0949477 48.8218226))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047597, 1420047589, 1420047591, 1420047602, 1420047600, 1420047597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128507999,parking,,surface,"POLYGON ((9.089897 48.8221016, 9.0899469 48.8221026, 9.0899342 48.8220083, 9.0893923 48.8220158, 9.0893238 48.8220167, 9.0893274 48.8221204, 9.089897 48.8221016))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420047638, 1420047639, 1420047621, 1420047623, 1420047628, 1420047641, 1420047638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128508000,parking,,,"POLYGON ((9.0948153 48.8227148, 9.0948448 48.8230111, 9.0951527 48.8229992, 9.0952234 48.8229706, 9.0952743 48.82295, 9.0953687 48.8229118, 9.0950451 48.8225969, 9.0948017 48.822604, 9.0948153 48.8227148))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[271209342, 1420047735, 1420047733, 1420047725, 1420047721, 271209349, 271209347, 473066153, 271209342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511095,parking,,,"POLYGON ((9.0955072 48.8229442, 9.095679 48.8228706, 9.0957241 48.8229113, 9.0955506 48.8229837, 9.0955072 48.8229442))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420071018, 1420071015, 1420071016, 1420071019, 1420071018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511096,parking,,street_side,"POLYGON ((9.0944925 48.8241011, 9.0955004 48.8241382, 9.0954958 48.8241927, 9.0944879 48.8241556, 9.0944925 48.8241011))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420071023, 1420071024, 1420071026, 271209317, 1420071023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511097,parking,,surface,"POLYGON ((9.0955066 48.8223101, 9.0955066 48.8222299, 9.0958963 48.8222208, 9.0958995 48.8223248, 9.0955077 48.8223319, 9.0955066 48.8223101))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420070997, 1420070991, 1420070988, 1420070998, 1420070999, 1420070997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511098,parking,,,"POLYGON ((9.0914549 48.8256415, 9.0917192 48.8256556, 9.0917205 48.8257636, 9.0914109 48.8257224, 9.0914247 48.8257004, 9.0914549 48.8256415))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420071177, 1420071179, 1420071197, 1420071188, 1420071186, 1420071177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511099,parking,,,"POLYGON ((9.0910332 48.8255967, 9.0910426 48.8254702, 9.0912908 48.8254825, 9.0912908 48.8255589, 9.0912573 48.8255735, 9.0911694 48.8255985, 9.0910332 48.8255967))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420071168, 1420071143, 1420071150, 1420071158, 1420071161, 1420071169, 1420071168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128511100,parking,,surface,"POLYGON ((9.0955239 48.8245805, 9.0955092 48.8246628, 9.0955757 48.8247156, 9.0944576 48.8246678, 9.094458 48.8246255, 9.0944612 48.8245442, 9.0955239 48.8245805))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[271209324, 1420047900, 1420071032, 271209297, 1420071030, 271209319, 271209324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128522359,parking,,surface,"POLYGON ((9.0901304 48.8213348, 9.0903277 48.8213329, 9.0903384 48.8215877, 9.0906587 48.8216809, 9.0906316 48.8217186, 9.090596 48.8217511, 9.090229 48.8216466, 9.0901405 48.8216484, 9.0901386 48.8215604, 9.0901976 48.8215606, 9.0901969 48.8214895, 9.0901422 48.8214917, 9.0901304 48.8213348))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[583383375, 1420150717, 1420150748, 1420150752, 1420150754, 1420150758, 1420150750, 1420150751, 1420047579, 1420047580, 1420047577, 1420047578, 583383375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128522360,parking,,,"POLYGON ((9.0907752 48.8212009, 9.0907632 48.8210972, 9.0905644 48.8211051, 9.0905017 48.8211499, 9.090515 48.8212009, 9.0907752 48.8212009))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420150708, 1420150688, 1420150689, 1420150693, 1420150705, 1420150708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128522361,parking,,surface,"POLYGON ((9.0904425 48.8218012, 9.090451 48.8219174, 9.0904118 48.8219989, 9.090148 48.8219907, 9.0901438 48.8218003, 9.0904425 48.8218012))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420150762, 1420150764, 1420150769, 583383355, 1420150760, 1420150762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128619080,parking,,,"POLYGON ((9.0900118 48.8031657, 9.089998 48.8031961, 9.0899683 48.8032498, 9.0909427 48.8032508, 9.090944 48.803069, 9.090166 48.8030695, 9.0901661 48.8031684, 9.0900118 48.8031657))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1181505454, 1421298468, 1181505602, 1181505909, 1181506258, 1181505117, 1181504874, 1181505454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128629555,parking,,,"POLYGON ((9.1206714 48.8129056, 9.1207777 48.8129046, 9.1208136 48.8129051, 9.1208457 48.8129201, 9.1208719 48.8129324, 9.1208739 48.8129858, 9.1207789 48.8129845, 9.1206671 48.812983, 9.1206714 48.8129056))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1420989426, 1420989431, 1420989425, 1420989432, 1420989433, 1420989437, 1420989436, 1420989435, 1420989426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128672913,parking,,,"POLYGON ((9.1138694 48.8132743, 9.114037 48.8133063, 9.1141138 48.8133228, 9.1140191 48.8134942, 9.1139913 48.8135644, 9.113873 48.8135406, 9.1137872 48.8135244, 9.113795 48.8134808, 9.1138135 48.8133893, 9.1136955 48.8133811, 9.1136989 48.8133369, 9.113713 48.8133115, 9.1137361 48.8132736, 9.1138571 48.8133029, 9.1138694 48.8132743))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1421355083, 1421355085, 1421355086, 597458127, 1421351645, 581996061, 1421355089, 597457997, 597457996, 597457999, 1022332174, 1378829471, 597457993, 597458002, 1421355083]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128674984,parking,,,"POLYGON ((9.1144686 48.8135368, 9.114505 48.8133882, 9.1144327 48.8133825, 9.114398 48.8135284, 9.1144686 48.8135368))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1421370367, 1421370357, 1421370356, 1421370366, 1421370367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
