element_type,osmid,amenity,maxheight,parking,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,fee,layer,name,created_by,entrance,access,capacity,check_date:opening_hours,opening_hours:signed,wheelchair,bicycle,description,motorcar:liquid_gas,motorcycle,opening_hours,operator,operator:type,payment:cash,payment:maestro,payment:mastercard,payment:visa,surface,trailer,was:name,website,barrier,motor_vehicle,maxspeed,motorcar,source,maxweight,ref:IFOPT,location,park_ride,toilets:wheelchair,capacity:women,maxstay,wheelchair:description,capacity:disabled,note,indoor,level,vehicle,noexit,ref,supervised,capacity:parent,name:de,name:en,lit,tourist_bus,was:amenity,was:wheelchair,check_date,nohousenumber,phone,access:conditional,survey:date,disabled,capacity:charging,brand,operator:wikidata,fixme,parking_space,covered,payment:girocard,outdoor_seating,nodes,motorhome,alt_name,building,building:levels,ref:IFOPT:description,roof:levels,roof:shape,building:roof_shape,height,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,old_name,traffic_sign,capacity:note,start_date,hiking,hgv,caravan_site,name_1,motorcycle:parking,parking:orientation,was:access,was:fee,was:network,was:operator,was:website,building:part,motor_vehicle:conditional,minheight,contact:phone,contact:website,payment:coins,payment:notes,payment:others,name:source,access:disabled,smoothness,FIXME,capacity:car_sharing,vehicle:conditional,fee:conditional,charge,check_date:fee,access:description,capacity:emergency,fence_type,note:capacity,note:surface,maxstay:conditional,parking:condition,min_height,short_name,url,type,building:levels:underground,bunker,historic,military,winter_service,psv,payment:credit_cards,source:geometry,orientation,operator:abbr,ways,addr:place
way,321450503,parking,,surface,"POLYGON ((9.0955478 48.7420626, 9.0954793 48.742036, 9.0954517 48.7417995, 9.095519 48.7418256, 9.0955478 48.7420626))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3281931997, 3281931998, 3281931999, 3281932000, 3281931997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321450504,parking,,surface,"POLYGON ((9.0956034 48.7417729, 9.0956754 48.7417699, 9.095738 48.7424285, 9.0956661 48.7424314, 9.0956034 48.7417729))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3281932001, 3281932002, 3281932003, 3281932004, 3281932001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321450505,parking,,street_side,"POLYGON ((9.0954775 48.7414588, 9.0954114 48.7414357, 9.0953756 48.7410406, 9.0954371 48.7410637, 9.0954775 48.7414588))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3281932005, 3281932006, 3281932007, 3281932008, 3281932005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321450506,parking,,surface,"POLYGON ((9.0955736 48.7414634, 9.0956375 48.7414603, 9.0955922 48.7410585, 9.0955283 48.7410616, 9.0955736 48.7414634))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3281932009, 3281932010, 3281932011, 3281932012, 3281932009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323234995,parking,,,"POLYGON ((9.1728876 48.7341862, 9.1731806 48.7341844, 9.1731742 48.733726, 9.1728812 48.7337278, 9.1728876 48.7341862))",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3300262785, 3300262784, 3300262783, 92569141, 3300262785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326917545,parking,,surface,"POLYGON ((9.1776223 48.8301585, 9.1775206 48.8301917, 9.1773446 48.8302512, 9.1772308 48.8302932, 9.1769645 48.8300513, 9.1762691 48.8300634, 9.1762722 48.8299934, 9.1765408 48.8299905, 9.1766173 48.8299897, 9.1766189 48.8299007, 9.1768996 48.8299013, 9.1768997 48.829948, 9.1773312 48.8299476, 9.1773763 48.829921, 9.1776223 48.8301585))",,,,,,,no,,Kelterplatz,,,yes,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,60,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1539358138, 2449066484, 3336270154, 3336270155, 35825722, 35825727, 59257847, 2398773840, 2398773839, 35825739, 35827946, 35825742, 2398773834, 1539358093, 1539358138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disc,,,,,,,,,,,,,,,,
way,327158072,parking,,surface,"POLYGON ((9.2313561 48.830522, 9.2315242 48.8306288, 9.2312573 48.8308058, 9.2310872 48.8307003, 9.2313561 48.830522))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,"[3338811755, 3338811756, 3338811757, 3338811758, 3338811755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327282682,parking,,surface,"POLYGON ((9.1741086 48.7843197, 9.1740325 48.7842936, 9.1742035 48.78405, 9.1742845 48.7840751, 9.1741086 48.7843197))",,,,,,,no,,,,,customers,10,,,,,,,,,Klinikum Stuttgart,,,,,,,,,,,,,,,,,,no,,,,,10,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,"[3340131304, 3340131305, 3340131306, 3340131307, 3340131304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,
way,327651361,parking,,surface,"POLYGON ((9.1939605 48.7531282, 9.1939789 48.7532716, 9.1936767 48.7532461, 9.1932934 48.7531732, 9.1929783 48.7530711, 9.1915594 48.7525718, 9.1916589 48.7524722, 9.1933561 48.753042, 9.1936583 48.7530954, 9.1939605 48.7531282))",,,,,,,no,,P+R Ruhbank,,,yes,106,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3344572816, 3344572819, 3344572818, 3344572817, 3344572814, 3344572812, 3344572811, 3344572813, 3344572815, 3344572816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327673251,parking,,,"POLYGON ((9.1480053 48.8340159, 9.1474158 48.8338087, 9.1472414 48.8337474, 9.1472107 48.8337862, 9.1469776 48.8336985, 9.1468922 48.8337991, 9.1463581 48.8336062, 9.1462648 48.8337194, 9.1473988 48.8341331, 9.1474269 48.8341002, 9.1478541 48.8342551, 9.1480053 48.8340159))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4290979414, 9386420140, 1589499876, 1589499877, 1589499873, 1589499879, 1589499859, 1589499863, 9374065017, 9374065018, 4290979487, 4290979414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328814978,parking,,surface,"POLYGON ((9.1519288 48.8289262, 9.1520541 48.8289778, 9.1521752 48.8288578, 9.1525456 48.8290022, 9.1526781 48.8288568, 9.1527865 48.8284146, 9.1526775 48.8283757, 9.1526413 48.8284062, 9.1524849 48.8283524, 9.1519288 48.8289262))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3356367004, 3356367006, 3356367003, 3356367007, 3356367002, 3356366998, 7565123999, 7565124000, 3356366996, 3356367004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329821028,parking,,surface,"POLYGON ((9.190519 48.8038908, 9.1905361 48.8039162, 9.190574 48.803956, 9.1909529 48.8037938, 9.1909102 48.8037493, 9.1908898 48.8036922, 9.1908553 48.8036571, 9.1904641 48.8038238, 9.190504 48.8038685, 9.190519 48.8038908))",,,,,,,yes,,Naturkundemuseum,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3367668322, 8853665258, 3367668323, 3367668320, 8853665259, 8853665260, 3367668318, 3367668321, 8853665257, 3367668322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330854239,parking,,surface,"POLYGON ((9.1384551 48.7266346, 9.1387745 48.726696, 9.1387621 48.7266111, 9.138804 48.7265395, 9.138545 48.7264832, 9.1384985 48.7265405, 9.1384551 48.7266346))",,,,,,,,,,,,destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3378642337, 3378642340, 3378642336, 3378642333, 3378642332, 3378642334, 3378642337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,331861001,parking,,multi-storey,"POLYGON ((9.1465774 48.830877, 9.1465778 48.8308093, 9.1465784 48.8306603, 9.146579 48.8305945, 9.1479868 48.8305966, 9.1479864 48.8307603, 9.1479858 48.8308804, 9.1465774 48.830877))",,,,,,,,,Porsche Parkhaus Deltona M70,,,private,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3389517954, 9812332924, 9812020763, 3389517955, 3389517956, 3778179864, 3389517957, 3389517954]",,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,332434011,parking,,underground,"POLYGON ((9.1560786 48.7109732, 9.1563023 48.7104165, 9.1564209 48.7104352, 9.1564705 48.7105033, 9.1565018 48.7105042, 9.1565563 48.7105081, 9.1563192 48.711018, 9.1560786 48.7109732))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3395662521, 3395662302, 7293742398, 7293742400, 7293742401, 3395662312, 3395662530, 3395662521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,335819888,parking,,surface,"POLYGON ((9.2096828 48.7015764, 9.209643 48.7014845, 9.2097092 48.701472, 9.2097489 48.701564, 9.2096828 48.7015764))",,,,,,,,,,,,private,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1454422574, 1454422526, 3429367346, 3429367347, 1454422574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337339060,parking,,surface,"POLYGON ((9.1182535 48.7492926, 9.1183901 48.7494702, 9.11846 48.7494891, 9.11833 48.7493043, 9.1182535 48.7492926))",,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3444346970, 245578629, 3444346972, 3444346971, 3444346970]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339388383,parking,2.1,,"POLYGON ((9.1730794 48.7706327, 9.1731453 48.770725, 9.173238 48.7708266, 9.1732487 48.7707732, 9.1732488 48.7707523, 9.1734475 48.7704987, 9.1737539 48.7700446, 9.1739738 48.7697423, 9.1741204 48.7695854, 9.1735355 48.7691975, 9.1734458 48.7692891, 9.1734265 48.7693445, 9.1734103 48.7694296, 9.1734123 48.7694934, 9.1734964 48.7696504, 9.1735313 48.7698767, 9.173491 48.7700039, 9.1732988 48.770284, 9.1730794 48.7706327))",,,,,,,yes,-1,Österreichischer Platz,,,customers,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3762698392, 6225748984, 6225748967, 3465748668, 6225749686, 3465748666, 3465748664, 3465748659, 3465748661, 3465748669, 3465748667, 3465748658, 3465748656, 3465748663, 3465748657, 3465748665, 3465748660, 3465748670, 3762698392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339418264,parking,,surface,"POLYGON ((9.1261131 48.7484914, 9.1263275 48.748357, 9.1267669 48.7485623, 9.1265791 48.7487276, 9.1261131 48.7484914))",,,,,,,no,,Waldheim Heslach,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3466099133, 3466099129, 3466099134, 3466099137, 3466099133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340508601,parking,,surface,"POLYGON ((9.1379592 48.8424257, 9.1380939 48.8425315, 9.1375701 48.8428203, 9.1374354 48.8427145, 9.1379592 48.8424257))",,,,,,,,,Kölle-Zoo,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3477486309, 3477486317, 3477486325, 3477486320, 3477486309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340508603,parking,,surface,"POLYGON ((9.1381227 48.8425019, 9.1379942 48.8424006, 9.1385396 48.8421007, 9.1386682 48.8422019, 9.1381227 48.8425019))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3477486316, 3477486308, 3477486299, 3477486301, 3477486316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340508604,parking,,surface,"POLYGON ((9.1373379 48.842752, 9.1371977 48.8428273, 9.1373825 48.8429763, 9.1376684 48.8432068, 9.1378086 48.8431315, 9.1373379 48.842752))",,,,,,,,,Pflanzen-Kölle,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,"[3477486322, 3477486326, 559888001, 3477486332, 3477486331, 3477486322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341144821,parking,,surface,"POLYGON ((9.1473233 48.796457, 9.147408 48.7964643, 9.1473442 48.7967095, 9.1472919 48.796718, 9.1473233 48.796457))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3483631718, 3483631719, 3483631720, 301245830, 3483631718]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341494498,parking,,surface,"POLYGON ((9.0821346 48.7879012, 9.082111 48.7878546, 9.0822791 48.7878173, 9.0823007 48.7878637, 9.0821346 48.7879012))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3486743813, 3486743812, 3486743809, 3486743811, 3486743813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341696273,parking,,surface,"POLYGON ((9.2150404 48.7014804, 9.2150155 48.701431, 9.2149264 48.7014094, 9.2149408 48.7013756, 9.2150391 48.7014059, 9.2150903 48.7014622, 9.2150404 48.7014804))",,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3488113793, 3488113794, 3488113795, 3488113796, 3488113797, 3488113798, 3488113793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341696697,parking,,surface,"POLYGON ((9.213291 48.7011169, 9.2137763 48.7012848, 9.2137868 48.70127, 9.2135219 48.7011766, 9.213312 48.7010978, 9.213291 48.7011169))",,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3488118283, 3488118284, 3488118285, 3488118286, 3488118287, 3488118283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341698210,parking,,surface,"POLYGON ((9.2117984 48.7049728, 9.2120949 48.7050101, 9.2120822 48.7050677, 9.211782 48.7050245, 9.2117984 48.7049728))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3488131063, 3488131064, 3488131065, 3488131066, 3488131063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,342723433,parking,,surface,"POLYGON ((9.1080103 48.7499944, 9.1081201 48.7499904, 9.1081168 48.749951, 9.1080919 48.7496591, 9.107982 48.7496631, 9.1080103 48.7499944))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3496887066, 3496887067, 243982751, 243982750, 3496887069, 3496887066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343163373,parking,,surface,"POLYGON ((9.1365357 48.8109831, 9.1367499 48.8110224, 9.1370232 48.8104006, 9.1373037 48.8097282, 9.1374283 48.809358, 9.1371642 48.8093076, 9.1370395 48.8097314, 9.1369248 48.8100534, 9.1367951 48.8103885, 9.1365357 48.8109831))",,,,,,,no,,,,,customers,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3500564854, 3500564855, 3500564849, 80479422, 3500564839, 3500564837, 3500564842, 3500564844, 3500564850, 3500564854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343306770,parking,,underground,"POLYGON ((9.1974078 48.8126733, 9.1975099 48.8123612, 9.1981624 48.8124537, 9.1980603 48.8127658, 9.1974078 48.8126733))",,,,,,,,-1,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3501739643, 3501739635, 3501739636, 3501739645, 3501739643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344549132,parking,,surface,"POLYGON ((9.1281917 48.7229674, 9.1277719 48.723058, 9.1278644 48.7232497, 9.1279005 48.7233246, 9.1280153 48.7232989, 9.1280819 48.7234246, 9.1282209 48.7239308, 9.1282358 48.7239851, 9.1276358 48.7240975, 9.1276543 48.7241396, 9.1276824 48.7242214, 9.1279317 48.7241823, 9.1284713 48.7241103, 9.1282982 48.7234437, 9.1282344 48.7231583, 9.1281917 48.7229674))",,,,,,,,,Stuttgarter Straßenbahnen AG,,,private,,,,,,,,,,SSB AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2920784947, 3512887275, 3834863392, 3512887277, 3512887276, 3512887278, 8124784034, 3512887280, 3512887281, 559533526, 3512887282, 534122185, 534122188, 2920784949, 8124784030, 2920784947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344549133,parking,,surface,"POLYGON ((9.1262185 48.725549, 9.126424 48.7255317, 9.1263764 48.7254458, 9.1263413 48.7253848, 9.1261829 48.725403, 9.1262185 48.725549))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3512887290, 3512887289, 3760440446, 3512887287, 3512887288, 3512887290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,347310514,parking,2,multi-storey,"POLYGON ((9.2158504 48.8024072, 9.2158906 48.8022155, 9.2158973 48.802167, 9.2159354 48.8021611, 9.2159537 48.8021687, 9.2161414 48.8021246, 9.2161709 48.8021422, 9.2162393 48.8021299, 9.2163252 48.8021113, 9.2163643 48.8021793, 9.2162874 48.8025653, 9.2162658 48.8026733, 9.2162298 48.8026774, 9.2160838 48.8025971, 9.2160663 48.8025556, 9.2160288 48.8025547, 9.2160328 48.8025212, 9.2158504 48.8024072))",Stuttgart,DE,12,70372,Eisenbahnstraße,Bad Cannstatt,yes,,Parkhaus Wilhelmsplatz,,,,362,,,yes,,,,no,Mo-Su 05:00-24:00,DB BahnPark,,,,,,,,,,,,10,,,,,,,,17,30 days,,3,,,,,,,,,,,,,,,,,,,,,,DB BahnPark,,,,,,,"[3534162157, 1239662015, 3534162152, 1239662110, 3534162153, 1239661892, 1239661987, 1987960227, 1239662050, 1239662140, 1239661904, 1239662032, 1239662131, 3534162160, 3534162159, 2190103616, 3534162158, 3534162157]",,,parking,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.mein-contipark.de/parkplatz-finden/parken-in-stuttgart/parkhaus-bahnhof-wilhelmsplatz-p1-p3-stuttgart--ci3cp1124705,,,,,,,,,,,,,,,,,,,,,Parkhaus Wilhelmsplatz,,,,,,,,,,,,,,
way,348687037,parking,,surface,"POLYGON ((9.1564262 48.7732922, 9.1564862 48.7732681, 9.1565684 48.7734765, 9.1565168 48.7735204, 9.1564262 48.7732922))",,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2925298667, 3547395600, 3547395601, 3547395602, 2925298667]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,348687038,parking,,surface,"POLYGON ((9.1565818 48.7735432, 9.1565287 48.7735799, 9.1566235 48.7737988, 9.1566777 48.7737582, 9.1565818 48.7735432))",,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3547395603, 2925298691, 3547395604, 3547395613, 3547395603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,348760825,parking,,surface,"POLYGON ((9.1921479 48.8087033, 9.1915046 48.8087189, 9.1914896 48.8083243, 9.1915295 48.8083048, 9.1915694 48.8082853, 9.1921277 48.8082613, 9.1921443 48.8086239, 9.1921479 48.8087033))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3548177406, 3548177407, 3548177405, 3929792817, 3548177404, 3548177403, 3929792822, 3548177406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,349349408,parking,,surface,"POLYGON ((9.2386545 48.7943356, 9.2384945 48.7946651, 9.2384065 48.794781, 9.2381586 48.7949338, 9.2380775 48.7948849, 9.2381324 48.7947457, 9.2381986 48.7946915, 9.2382477 48.7946441, 9.2384458 48.7942667, 9.2384602 48.7942392, 9.2385573 48.7942528, 9.2386545 48.7943356))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3552511106, 3552511110, 3552511114, 3552511117, 3552511116, 3552511113, 3552511111, 3552511108, 4568800389, 3552511093, 3552511096, 3552511106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350447240,parking,,surface,"POLYGON ((9.1673284 48.8157688, 9.167411 48.8157537, 9.1675748 48.815506, 9.1674849 48.8146168, 9.1674896 48.8145909, 9.1675081 48.8145694, 9.1672704 48.814544, 9.1673835 48.8153582, 9.1672774 48.8155518, 9.1672012 48.8155733, 9.1669828 48.81556, 9.1669505 48.8156015, 9.1668871 48.8155838, 9.166741 48.8157951, 9.166737 48.8160003, 9.166802 48.8160007, 9.1668017 48.8160427, 9.1672175 48.8160475, 9.1672118 48.8159122, 9.1672357 48.8158277, 9.1673284 48.8157688))",,,,,,,,,Mitarbeiterparkplatz Bosch P12,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3561919598, 4633309665, 3948404294, 9600145999, 9600145998, 3561919600, 3561919601, 3561919603, 4633309668, 4633309667, 9600145990, 9600145991, 4371052314, 4633309666, 5747432629, 5747432630, 3561919605, 3561919606, 4633309664, 3561919604, 3561919598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350748171,parking,,,"POLYGON ((9.1348616 48.8095155, 9.1351952 48.809554, 9.1351538 48.8095976, 9.1348239 48.8095635, 9.1348616 48.8095155))",,,,,,,no,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3565003243, 3565003246, 3565003249, 3565003247, 3565003243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350748172,parking,,,"POLYGON ((9.1353699 48.809566, 9.1347715 48.8095009, 9.13479 48.8094321, 9.1347969 48.8094028, 9.1348059 48.8093649, 9.1352323 48.8094228, 9.1354041 48.8094461, 9.1353699 48.809566))",,,,,,,no,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3565003244, 3565003240, 3749350443, 3749350441, 3565003235, 3749350434, 3565003239, 3565003244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
