element_type,osmid,amenity,authentication:app,authentication:membership_card,authentication:nfc,brand,capacity,fee,motorcar,network,opening_hours,operator,operator:wikidata,operator:wikipedia,ref:charging_station:num,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,geometry,access,bicycle,website,note,socket:schuko,socket:schuko:current,socket:schuko:output,socket:schuko:voltage,name,not:operator:wikidata,ref,parking:fee,payment:coins,payment:notes,colour,mapillary,fixme,amperage,description,description:de,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wikimedia_commons,addr:suburb,check_date,start_date,authentication:none,contact:website,socket:chademo,socket:type2_combo,motor_vehicle,level,manufacturer,scooter,truck,voltage,image,phone,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,authentication:short_message,motorcycle,charging_station:battery_swapping,operator:website,payment:mastercard,payment:paypass,payment:visa,covered,name:en,payment:american_express,payment:app,payment:bitcoin,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_easycard,payment:ep_ipass,payment:girocard,payment:jcb,payment:maestro,payment:telephone_cards,payment:visa_debit,payment:visa_electron,layer,wheelchair,bus,hgv,source,nodes
node,8733676149,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10014,2,16,11 kW,400,POINT (9.2509077 48.7803405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8814390078,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904738,,,,,POINT (9.2100332 48.7994485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,125,50 kW,500,125,50 kW,500,1,63,43 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133151,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1756098 48.7817201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133152,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1754777 48.7817479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133154,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1755749 48.7817742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133155,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1755387 48.7818369),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133156,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1754338 48.7817999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8827133157,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1755136 48.7816914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8866039217,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904737,2,32,22 kW,400,POINT (9.192465 48.7869876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8891936245,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E905708,2,32,22 kW,400,POINT (9.2081855 48.719073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8948823594,charging_station,,,,,,no,,,,Aldi,,,,,,,,POINT (9.1684701 48.8109173),yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9020189880,charging_station,,,,,2,,yes,,,,,,,,,,,POINT (9.2482278 48.7810341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9020189881,charging_station,,,,,2,,yes,,,,,,,,,,,POINT (9.248258 48.78105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9094976802,charging_station,,,,Aldi,2,no,,,,ALDI GmbH & Co. KG,,,,1,,,,POINT (9.1420539 48.7694693),customers,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,yes,,,2,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9104341986,charging_station,yes,yes,,,7,yes,yes,Stadtwerke Stuttgart,24/7,Energiedienste der Landeshauptstadt Stuttgart GmbH,,,DE*EDS*E20013,7,16,11 kW,400,POINT (9.1143586 48.7378678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9104341987,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10058,2,16,11 kW,400,POINT (9.0984778 48.7187183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9104529499,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,,,DE*EBW*E904018,,,,,POINT (9.16913 48.7439367),,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,500,150 kW,1000,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9105863519,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10059,2,16,11 kW,400,POINT (9.1705899 48.7900787),,,,,,,,,,,,,,,lightblue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106087085,charging_station,yes,yes,,22 khW,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10054,2,16,11 kW,400,POINT (9.2154148 48.7494818),public,,,,,,,,Stadtwerke Stuttgart E-Ladesäule,,,,no,no,,,,,,,,,54,70619,Rankestraße,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,no,,no,no,Stadtwerke Stuttgart E-Charger,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,
node,9106284169,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10062,2,32,22 kW,400,POINT (9.2348758 48.818262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106384101,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904013,,,,,POINT (9.2190624 48.7876929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,125,50 kW,500,125,50 kW,500,1,63,43 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106384102,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904010,2,32,22 kW,400,POINT (9.2098335 48.7864431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106384946,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E906038,,,,,POINT (9.1899555 48.7871658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,500,300 kW,1000,125,50 kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106444674,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000025,2,32,22 kW,400,POINT (9.2143027 48.7355774),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9106444675,charging_station,yes,yes,yes,,2,yes,yes,allego,24/7,Allego,Q75560554,,DE*ALL*EGO0003641,,,,,POINT (9.2332906 48.7784016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,125,50 kW,500,125,50 kW,500,1,63,43 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9118248478,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904834,2,32,22 kW,400,POINT (9.1617574 48.7623047),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9118400210,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904828,2,32,22 kW,400,POINT (9.1820386 48.7746535),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9118400211,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904827,2,32,22 kW,400,POINT (9.1820886 48.7746243),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9118400212,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904826,2,32,22 kW,400,POINT (9.1755363 48.7700242),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9119036849,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000031,2,32,22 kW,400,POINT (9.1313062 48.7815169),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9120571576,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904015,2,32,22 kW,400,POINT (9.1657577 48.7418476),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9120571577,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000057,2,32,22 kW,400,POINT (9.1814765 48.7493144),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9128293872,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10017,2,16,11 kW,400,POINT (9.1434899 48.8127768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9128293873,charging_station,yes,yes,yes,,2,yes,yes,Elli,24/7,Volkswagen Group Charging GmbH,,,DE*GCE*EACCM194011,1,16,11 kW,400,POINT (9.1497134 48.811516),,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,32,22 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9128293883,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10050,2,16,11 kW,400,POINT (9.1557373 48.8048311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9128293884,charging_station,yes,yes,,,6,yes,yes,NewMotion,24/7,The New Motion Deutschland GmbH,,,DE*TNM*E08000649,6,32,22 kW,400,POINT (9.1725829 48.8010074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,
node,9130773775,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10052,2,16,11 kW,400,POINT (9.1817451 48.8021607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9181221453,charging_station,,,,,2,,yes,,,EnBW,,,,,,,,POINT (9.2403469 48.8179209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9182256707,charging_station,,,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,22,,POINT (9.2044146 48.7761509),,,,,,,,,Gablenberger Hauptstraße 103,,DE*EBW*E904007*1;DE*EBW*E904007*2,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9194662807,charging_station,,,,,2,,yes,,,,,,,,,,,POINT (9.0963976 48.7400592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9221057518,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2518352 48.7763919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9221057519,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2517943 48.7763998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9312291647,charging_station,,,,,2,,,,,Stadtwerke Stuttgart,,,,2,,22 kW,,POINT (9.1121938 48.8160964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9356771330,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10037,2,16,11 kW,400,POINT (9.162098 48.830109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9356771331,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000032,2,32,22 kW,400,POINT (9.1716535 48.8266983),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9356771332,charging_station,yes,yes,yes,,2,yes,yes,Elli,24/7,Volkswagen Group Charging GmbH,,,DE*GCE*EACCM211631,1,16,11 kW,400,POINT (9.1808271 48.8339538),,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,32,22 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9377128779,charging_station,,,,,,,,,,,,,,,,,,POINT (9.2481496 48.7690702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9377128780,charging_station,,,,,,,,,,,,,,,,,,POINT (9.2481144 48.769058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9377128781,charging_station,,,,,,,,,,,,,,,,,,POINT (9.2480793 48.7690464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9379667217,charging_station,yes,yes,,,1,yes,yes,NewMotion,24/7,privat,,,DE*TNM*EDOBLER*LS1,1,32,22 kW,400,POINT (9.1077669 48.7259207),,,,,1,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9400902376,charging_station,yes,yes,yes,,5,yes,yes,Mer,24/7,Mer Germany GmbH,,,DE*MER*E856,5,32,22 kW,400,POINT (9.1224128 48.7362545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,
node,9400902377,charging_station,yes,yes,yes,,2,yes,yes,Mer,24/7,Mer Germany GmbH,,,DE*MER*E857,2,32,22 kW,400,POINT (9.1221803 48.7364388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9426277183,charging_station,,,,,2,,,,,Stuttgart Netze,,,,2,,22 kW,,POINT (9.1210187 48.8175678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9543275836,charging_station,,,,,,no,,,,ALDI Süd,Q41171672,hu:Aldi Süd,,,,,,POINT (9.273262 48.756714),yes,yes,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
node,9578171703,charging_station,,,,,,,yes,,,Stadtwerke Stuttgart,Q2328627,,,,,,,POINT (9.1673429 48.7718727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9604602216,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10102,2,32,22 kW,400,POINT (9.1554955 48.7303981),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9604634817,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904811,2,32,22 kW,400,POINT (9.1570834 48.714637),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9604634818,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10114,2,32,22 kW,400,POINT (9.1568674 48.7125051),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9604634819,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10228,2,32,22 kW,400,POINT (9.1543366 48.7123766),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9764838024,charging_station,yes,yes,yes,,2,yes,,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,,,2,,,,POINT (9.233921 48.8078749),yes,,,,,,,,DE*STR*E10172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9811566889,charging_station,,,,,4,,yes,,,LBBW,,,,,,,,POINT (9.1814817 48.786481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9812020747,charging_station,,,,,6,,yes,,,,,,,,,,,POINT (9.1467561 48.8312251),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9832298336,charging_station,,,,,2,,yes,,,Stadtwerke Stuttgart,Q2328627,,,2,,,,POINT (9.186468 48.7730757),,,,,,,,,Alexanderstr. 42,,DE*STR*E10035*001;DE*STR*E10035*002,,,,,,,32,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9851444298,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10151,2,16,11 kW,400,POINT (9.2271401 48.7362465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9878847687,charging_station,,,,,2,,,,,Stadtwerke Stuttgart,,,,,,,,POINT (9.1560828 48.7797925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9881754870,charging_station,,,,,2,yes,yes,,,Stadwerke Stuttgart,,,,,,,,POINT (9.2312099 48.8079918),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,https://i.imgur.com/EOmYEc5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,
node,9889688659,charging_station,,,,,,,,,,Stadtwerke Stuttgart,Q2328627,,,,,,,POINT (9.1605038 48.8449801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9923581392,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2452949 48.7805198),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9934975750,charging_station,,,,,2,,,,,Stadtwerke Stuttgart,,,,,,,,POINT (9.1116392 48.8035915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9981137207,charging_station,,,,,2,,,,,Stadtwerke Stuttgart,,,,,,,,POINT (9.2678489 48.7641508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10026505454,charging_station,,,,,2,yes,,,,Stadtwerke Stuttgart,,,,,,,,POINT (9.2149069 48.7453547),yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10139444984,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1814028 48.8108148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
