element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,entrance,geometry,source,access,building,name,description,note,operator,website,wheelchair,check_date,url,nodes,building:levels,roof:levels,roof:shape,building:colour,building:material,roof:colour,roof:material,roof:orientation,service,was:amenity,was:cuisine,was:name,was:website,building:levels:underground,fixme,reg_name,start_date,source:roof:shape,name:wikipedia,height,name:building,phone,source:addr,nohousenumber,owner,wikidata,ele,roof:height,building:part,operator:url,proposed:name,start_date:construction,proposed:roof:shape,construction,building:parts,architect,building:name,building:min_level,ways,type
way,135746943,Stuttgart,DE,17a,70619,Gairenweg,,,"POLYGON ((9.2339294 48.7403652, 9.2338423 48.7404441, 9.2338358 48.7404499, 9.233902 48.7404816, 9.2339955 48.7403969, 9.2339294 48.7403652))",,,residential,,,,,,,,,"[1490308260, 1490308270, 1490308272, 1490308276, 1490308264, 1490308260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746944,Stuttgart,DE,15d,70619,Gairenweg,,,"POLYGON ((9.2341619 48.7406677, 9.2341584 48.7406746, 9.2342459 48.7406943, 9.2342989 48.7405923, 9.2342113 48.7405725, 9.2341619 48.7406677))",,,residential,,,,,,,,,"[1490308308, 1490308309, 1490308313, 1490308292, 1490308290, 1490308308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746945,Stuttgart,DE,17d,70619,Gairenweg,,,"POLYGON ((9.2337252 48.7402385, 9.233629 48.7403257, 9.2337196 48.7403692, 9.2338081 48.740289, 9.2338158 48.740282, 9.2337252 48.7402385))",,,residential,,,,,,,,,"[1490308244, 1490308255, 1490308261, 1490308251, 1490308248, 1490308244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746946,Stuttgart,DE,43,70619,Lorbeerstraße,,,"POLYGON ((9.2334711 48.7406312, 9.2335608 48.7406549, 9.2335624 48.7406492, 9.2336216 48.740552, 9.2335324 48.7405279, 9.2334711 48.7406312))",,,residential,,,,,,,,,"[1490308299, 1490308307, 1490308305, 1490308288, 1490308284, 1490308299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746947,Stuttgart,DE,11,70619,Gairenweg,,,"POLYGON ((9.2335624 48.7406492, 9.2336959 48.7406831, 9.233759 48.7405791, 9.2336262 48.740544, 9.2336216 48.740552, 9.2335624 48.7406492))",,,residential,,,,,,,,,"[1490308305, 1490308310, 1490308291, 1490308286, 1490308288, 1490308305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746948,Stuttgart,DE,17c,70619,Gairenweg,,,"POLYGON ((9.2338081 48.740289, 9.2337196 48.7403692, 9.2337134 48.7403747, 9.2337797 48.7404065, 9.2338684 48.7403262, 9.2338744 48.7403208, 9.2338081 48.740289))",,,residential,,,,,,,,,"[1490308251, 1490308261, 1490308262, 1490308266, 1490308256, 1490308254, 1490308251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746949,Stuttgart,DE,15b,70619,Gairenweg,,,"POLYGON ((9.2340053 48.7406158, 9.2340011 48.7406239, 9.2340829 48.7406423, 9.2341317 48.7405482, 9.2341351 48.7405417, 9.2340534 48.7405233, 9.2340053 48.7406158))",,,residential,,,,,,,,,"[1490308297, 1490308298, 1490308300, 1490308287, 1490308285, 1490308283, 1490308297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746950,Stuttgart,DE,17b,70619,Gairenweg,,,"POLYGON ((9.2338684 48.7403262, 9.2337797 48.7404065, 9.2337743 48.7404114, 9.2338423 48.7404441, 9.2339294 48.7403652, 9.2339364 48.7403588, 9.2338684 48.7403262))",,,residential,,,,,,,,,"[1490308256, 1490308266, 1490308267, 1490308270, 1490308260, 1490308259, 1490308256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135746951,Stuttgart,DE,15c,70619,Gairenweg,,,"POLYGON ((9.2340829 48.7406423, 9.2340794 48.7406491, 9.2341619 48.7406677, 9.2342113 48.7405725, 9.2342143 48.7405668, 9.2341317 48.7405482, 9.2340829 48.7406423))",,,residential,,,,,,,,,"[1490308300, 1490308304, 1490308308, 1490308290, 1490308289, 1490308287, 1490308300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135753636,Stuttgart,,3,70372,Lammgasse,,,"POLYGON ((9.215096 48.8050252, 9.2151572 48.8049601, 9.2152658 48.8050044, 9.2152335 48.8050387, 9.2152046 48.8050695, 9.215096 48.8050252))",,,residential,,,,,,,,,"[1490352509, 1490352442, 1490352503, 4166602591, 1490352461, 1490352509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792347,Stuttgart,DE,15,70619,Majoranweg,,,"POLYGON ((9.232107 48.7407167, 9.2320231 48.7407976, 9.2321185 48.7408406, 9.2322024 48.7407598, 9.232107 48.7407167))",,,residential,,,,,,,,,"[1490700698, 1490700723, 1490700742, 1490700715, 1490700698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792349,Stuttgart,DE,42,70619,Lorbeerstraße,,,"POLYGON ((9.2329329 48.7404293, 9.232835 48.7405043, 9.2328284 48.7405093, 9.2329235 48.7405633, 9.2330281 48.7404833, 9.2329329 48.7404293))",,,residential,,,,,,,,,"[1490700607, 1490700640, 1490700642, 1490700659, 1490700621, 1490700607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792350,Stuttgart,DE,56,70619,Lorbeerstraße,,,"POLYGON ((9.2330793 48.7400852, 9.232961 48.7401651, 9.233023 48.7402051, 9.2331414 48.7401252, 9.2330793 48.7400852))",,,residential,,,,,,,,,"[1490700484, 1490700510, 1490700528, 1490700488, 1490700484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792357,Stuttgart,DE,53,70619,Paprikastraße,,,"POLYGON ((9.2326146 48.7401987, 9.2325093 48.7402798, 9.2326053 48.740334, 9.2327105 48.7402529, 9.2326146 48.7401987))",,,residential,,,,,,,,,"[1490700526, 1490700553, 1490700577, 1490700546, 1490700526]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792359,Stuttgart,DE,9,70619,Majoranweg,,,"POLYGON ((9.2324606 48.7409037, 9.2323867 48.7409796, 9.2323793 48.7409872, 9.232482 48.7410307, 9.2325633 48.7409473, 9.2324606 48.7409037))",,,residential,,,,,,,,,"[1490700764, 1490700789, 1490700799, 1490700808, 1490700784, 1490700764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792360,Stuttgart,DE,59,70619,Paprikastraße,,,"POLYGON ((9.2329482 48.7399477, 9.2328367 48.7400243, 9.2328273 48.7400307, 9.2328876 48.7400689, 9.2330085 48.7399859, 9.2329482 48.7399477))",,,residential,,,,,,,,,"[1490700438, 1490700467, 1490700470, 1490700479, 1490700447, 1490700438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792363,Stuttgart,DE,60,70619,Lorbeerstraße,,,"POLYGON ((9.2335179 48.7399253, 9.2333776 48.7400015, 9.2334353 48.7400476, 9.2335756 48.7399714, 9.2335179 48.7399253))",,,residential,,,,,,,,,"[1490700424, 1490700458, 1490700472, 1490700444, 1490700424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792365,Stuttgart,DE,1,70619,Majoranweg,,,"POLYGON ((9.2329529 48.7410827, 9.2329052 48.7411775, 9.2330257 48.7412039, 9.2330735 48.7411091, 9.2329529 48.7410827))",,,residential,,,,,,,,,"[1490700821, 1490700849, 1490700850, 1490700825, 1490700821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792366,Stuttgart,DE,61,70619,Paprikastraße,,,"POLYGON ((9.2330085 48.7399859, 9.2328876 48.7400689, 9.2329495 48.7401082, 9.2330704 48.7400252, 9.2330085 48.7399859))",,,residential,,,,,,,,,"[1490700447, 1490700479, 1490700487, 1490700468, 1490700447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792367,Stuttgart,DE,47,70619,Paprikastraße,,,"POLYGON ((9.2325053 48.7405329, 9.2324115 48.7406146, 9.2325097 48.7406637, 9.2326036 48.740582, 9.2325053 48.7405329))",,,residential,,,,,,,,,"[1490700652, 1490700677, 1490700686, 1490700663, 1490700652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792368,Stuttgart,DE,52,70619,Lorbeerstraße,,,"POLYGON ((9.233191 48.7401697, 9.2330822 48.7402432, 9.2330726 48.7402496, 9.2331398 48.7402929, 9.2332581 48.740213, 9.233191 48.7401697))",,,residential,,,,,,,,,"[1490700513, 1490700542, 1490700544, 1490700565, 1490700530, 1490700513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792370,Stuttgart,DE,34,70619,Lorbeerstraße,,,"POLYGON ((9.2328448 48.7407343, 9.2327702 48.7408232, 9.2328804 48.7408634, 9.232955 48.7407745, 9.2328448 48.7407343))",,,residential,,,,,,,,,"[1490700711, 1490700737, 1490700756, 1490700717, 1490700711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792371,Stuttgart,DE,67,70619,Paprikastraße,,,"POLYGON ((9.2333327 48.7397314, 9.2332725 48.7396859, 9.2331361 48.7397644, 9.2331962 48.7398099, 9.2333327 48.7397314))",,,residential,,,,,,,,,"[1490700382, 1490700372, 1490700393, 1490700400, 1490700382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792372,Stuttgart,DE,3,70619,Majoranweg,,,"POLYGON ((9.2328342 48.7410503, 9.2327895 48.741139, 9.2327862 48.7411456, 9.2329078 48.7411723, 9.2329529 48.7410827, 9.2329558 48.741077, 9.2328342 48.7410503))",,,residential,,,,,,,,,"[1490700812, 1490700831, 1490700834, 1490700837, 1490700821, 1490700814, 1490700812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792373,Stuttgart,DE,13,70619,Majoranweg,,,"POLYGON ((9.2322591 48.7407992, 9.2321788 48.7408815, 9.2322869 48.7409274, 9.2323599 48.7408526, 9.2323672 48.740845, 9.2322591 48.7407992))",,,residential,,,,,,,,,"[1490700733, 1490700759, 1490700780, 1490700753, 1490700747, 1490700733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792374,Stuttgart,DE,45,70619,Paprikastraße,,,"POLYGON ((9.2324216 48.7404789, 9.2323282 48.7405602, 9.2324208 48.7406064, 9.2325053 48.7405329, 9.2325142 48.7405252, 9.2324216 48.7404789))",,,residential,,,,,,,,,"[1490700620, 1490700656, 1490700674, 1490700652, 1490700649, 1490700620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792375,Stuttgart,DE,64,70619,Lorbeerstraße,,,"POLYGON ((9.2334234 48.7398286, 9.2332832 48.7399048, 9.2333389 48.7399493, 9.233472 48.739877, 9.2334791 48.7398731, 9.2334234 48.7398286))",,,residential,,,,,,,,,"[1490700406, 1490700420, 1490700439, 1490700414, 1490700408, 1490700406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792376,Stuttgart,DE,41,70619,Paprikastraße,,,"POLYGON ((9.2322317 48.7403632, 9.2321405 48.7404426, 9.2322436 48.7404942, 9.2323275 48.7404212, 9.2323349 48.7404148, 9.2322317 48.7403632))",,,residential,,,,,,,,,"[1490700581, 1490700612, 1490700636, 1490700592, 1490700587, 1490700581]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792377,Stuttgart,DE,19,70619,Majoranweg,,,"POLYGON ((9.2319118 48.7405957, 9.2318234 48.7406809, 9.2319329 48.7407303, 9.2320076 48.7406584, 9.2320213 48.7406452, 9.2319118 48.7405957))",,,residential,,,,,,,,,"[1490700672, 1490700692, 1490700703, 1490700683, 1490700681, 1490700672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792378,Stuttgart,DE,46,70619,Lorbeerstraße,,,"POLYGON ((9.2327512 48.7403077, 9.2326488 48.7403861, 9.2327478 48.7404423, 9.2328433 48.7403692, 9.2328502 48.7403639, 9.2327512 48.7403077))",,,residential,,,,,,,,,"[1490700572, 1490700586, 1490700610, 1490700585, 1490700584, 1490700572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792379,Stuttgart,DE,36,70619,Lorbeerstraße,,,"POLYGON ((9.2327422 48.7406868, 9.2326677 48.7407757, 9.2327767 48.7408154, 9.2328448 48.7407343, 9.2328512 48.7407266, 9.2327422 48.7406868))",,,residential,,,,,,,,,"[1490700695, 1490700719, 1490700736, 1490700711, 1490700699, 1490700695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792380,Stuttgart,DE,7,70619,Majoranweg,,,"POLYGON ((9.2326091 48.7409835, 9.2325601 48.7410807, 9.2326779 48.7411065, 9.2327221 48.7410188, 9.2327269 48.7410092, 9.2326091 48.7409835))",,,residential,,,,,,,,,"[1490700791, 1490700819, 1490700823, 1490700806, 1490700803, 1490700791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792381,Stuttgart,DE,62,70619,Lorbeerstraße,,,"POLYGON ((9.233472 48.739877, 9.2333308 48.7399537, 9.2333853 48.7399973, 9.2335179 48.7399253, 9.2335265 48.7399206, 9.233472 48.739877))",,,residential,,,,,,,,,"[1490700414, 1490700441, 1490700457, 1490700424, 1490700421, 1490700414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792382,Stuttgart,DE,65,70619,Paprikastraße,,,"POLYGON ((9.2332725 48.7396859, 9.2332124 48.7396405, 9.2331408 48.7396817, 9.233076 48.739719, 9.2331361 48.7397644, 9.2332725 48.7396859))",,,residential,,,,,,,,,"[1490700372, 1490700363, 1490700368, 1490700377, 1490700393, 1490700372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792383,Stuttgart,DE,17,70619,Majoranweg,,,"POLYGON ((9.2320076 48.7406584, 9.2319234 48.7407395, 9.2320323 48.7407887, 9.232107 48.7407167, 9.2321165 48.7407076, 9.2320076 48.7406584))",,,residential,,,,,,,,,"[1490700683, 1490700713, 1490700720, 1490700698, 1490700697, 1490700683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792384,Stuttgart,DE,44,70619,Lorbeerstraße,,,"POLYGON ((9.2328433 48.7403692, 9.2327385 48.7404495, 9.232835 48.7405043, 9.2329329 48.7404293, 9.2329398 48.740424, 9.2328433 48.7403692))",,,residential,,,,,,,,,"[1490700585, 1490700617, 1490700640, 1490700607, 1490700595, 1490700585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792385,Stuttgart,DE,66,70619,Lorbeerstraße,,,"POLYGON ((9.2333676 48.7397726, 9.2332271 48.739849, 9.2332912 48.7399004, 9.2334234 48.7398286, 9.2334318 48.739824, 9.2333676 48.7397726))",,,residential,,,,,,,,,"[1490700396, 1490700407, 1490700418, 1490700406, 1490700403, 1490700396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792386,Stuttgart,DE,11,70619,Majoranweg,,,"POLYGON ((9.2323599 48.7408526, 9.2322801 48.7409344, 9.2323867 48.7409796, 9.2324606 48.7409037, 9.2324665 48.7408978, 9.2323599 48.7408526))",,,residential,,,,,,,,,"[1490700753, 1490700781, 1490700789, 1490700764, 1490700762, 1490700753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792387,Stuttgart,DE,38,70619,Lorbeerstraße,,,"POLYGON ((9.2326379 48.7406395, 9.2325636 48.7407281, 9.2326739 48.7407683, 9.2327422 48.7406868, 9.2327481 48.7406797, 9.2326379 48.7406395))",,,residential,,,,,,,,,"[1490700679, 1490700702, 1490700716, 1490700695, 1490700687, 1490700679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792388,Stuttgart,DE,57,70619,Paprikastraße,,,"POLYGON ((9.2328626 48.7398811, 9.2327417 48.7399641, 9.2328367 48.7400243, 9.2329482 48.7399477, 9.2329576 48.7399413, 9.2328626 48.7398811))",,,residential,,,,,,,,,"[1490700416, 1490700442, 1490700467, 1490700438, 1490700428, 1490700416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792389,Stuttgart,DE,54,70619,Lorbeerstraße,,,"POLYGON ((9.2331414 48.7401252, 9.233023 48.7402051, 9.2330822 48.7402432, 9.233191 48.7401697, 9.2332005 48.7401633, 9.2331414 48.7401252))",,,residential,,,,,,,,,"[1490700488, 1490700528, 1490700542, 1490700513, 1490700508, 1490700488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792390,Stuttgart,DE,43,70619,Paprikastraße,,,"POLYGON ((9.2323275 48.7404212, 9.2322349 48.7405018, 9.2323367 48.7405528, 9.2324216 48.7404789, 9.2324294 48.7404721, 9.2323275 48.7404212))",,,residential,,,,,,,,,"[1490700592, 1490700638, 1490700654, 1490700620, 1490700618, 1490700592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135792391,Stuttgart,,5,70619,Majoranweg,,,"POLYGON ((9.2327221 48.7410188, 9.2326743 48.7411137, 9.2327895 48.741139, 9.2328342 48.7410503, 9.2328374 48.741044, 9.2327221 48.7410188))",,,residential,albaTours Reisen-GmbH,,albaTours,,https://www.albatours.de/,,,,"[1490700806, 1490700827, 1490700831, 1490700812, 1490700810, 1490700806]",,,,,,,,,,,,,,,,,,,,,,+49 711 449750,,,,,,,,,,,,,,,,,,
way,135792392,Stuttgart,DE,51,70619,Paprikastraße,,,"POLYGON ((9.2325218 48.7401358, 9.2324819 48.7401665, 9.232418 48.7402157, 9.2325187 48.7402725, 9.2326146 48.7401987, 9.2326225 48.7401926, 9.2325218 48.7401358))",,,residential,,,,,,,,,"[1490700503, 1490700512, 1490700531, 1490700551, 1490700526, 1490700515, 1490700503]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135862202,Stuttgart,,2,70372,Zieglergasse,,,"POLYGON ((9.2136731 48.8044912, 9.2136257 48.8044825, 9.2136112 48.8044799, 9.2136007 48.8044784, 9.213587 48.8045216, 9.2135743 48.8045528, 9.2135731 48.8045555, 9.2136386 48.8045676, 9.2136731 48.8044912))",,,residential,,,,,,,,,"[8869971521, 9826627306, 3798760619, 1491280219, 8869971515, 8869971516, 1491280202, 8869971520, 8869971521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135862220,Stuttgart,DE,16A,70372,Zieglergasse,,,"POLYGON ((9.2129635 48.8045338, 9.2129634 48.8045398, 9.2128403 48.8045315, 9.2128468 48.8044897, 9.2128803 48.804492, 9.2129701 48.804498, 9.212969 48.8045098, 9.2129635 48.8045338))",survey,,residential,,,,,,,,,"[1491280232, 8869971452, 1491280180, 1491280272, 8869971436, 1491280244, 1491280193, 1491280232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135862229,Stuttgart,DE,16,70372,Zieglergasse,,,"POLYGON ((9.2127758 48.8044288, 9.212781 48.8043396, 9.2128976 48.8043456, 9.2129922 48.8043497, 9.2129816 48.8044372, 9.2127758 48.8044288))",survey,,residential,,,,,,,,,"[1491280329, 1491280278, 3798760618, 1491280296, 1491280165, 1491280329]",2,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135862242,Stuttgart,DE,18,70372,Zieglergasse,,,"POLYGON ((9.2127398 48.8045557, 9.2128359 48.804566, 9.2128345 48.8046229, 9.2128019 48.8046216, 9.2127441 48.8046194, 9.2127369 48.8046188, 9.2127367 48.804604, 9.2127398 48.8045557))",survey,,residential,,,,,,,,,"[1491280169, 1491280317, 1491280331, 8869971448, 1491280283, 1491280233, 1491280298, 1491280169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135920615,Stuttgart,DE,5,70599,Beim Bild,,,"POLYGON ((9.2036671 48.7018983, 9.2038605 48.7019451, 9.2039157 48.7018459, 9.2037223 48.701799, 9.2036671 48.7018983))",,,residential,,,,,,,,,"[1491912705, 1491912725, 1491912718, 1491912721, 1491912705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214211,Stuttgart,DE,4,70619,Turmalinweg,,,"POLYGON ((9.2290731 48.7382166, 9.2290301 48.7381417, 9.2289251 48.7381688, 9.2289104 48.7381726, 9.228936 48.738206, 9.2289205 48.738212, 9.2289383 48.7382158, 9.2290765 48.7382869, 9.2290765 48.7382945, 9.2291092 48.7382952, 9.2291144 48.7382824, 9.2291737 48.7382844, 9.2291839 48.7382222, 9.2290731 48.7382166))",,,residential,,,,,,,,,"[1494548280, 1494548261, 1494548264, 1494548265, 1494548273, 1494548276, 1494548278, 1494548310, 1494548312, 1494548313, 1494548306, 1494548309, 1494548283, 1494548280]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214213,Stuttgart,DE,10,70619,Turmalinweg,,,"POLYGON ((9.2290528 48.7385424, 9.2290463 48.7385798, 9.2290625 48.7385793, 9.2290552 48.7386264, 9.2291112 48.7386285, 9.2291103 48.7386488, 9.2291452 48.738651, 9.2291452 48.7386429, 9.2293131 48.7385985, 9.2293212 48.7386028, 9.2293382 48.7385857, 9.229322 48.7385729, 9.2293576 48.7385435, 9.2293344 48.7385309, 9.2292585 48.7384895, 9.2291866 48.7385552, 9.2290528 48.7385424))",,,residential,,,,,,,,,"[1494548383, 1494548399, 1494548398, 1494548417, 1494548419, 1494548426, 1494548427, 1494548425, 1494548402, 1494548406, 1494548400, 1494548392, 1494548384, 1494548381, 1494548366, 1494548388, 1494548383]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214214,Stuttgart,DE,8,70619,Turmalinweg,,,"POLYGON ((9.2293045 48.7384168, 9.2292357 48.7384772, 9.2292585 48.7384895, 9.2293344 48.7385309, 9.2293721 48.7384993, 9.2293939 48.7385069, 9.2294129 48.7384876, 9.229406 48.7384857, 9.2294278 48.7383646, 9.2294375 48.7383635, 9.2294283 48.738345, 9.2293997 48.7383454, 9.2293816 48.7383141, 9.2293445 48.7383245, 9.2293284 48.7382985, 9.2292661 48.738315, 9.2292815 48.7383367, 9.2292597 48.7383446, 9.2293045 48.7384168))",,,residential,,,,,,,,,"[1494548358, 1494548361, 1494548366, 1494548381, 1494548374, 1494548376, 1494548364, 1494548363, 1494548346, 1494548345, 1494548341, 1494548343, 1494548323, 1494548328, 1494548315, 1494548327, 1494548335, 1494548339, 1494548358]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214220,Stuttgart,DE,25,70619,Bernsteinstraße,,,"POLYGON ((9.2294595 48.7381225, 9.2293899 48.7381881, 9.2294566 48.7382234, 9.2294831 48.7382374, 9.2295268 48.7382038, 9.2295479 48.7382124, 9.2295722 48.7381921, 9.2295633 48.7381907, 9.2295819 48.7380715, 9.2295949 48.7380709, 9.2295758 48.7380386, 9.2295531 48.7380391, 9.2295535 48.7380105, 9.2294376 48.7380102, 9.2294376 48.7380247, 9.2293974 48.7380249, 9.2293974 48.7380653, 9.2294238 48.7380648, 9.2294595 48.7381225))",,,residential,,,,,,,,,"[1494548256, 1494548267, 1494548284, 1494548291, 1494548272, 1494548277, 1494548270, 1494548269, 1494548236, 1494548233, 1494548212, 1494548217, 1494548196, 1494548195, 1494548198, 1494548201, 1494548231, 1494548230, 1494548256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214221,Stuttgart,DE,6,70619,Turmalinweg,,,"POLYGON ((9.2293145 48.738234, 9.2291989 48.7382291, 9.2291998 48.7382176, 9.2291847 48.7382171, 9.2291839 48.7382222, 9.2291737 48.7382844, 9.2291724 48.7382925, 9.2292573 48.7382976, 9.2292661 48.738315, 9.2293284 48.7382985, 9.2293445 48.7383245, 9.2293816 48.7383141, 9.229363 48.738282, 9.2294313 48.7382622, 9.229439 48.7382665, 9.2294585 48.7382493, 9.2294399 48.738237, 9.2294566 48.7382234, 9.2293899 48.7381881, 9.2293782 48.7381819, 9.2293145 48.738234))",,,residential,,,,,,,,,"[1494548286, 1494548285, 1494548282, 1494548281, 1494548283, 1494548309, 1494548311, 1494548314, 1494548327, 1494548315, 1494548328, 1494548323, 1494548298, 1494548294, 1494548296, 1494548292, 1494548287, 1494548284, 1494548267, 1494548266, 1494548286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136214227,Stuttgart,DE,2,70619,Turmalinweg,,,"POLYGON ((9.2287809 48.738073, 9.2287786 48.7381029, 9.2287688 48.7381033, 9.228778 48.7381196, 9.2288064 48.7381194, 9.2288064 48.7381154, 9.2288463 48.7381169, 9.2289128 48.7381513, 9.2289251 48.7381688, 9.2290301 48.7381417, 9.2290431 48.7381383, 9.2290186 48.738102, 9.2290301 48.7380952, 9.229014 48.7380819, 9.2289911 48.7380884, 9.22892 48.7380528, 9.2289205 48.7380339, 9.228893 48.7380271, 9.2288884 48.7380365, 9.2288357 48.7380313, 9.2288357 48.7380415, 9.22876 48.7380381, 9.2287582 48.7380725, 9.2287809 48.738073))",,,residential,,,,,,,,,"[1494548238, 1494548247, 1494548249, 1494548255, 1494548254, 1494548251, 1494548252, 1494548263, 1494548264, 1494548261, 1494548259, 1494548246, 1494548244, 1494548241, 1494548242, 1494548221, 1494548205, 1494548203, 1494548209, 1494548204, 1494548220, 1494548211, 1494548237, 1494548238]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138366133,,,,,,,,"POLYGON ((9.2312059 48.8083393, 9.2311724 48.8084039, 9.2311619 48.8084243, 9.2311218 48.8085018, 9.2312617 48.8085332, 9.2313458 48.8083707, 9.2312059 48.8083393))",,,residential,,,,,,,,,"[1517084169, 3607005715, 3607005716, 1517084341, 1517084354, 1517084195, 1517084169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138366134,,,,,,,,"POLYGON ((9.2316193 48.8083606, 9.2317724 48.8084001, 9.2320115 48.8079977, 9.2318585 48.8079583, 9.2318156 48.8080305, 9.2317265 48.8081803, 9.2316601 48.8082921, 9.2316193 48.8083606))",,,residential,,,,,,,,,"[1517084187, 1517084239, 1517083906, 1517083875, 2196986675, 2196986676, 2196986677, 1517084187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138366158,,,,,,,,"POLYGON ((9.2315052 48.8089855, 9.2316208 48.808762, 9.2315458 48.8087452, 9.2314712 48.8087284, 9.2313556 48.8089519, 9.2314304 48.8089687, 9.2315052 48.8089855))",,,residential,,,,,,,,,"[1517084646, 1517084528, 2196986672, 1517084498, 1517084622, 2196986674, 1517084646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
