element_type,osmid,access,amenity,fee,name,parking,geometry,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,noexit,wheelchair,layer,maxheight,opening_hours,operator,barrier,bicycle,motor_vehicle,maxstay,lit,park_ride,ref,smoothness,surface,capacity:disabled,toilets:wheelchair,wheelchair:description,capacity,capacity:parent,capacity:women,public,note:de,covered,fixme,capacity:charging,website,description,motorcar,motorcycle,addr:city,addr:housenumber,addr:postcode,addr:street,capacity:disabled:conditional,maxweight,access:conditional,disabled,parking:condition,parking:condition:disabled:permit,supervised,addr:country,source,note,parking:orientation,operator:type,level,trailer,hgv,check_date:opening_hours,access:carsharing,contact:website,description:de,email,phone,maxspeed,name:en,wikidata,highway,charge,image,vehicle,height,nodes,building,caravan,building:levels,payment:american_express,payment:girocard,payment:maestro,payment:mastercard,payment:visa,roof:shape,area,roof:colour,access:note,member_of,fee:conditional,name:etymology:wikidata,name:etymology:wikipedia,brand,building:colour,payment:cards,payment:cash,payment:coins,roof:levels,not:operator:wikidata,parking:condition:both,parking:condition:both:residents,parking:condition:area,check_date:fee,contact:phone,loc_name,payment:credit_cards,payment:debit_cards,building:material,start_date,orientation,parking:disabled,parking_space,location,razed:leisure,razed:sport,taxi,capacity:bus,tourist_bus,capacity:hgv,fee:description,maxlength,surveillance,service,operator:wikidata,operator:wikipedia,railway,note:access,indoor,room,construction,ways,type
way,448140165,private,parking,,,surface,"POLYGON ((8.5439757 50.0861482, 8.5438645 50.0862407, 8.5439244 50.0862704, 8.5440356 50.0861779, 8.5439757 50.0861482))",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4451769960, 4451769964, 4451769965, 4451769961, 4451769960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448140167,private,parking,,,surface,"POLYGON ((8.5438563 50.0860892, 8.5437451 50.0861818, 8.5438051 50.0862115, 8.5439163 50.0861189, 8.5438563 50.0860892))",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4451769958, 4451769962, 4451769963, 4451769959, 4451769958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448305193,private,parking,,,surface,"POLYGON ((8.5433705 50.0858951, 8.5432981 50.0859554, 8.5433581 50.085985, 8.5434305 50.0859247, 8.5433705 50.0858951))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4453277531, 4453277534, 4453277535, 4453277533, 4453277531]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448305194,private,parking,,,surface,"POLYGON ((8.5433008 50.0858039, 8.5432034 50.0858851, 8.543248 50.0859071, 8.5433454 50.0858259, 8.5433008 50.0858039))",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4453277528, 4453277530, 4453277532, 4453277529, 4453277528]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448483228,private,parking,,,surface,"POLYGON ((8.543735 50.0855912, 8.5434704 50.085812, 8.5435304 50.0858416, 8.543795 50.0856208, 8.543735 50.0855912))",,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4454904696, 4454904699, 4454904700, 4454904698, 4454904696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448483229,private,parking,,,surface,"POLYGON ((8.5440774 50.0853056, 8.5439466 50.0854146, 8.5440066 50.0854443, 8.5441373 50.0853352, 8.5440774 50.0853056))",,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4454904689, 4454904691, 4454904692, 4454904690, 4454904689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448483230,private,parking,,,surface,"POLYGON ((8.543864 50.0854837, 8.54377 50.0855621, 8.54383 50.0855917, 8.543924 50.0855133, 8.543864 50.0854837))",,,,,,,,,,,,,,,,,,,,,,4,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4454904693, 4454904695, 4454904697, 4454904694, 4454904693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448601502,,parking,,Kantine Süd,surface,"POLYGON ((8.5461157 50.0875203, 8.5460643 50.0875628, 8.5463462 50.087703, 8.5463976 50.0876605, 8.5461157 50.0875203))",,,,,,,,,,,,,,,,,,sett,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456029800, 4456029801, 4456029804, 4456029802, 4456029800]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448605605,,parking,,Kantine Süd,surface,"POLYGON ((8.5456147 50.0872716, 8.5455633 50.0873141, 8.5457022 50.0873831, 8.5457535 50.0873406, 8.5456147 50.0872716))",,,,,,,,,,,,,,,,,,sett,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456058730, 4456058732, 4456058735, 4456058733, 4456058730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448605606,,parking,,Kantine Süd,surface,"POLYGON ((8.5457783 50.0873529, 8.5457269 50.0873954, 8.5460349 50.0875485, 8.5460863 50.087506, 8.5457783 50.0873529))",,,,,,,,,,,,,,,,,,sett,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456058734, 4456058736, 4456058738, 4456058737, 4456058734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448605607,,parking,,Kantine Süd,surface,"POLYGON ((8.545117 50.0870241, 8.5450656 50.0870666, 8.545182 50.0871245, 8.5452334 50.087082, 8.545117 50.0870241))",,,,,,,,,,,,,,,,,,sett,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456058721, 4456058722, 4456058725, 4456058723, 4456058721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448605608,,parking,,Kantine Süd,surface,"POLYGON ((8.5452575 50.087094, 8.5452062 50.0871365, 8.5453515 50.0872087, 8.5454029 50.0871662, 8.5452575 50.087094))",,,,,,,,,,,,,,,,,,sett,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456058724, 4456058726, 4456058728, 4456058727, 4456058724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448612682,private,parking,,,surface,"POLYGON ((8.5465329 50.0868966, 8.5468218 50.0870399, 8.5468971 50.0869774, 8.5467479 50.0869034, 8.5467866 50.0868713, 8.5464948 50.0867265, 8.5463741 50.0866322, 8.5461663 50.0865291, 8.5460812 50.0865997, 8.5465878 50.086851, 8.5465329 50.0868966))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456110220, 4456110223, 4456110222, 4456110221, 4456110219, 4456110217, 4456110216, 4456110214, 4456110215, 4456110218, 4456110220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614263,private,parking,,,surface,"POLYGON ((8.5464124 50.0854316, 8.5464789 50.0854643, 8.5466072 50.0853566, 8.5465407 50.085324, 8.5464124 50.0854316))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120779, 4456120781, 4456120778, 4456120776, 4456120779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614264,private,parking,,,surface,"POLYGON ((8.5467268 50.0851679, 8.5467933 50.0852006, 8.5469635 50.0850577, 8.546897 50.0850251, 8.5467268 50.0851679))",,,,,,,,,,,,,,,,,,sett,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120771, 4456120773, 4456120770, 4456120768, 4456120771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614265,private,parking,,,surface,"POLYGON ((8.5462635 50.0855564, 8.54633 50.0855891, 8.5464584 50.0854814, 8.5463919 50.0854488, 8.5462635 50.0855564))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120783, 4456120785, 4456120782, 4456120780, 4456120783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614266,private,parking,,,surface,"POLYGON ((8.5461133 50.0856829, 8.5461798 50.0857156, 8.5463082 50.0856079, 8.5462417 50.0855753, 8.5461133 50.0856829))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120787, 4456121489, 4456120786, 4456120784, 4456120787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614267,private,parking,,,surface,"POLYGON ((8.5458149 50.0859333, 8.5458814 50.085966, 8.5460098 50.0858583, 8.5459433 50.0858257, 8.5458149 50.0859333))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121495, 4456121497, 4456121494, 4456121492, 4456121495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614268,private,parking,,,surface,"POLYGON ((8.5465646 50.0853034, 8.5466311 50.0853361, 8.5467769 50.0852137, 8.5467104 50.0851811, 8.5465646 50.0853034))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120775, 4456120777, 4456120774, 4456120772, 4456120775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614269,private,parking,,,surface,"POLYGON ((8.5455178 50.0861828, 8.5455843 50.0862155, 8.5457127 50.0861078, 8.5456462 50.0860752, 8.5455178 50.0861828))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121503, 4456121505, 4456121502, 4456121500, 4456121503]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614270,private,parking,,,surface,"POLYGON ((8.5453723 50.086305, 8.5454388 50.0863377, 8.5455672 50.08623, 8.5455007 50.0861974, 8.5453723 50.086305))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121507, 4456121509, 4456121506, 4456121504, 4456121507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614271,private,parking,,,surface,"POLYGON ((8.5450759 50.0865541, 8.5451424 50.0865868, 8.5452708 50.0864791, 8.5452043 50.0864465, 8.5450759 50.0865541))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121515, 4456121517, 4456121514, 4456121512, 4456121515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614272,private,parking,,,surface,"POLYGON ((8.5469145 50.0850103, 8.546981 50.085043, 8.5471512 50.0849002, 8.5470847 50.0848676, 8.5469145 50.0850103))",,,,,,,,,,,,,,,,,,sett,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456120767, 4456120769, 4456120766, 4456120765, 4456120767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614273,private,parking,,,surface,"POLYGON ((8.5449231 50.0866823, 8.5449896 50.086715, 8.5451179 50.0866073, 8.5450514 50.0865747, 8.5449231 50.0866823))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121519, 4456121520, 4456121518, 4456121516, 4456121519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614274,private,parking,,,surface,"POLYGON ((8.5456633 50.0860606, 8.5457298 50.0860933, 8.5458582 50.0859856, 8.5457917 50.085953, 8.5456633 50.0860606))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121499, 4456121501, 4456121498, 4456121496, 4456121499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614275,private,parking,,,surface,"POLYGON ((8.5452221 50.0864311, 8.5452886 50.0864638, 8.545417 50.0863561, 8.5453505 50.0863235, 8.5452221 50.0864311))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121511, 4456121513, 4456121510, 4456121508, 4456121511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448614276,private,parking,,,surface,"POLYGON ((8.5459638 50.0858085, 8.5460303 50.0858412, 8.5461586 50.0857335, 8.5460921 50.0857009, 8.5459638 50.0858085))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456121491, 4456121493, 4456121490, 4456120788, 4456121491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617407,private,parking,,,surface,"POLYGON ((8.5453653 50.086592, 8.5454318 50.0866247, 8.5455602 50.086517, 8.5454937 50.0864844, 8.5453653 50.086592))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147512, 4456147514, 4456147511, 4456147509, 4456147512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617408,private,parking,,,surface,"POLYGON ((8.5451232 50.0867951, 8.5451897 50.0868278, 8.5452648 50.0867647, 8.5451983 50.0867321, 8.5451232 50.0867951))",,,,,,,,,,,,,,,,,,sett,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147520, 4456147521, 4456147519, 4456147517, 4456147520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617409,private,parking,,,surface,"POLYGON ((8.5452164 50.0867168, 8.5452829 50.0867495, 8.5454113 50.0866417, 8.5453448 50.0866091, 8.5452164 50.0867168))",,,,,,,,,,,,,,,,,,sett,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147516, 4456147518, 4456147515, 4456147513, 4456147516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617410,private,parking,,,surface,"POLYGON ((8.5458124 50.0862172, 8.5458789 50.0862499, 8.5460491 50.086107, 8.5459826 50.0860744, 8.5458124 50.0862172))",,,,,,,,,,,,,,,,,,sett,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147500, 4456147502, 4456147499, 4456147498, 4456147500]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617411,private,parking,,,surface,"POLYGON ((8.5456637 50.0863416, 8.5457302 50.0863743, 8.5458585 50.0862666, 8.545792 50.086234, 8.5456637 50.0863416))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147504, 4456147506, 4456147503, 4456147501, 4456147504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448617412,private,parking,,,surface,"POLYGON ((8.5455162 50.0864659, 8.5455827 50.0864986, 8.545711 50.0863909, 8.5456445 50.0863583, 8.5455162 50.0864659))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456147508, 4456147510, 4456147507, 4456147505, 4456147508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448618308,private,parking,,,surface,"POLYGON ((8.5463879 50.0857214, 8.5464544 50.0857541, 8.5465827 50.0856464, 8.5465162 50.0856138, 8.5463879 50.0857214))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456155292, 4456155295, 4456155291, 4456154788, 4456155292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448618309,private,parking,,,surface,"POLYGON ((8.546324 50.0857754, 8.5463905 50.0858081, 8.5464346 50.0857711, 8.5463681 50.0857385, 8.546324 50.0857754))",,,,,,,,,,,,,,,,,,sett,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456155297, 4456155298, 4456155296, 4456155293, 4456155297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448618310,private,parking,,,surface,"POLYGON ((8.5465347 50.0855983, 8.5466012 50.085631, 8.5467296 50.0855233, 8.5466631 50.0854907, 8.5465347 50.0855983))",,,,,,,,,,,,,,,,,,sett,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456154787, 4456155290, 4456154786, 4456154785, 4456154787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448619184,private,parking,,,surface,"POLYGON ((8.5468079 50.0854111, 8.5469935 50.0855024, 8.5471697 50.0853546, 8.546984 50.0852634, 8.5468079 50.0854111))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456156999, 4456157000, 4456156998, 4456156997, 4456156999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448619440,private,parking,,,surface,"POLYGON ((8.546426 50.0844131, 8.5463752 50.0844558, 8.5470875 50.0848051, 8.5471384 50.0847624, 8.546426 50.0844131))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456163817, 4456163818, 4456163820, 4456163819, 4456163817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448636184,private,parking,,,surface,"POLYGON ((8.5447571 50.0872276, 8.5446576 50.08731, 8.5449497 50.0874552, 8.5450492 50.0873728, 8.5447571 50.0872276))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4456304808, 4456304809, 4456304814, 4456304811, 4456304808]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448720740,private,parking,,,surface,"POLYGON ((8.6889055 50.1230286, 8.6890453 50.1230194, 8.6890346 50.1229328, 8.6890226 50.1229098, 8.6889808 50.1228991, 8.6888923 50.1229014, 8.6889055 50.1230286))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4457027818, 4457027819, 4457027820, 4457027821, 4457027822, 4457027823, 4457027818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,449426823,customers,parking,no,,surface,"POLYGON ((8.6013138 50.1362794, 8.6009329 50.136613, 8.6005212 50.1364531, 8.6002691 50.136662, 8.5997796 50.1364419, 8.5995301 50.1364118, 8.599113 50.1362287, 8.599282 50.135817, 8.5993166 50.1356067, 8.5996293 50.1355909, 8.599679 50.13586, 8.6013138 50.1362794))",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4463823307, 4463823311, 4463823310, 4463823312, 4463823309, 4463823308, 4463823306, 4463823304, 2306074565, 4463823303, 4463823305, 4463823307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453259936,customers,parking,yes,,surface,"POLYGON ((8.6483414 50.0903039, 8.6483204 50.0901297, 8.6495889 50.0900667, 8.6496099 50.0902409, 8.6483414 50.0903039))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4500167575, 4500167571, 4500167570, 4500167574, 4500167575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454027285,customers,parking,no,,surface,"POLYGON ((8.6093477 50.1464848, 8.6091689 50.1464141, 8.6095662 50.146001, 8.6096968 50.1460526, 8.609343 50.1464204, 8.609442 50.1464595, 8.6093723 50.146532, 8.6096675 50.1466486, 8.6098981 50.1467397, 8.6101424 50.1468362, 8.6103854 50.1469322, 8.6104498 50.1469576, 8.6104191 50.1469895, 8.6110853 50.147252, 8.6105983 50.1477767, 8.6087872 50.1470676, 8.6093477 50.1464848))",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6960246029, 7069747995, 7069747994, 7069747993, 7069747992, 7069747991, 7069747996, 4803001528, 4803001526, 7299090761, 4803001535, 7069748012, 7069748011, 4506685069, 4506685070, 4506685071, 6960246029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454295406,private,parking,,,street_side,"POLYGON ((8.5324061 50.0942531, 8.5322989 50.0942982, 8.5322358 50.0941993, 8.5322195 50.094078, 8.5322732 50.0939686, 8.5324133 50.0938368, 8.5326001 50.0937439, 8.5326982 50.093699, 8.5327823 50.0937687, 8.532585 50.093863, 8.5325214 50.0938934, 8.532449 50.0939348, 8.5324117 50.0939677, 8.5323846 50.0939916, 8.5323564 50.0940398, 8.5323524 50.0940905, 8.5323484 50.0941568, 8.5323658 50.0941989, 8.5324061 50.0942531))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[449076181, 4508663851, 4508663852, 4508663853, 4508663854, 4508663855, 4508663856, 4508663857, 4508663858, 9405540111, 1213709613, 69362031, 9405540112, 1213711127, 1213708939, 69360781, 1213710690, 1213710954, 449076181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454295408,private,parking,,,street_side,"POLYGON ((8.5316194 50.0938308, 8.5319323 50.0938922, 8.5319977 50.0937844, 8.5321495 50.0937095, 8.5319393 50.0935627, 8.5317945 50.0936376, 8.5316194 50.0938308))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4508663861, 4508663862, 4508663863, 4508663864, 4508663865, 4508663866, 4508663861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454691231,customers,parking,,F 1 Freifläche,Parkfläche und Veranstaltungsfläche,"POLYGON ((8.650534 50.1113783, 8.650582 50.1112249, 8.6506608 50.110926, 8.6506942 50.1107651, 8.6511372 50.1108165, 8.651542 50.1108624, 8.6513556 50.1114614, 8.650534 50.1113783))",,,,,,,,,Messe Frankfurt,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,"[5329407458, 5929788215, 5929788216, 4512273465, 5329407455, 5329407456, 5329407457, 5329407458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454733599,,parking,,,,"POLYGON ((8.6583048 50.2074367, 8.6585556 50.2071259, 8.6586253 50.2071285, 8.6583799 50.2074384, 8.6583048 50.2074367))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4512646542, 4512646540, 4512646541, 4512646543, 4512646542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454936100,private,parking,,,,"POLYGON ((8.6429387 50.089999, 8.6430165 50.0898063, 8.6426195 50.0897521, 8.6425551 50.0899474, 8.6429387 50.089999))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4514205833, 4514205834, 4514196698, 4514205835, 4514205833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454936366,private,parking,,,,"POLYGON ((8.638367 50.0888973, 8.6384234 50.0886925, 8.6384613 50.0886976, 8.639114 50.0887855, 8.6390269 50.0890391, 8.639719 50.0891359, 8.6396441 50.0893889, 8.6401582 50.0894679, 8.6401231 50.089615, 8.6411815 50.0900678, 8.6415338 50.0901157, 8.6416312 50.0898089, 8.6418406 50.0898321, 8.6416059 50.0904786, 8.6411625 50.09031, 8.638834 50.0891292, 8.638367 50.0888973))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4514216089, 4514216090, 4514233898, 4514216091, 10721054998, 10721054999, 10721055000, 10721055001, 10721055002, 10721055003, 10721055004, 10721107707, 10721107705, 4514216092, 10721107706, 4514233282, 4514216089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
