u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
7959216405,272091297,0,198170206,False,,,service,,False,20.745,"LINESTRING (8.2651482 49.9224051, 8.2654264 49.9223529)",,,,,,,,
7959216405,2083409187,0,198170206,False,,,service,,True,41.728,"LINESTRING (8.2651482 49.9224051, 8.265023 49.9224286, 8.2646787 49.9226176)",,,,,,,,
7959216405,7959216420,0,853250829,False,,,service,,False,42.188,"LINESTRING (8.2651482 49.9224051, 8.2652582 49.9224584, 8.2654188 49.9225302, 8.2655413 49.9225916, 8.2656211 49.9226313)",,,,,,,customers,
7959216420,7959216420,0,853250829,False,,,service,,False,111.893,"LINESTRING (8.2656211 49.9226313, 8.2657211 49.922681, 8.2658028 49.9227687, 8.2658327 49.9228493, 8.2658218 49.9229194, 8.2657347 49.9229755, 8.2656067 49.9229878, 8.2654624 49.9229422, 8.2653535 49.9228546, 8.2653644 49.9228037, 8.2654433 49.9227371, 8.2655413 49.9226775, 8.2656211 49.9226313)",,,,,,,customers,
7959216420,7959216420,1,853250829,False,,,service,,True,111.893,"LINESTRING (8.2656211 49.9226313, 8.2655413 49.9226775, 8.2654433 49.9227371, 8.2653644 49.9228037, 8.2653535 49.9228546, 8.2654624 49.9229422, 8.2656067 49.9229878, 8.2657347 49.9229755, 8.2658218 49.9229194, 8.2658327 49.9228493, 8.2658028 49.9227687, 8.2657211 49.922681, 8.2656211 49.9226313)",,,,,,,customers,
7959216420,7959216405,0,853250829,False,,,service,,True,42.188,"LINESTRING (8.2656211 49.9226313, 8.2655413 49.9225916, 8.2654188 49.9225302, 8.2652582 49.9224584, 8.2651482 49.9224051)",,,,,,,customers,
7959429589,6781315110,0,722970940,False,,,service,,False,110.596,"LINESTRING (8.3163771 49.9727367, 8.3163989 49.9728244, 8.3164022 49.9728847, 8.3163601 49.9729513, 8.3162986 49.9729971, 8.3162112 49.9730325, 8.3160771 49.9730744, 8.3156238 49.9732405, 8.3153066 49.973309)",,,,,,,,
7959486601,7025886404,0,15969478,False,2,,unclassified,50,False,24.286,"LINESTRING (8.2531843 49.9558728, 8.2531033 49.9560849)",,Adam-Opel-Straße,,,,,,
7959486601,7959486611,0,15969478,False,2,,unclassified,50,True,93.674,"LINESTRING (8.2531843 49.9558728, 8.2534967 49.9550547)",,Adam-Opel-Straße,,,,,,
7959486601,7959486611,1,853277651,False,,,service,,False,240.99,"LINESTRING (8.2531843 49.9558728, 8.2530746 49.9558533, 8.2521873 49.9556787, 8.252148 49.955657, 8.2521293 49.9556173, 8.2523727 49.9549693, 8.2524026 49.9549404, 8.2524419 49.9549248, 8.2525411 49.954932, 8.2533853 49.9550404, 8.2534967 49.9550547)",,,,,,,customers,
7959486611,7959486601,0,15969478,False,2,,unclassified,50,False,93.674,"LINESTRING (8.2534967 49.9550547, 8.2531843 49.9558728)",,Adam-Opel-Straße,,,,,,
7959486611,7959486601,1,853277651,False,,,service,,True,240.99,"LINESTRING (8.2534967 49.9550547, 8.2533853 49.9550404, 8.2525411 49.954932, 8.2524419 49.9549248, 8.2524026 49.9549404, 8.2523727 49.9549693, 8.2521293 49.9556173, 8.252148 49.955657, 8.2521873 49.9556787, 8.2530746 49.9558533, 8.2531843 49.9558728)",,,,,,,customers,
7959486611,160481985,0,15969478,False,2,,unclassified,50,True,40.595,"LINESTRING (8.2534967 49.9550547, 8.253575 49.9548495, 8.2535454 49.9546969)",,Adam-Opel-Straße,,,,,,
7960132728,255754876,0,23614290,False,,,living_street,,False,45.057,"LINESTRING (8.2209089 50.0077671, 8.2211377 50.0077968, 8.2210786 50.0079991, 8.2210644 50.0080476)",,Agnes-Karll-Straße,,,,,,
7960132728,1139484434,0,23614290,False,,,living_street,,True,30.682000000000002,"LINESTRING (8.2209089 50.0077671, 8.220876 50.0077628, 8.2207975 50.0080121)",,Agnes-Karll-Straße,,,,,,
7960132728,7960132729,0,853358213,False,,,service,,False,113.271,"LINESTRING (8.2209089 50.0077671, 8.2212202 50.0068492, 8.2212465 50.0067718)",,,,,,,destination,
7960132729,8869511768,0,"[958589368, 142716764]",False,2,,residential,30,False,52.891,"LINESTRING (8.2212465 50.0067718, 8.2205974 50.006671, 8.2205271 50.0066601)",,Canisiusstraße,,,,,,
7960132729,255756719,0,142716764,False,2,,residential,30,True,86.389,"LINESTRING (8.2212465 50.0067718, 8.2212706 50.0067755, 8.2224298 50.0069306)",,Canisiusstraße,,,,,,
7960132729,7960132728,0,853358213,False,,,service,,True,113.271,"LINESTRING (8.2212465 50.0067718, 8.2212202 50.0068492, 8.2209089 50.0077671)",,,,,,,destination,
7960557564,559455420,0,"[43998392, 853439145]",False,,,service,,True,157.591,"LINESTRING (8.3271385 49.9576499, 8.3273909 49.9579262, 8.3274173 49.9579505, 8.3274587 49.9579456, 8.3277337 49.9578487, 8.328472 49.9575579, 8.328713 49.9574308, 8.3288161 49.9573845)",,,,driveway,,,,
7961576726,1615008268,0,189260395,True,1,K 6,tertiary,50,False,66.643,"LINESTRING (8.226581 50.0263414, 8.2274111 50.0260679)",,Rheinallee,,,,,,
7961576726,7961576729,0,853582236,False,,,service,,False,84.58,"LINESTRING (8.226581 50.0263414, 8.226529 50.0262906, 8.2264586 50.026196, 8.2260588 50.0256593)",,,,,,,customers,
7961576729,7961576726,0,853582236,False,,,service,,True,84.58,"LINESTRING (8.2260588 50.0256593, 8.2264586 50.026196, 8.226529 50.0262906, 8.226581 50.0263414)",,,,,,,customers,
7961991486,10577183736,0,"[479868169, 853619174]",False,,,"['living_street', 'service']",,True,103.945,"LINESTRING (8.2723254 50.0045223, 8.2719574 50.0048947, 8.2713254 50.0046142)",,,,,,,,
7962065994,1564355986,0,"[142969401, 853628154]",False,,,service,,True,70.892,"LINESTRING (8.2342425 49.9964908, 8.234098 49.9967875, 8.2341379 49.9968547, 8.2341921 49.9968806, 8.2344349 49.9969291, 8.2345061 49.9969431)",,,,,,,,
7962513963,2064780968,0,4380507,False,,,unclassified,,False,138.57600000000002,"LINESTRING (8.2433137 49.9890646, 8.2422508 49.9891788, 8.2419419 49.9892099, 8.2414001 49.989263)",,Dalheimer Weg,,,,,,
7962513963,26732273,0,4380507,False,,,unclassified,,True,60.296,"LINESTRING (8.2433137 49.9890646, 8.2433985 49.9890555, 8.2440052 49.9890116, 8.2441511 49.9890005)",,Dalheimer Weg,,,,,,
7962513963,7962513966,0,853696161,False,,,service,,False,49.352000000000004,"LINESTRING (8.2433137 49.9890646, 8.243289 49.9889523, 8.2433278 49.9889144, 8.2437621 49.9888571)",,,,,,,,
7962513966,7962513963,0,853696161,False,,,service,,True,49.352000000000004,"LINESTRING (8.2437621 49.9888571, 8.2433278 49.9889144, 8.243289 49.9889523, 8.2433137 49.9890646)",,,,,,,,
7962545533,7962545534,0,853702965,False,,,service,,False,27.066,"LINESTRING (8.2556963 49.9948633, 8.2560744 49.9948503)",,,,,,,,
7962545533,256511820,0,"[803560814, 1018288786, 408317238, 894902521, 894902522]",False,2,,unclassified,20,False,90.658,"LINESTRING (8.2556963 49.9948633, 8.2556887 49.9947969, 8.2556822 49.9947486, 8.2556728 49.9946662, 8.2556679 49.9945312, 8.2556249 49.9944528, 8.2556261 49.9944197, 8.2559525 49.9941194)",,Czernyweg,,,,,,
7962545533,672933752,0,"[1018288786, 53180946]",False,,,unclassified,"['50', '20']",True,89.88,"LINESTRING (8.2556963 49.9948633, 8.2556998 49.9949121, 8.2558281 49.995581, 8.255845 49.9956658)",,Czernyweg,,,,,,
7962545534,7962545533,0,853702965,False,,,service,,True,27.066,"LINESTRING (8.2560744 49.9948503, 8.2556963 49.9948633)",,,,,,,,
7975167964,507144106,0,861083218,False,2,,unclassified,30,True,47.467,"LINESTRING (8.2919407 49.9763835, 8.2913642 49.9761719)",,Jakob-Anstatt-Straße,,,,,,
7975167964,7975167968,0,855196367,False,,,service,,False,64.588,"LINESTRING (8.2919407 49.9763835, 8.2918824 49.9764596, 8.292072 49.976536, 8.2918937 49.976758, 8.2920204 49.9768198)",,,,,,,,
7975167964,31348204,0,861083218,False,2,,unclassified,30,False,28.385,"LINESTRING (8.2919407 49.9763835, 8.2920345 49.976418, 8.2922853 49.9765102)",,Jakob-Anstatt-Straße,,,,,,
7975167968,31348204,0,140131684,False,2,,unclassified,50,False,39.294,"LINESTRING (8.2920204 49.9768198, 8.2922853 49.9765102)",,Heinrich-von-Brentano-Straße,,,,,,
7975167968,31348203,0,140131684,False,2,,unclassified,50,True,56.516000000000005,"LINESTRING (8.2920204 49.9768198, 8.2916646 49.9772356, 8.2916394 49.9772651)",,Heinrich-von-Brentano-Straße,,,,,,
7975167968,7975167964,0,855196367,False,,,service,,True,64.588,"LINESTRING (8.2920204 49.9768198, 8.2918937 49.976758, 8.292072 49.976536, 8.2918824 49.9764596, 8.2919407 49.9763835)",,,,,,,,
7975425566,7975425567,0,855226364,False,,,service,,False,43.379,"LINESTRING (8.2937719 49.9792417, 8.2932481 49.9790449)",,,,,,,,
7975425567,233067554,0,140131682,False,2,,residential,30,False,56.824,"LINESTRING (8.2932481 49.9790449, 8.2928506 49.9794874)",,Friedrich-Ebert-Straße,,,,,,
7975425567,7975425566,0,855226364,False,,,service,,True,43.379,"LINESTRING (8.2932481 49.9790449, 8.2937719 49.9792417)",,,,,,,,
7975425567,2021265465,0,"[871920056, 140131682, 871919883]",False,2,,residential,30,True,86.24000000000001,"LINESTRING (8.2932481 49.9790449, 8.2933856 49.9788918, 8.2934405 49.978832, 8.2936356 49.9786198, 8.2938593 49.9783763)",,Friedrich-Ebert-Straße,,,,,,
7975480315,8702588519,0,758545741,False,2,K 18,secondary,50,False,28.678,"LINESTRING (8.23266 50.0135462, 8.2323514 50.0133813)",,Erzbergerstraße,,,,,,
7975480315,1698570334,0,758545741,False,2,K 18,secondary,50,True,14.131,"LINESTRING (8.23266 50.0135462, 8.232812 50.0136275)",,Erzbergerstraße,,,,,,
7975480315,7975480318,0,855232078,False,,,service,,False,64.088,"LINESTRING (8.23266 50.0135462, 8.2320593 50.0139742)",,,,driveway,,,,
7975480318,7975480315,0,855232078,False,,,service,,True,64.088,"LINESTRING (8.2320593 50.0139742, 8.23266 50.0135462)",,,,driveway,,,,
7975519519,9053363796,0,14654260,False,2,,unclassified,50,False,124.755,"LINESTRING (8.262497 49.9580889, 8.260823 49.9577744)",,Robert-Koch-Straße,,,,,,
7975519519,205071478,0,14654260,False,2,,unclassified,50,True,103.238,"LINESTRING (8.262497 49.9580889, 8.2632639 49.9582329, 8.2638722 49.9583694)",,Robert-Koch-Straße,,,,,,
7975519519,7975519521,0,855236589,False,,,service,,False,53.086,"LINESTRING (8.262497 49.9580889, 8.2625346 49.958012, 8.2626329 49.9578236, 8.2627127 49.9576323)",,,,,,,customers,
7975519521,7975519519,0,855236589,False,,,service,,True,53.086,"LINESTRING (8.2627127 49.9576323, 8.2626329 49.9578236, 8.2625346 49.958012, 8.262497 49.9580889)",,,,,,,customers,
7975547012,205440209,0,"[855239804, 116947527]",False,,,"['service', 'unclassified']",,True,158.433,"LINESTRING (8.2598851 49.9599944, 8.2595577 49.9599822, 8.2593347 49.9599507, 8.2597615 49.9589978, 8.2597952 49.9589257)",,Nikolaus-Otto-Straße,,,,,,
7976383520,7976383521,0,855326850,False,,,service,,False,55.854,"LINESTRING (8.2626071 49.9491822, 8.2618392 49.9490919)",,,,,,,,
7976383520,3404635433,0,333350051,True,,,unclassified,,False,89.01599999999999,"LINESTRING (8.2626071 49.9491822, 8.2628052 49.9484587, 8.2628229 49.9483938)",,Athener Allee,,,,,,
7976383521,7976383520,0,855326850,False,,,service,,True,55.854,"LINESTRING (8.2618392 49.9490919, 8.2626071 49.9491822)",,,,,,,,
7977133270,255434728,0,"[34335081, 855398685]",False,,,service,,True,80.711,"LINESTRING (8.2500918 50.0177023, 8.2500438 50.0177582, 8.2499329 50.0178352, 8.249774 50.0179219, 8.2496391 50.0179836, 8.2495127 50.0180732, 8.2496345 50.0181394, 8.249758 50.0181885)",,,,,,,,
7986898521,256169650,0,41157719,False,2,L 419,secondary,50,True,4.853,"LINESTRING (8.1728055 49.9834262, 8.1727397 49.9834155)",,Flugplatzstraße,,,,,,
7986898521,4842031182,0,41157719,False,2,L 419,secondary,50,False,58.68,"LINESTRING (8.1728055 49.9834262, 8.1732324 49.9834986, 8.1735993 49.9835602)",,Flugplatzstraße,,,,,,
7986898521,7986898528,0,856622804,False,,,living_street,,True,60.03099999999999,"LINESTRING (8.1728055 49.9834262, 8.1728192 49.9833895, 8.1728292 49.9833626, 8.17293 49.9830913, 8.1730408 49.9829092)",,Am Hochgericht,,,,,,
7986898525,7986898529,0,856622805,False,,,living_street,,False,46.268,"LINESTRING (8.1724666 49.9827122, 8.1730644 49.9828715)",,Am Hochgericht,,,,,,
7986898528,7986898529,0,856622807,False,,,living_street,,False,4.519,"LINESTRING (8.1730408 49.9829092, 8.1730644 49.9828715)",,Am Hochgericht,,,,,,
7986898528,7986898521,0,856622804,False,,,living_street,,False,60.031000000000006,"LINESTRING (8.1730408 49.9829092, 8.17293 49.9830913, 8.1728292 49.9833626, 8.1728192 49.9833895, 8.1728055 49.9834262)",,Am Hochgericht,,,,,,
7986898528,9019303598,0,"[856622806, 856622807]",False,,,living_street,,"[False, True]",46.15800000000001,"LINESTRING (8.1730408 49.9829092, 8.1731769 49.9829351, 8.1733431 49.982968, 8.1734299 49.9829764, 8.1735138 49.982979, 8.1736051 49.9829729, 8.17367 49.9829646)",,Am Hochgericht,,,,,,
7986898529,7986898525,0,856622805,False,,,living_street,,True,46.268,"LINESTRING (8.1730644 49.9828715, 8.1724666 49.9827122)",,Am Hochgericht,,,,,,
7986898529,7986898528,0,856622807,False,,,living_street,,True,4.519,"LINESTRING (8.1730644 49.9828715, 8.1730408 49.9829092)",,Am Hochgericht,,,,,,
7986898529,7986898549,0,856622807,False,,,living_street,,False,312.40999999999997,"LINESTRING (8.1730644 49.9828715, 8.1731569 49.9827326, 8.1731999 49.9826472, 8.173205 49.982628, 8.1732194 49.9825736, 8.173219 49.9824969, 8.1732022 49.98242, 8.1731762 49.9823581, 8.1731447 49.9822985, 8.1730879 49.9822422, 8.173013 49.9821964, 8.1729287 49.9821644, 8.1728442 49.9821487, 8.1727613 49.9821411, 8.1721075 49.9821748, 8.1719359 49.9821899, 8.1718126 49.9822192, 8.1717072 49.9822662, 8.1716011 49.9823445, 8.1715477 49.9824105, 8.1715106 49.9824586, 8.1714826 49.9825151, 8.1714846 49.9825458, 8.1714976 49.9825682, 8.1715171 49.982584, 8.1718736 49.9826797, 8.1719057 49.982709, 8.1719155 49.9827372, 8.1719044 49.9827688, 8.171806 49.9829539, 8.1717375 49.9830696, 8.1716883 49.9831688, 8.1716691 49.9832046, 8.1716526 49.9832354)",,Am Hochgericht,,,,,,
7986898549,256169650,0,41157719,False,2,L 419,secondary,50,False,80.268,"LINESTRING (8.1716526 49.9832354, 8.1718685 49.9832729, 8.1720703 49.9833042, 8.1727397 49.9834155)",,Flugplatzstraße,,,,,,
7986898549,5119840247,0,41157719,False,2,L 419,secondary,50,True,43.325,"LINESTRING (8.1716526 49.9832354, 8.1715356 49.9832176, 8.171066 49.9831378)",,Flugplatzstraße,,,,,,
7986898549,7986898529,0,856622807,False,,,living_street,,True,312.4099999999999,"LINESTRING (8.1716526 49.9832354, 8.1716691 49.9832046, 8.1716883 49.9831688, 8.1717375 49.9830696, 8.171806 49.9829539, 8.1719044 49.9827688, 8.1719155 49.9827372, 8.1719057 49.982709, 8.1718736 49.9826797, 8.1715171 49.982584, 8.1714976 49.9825682, 8.1714846 49.9825458, 8.1714826 49.9825151, 8.1715106 49.9824586, 8.1715477 49.9824105, 8.1716011 49.9823445, 8.1717072 49.9822662, 8.1718126 49.9822192, 8.1719359 49.9821899, 8.1721075 49.9821748, 8.1727613 49.9821411, 8.1728442 49.9821487, 8.1729287 49.9821644, 8.173013 49.9821964, 8.1730879 49.9822422, 8.1731447 49.9822985, 8.1731762 49.9823581, 8.1732022 49.98242, 8.173219 49.9824969, 8.1732194 49.9825736, 8.173205 49.982628, 8.1731999 49.9826472, 8.1731569 49.9827326, 8.1730644 49.9828715)",,Am Hochgericht,,,,,,
8062993215,1612629506,0,148163294,False,,,service,,True,16.313,"LINESTRING (8.230256 50.0257775, 8.2301529 50.0256466)",,,,,,,permissive,
8062993215,1612629569,0,"[148163304, 148163294]",False,,,service,,"[False, True]",100.729,"LINESTRING (8.230256 50.0257775, 8.2303559 50.0259044, 8.2304662 50.0260444, 8.2305698 50.026176, 8.230674 50.0263083, 8.2307882 50.0264532, 8.2308926 50.0265858)",,,,,,,permissive,
8062993215,1612629569,1,"[1082830817, 148163306, 721098396]",False,,,service,,True,211.619,"LINESTRING (8.230256 50.0257775, 8.2299989 50.0258611, 8.2295634 50.0260027, 8.2296633 50.0261295, 8.2296959 50.0261709, 8.2297736 50.0262695, 8.2298772 50.0264011, 8.2299814 50.0265334, 8.2300956 50.0266784, 8.2302 50.0268109, 8.2308926 50.0265858)",,,,,,,permissive,
8065728638,1148644439,0,865340039,False,,,service,,False,91.329,"LINESTRING (8.1992775 50.0189343, 8.2000006 50.0196116)",,,,,,,,
8070995711,2799130602,0,865891209,False,,,service,,True,81.236,"LINESTRING (8.2525394 50.0183057, 8.2523792 50.0181541, 8.2523123 50.0180961, 8.2522598 50.0180736, 8.2522016 50.018068, 8.2521259 50.0180755, 8.2520502 50.0181036, 8.2519075 50.0181653, 8.2517077 50.0182927)",,,,,,,,
8080939845,8080939846,0,866937245,False,,,service,,True,13.327,"LINESTRING (8.3112955 49.97561, 8.3111168 49.975644)",,,,,,,,
8080939845,8080939845,0,866937245,False,,,service,,False,83.77199999999999,"LINESTRING (8.3112955 49.97561, 8.3116035 49.9754389, 8.311302 49.9753373, 8.3112955 49.97561)",,,,,,,,
8080939845,8080939845,1,866937245,False,,,service,,True,83.772,"LINESTRING (8.3112955 49.97561, 8.311302 49.9753373, 8.3116035 49.9754389, 8.3112955 49.97561)",,,,,,,,
8080939846,1558260869,0,71216746,False,,,unclassified,,True,25.236,"LINESTRING (8.3111168 49.975644, 8.311015 49.9758613)",,,,alley,,,,
8080939846,8080939845,0,866937245,False,,,service,,False,13.327,"LINESTRING (8.3111168 49.975644, 8.3112955 49.97561)",,,,,,,,
8080939846,847758058,0,71216746,False,,,unclassified,,False,110.476,"LINESTRING (8.3111168 49.975644, 8.3111227 49.9755861, 8.31098 49.9748631, 8.3109371 49.9747286, 8.3108889 49.9746665)",,,,alley,,,,
8080939849,8874596287,0,177689082,False,,,service,,True,11.337,"LINESTRING (8.3109941 49.974373, 8.3110158 49.974272)",,,,,,,,
8080939849,847758058,0,177689082,False,,,service,,False,33.668,"LINESTRING (8.3109941 49.974373, 8.3109705 49.9744635, 8.3109398 49.9745865, 8.3108889 49.9746665)",,,,,,,,
8080939849,8080939852,0,866937247,False,,,service,,True,100.267,"LINESTRING (8.3109941 49.974373, 8.3108085 49.9743552, 8.3107053 49.9744755, 8.3097114 49.9745509)",,,,,,,,
8080939852,7953058277,0,852570121,False,,,service,,True,15.887,"LINESTRING (8.3097114 49.9745509, 8.3097509 49.9746915)",,,,,,,,
8080939852,7953058279,0,852570121,False,,,service,,False,176.726,"LINESTRING (8.3097114 49.9745509, 8.3093554 49.9732828, 8.3093276 49.9729826)",,,,,,,,
8080939852,8080939849,0,866937247,False,,,service,,False,100.26700000000001,"LINESTRING (8.3097114 49.9745509, 8.3107053 49.9744755, 8.3108085 49.9743552, 8.3109941 49.974373)",,,,,,,,
8080939853,8080939855,0,866937248,False,,,service,,True,15.428,"LINESTRING (8.3093879 49.9744526, 8.3091766 49.9744806)",,,,,,,,
8080939854,8080939855,0,866937249,False,,,service,,True,40.573,"LINESTRING (8.3086155 49.9745346, 8.3091766 49.9744806)",,,,,,,,
8080939855,8080939853,0,866937248,False,,,service,,False,15.428,"LINESTRING (8.3091766 49.9744806, 8.3093879 49.9744526)",,,,,,,,
8080939855,8080939854,0,866937249,False,,,service,,False,40.573,"LINESTRING (8.3091766 49.9744806, 8.3086155 49.9745346)",,,,,,,,
8080939855,847758054,0,866937249,False,,,service,,True,28.945,"LINESTRING (8.3091766 49.9744806, 8.309254 49.9747361)",,,,,,,,
8080939901,847758042,0,37280521,False,,,residential,,False,16.961,"LINESTRING (8.312275 49.9765433, 8.3123228 49.9765655, 8.3123708 49.9765818, 8.3124829 49.9766158)",,Wormser Straße,,,,,,
8080939901,7007827171,0,37280521,False,,,residential,,True,31.79,"LINESTRING (8.312275 49.9765433, 8.3119861 49.9763867, 8.3119329 49.9763608)",,Wormser Straße,,,,,,
8080944836,1558260869,0,1077669076,False,,,residential,,False,7.303,"LINESTRING (8.3109138 49.9758701, 8.311015 49.9758613)",,Wormser Straße,,,,,,
8080944836,8080944837,0,866937272,False,,,service,30,False,48.551,"LINESTRING (8.3109138 49.9758701, 8.310843 49.9757828, 8.3105926 49.9756453, 8.3105811 49.9755191)",,,,alley,,,,
8080944836,9362813525,0,1077669076,False,,,residential,,True,41.235,"LINESTRING (8.3109138 49.9758701, 8.3108092 49.9758807, 8.3106973 49.975927, 8.3104818 49.9760942)",,Wormser Straße,,,,,,
8080944837,8080944836,0,866937272,False,,,service,30,True,48.551,"LINESTRING (8.3105811 49.9755191, 8.3105926 49.9756453, 8.310843 49.9757828, 8.3109138 49.9758701)",,,,alley,,,,
8187293062,757495554,0,60612040,False,,,service,,False,144.67,"LINESTRING (8.2621001 49.9665607, 8.2614041 49.9677823)",,,,,,,,
8187293062,757495569,0,60612040,False,,,service,,True,5.981,"LINESTRING (8.2621001 49.9665607, 8.2621289 49.9665102)",,,,,,,,
8187293062,8187293085,0,880223580,False,,,service,,False,238.30899999999997,"LINESTRING (8.2621001 49.9665607, 8.2617943 49.9665022, 8.2616201 49.9664777, 8.2614766 49.9664815, 8.2613449 49.9664457, 8.2612687 49.9664401, 8.2611955 49.9664504, 8.2610272 49.9665559, 8.2610125 49.9665795, 8.2610242 49.9666049, 8.2610722 49.9666405, 8.2610981 49.9666738, 8.2611067 49.9667086, 8.261106 49.9667389, 8.2609169 49.967076, 8.2607835 49.9672899, 8.2607145 49.9672723, 8.2605506 49.9672461, 8.260491 49.9672239, 8.2604188 49.9671825, 8.260378 49.9671295, 8.2603529 49.9670846, 8.2603655 49.9670447, 8.2604706 49.9668681)",,,,,,,,
