u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
438156927,263043456,0,24292670,False,,,residential,30,False,19.998,"LINESTRING (8.3165659 49.9612022, 8.3164298 49.9610451)",,Am Leitgraben,,,,,,
438156927,263043479,0,24292670,False,,,residential,30,True,46.458,"LINESTRING (8.3165659 49.9612022, 8.3167356 49.9613666, 8.3169365 49.9615452)",,Am Leitgraben,,,,,,
438156927,438105324,0,37455496,False,,,residential,30,False,52.756,"LINESTRING (8.3165659 49.9612022, 8.3161398 49.9613943, 8.3160493 49.9614302, 8.315948 49.9614592)",,Am Leitgraben,,,,,,
440832487,3507004682,0,"[458730868, 23645831]",False,,,"['residential', 'service']",30,True,57.772000000000006,"LINESTRING (8.1754705 49.9924055, 8.175925 49.9924225, 8.1761639 49.9924308, 8.1762482 49.9923818)",,Am Keltenlager,,,,,,
441265538,255466575,0,23591654,False,,,service,,False,73.974,"LINESTRING (8.2346444 50.0164676, 8.2352162 50.0170222)",,,,,,,,
441265538,2035790584,0,23591654,False,,,service,,True,93.405,"LINESTRING (8.2346444 50.0164676, 8.2341683 50.0160973, 8.2339984 50.0159651, 8.2338118 50.01582)",,,,,,,,
441265538,2035758754,0,"[281127312, 37640340, 37640333]",False,,,service,,False,115.239,"LINESTRING (8.2346444 50.0164676, 8.2347638 50.0164029, 8.2349954 50.0162815, 8.2350955 50.016186, 8.2352096 50.0160625, 8.2353703 50.0159045, 8.2353979 50.0158771, 8.2355467 50.015774, 8.2356799 50.0156854)",,,,,,,,
442667662,438105324,0,37455496,False,,,residential,30,True,12.067,"LINESTRING (8.3157811 49.9614734, 8.3158789 49.9614685, 8.315948 49.9614592)",,Am Leitgraben,,,,,,
442982703,2875674363,0,28233969,False,,,residential,30,False,49.004,"LINESTRING (8.3122556 49.9586239, 8.312938 49.9585854)",,Hintere Talstraße,,,,,,
442982703,310101960,0,28233969,False,,,residential,30,True,203.57600000000002,"LINESTRING (8.3122556 49.9586239, 8.3110578 49.9587752, 8.3094553 49.958949)",,Hintere Talstraße,,,,,,
442982703,442982705,0,37764684,False,,,service,,False,53.410000000000004,"LINESTRING (8.3122556 49.9586239, 8.3123195 49.9581815, 8.3122978 49.9581483)",,,,alley,,,,
442982705,278898419,0,"[131947464, 24292877]",True,,,residential,,False,44.912,"LINESTRING (8.3122978 49.9581483, 8.3126768 49.9581029, 8.312827 49.9580817, 8.3129135 49.9580696)",,Ludwig-Marx-Straße,,,,,,
442982705,442982703,0,37764684,False,,,service,,True,53.410000000000004,"LINESTRING (8.3122978 49.9581483, 8.3123195 49.9581815, 8.3122556 49.9586239)",,,,alley,,,,
444923849,444923850,0,24292881,False,,,residential,30,False,127.017,"LINESTRING (8.307607 49.9551699, 8.3075921 49.9559423, 8.3075656 49.9561186, 8.3075379 49.9562189, 8.3074877 49.9563038)",,An der Klosterheck,,,,,,
444923849,444923850,1,153166875,False,,,residential,30,True,228.851,"LINESTRING (8.307607 49.9551699, 8.3070794 49.955166, 8.3067195 49.9551609, 8.3066649 49.955178, 8.3066196 49.9552061, 8.3066005 49.9552481, 8.3066193 49.9558841, 8.3066303 49.9559349, 8.3066627 49.955972, 8.3067029 49.9559963, 8.3071936 49.9562387, 8.3072583 49.9562561, 8.3074877 49.9563038)",,Im Langwingert,,,,,,
444923849,263045960,0,24292881,False,,,residential,30,True,119.739,"LINESTRING (8.307607 49.9551699, 8.3076153 49.9549326, 8.3076239 49.9548571, 8.3076471 49.9547423, 8.307673 49.9546628, 8.3077458 49.9545594, 8.3078339 49.9544863, 8.3082417 49.9542387)",,An der Klosterheck,,,,,,
444923850,263046083,0,24292881,False,,,residential,30,False,93.49199999999999,"LINESTRING (8.3074877 49.9563038, 8.3073535 49.9565073, 8.3072258 49.9566606, 8.3070457 49.9568079, 8.3067735 49.9569979)",,An der Klosterheck,,,,,,
444923850,444923849,0,24292881,False,,,residential,30,True,127.017,"LINESTRING (8.3074877 49.9563038, 8.3075379 49.9562189, 8.3075656 49.9561186, 8.3075921 49.9559423, 8.307607 49.9551699)",,An der Klosterheck,,,,,,
444923850,444923849,1,153166875,False,,,residential,30,False,228.85099999999997,"LINESTRING (8.3074877 49.9563038, 8.3072583 49.9562561, 8.3071936 49.9562387, 8.3067029 49.9559963, 8.3066627 49.955972, 8.3066303 49.9559349, 8.3066193 49.9558841, 8.3066005 49.9552481, 8.3066196 49.9552061, 8.3066649 49.955178, 8.3067195 49.9551609, 8.3070794 49.955166, 8.307607 49.9551699)",,Im Langwingert,,,,,,
444944601,444944605,0,37909184,False,,,service,,False,82.175,"LINESTRING (8.1874218 49.9641833, 8.1875739 49.9641801, 8.1884313 49.9641529, 8.188434 49.9642418)",,,,,,,,
444944601,1627085941,0,"[31436743, 153243999]",False,2,,tertiary,"['40', '30']",False,43.410000000000004,"LINESTRING (8.1874218 49.9641833, 8.1874058 49.9640022, 8.1874051 49.9639535, 8.1873968 49.9638967, 8.1873882 49.9637936)",,Rubensallee,,,,,,
444944601,258600786,0,153243999,False,2,,tertiary,30,True,39.059000000000005,"LINESTRING (8.1874218 49.9641833, 8.1874299 49.9642755, 8.1874473 49.9644726, 8.1874527 49.964534)",,Rubensallee,,,,,,
444944605,444944601,0,37909184,False,,,service,,True,82.175,"LINESTRING (8.188434 49.9642418, 8.1884313 49.9641529, 8.1875739 49.9641801, 8.1874218 49.9641833)",,,,,,,,
444948239,1627165659,0,149767708,False,,,service,,True,93.15899999999999,"LINESTRING (8.1913806 49.9615286, 8.1909688 49.9619995, 8.1907421 49.9622588)",,,,alley,,,,
444976823,444976843,0,37910704,False,,,service,,False,35.385,"LINESTRING (8.2486836 49.9966622, 8.248653 49.9966149, 8.2486146 49.9965768, 8.2485892 49.9965585, 8.2485654 49.9965318, 8.2485541 49.9965056, 8.2485462 49.9964752, 8.2485202 49.9963682)",,,,,,,,
444976823,444976856,0,177703315,False,,,service,,False,11.392,"LINESTRING (8.2486836 49.9966622, 8.2487391 49.9966472, 8.2487884 49.9966406, 8.2488372 49.99664)",,,,,,,,
444976823,444976832,0,177703315,False,,,service,,True,24.497999999999998,"LINESTRING (8.2486836 49.9966622, 8.248655 49.99668, 8.2486332 49.9966987, 8.2486199 49.996717, 8.2486097 49.996736, 8.2486047 49.996757, 8.2486083 49.9967857, 8.2486249 49.9968244, 8.2486526 49.9968612)",,,,,,,,
444976832,444976823,0,177703315,False,,,service,,False,24.497999999999998,"LINESTRING (8.2486526 49.9968612, 8.2486249 49.9968244, 8.2486083 49.9967857, 8.2486047 49.996757, 8.2486097 49.996736, 8.2486199 49.996717, 8.2486332 49.9966987, 8.248655 49.99668, 8.2486836 49.9966622)",,,,,,,,
444976832,444976856,0,177703315,False,,,service,,True,47.843,"LINESTRING (8.2486526 49.9968612, 8.24876 49.9968406, 8.2488468 49.9968241, 8.2488943 49.9968121, 8.2489208 49.9968016, 8.2489473 49.9967887, 8.2489722 49.9967732, 8.248987 49.9967585, 8.2489996 49.9967395, 8.2489978 49.9967161, 8.2489844 49.9966898, 8.2489642 49.9966679, 8.2489344 49.9966527, 8.2488852 49.9966417, 8.2488372 49.99664)",,,,,,,,
444976832,1413872468,0,"[604942962, 177703314]",False,,,service,,True,14.656,"LINESTRING (8.2486526 49.9968612, 8.2486278 49.9969263, 8.2486161 49.996955, 8.2486115 49.9969707, 8.2486059 49.9969895)",,,,,,,,
444976843,444976861,0,37910705,False,,,service,,False,14.699,"LINESTRING (8.2485202 49.9963682, 8.2483172 49.9963893)",,,,,,,,
444976843,444976847,0,37910705,False,,,service,,True,15.099,"LINESTRING (8.2485202 49.9963682, 8.2487287 49.9963464)",,,,,,,,
444976843,444976823,0,37910704,False,,,service,,True,35.385,"LINESTRING (8.2485202 49.9963682, 8.2485462 49.9964752, 8.2485541 49.9965056, 8.2485654 49.9965318, 8.2485892 49.9965585, 8.2486146 49.9965768, 8.248653 49.9966149, 8.2486836 49.9966622)",,,,,,,,
444976847,444976843,0,37910705,False,,,service,,False,15.099,"LINESTRING (8.2487287 49.9963464, 8.2485202 49.9963682)",,,,,,,,
444976847,444976877,0,37910707,False,,,service,,False,14.552,"LINESTRING (8.2487287 49.9963464, 8.2487696 49.9963302, 8.2489228 49.9963129)",,,,,,,,
444976847,444976856,0,604942965,False,,,service,,False,39.535,"LINESTRING (8.2487287 49.9963464, 8.2488511 49.9963889, 8.2488808 49.9964169, 8.2488991 49.9964532, 8.2489069 49.9964795, 8.2489005 49.996515, 8.2488847 49.9965482, 8.2488574 49.9965942, 8.2488372 49.99664)",,,,,,,,
444976856,444976832,0,177703315,False,,,service,,False,47.843,"LINESTRING (8.2488372 49.99664, 8.2488852 49.9966417, 8.2489344 49.9966527, 8.2489642 49.9966679, 8.2489844 49.9966898, 8.2489978 49.9967161, 8.2489996 49.9967395, 8.248987 49.9967585, 8.2489722 49.9967732, 8.2489473 49.9967887, 8.2489208 49.9968016, 8.2488943 49.9968121, 8.2488468 49.9968241, 8.24876 49.9968406, 8.2486526 49.9968612)",,,,,,,,
444976856,444976823,0,177703315,False,,,service,,True,11.392,"LINESTRING (8.2488372 49.99664, 8.2487884 49.9966406, 8.2487391 49.9966472, 8.2486836 49.9966622)",,,,,,,,
444976856,444976847,0,604942965,False,,,service,,True,39.535000000000004,"LINESTRING (8.2488372 49.99664, 8.2488574 49.9965942, 8.2488847 49.9965482, 8.2489005 49.996515, 8.2489069 49.9964795, 8.2488991 49.9964532, 8.2488808 49.9964169, 8.2488511 49.9963889, 8.2487287 49.9963464)",,,,,,,,
444976861,444976843,0,37910705,False,,,service,,True,14.699,"LINESTRING (8.2483172 49.9963893, 8.2485202 49.9963682)",,,,,,,,
444976861,444976972,0,37910712,False,,,service,,True,21.823,"LINESTRING (8.2483172 49.9963893, 8.2483812 49.9965812)",,,,,,,,
444976861,444976873,0,37910712,False,,,service,,False,43.17,"LINESTRING (8.2483172 49.9963893, 8.2482869 49.9962763, 8.2482146 49.9960067)",,,,,,,,
444976863,444976972,0,37910712,False,,,service,,False,23.221,"LINESTRING (8.2484407 49.9967865, 8.2483812 49.9965812)",,,,,,,,
444976872,444976873,0,604942967,False,,,service,,True,59.125,"LINESTRING (8.2474016 49.9961046, 8.2482146 49.9960067)",,,,,,,,
444976872,444976881,0,37910706,False,,,service,,False,55.608999999999995,"LINESTRING (8.2474016 49.9961046, 8.2474007 49.9960259, 8.2473937 49.9959324, 8.2473811 49.995869, 8.2473137 49.9956087)",,,,,,,,
444976872,444976972,0,37910706,False,,,service,,True,131.798,"LINESTRING (8.2474016 49.9961046, 8.2474341 49.9966472, 8.2474463 49.9966685, 8.2474689 49.9966847, 8.2474929 49.9966904, 8.2483812 49.9965812)",,,,,,,,
444976873,444976883,0,37910712,False,,,service,,False,55.933,"LINESTRING (8.2482146 49.9960067, 8.2480712 49.9955122)",,,,,,,,
444976873,444976872,0,604942967,False,,,service,,False,59.125,"LINESTRING (8.2482146 49.9960067, 8.2474016 49.9961046)",,,,,,,,
444976873,444976861,0,37910712,False,,,service,,True,43.17,"LINESTRING (8.2482146 49.9960067, 8.2482869 49.9962763, 8.2483172 49.9963893)",,,,,,,,
444976873,444976877,0,"[37910707, 604942967]",False,,,service,,True,86.12100000000001,"LINESTRING (8.2482146 49.9960067, 8.2488106 49.995935, 8.2489228 49.9963129)",,,,,,,,
444976877,444976873,0,"[37910707, 604942967]",False,,,service,,False,86.12100000000001,"LINESTRING (8.2489228 49.9963129, 8.2488106 49.995935, 8.2482146 49.9960067)",,,,,,,,
444976877,444976847,0,37910707,False,,,service,,True,14.552,"LINESTRING (8.2489228 49.9963129, 8.2487696 49.9963302, 8.2487287 49.9963464)",,,,,,,,
444976877,444976941,0,37910723,False,,,service,,False,62.778,"LINESTRING (8.2489228 49.9963129, 8.2489644 49.9964002, 8.2489865 49.9964422, 8.2490137 49.9964662, 8.2490462 49.9964833, 8.2490894 49.9964915, 8.2491377 49.996497, 8.2491914 49.9964921, 8.2496135 49.996437)",,,,,,,,
444976881,444976885,0,37910706,False,,,service,,False,59.235,"LINESTRING (8.2473137 49.9956087, 8.2471476 49.9950868)",,,,,,,,
444976881,444976883,0,204727515,False,,,service,,True,55.2,"LINESTRING (8.2473137 49.9956087, 8.2480712 49.9955122)",,,,,,,,
444976881,444976872,0,37910706,False,,,service,,True,55.608999999999995,"LINESTRING (8.2473137 49.9956087, 8.2473811 49.995869, 8.2473937 49.9959324, 8.2474007 49.9960259, 8.2474016 49.9961046)",,,,,,,,
444976883,471125656,0,37910712,False,,,service,,False,58.964,"LINESTRING (8.2480712 49.9955122, 8.2479201 49.9949909)",,,,,,,,
444976883,444976873,0,37910712,False,,,service,,True,55.933,"LINESTRING (8.2480712 49.9955122, 8.2482146 49.9960067)",,,,,,,,
444976883,444976881,0,204727515,False,,,service,,False,55.2,"LINESTRING (8.2480712 49.9955122, 8.2473137 49.9956087)",,,,,,,,
444976883,467919342,0,204727515,False,,,service,,True,43.597,"LINESTRING (8.2480712 49.9955122, 8.2486695 49.9954361)",,,,,,,,
444976885,444976886,0,37910706,False,,,service,,False,49.444,"LINESTRING (8.2471476 49.9950868, 8.2470173 49.9946501)",,,,,,,,
444976885,444976881,0,37910706,False,,,service,,True,59.235,"LINESTRING (8.2471476 49.9950868, 8.2473137 49.9956087)",,,,,,,,
444976885,471125656,0,37910719,False,,,service,,True,56.24,"LINESTRING (8.2471476 49.9950868, 8.2479201 49.9949909)",,,,,,,,
444976886,444976885,0,37910706,False,,,service,,True,49.444,"LINESTRING (8.2470173 49.9946501, 8.2471476 49.9950868)",,,,,,,,
444976886,444976891,0,604942969,False,,,service,,True,56.496,"LINESTRING (8.2470173 49.9946501, 8.2477935 49.9945544)",,,,,,,,
444976886,1836754556,0,604942969,False,,,service,,False,18.145,"LINESTRING (8.2470173 49.9946501, 8.2468741 49.994667, 8.2468494 49.9946702, 8.246768 49.9946808)",,,,,,,,
444976891,471125656,0,37910712,False,,,service,,True,49.373,"LINESTRING (8.2477935 49.9945544, 8.2479201 49.9949909)",,,,,,,,
444976891,444976886,0,604942969,False,,,service,,False,56.496,"LINESTRING (8.2477935 49.9945544, 8.2470173 49.9946501)",,,,,,,,
444976891,467919346,0,604942969,False,,,service,,True,45.171,"LINESTRING (8.2477935 49.9945544, 8.2484141 49.9944779)",,,,,,,,
444976891,444976895,0,37910712,False,,,service,,False,56.441,"LINESTRING (8.2477935 49.9945544, 8.247721 49.9943042, 8.2476489 49.9940554)",,,,,,,,
444976895,444976917,0,204727514,False,,,service,,False,46.019,"LINESTRING (8.2476489 49.9940554, 8.2482829 49.9939836)",,,,,,,,
444976895,479750633,0,37910712,False,,,service,,False,27.112000000000002,"LINESTRING (8.2476489 49.9940554, 8.2476132 49.9939325, 8.2475794 49.9938157)",,,,,,,,
444976895,444976891,0,37910712,False,,,service,,True,56.441,"LINESTRING (8.2476489 49.9940554, 8.247721 49.9943042, 8.2477935 49.9945544)",,,,,,,,
444976895,444976898,0,204727514,False,,,service,,True,83.257,"LINESTRING (8.2476489 49.9940554, 8.2472864 49.9941013, 8.2468745 49.9941491, 8.2468042 49.9939112)",,,,,,,,
444976898,479750633,0,37910726,False,,,service,,False,56.424,"LINESTRING (8.2468042 49.9939112, 8.2468953 49.9939, 8.2472134 49.993859, 8.2475794 49.9938157)",,,,,,,,
444976898,444976895,0,204727514,False,,,service,,False,83.257,"LINESTRING (8.2468042 49.9939112, 8.2468745 49.9941491, 8.2472864 49.9941013, 8.2476489 49.9940554)",,,,,,,,
444976898,444976900,0,204727514,False,,,service,,True,122.391,"LINESTRING (8.2468042 49.9939112, 8.246696 49.9935433, 8.2465774 49.9931759, 8.2464794 49.9928723, 8.2464832 49.9928314)",,,,,,,,
444976900,444976906,0,28159038,False,,,service,,True,61.806,"LINESTRING (8.2464832 49.9928314, 8.2464955 49.9927896, 8.2465346 49.992759, 8.2465976 49.9927311, 8.2466835 49.9927076, 8.246762 49.9926977, 8.2470165 49.9926815, 8.2472469 49.9926689)",,,,,,,,
444976900,581999868,0,45671349,False,,,service,,False,21.496,"LINESTRING (8.2464832 49.9928314, 8.2463192 49.9928501, 8.2462862 49.9928543, 8.2461876 49.9928668)",,,,,,,,
444976900,444976898,0,204727514,False,,,service,,False,122.39099999999999,"LINESTRING (8.2464832 49.9928314, 8.2464794 49.9928723, 8.2465774 49.9931759, 8.246696 49.9935433, 8.2468042 49.9939112)",,,,,,,,
444976906,444976968,0,37910712,False,,,service,,True,45.595,"LINESTRING (8.2472469 49.9926689, 8.2473638 49.993072)",,,,,,,,
444976906,444976900,0,28159038,False,,,service,,False,61.806,"LINESTRING (8.2472469 49.9926689, 8.2470165 49.9926815, 8.246762 49.9926977, 8.2466835 49.9927076, 8.2465976 49.9927311, 8.2465346 49.992759, 8.2464955 49.9927896, 8.2464832 49.9928314)",,,,,,,,
444976906,444976908,0,28159038,False,,,service,,True,60.36,"LINESTRING (8.2472469 49.9926689, 8.2474919 49.9926514, 8.2477485 49.9926347, 8.2480867 49.9926126)",,,,,,,,
444976908,444976911,0,28159038,False,,,service,,True,37.097,"LINESTRING (8.2480867 49.9926126, 8.248603 49.992579)",,,,,,,,
444976908,479750632,0,604942971,False,,,service,,True,40.531,"LINESTRING (8.2480867 49.9926126, 8.2481917 49.9929708)",,,,,,,,
444976908,444976906,0,28159038,False,,,service,,False,60.36,"LINESTRING (8.2480867 49.9926126, 8.2477485 49.9926347, 8.2474919 49.9926514, 8.2472469 49.9926689)",,,,,,,,
444976911,444976908,0,28159038,False,,,service,,False,37.097,"LINESTRING (8.248603 49.992579, 8.2480867 49.9926126)",,,,,,,,
444976911,467919358,0,28159038,False,,,service,,True,29.987,"LINESTRING (8.248603 49.992579, 8.2490204 49.9925522)",,,,,,,,
444976911,5738809626,0,37910722,False,,,service,,False,63.102000000000004,"LINESTRING (8.248603 49.992579, 8.2487095 49.9929417, 8.2487654 49.9931368)",,,,,,,,
444976913,467919380,0,37910722,False,,,service,,True,51.294,"LINESTRING (8.2491001 49.9943392, 8.2489747 49.993885)",,,,,,,,
444976913,467919373,0,39122277,False,,,service,,True,27.587,"LINESTRING (8.2491001 49.9943392, 8.2494787 49.9942911)",,,,,,,,
444976913,444976914,0,37910722,False,,,service,,False,9.373000000000001,"LINESTRING (8.2491001 49.9943392, 8.2491076 49.9943703, 8.2491016 49.9943879, 8.2490846 49.9944004, 8.2490598 49.9944092)",,,,,,,,
444976914,444976923,0,37910710,False,,,service,,False,31.396,"LINESTRING (8.2490598 49.9944092, 8.248626 49.9944534)",,,,,,,,
444976914,467919370,0,37910722,False,,,service,,False,37.225,"LINESTRING (8.2490598 49.9944092, 8.2491536 49.9947385)",,,,,,,,
444976914,444976913,0,37910722,False,,,service,,True,9.373000000000001,"LINESTRING (8.2490598 49.9944092, 8.2490846 49.9944004, 8.2491016 49.9943879, 8.2491076 49.9943703, 8.2491001 49.9943392)",,,,,,,,
444976917,444976921,0,204727514,False,,,service,,False,14.435,"LINESTRING (8.2482829 49.9939836, 8.2484813 49.9939594)",,,,,,,,
444976917,444976895,0,204727514,False,,,service,,True,46.019,"LINESTRING (8.2482829 49.9939836, 8.2476489 49.9940554)",,,,,,,,
444976917,467919346,0,604942970,False,,,service,,True,55.757999999999996,"LINESTRING (8.2482829 49.9939836, 8.2483488 49.9942316, 8.2484141 49.9944779)",,,,,,,,
444976921,444976917,0,204727514,False,,,service,,True,14.435,"LINESTRING (8.2484813 49.9939594, 8.2482829 49.9939836)",,,,,,,,
444976921,2280068095,0,604942971,False,,,service,,False,56.507,"LINESTRING (8.2484813 49.9939594, 8.248335 49.99346)",,,,,,,,
444976921,444976923,0,604942971,False,,,service,,True,55.897,"LINESTRING (8.2484813 49.9939594, 8.2485553 49.9942068, 8.248626 49.9944534)",,,,,,,,
444976923,444976914,0,37910710,False,,,service,,True,31.396,"LINESTRING (8.248626 49.9944534, 8.2490598 49.9944092)",,,,,,,,
444976923,2147107048,0,37910720,False,,,service,,True,37.773,"LINESTRING (8.248626 49.9944534, 8.248719 49.9947878)",,,,,,,,
444976923,444976921,0,604942971,False,,,service,,False,55.897,"LINESTRING (8.248626 49.9944534, 8.2485553 49.9942068, 8.2484813 49.9939594)",,,,,,,,
444976926,529487544,0,204727513,False,,,service,,False,55.341,"LINESTRING (8.2488917 49.9954078, 8.2490219 49.9958984)",,,,,,,,
444976926,467919342,0,204727515,False,,,service,,False,16.192,"LINESTRING (8.2488917 49.9954078, 8.2486695 49.9954361)",,,,,,,,
444976926,2147107049,0,204727515,False,,,service,,True,31.028,"LINESTRING (8.2488917 49.9954078, 8.2493175 49.9953536)",,,,,,,,
444976926,2147107048,0,37910720,False,,,service,,False,70.039,"LINESTRING (8.2488917 49.9954078, 8.2487303 49.9948349, 8.248719 49.9947878)",,,,,,,,
444976928,2147107049,0,37910722,False,,,service,,False,7.791,"LINESTRING (8.2493128 49.9952836, 8.2493175 49.9953536)",,,,,,,,
444976928,467919370,0,37910722,False,,,service,,True,61.671,"LINESTRING (8.2493128 49.9952836, 8.2491536 49.9947385)",,,,,,,,
444976928,467919366,0,39122275,False,,,service,,True,30.729,"LINESTRING (8.2493128 49.9952836, 8.2497361 49.9952354)",,,,,,,,
444976937,444976941,0,37910722,False,,,service,,False,30.995,"LINESTRING (8.2495427 49.996162, 8.2496135 49.996437)",,,,,,,,
444976937,521610053,0,37910722,False,,,service,,True,35.746,"LINESTRING (8.2495427 49.996162, 8.2494534 49.9958457)",,,,,,,,
444976937,444976939,0,204727507,False,,,service,,False,32.17,"LINESTRING (8.2495427 49.996162, 8.2499844 49.9961065)",,,,,,,,
444976937,529487544,0,604942968,False,,,service,,True,65.356,"LINESTRING (8.2495427 49.996162, 8.2491704 49.9962097, 8.2491408 49.9962079, 8.2491221 49.9962023, 8.2491079 49.9961839, 8.2490219 49.9958984)",,,,,,,,
444976939,444976944,0,204727506,False,,,service,,False,30.601,"LINESTRING (8.2499844 49.9961065, 8.2500632 49.996377)",,,,,,,,
444976939,2280068111,0,204727506,False,,,service,,True,31.697,"LINESTRING (8.2499844 49.9961065, 8.2499037 49.9958262)",,,,,,,,
444976939,444976937,0,204727507,False,,,service,,True,32.17,"LINESTRING (8.2499844 49.9961065, 8.2495427 49.996162)",,,,,,,,
444976941,444976937,0,37910722,False,,,service,,True,30.995,"LINESTRING (8.2496135 49.996437, 8.2495427 49.996162)",,,,,,,,
444976941,444976944,0,37910723,False,,,service,,False,32.83,"LINESTRING (8.2496135 49.996437, 8.2500632 49.996377)",,,,,,,,
444976941,467919408,0,"[37910722, 618006879]",False,,,service,,"[False, True]",164.953,"LINESTRING (8.2496135 49.996437, 8.2497208 49.996893, 8.2497524 49.99702, 8.2498119 49.9970398, 8.2499882 49.9970514, 8.250254 49.9970651, 8.2511317 49.9970994)",,,,,,,,
444976941,444976877,0,37910723,False,,,service,,True,62.778,"LINESTRING (8.2496135 49.996437, 8.2491914 49.9964921, 8.2491377 49.996497, 8.2490894 49.9964915, 8.2490462 49.9964833, 8.2490137 49.9964662, 8.2489865 49.9964422, 8.2489644 49.9964002, 8.2489228 49.9963129)",,,,,,,,
444976944,467919418,0,37910723,False,,,service,,False,59.946,"LINESTRING (8.2500632 49.996377, 8.2508872 49.9962767)",,,,,,,,
444976944,444976941,0,37910723,False,,,service,,True,32.83,"LINESTRING (8.2500632 49.996377, 8.2496135 49.996437)",,,,,,,,
444976944,444976939,0,204727506,False,,,service,,True,30.601,"LINESTRING (8.2500632 49.996377, 8.2499844 49.9961065)",,,,,,,,
444976963,467919405,0,204727511,False,,,service,,False,56.548,"LINESTRING (8.250248 49.9968358, 8.2510255 49.9967419)",,,,,,,,
444976968,444976906,0,37910712,False,,,service,,False,45.595,"LINESTRING (8.2473638 49.993072, 8.2472469 49.9926689)",,,,,,,,
444976968,479750632,0,39949776,False,,,service,,False,60.243,"LINESTRING (8.2473638 49.993072, 8.2481917 49.9929708)",,,,,,,,
444976968,479750633,0,37910712,False,,,service,,True,84.12,"LINESTRING (8.2473638 49.993072, 8.2474734 49.9934501, 8.2475794 49.9938157)",,,,,,,,
444976972,444976861,0,37910712,False,,,service,,False,21.823,"LINESTRING (8.2483812 49.9965812, 8.2483172 49.9963893)",,,,,,,,
444976972,444976863,0,37910712,False,,,service,,True,23.221,"LINESTRING (8.2483812 49.9965812, 8.2484407 49.9967865)",,,,,,,,
444976972,444976872,0,37910706,False,,,service,,False,131.798,"LINESTRING (8.2483812 49.9965812, 8.2474929 49.9966904, 8.2474689 49.9966847, 8.2474463 49.9966685, 8.2474341 49.9966472, 8.2474016 49.9961046)",,,,,,,,
448885394,223530556,0,20811408,False,,,residential,30,False,134.231,"LINESTRING (8.2859365 49.984982, 8.2859943 49.9851213, 8.2869852 49.9859722)",,Heinrich-von-Gagern-Straße,,,,,,
448885397,448885402,0,22913067,False,,,residential,30,False,25.24,"LINESTRING (8.2833155 49.9866012, 8.2835734 49.9864462)",,Weidmannstraße,,,,,,
448885397,448885404,0,22913067,False,,,residential,30,True,22.005,"LINESTRING (8.2833155 49.9866012, 8.2830997 49.9867423)",,Weidmannstraße,,,,,,
448885397,6944742334,0,38140314,False,,,residential,30,False,71.20299999999999,"LINESTRING (8.2833155 49.9866012, 8.2824999 49.9862641, 8.282479 49.9862538)",,Weidmannstraße,,,,,,
448885402,246685975,0,22913067,False,,,residential,30,False,48.597,"LINESTRING (8.2835734 49.9864462, 8.2840516 49.9861356)",,Weidmannstraße,,,,,,
448885402,448885397,0,22913067,False,,,residential,30,True,25.24,"LINESTRING (8.2835734 49.9864462, 8.2833155 49.9866012)",,Weidmannstraße,,,,,,
448885402,448885403,0,38140317,False,,,residential,30,False,81.728,"LINESTRING (8.2835734 49.9864462, 8.2846816 49.9866265)",,Weidmannstraße,,,,,,
448885403,448885402,0,38140317,False,,,residential,30,True,81.728,"LINESTRING (8.2846816 49.9866265, 8.2835734 49.9864462)",,Weidmannstraße,,,,,,
448885404,448885397,0,22913067,False,,,residential,30,False,22.005,"LINESTRING (8.2830997 49.9867423, 8.2833155 49.9866012)",,Weidmannstraße,,,,,,
448885404,449579444,0,22913067,False,,,residential,30,True,43.717,"LINESTRING (8.2830997 49.9867423, 8.2827336 49.9870572)",,Weidmannstraße,,,,,,
448885404,448885405,0,38140318,False,,,residential,30,False,83.228,"LINESTRING (8.2830997 49.9867423, 8.2842283 49.9869258)",,Weidmannstraße,,,,,,
448885405,448885404,0,38140318,False,,,residential,30,True,83.228,"LINESTRING (8.2842283 49.9869258, 8.2830997 49.9867423)",,Weidmannstraße,,,,,,
448885407,449579444,0,38179908,False,,,residential,30,True,81.562,"LINESTRING (8.2838409 49.9872337, 8.2827336 49.9870572)",,Weidmannstraße,,,,,,
448885408,2026509855,0,22913067,False,,,residential,30,False,27.108,"LINESTRING (8.2824404 49.9873763, 8.2826226 49.9871625)",,Weidmannstraße,,,,,,
448885408,246685966,0,22913067,False,,,residential,30,True,42.586,"LINESTRING (8.2824404 49.9873763, 8.2822028 49.9877275)",,Weidmannstraße,,,,,,
448885408,448885409,0,38140320,False,,,residential,30,False,80.357,"LINESTRING (8.2824404 49.9873763, 8.2835352 49.9875399)",,Weidmannstraße,,,,,,
448885409,448885408,0,38140320,False,,,residential,30,True,80.357,"LINESTRING (8.2835352 49.9875399, 8.2824404 49.9873763)",,Weidmannstraße,,,,,,
449579444,448885404,0,22913067,False,,,residential,30,False,43.717,"LINESTRING (8.2827336 49.9870572, 8.2830997 49.9867423)",,Weidmannstraße,,,,,,
449579444,2026509855,0,22913067,False,,,residential,30,True,14.145,"LINESTRING (8.2827336 49.9870572, 8.2826226 49.9871625)",,Weidmannstraße,,,,,,
