osmid,y,x,street_count,ref,highway,geometry
9542829238,49.4381128,7.72463,2,,,POINT (7.72463 49.4381128)
9542829242,49.4381213,7.7247062,3,,,POINT (7.7247062 49.4381213)
9542829245,49.4383917,7.7246407,3,,,POINT (7.7246407 49.4383917)
9550689860,49.435976,7.6593255,3,,,POINT (7.6593255 49.435976)
9550689861,49.4360932,7.6594809,1,,,POINT (7.6594809 49.4360932)
9550706896,49.4393974,7.6667609,1,,,POINT (7.6667609 49.4393974)
9550706897,49.4394981,7.6676237,3,,,POINT (7.6676237 49.4394981)
9567385371,49.4306964,7.6703873,3,,,POINT (7.6703873 49.4306964)
9567385372,49.4311225,7.6701889,1,,,POINT (7.6701889 49.4311225)
9571758754,49.4083621,7.7277773,1,,,POINT (7.7277773 49.4083621)
9706464572,49.4541906,7.7922554,3,,,POINT (7.7922554 49.4541906)
9706464575,49.4542216,7.7913573,3,,,POINT (7.7913573 49.4542216)
9706464576,49.4547832,7.7908844,3,,,POINT (7.7908844 49.4547832)
9706464583,49.4550628,7.7920829,3,,,POINT (7.7920829 49.4550628)
9706464585,49.4539247,7.7915663,3,,,POINT (7.7915663 49.4539247)
9706464586,49.4544293,7.7920424,3,,,POINT (7.7920424 49.4544293)
9737456514,49.4312716,7.7821014,3,,,POINT (7.7821014 49.4312716)
9758846377,49.4460483,7.8206573,3,,,POINT (7.8206573 49.4460483)
9758873063,49.442601,7.827014,4,,,POINT (7.827014 49.442601)
9758873066,49.4423858,7.8271885,4,,,POINT (7.8271885 49.4423858)
9758873067,49.4422685,7.8271804,3,,,POINT (7.8271804 49.4422685)
9758874889,49.4465208,7.8202463,3,,,POINT (7.8202463 49.4465208)
9758874894,49.4468189,7.8201038,3,,,POINT (7.8201038 49.4468189)
9758874905,49.4516258,7.816572,3,,,POINT (7.816572 49.4516258)
9758874921,49.4516613,7.8162474,3,,,POINT (7.8162474 49.4516613)
9758874926,49.451871,7.8170595,3,,,POINT (7.8170595 49.451871)
9758874941,49.4522495,7.8190039,3,,,POINT (7.8190039 49.4522495)
9921107850,49.4383535,7.7930979,1,,,POINT (7.7930979 49.4383535)
10018086629,49.397962,7.7549235,1,,,POINT (7.7549235 49.397962)
10086984846,49.4528426,7.8161609,3,,,POINT (7.8161609 49.4528426)
10086984847,49.4528103,7.8160631,3,,,POINT (7.8160631 49.4528103)
10127072843,49.4270983,7.7438746,3,,,POINT (7.7438746 49.4270983)
10143107335,49.4231316,7.706561,1,,,POINT (7.706561 49.4231316)
10201982049,49.441541,7.6816318,1,,,POINT (7.6816318 49.441541)
10201982065,49.4419729,7.6817813,1,,,POINT (7.6817813 49.4419729)
10201982071,49.4420167,7.6820604,3,,,POINT (7.6820604 49.4420167)
10201982087,49.4424102,7.6807818,1,,turning_circle,POINT (7.6807818 49.4424102)
10201982094,49.4424254,7.6811499,3,,,POINT (7.6811499 49.4424254)
10201982101,49.4422236,7.6783249,3,,,POINT (7.6783249 49.4422236)
10201993724,49.4415803,7.6818253,3,,,POINT (7.6818253 49.4415803)
10201993742,49.441472,7.6820102,3,,,POINT (7.6820102 49.441472)
10201993743,49.441737,7.6820424,3,,,POINT (7.6820424 49.441737)
10201993745,49.4424338,7.6819253,3,,,POINT (7.6819253 49.4424338)
