u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,service,junction,access,width,tunnel,area
1662141386,1662141387,0,"[32932427, 95933652]",False,,,residential,50,False,39.724,,"LINESTRING (7.7629377 49.4464618, 7.7627892 49.4464984, 7.7624225 49.446586)",Burgstraße,,,,,,
1662141387,1145343264,0,32932427,False,,,residential,50,False,69.745,,"LINESTRING (7.7624225 49.446586, 7.7623638 49.446598, 7.7621183 49.4466447, 7.761912 49.4466735, 7.7617906 49.4466873, 7.7614807 49.4467166)",Burgstraße,,,,,,
1662141387,1662141386,0,"[32932427, 95933652]",False,,,residential,50,True,39.724,,"LINESTRING (7.7624225 49.446586, 7.7627892 49.4464984, 7.7629377 49.4464618)",Burgstraße,,,,,,
1662141387,1662141402,0,153533472,False,,,service,,True,26.512999999999998,,"LINESTRING (7.7624225 49.446586, 7.7624816 49.4467453, 7.7625782 49.4467855)",,driveway,,,,,
1662141395,1662141397,0,153533472,False,,,service,,False,20.288,,"LINESTRING (7.7633745 49.4466916, 7.7631121 49.4467563)",,driveway,,,,,
1662141397,1662141386,0,153533467,False,,,service,,False,35.09,,"LINESTRING (7.7631121 49.4467563, 7.7629377 49.4464618)",,driveway,,,,,
1662141397,1662141395,0,153533472,False,,,service,,True,20.288,,"LINESTRING (7.7631121 49.4467563, 7.7633745 49.4466916)",,driveway,,,,,
1662141397,1662141422,0,"[153533465, 153533467, 153533470]",False,,,service,,True,26.293,,"LINESTRING (7.7631121 49.4467563, 7.7631452 49.446812, 7.76314 49.4469222, 7.7631841 49.4469822)",,driveway,,,,,
1662141397,1662141402,0,153533472,False,,,service,,False,38.97,,"LINESTRING (7.7631121 49.4467563, 7.7629491 49.4467831, 7.7625782 49.4467855)",,driveway,,,,,
1662141402,1662141387,0,153533472,False,,,service,,False,26.512999999999998,,"LINESTRING (7.7625782 49.4467855, 7.7624816 49.4467453, 7.7624225 49.446586)",,driveway,,,,,
1662141402,1662141397,0,153533472,False,,,service,,True,38.97,,"LINESTRING (7.7625782 49.4467855, 7.7629491 49.4467831, 7.7631121 49.4467563)",,driveway,,,,,
1662141402,1662141433,0,"[288811245, 288811246, 288811247]",True,,,service,,False,44.427,,"LINESTRING (7.7625782 49.4467855, 7.7625771 49.4468367, 7.7625726 49.4470399, 7.7625695 49.447185)",,,,,,,
1662141422,1662141397,0,"[153533465, 153533467, 153533470]",False,,,service,,False,26.293,,"LINESTRING (7.7631841 49.4469822, 7.76314 49.4469222, 7.7631452 49.446812, 7.7631121 49.4467563)",,driveway,,,,,
1662141422,1662141451,0,153533470,False,,,service,,True,46.316,,"LINESTRING (7.7631841 49.4469822, 7.7632154 49.4470248, 7.763211 49.4473276, 7.7632102 49.4473941)",,driveway,,,,,
1662141422,1662141433,0,153533471,False,,,service,,False,52.761,,"LINESTRING (7.7631841 49.4469822, 7.7630144 49.447027, 7.7627531 49.4470441, 7.7625695 49.447185)",,driveway,,,,,
1662141433,1662141450,0,153533471,False,,,service,,False,22.285,,"LINESTRING (7.7625695 49.447185, 7.7625666 49.4473178, 7.762568 49.4473854)",,driveway,,,,,
1662141433,1662141422,0,153533471,False,,,service,,True,52.760999999999996,,"LINESTRING (7.7625695 49.447185, 7.7627531 49.4470441, 7.7630144 49.447027, 7.7631841 49.4469822)",,driveway,,,,,
1662141450,350748,0,113799097,False,4,L 395,secondary,50,True,17.285,,"LINESTRING (7.762568 49.4473854, 7.7623289 49.4473856)",Lauterstraße,,,,,,
1662141450,1662141451,0,206630210,False,4,L 395,secondary,50,False,46.437,,"LINESTRING (7.762568 49.4473854, 7.7632102 49.4473941)",Lauterstraße,,,,,,
1662141450,1662141433,0,153533471,False,,,service,,True,22.285,,"LINESTRING (7.762568 49.4473854, 7.7625666 49.4473178, 7.7625695 49.447185)",,driveway,,,,,
1662141451,1662141450,0,206630210,False,4,L 395,secondary,50,True,46.437,,"LINESTRING (7.7632102 49.4473941, 7.762568 49.4473854)",Lauterstraße,,,,,,
1662141451,1662141422,0,153533470,False,,,service,,False,46.316,,"LINESTRING (7.7632102 49.4473941, 7.763211 49.4473276, 7.7632154 49.4470248, 7.7631841 49.4469822)",,driveway,,,,,
1662141451,255717939,0,206630211,False,4,L 395,secondary,50,False,108.427,,"LINESTRING (7.7632102 49.4473941, 7.7642223 49.4474069, 7.7645884 49.4474064, 7.7647095 49.4474007)",Lauterstraße,,,,,,
1666323309,1818204460,0,170661677,False,,,service,,True,111.16,,"LINESTRING (7.8450442 49.4402423, 7.8449618 49.4402071, 7.8442681 49.4398675, 7.8438268 49.4396324)",,,,,,,
1666323309,848262758,0,517512613,False,2,B 37,primary,70,False,464.2270000000001,,"LINESTRING (7.8450442 49.4402423, 7.8448907 49.4403941, 7.8444723 49.4408393, 7.8442899 49.4410407, 7.8441303 49.4412252, 7.8439955 49.4413734, 7.8438326 49.44154, 7.8437226 49.4416485, 7.8435838 49.441775, 7.8434169 49.4419167, 7.843278 49.4420248, 7.8430548 49.4421813, 7.8428999 49.4422799, 7.8427168 49.4423841, 7.8424948 49.4425035, 7.8422957 49.4425978, 7.8420261 49.4427141, 7.8418377 49.4427874, 7.8416419 49.4428563, 7.8414837 49.4429073, 7.8413281 49.4429535, 7.8410907 49.4430158, 7.8409123 49.4430577, 7.8406507 49.4431101)",,,,,,,
1666897843,281199918,0,25781178,False,,,residential,30,True,20.292,,"LINESTRING (7.7528055 49.4436962, 7.7530323 49.4438037)",Rehstraße,,,,,,
1666897843,281199921,0,25781178,False,,,residential,30,False,95.084,,"LINESTRING (7.7528055 49.4436962, 7.752752 49.4436781, 7.7515151 49.4435406)",Rehstraße,,,,,,
1666897843,1683127867,0,155987951,False,,,service,,False,59.84,,"LINESTRING (7.7528055 49.4436962, 7.7528423 49.4436079, 7.7528542 49.4435253, 7.7528444 49.4434875, 7.752832 49.4434688, 7.7527959 49.4434524, 7.7523766 49.443407)",,alley,,,,,
1671728407,1671728409,0,154674924,False,,,service,,True,50.663,,"LINESTRING (7.7588264 49.446278, 7.7595265 49.4462982)",,driveway,,,,,
1671728409,281199887,0,25781197,False,,,service,,False,10.951,,"LINESTRING (7.7595265 49.4462982, 7.759543 49.4462003)",,driveway,,,,,
1671728409,1671728411,0,25781197,False,,,service,,True,15.115,,"LINESTRING (7.7595265 49.4462982, 7.7597354 49.4463037)",,driveway,,,,,
1671728409,1671728407,0,154674924,False,,,service,,False,50.663,,"LINESTRING (7.7595265 49.4462982, 7.7588264 49.446278)",,driveway,,,,,
1671728411,1671728409,0,25781197,False,,,service,,False,15.115,,"LINESTRING (7.7597354 49.4463037, 7.7595265 49.4462982)",,driveway,,,,,
1676735479,262285997,0,580968192,False,,,service,,True,204.00400000000002,,"LINESTRING (7.7561244 49.4517988, 7.7561593 49.4517286, 7.7562777 49.4515553, 7.7563936 49.4513881, 7.7575415 49.4517349, 7.7583604 49.4519241)",Kaiserbergring,,,,,,
1676735500,6561438176,0,45204025,False,,,residential,30,False,62.714,,"LINESTRING (7.75423 49.4534771, 7.753523 49.4531502)",Kaiserbergring,,,,,,
1676735500,1156710532,0,45204025,False,,,residential,30,True,330.045,,"LINESTRING (7.75423 49.4534771, 7.7544458 49.4535842, 7.7551503 49.4538958, 7.7554839 49.4540219, 7.7563204 49.4542773, 7.7570617 49.4544776, 7.7573863 49.4545555, 7.757618 49.4545991, 7.7578583 49.4546198, 7.7580938 49.4546215, 7.7583563 49.4546009)",Kaiserbergring,,,,,,
1676735500,1103144440,0,155267044,False,,,service,,True,35.069,,"LINESTRING (7.75423 49.4534771, 7.7543511 49.4532803, 7.7544071 49.4531835)",,driveway,,,,,
1676735534,1156710532,0,105016355,False,,,service,,True,74.544,,"LINESTRING (7.7587384 49.4541389, 7.7585514 49.4541719, 7.7585094 49.4541877, 7.7582786 49.4543453, 7.7582281 49.4543871, 7.7582091 49.4544236, 7.7582178 49.4544569, 7.7583563 49.4546009)",,driveway,,,,,
1676735550,275604205,0,210604343,False,,,residential,30,False,37.827,,"LINESTRING (7.7502637 49.4542498, 7.7507811 49.4543008)",Emil-Caesar-Straße,,,,,,
1676735550,275604203,0,210604343,False,,,residential,30,True,22.54,,"LINESTRING (7.7502637 49.4542498, 7.7499554 49.4542194)",Emil-Caesar-Straße,,,,,,
1676735550,1676735582,0,155267047,False,,,service,,False,78.75999999999999,,"LINESTRING (7.7502637 49.4542498, 7.750467 49.4547281, 7.7504763 49.4548016, 7.7504713 49.4549399)",,driveway,,,,,
1676735582,1676735550,0,155267047,False,,,service,,True,78.75999999999999,,"LINESTRING (7.7504713 49.4549399, 7.7504763 49.4548016, 7.750467 49.4547281, 7.7502637 49.4542498)",,driveway,,,,,
1676735585,275604193,0,25301969,False,,,residential,30,True,70.74600000000001,,"LINESTRING (7.7551434 49.4550827, 7.7553271 49.4551119, 7.7556815 49.4551552, 7.7561089 49.4551796)",Hussongstraße,,,,,,
1676735585,1191589855,0,"[155267032, 172428613]",False,,,service,30,False,29.142000000000003,,"LINESTRING (7.7551434 49.4550827, 7.7549597 49.4551557, 7.7547984 49.4552183)",,,,,,,
1676735585,1288893531,0,"[172428593, 172428582]",False,,,residential,30,"[False, True]",31.592,,"LINESTRING (7.7551434 49.4550827, 7.755017 49.4550581, 7.7548455 49.455018, 7.7547324 49.4549868)","['Hussongstraße', 'Emil-Caesar-Straße']",,,,,,
1676735609,1103144337,0,"[172428605, 155267054]",False,,,"['residential', 'service']",30,True,342.978,,"LINESTRING (7.7518936 49.4558284, 7.7516785 49.4558254, 7.7516712 49.4558026, 7.7516483 49.455732, 7.7515358 49.4556506, 7.7514732 49.4556052, 7.7512529 49.4555584, 7.7513422 49.4553808, 7.7514543 49.4552818, 7.7516429 49.4552153, 7.7517871 49.4551928, 7.7519678 49.4551977, 7.7521997 49.4552196, 7.7527827 49.45529, 7.7534005 49.4553462, 7.7537824 49.4553537, 7.754091 49.4553467, 7.7543637 49.4552927, 7.7547384 49.4551405)",Sonnenberg,driveway,,,,,
1676735616,275604184,0,155267050,False,,,service,,True,72.609,,"LINESTRING (7.7588849 49.4560705, 7.7589185 49.4557748, 7.7589486 49.4557265, 7.7589699 49.4555252, 7.7588875 49.4554377)",,driveway,,,,,
1676969388,273126556,0,155296356,False,,,service,,True,98.09,,"LINESTRING (7.7564668 49.4282166, 7.7567866 49.4284237, 7.7574278 49.4288391)",,,,,,,
1677677441,17053730,0,194105922,True,2,,motorway_link,,False,132.52800000000002,,"LINESTRING (7.8062742 49.4598822, 7.8061689 49.4597814, 7.8059914 49.4596319, 7.805743 49.4594661, 7.8055306 49.4593529, 7.8053425 49.4592644, 7.8050899 49.4591659, 7.8049574 49.4590701)",,,,,,,
1681452368,1681452473,0,"[155782151, 155782150, 155782159]",False,,,service,,True,26.416,,"LINESTRING (7.7455469 49.4423733, 7.7455318 49.4424313, 7.7455 49.4425526, 7.7454857 49.4426075)",,driveway,,,,,
1681452368,1681452427,0,155782169,False,,,service,,False,49.772,,"LINESTRING (7.7455469 49.4423733, 7.7454309 49.4423601, 7.7452589 49.4423415, 7.7451662 49.4423721, 7.7451218 49.442443, 7.7450792 49.4425531)",,driveway,,,,,
1681452368,1681452371,0,155782169,False,,,service,,True,15.317,,"LINESTRING (7.7455469 49.4423733, 7.7456486 49.4423848, 7.7457558 49.4423962)",,driveway,,,,,
1681452371,278360695,0,293278759,False,,,service,,False,14.623,,"LINESTRING (7.7457558 49.4423962, 7.7457935 49.442267)",,driveway,,,,,
1681452371,1681452368,0,155782169,False,,,service,,False,15.317,,"LINESTRING (7.7457558 49.4423962, 7.7456486 49.4423848, 7.7455469 49.4423733)",,driveway,,,,,
1681452371,1681452473,0,155782169,False,,,service,,True,41.753,,"LINESTRING (7.7457558 49.4423962, 7.7456881 49.4426335, 7.7454857 49.4426075)",,driveway,,,,,
1681452427,1681452473,0,155782169,False,,,service,,False,30.006,,"LINESTRING (7.7450792 49.4425531, 7.7454857 49.4426075)",,driveway,,,,,
1681452427,1681452488,0,155782169,False,,,service,,False,8.247,,"LINESTRING (7.7450792 49.4425531, 7.7450531 49.4426253)",,driveway,,,,,
1681452427,1681452368,0,155782169,False,,,service,,True,49.772000000000006,,"LINESTRING (7.7450792 49.4425531, 7.7451218 49.442443, 7.7451662 49.4423721, 7.7452589 49.4423415, 7.7454309 49.4423601, 7.7455469 49.4423733)",,driveway,,,,,
1681452473,1681452427,0,155782169,False,,,service,,True,30.006,,"LINESTRING (7.7454857 49.4426075, 7.7450792 49.4425531)",,driveway,,,,,
1681452473,1681452368,0,"[155782159, 155782150, 155782151]",False,,,service,,False,26.416,,"LINESTRING (7.7454857 49.4426075, 7.7455 49.4425526, 7.7455318 49.4424313, 7.7455469 49.4423733)",,driveway,,,,,
1681452473,1681452371,0,155782169,False,,,service,,False,41.753,,"LINESTRING (7.7454857 49.4426075, 7.7456881 49.4426335, 7.7457558 49.4423962)",,driveway,,,,,
1681452488,83565134,0,155782169,False,,,service,,False,10.371,,"LINESTRING (7.7450531 49.4426253, 7.7449217 49.4426627)",,driveway,,,,,
1681452488,1681452427,0,155782169,False,,,service,,True,8.247,,"LINESTRING (7.7450531 49.4426253, 7.7450792 49.4425531)",,driveway,,,,,
1681452488,1681452707,0,155782168,False,,,service,,False,40.528999999999996,,"LINESTRING (7.7450531 49.4426253, 7.7452815 49.4426558, 7.7453533 49.4428635)",,driveway,,,,,
1681452707,1681452488,0,155782168,False,,,service,,True,40.528999999999996,,"LINESTRING (7.7453533 49.4428635, 7.7452815 49.4426558, 7.7450531 49.4426253)",,driveway,,,,,
1681452748,281170474,0,155782162,False,,,service,,True,44.218,,"LINESTRING (7.7481657 49.4429274, 7.7475836 49.4428054)",,driveway,,,,,
1681452840,1681452915,0,155782170,False,,,service,,True,17.725,,"LINESTRING (7.7482858 49.4431347, 7.7482338 49.443223, 7.7483086 49.4432659)",,driveway,,,,,
1681452915,1681452936,0,155782158,False,,,service,,False,6.476,,"LINESTRING (7.7483086 49.4432659, 7.7483737 49.4433059)",,driveway,,,,,
1681452915,1681452991,0,155782170,False,,,service,,True,23.773,,"LINESTRING (7.7483086 49.4432659, 7.7480905 49.4434259)",,driveway,,,,,
1681452915,1681452840,0,155782170,False,,,service,,False,17.725,,"LINESTRING (7.7483086 49.4432659, 7.7482338 49.443223, 7.7482858 49.4431347)",,driveway,,,,,
1681452936,1681452915,0,155782158,False,,,service,,True,6.476,,"LINESTRING (7.7483737 49.4433059, 7.7483086 49.4432659)",,driveway,,,,,
1681452991,281170467,0,25777952,False,,,residential,30,True,45.631,,"LINESTRING (7.7480905 49.4434259, 7.7485452 49.4437105)",Wörthstraße,,,,,,
1681452991,1681452915,0,155782170,False,,,service,,False,23.773,,"LINESTRING (7.7480905 49.4434259, 7.7483086 49.4432659)",,driveway,,,,,
1681452991,281170474,0,25777952,False,,,residential,30,False,82.612,,"LINESTRING (7.7480905 49.4434259, 7.7477415 49.4432074, 7.7476911 49.4431708, 7.7476637 49.4431335, 7.747573 49.442931, 7.7475667 49.4428819, 7.7475836 49.4428054)",Wörthstraße,,,,,,
1681453480,281199870,0,25781169,False,,,living_street,,True,187.029,,"LINESTRING (7.752026 49.4449601, 7.7521182 49.4449795, 7.7525029 49.4450526, 7.752677 49.4450712, 7.7529892 49.4450911, 7.7530736 49.444783, 7.7524891 49.4447218, 7.7525826 49.4443854)",Sedanplatz,,,,,,
1681453480,281199904,0,25781171,False,,,residential,30,False,30.613,,"LINESTRING (7.752026 49.4449601, 7.7520072 49.4450158, 7.7519727 49.4450867, 7.7518838 49.4452185)",Fuchsstraße,,,,,,
1681453480,281199901,0,25781171,False,,,residential,30,True,37.817,,"LINESTRING (7.752026 49.4449601, 7.752103 49.4446606, 7.7521117 49.4446246)",Fuchsstraße,,,,,,
1681453515,1681453548,0,155782172,False,,,service,,False,88.663,,"LINESTRING (7.7497793 49.4452914, 7.7502829 49.4457215, 7.7502936 49.4457705, 7.7502918 49.4458254, 7.7502649 49.4458522, 7.7501142 49.4459222)",,driveway,,,,,
1681453515,350777,0,248458478,False,,,residential,,True,27.843000000000004,,"LINESTRING (7.7497793 49.4452914, 7.749607 49.4453825, 7.7495678 49.4453996, 7.749467 49.4454367)",Alte Brücke,,,,,,
1681453515,269689424,0,"[107290579, 810044908, 107290423]",False,,,residential,,False,55.721000000000004,yes,"LINESTRING (7.7497793 49.4452914, 7.7499478 49.4452062, 7.7502714 49.4450328, 7.7503144 49.4450107, 7.7503423 49.4449598)",Alte Brücke,,,,,,
1681453548,1681453515,0,155782172,False,,,service,,True,88.66300000000001,,"LINESTRING (7.7501142 49.4459222, 7.7502649 49.4458522, 7.7502918 49.4458254, 7.7502936 49.4457705, 7.7502829 49.4457215, 7.7497793 49.4452914)",,driveway,,,,,
1683127867,1666897843,0,155987951,False,,,service,,True,59.84,,"LINESTRING (7.7523766 49.443407, 7.7527959 49.4434524, 7.752832 49.4434688, 7.7528444 49.4434875, 7.7528542 49.4435253, 7.7528423 49.4436079, 7.7528055 49.4436962)",,alley,,,,,
1684447120,281199918,0,155130512,False,,,residential,30,False,26.254,,"LINESTRING (7.753254 49.4436167, 7.7530323 49.4438037)",Sängerstraße,,,,,,
1684447120,281199910,0,155130512,False,,,residential,30,True,27.877,,"LINESTRING (7.753254 49.4436167, 7.7534832 49.4434151)",Sängerstraße,,,,,,
1684447120,1684447326,0,156159866,False,,,service,,False,56.443,,"LINESTRING (7.753254 49.4436167, 7.7534616 49.4437181, 7.7534717 49.4437346, 7.7534692 49.443761, 7.7534578 49.4437783, 7.75344 49.4437973, 7.753426 49.4438121, 7.7534171 49.4438352, 7.7533651 49.4440448)",,alley,,,,,
1684447326,1684447120,0,156159866,False,,,service,,True,56.443,,"LINESTRING (7.7533651 49.4440448, 7.7534171 49.4438352, 7.753426 49.4438121, 7.75344 49.4437973, 7.7534578 49.4437783, 7.7534692 49.443761, 7.7534717 49.4437346, 7.7534616 49.4437181, 7.753254 49.4436167)",,alley,,,,,
1685725259,1685725468,0,156305740,False,,,service,,True,30.243,,"LINESTRING (7.7541333 49.4440243, 7.7540695 49.4442931)",,alley,,,,,
1685725428,281199871,0,25781179,False,,,residential,30,False,27.274,,"LINESTRING (7.7537178 49.4442545, 7.7536554 49.4444964)",Scheerstraße,,,,,,
1685725428,281199923,0,25781179,False,,,residential,30,True,72.847,,"LINESTRING (7.7537178 49.4442545, 7.7538845 49.4436084)",Scheerstraße,,,,,,
1685725428,1685725468,0,156305741,False,,,service,,False,25.787,,"LINESTRING (7.7537178 49.4442545, 7.7540695 49.4442931)",,alley,,,,,
1685725468,1685725259,0,156305740,False,,,service,,False,30.243,,"LINESTRING (7.7540695 49.4442931, 7.7541333 49.4440243)",,alley,,,,,
1685725468,1685725497,0,156305741,False,,,service,,False,27.239,,"LINESTRING (7.7540695 49.4442931, 7.754441 49.4443339)",,alley,,,,,
1685725468,1685725428,0,156305741,False,,,service,,True,25.787,,"LINESTRING (7.7540695 49.4442931, 7.7537178 49.4442545)",,alley,,,,,
1685725497,281170697,0,106749916,False,,,residential,30,False,26.203,,"LINESTRING (7.754441 49.4443339, 7.7543858 49.4445668)",Schalkstraße,,,,,,
1685725497,281170695,0,106749916,False,,,residential,30,True,46.308,,"LINESTRING (7.754441 49.4443339, 7.7545385 49.4439223)",Schalkstraße,,,,,,
1685725497,1685725468,0,156305741,False,,,service,,True,27.239,,"LINESTRING (7.754441 49.4443339, 7.7540695 49.4442931)",,alley,,,,,
1685725780,1685726124,0,156305745,False,,,service,,True,42.293,,"LINESTRING (7.753913 49.4448913, 7.7538737 49.4450423, 7.7539737 49.44526)",,alley,,,,,
1685726124,281170701,0,25781181,False,,,residential,30,False,18.517,,"LINESTRING (7.7539737 49.44526, 7.7542195 49.4452132)",Gottfried-Kinkel-Straße,,,,,,
1685726124,281199925,0,25781181,False,,,residential,30,True,41.733999999999995,,"LINESTRING (7.7539737 49.44526, 7.7535198 49.4453463, 7.7534273 49.4453777)",Gottfried-Kinkel-Straße,,,,,,
1685726124,1685725780,0,156305745,False,,,service,,False,42.293,,"LINESTRING (7.7539737 49.44526, 7.7538737 49.4450423, 7.753913 49.4448913)",,alley,,,,,
1685726304,281199877,0,"[25781164, 25781182]",False,,,residential,30,"[False, True]",196.02100000000002,,"LINESTRING (7.7555169 49.4454379, 7.7554447 49.4457219, 7.7554369 49.4457528, 7.7553734 49.4457792, 7.7535125 49.4455713, 7.7534259 49.4455455, 7.7533746 49.4454997, 7.7533711 49.4454513)","['Karl-Theodor-Platz', 'Turnerstraße']",,,,,,
1685726304,281199927,0,"[25781181, 25781182]",False,,,residential,30,True,73.471,,"LINESTRING (7.7555169 49.4454379, 7.7556119 49.4450643, 7.7555664 49.4450155, 7.7552853 49.4449849, 7.755227 49.4449967)","['Karl-Theodor-Platz', 'Gottfried-Kinkel-Straße']",,,,,,
1685726304,1685726308,0,156305743,False,,,service,,False,101.255,,"LINESTRING (7.7555169 49.4454379, 7.7551724 49.4454009, 7.754123 49.445443)",,alley,,,,,
1685726308,1685726304,0,156305743,False,,,service,,True,101.255,,"LINESTRING (7.754123 49.445443, 7.7551724 49.4454009, 7.7555169 49.4454379)",,alley,,,,,
1695175834,1818209732,0,1143699462,False,,,service,,True,95.67300000000002,,"LINESTRING (7.8093208 49.4435998, 7.8097062 49.4435961, 7.8100972 49.4436041, 7.810338 49.4436126, 7.8104099 49.4436198, 7.8106399 49.443643)",,,,,,,
1700093943,1700093957,0,157756570,False,,,residential,,False,38.987,,"LINESTRING (7.7910177 49.4442502, 7.7904786 49.4442588)",Daniel-Häberle-Straße,,,,,,
1700093943,276493335,0,306552816,False,,,residential,30,True,6.75,,"LINESTRING (7.7910177 49.4442502, 7.7910083 49.4441898)",Daniel-Häberle-Straße,,,,,,
1700093943,266137783,0,306552816,False,,,residential,30,False,77.28399999999999,,"LINESTRING (7.7910177 49.4442502, 7.7911145 49.4448485, 7.7911265 49.4449416)",Daniel-Häberle-Straße,,,,,,
1700093957,1700093943,0,157756570,False,,,residential,,True,38.987,,"LINESTRING (7.7904786 49.4442588, 7.7910177 49.4442502)",Daniel-Häberle-Straße,,,,,,
1700093957,1700093982,0,157756571,False,,,residential,,True,34.839,,"LINESTRING (7.7904786 49.4442588, 7.7904963 49.4445719)",Daniel-Häberle-Straße,,,,,,
1700093957,1700093986,0,157756571,False,,,residential,,False,27.98,,"LINESTRING (7.7904786 49.4442588, 7.7904318 49.4441399, 7.7904239 49.4440111)",Daniel-Häberle-Straße,,,,,,
1700093982,1700093957,0,157756571,False,,,residential,,False,34.839,,"LINESTRING (7.7904963 49.4445719, 7.7904786 49.4442588)",Daniel-Häberle-Straße,,,,,,
1700093986,1700093957,0,157756571,False,,,residential,,True,27.98,,"LINESTRING (7.7904239 49.4440111, 7.7904318 49.4441399, 7.7904786 49.4442588)",Daniel-Häberle-Straße,,,,,,
1711653987,1711654227,0,174693913,False,,,service,,True,370.03,,"LINESTRING (7.7089091 49.4289597, 7.7087708 49.4290217, 7.708696 49.4290834, 7.7088098 49.4292595, 7.7091472 49.4297521, 7.7095828 49.4303416, 7.7098379 49.4308163, 7.709932 49.4312272, 7.7099517 49.4319494, 7.7099301 49.4320017, 7.7098655 49.4320457)",,,,,,,
1711653987,7180770226,0,769236031,False,3,B 270,primary,50,True,196.78300000000002,,"LINESTRING (7.7089091 49.4289597, 7.7088578 49.4287441, 7.708831 49.4285242, 7.7087988 49.4280188, 7.708784 49.4278273, 7.7087659 49.4276895, 7.7087438 49.4275665, 7.7087103 49.4274583, 7.7086674 49.4273415, 7.708607 49.4272063)",,,,,,,
1711653987,6555219954,0,"[1172086940, 1172086941]",False,3,B 270,primary,50,False,170.38799999999998,,"LINESTRING (7.7089091 49.4289597, 7.7089834 49.4291793, 7.7094032 49.4298307, 7.7097109 49.4302262, 7.7097328 49.4302592, 7.7098049 49.4303718)",,,,,,,
1711654227,1711653987,0,174693913,False,,,service,,False,370.03,,"LINESTRING (7.7098655 49.4320457, 7.7099301 49.4320017, 7.7099517 49.4319494, 7.709932 49.4312272, 7.7098379 49.4308163, 7.7095828 49.4303416, 7.7091472 49.4297521, 7.7088098 49.4292595, 7.708696 49.4290834, 7.7087708 49.4290217, 7.7089091 49.4289597)",,,,,,,
1711923889,1711923915,0,159094989,False,2,,residential,30,True,40.682,,"LINESTRING (7.7461233 49.4257698, 7.7462155 49.4259941, 7.7462671 49.4261235)",Davenportplatz,,,,,,
1711923889,1711923915,1,159095015,True,,,service,,False,42.509,,"LINESTRING (7.7461233 49.4257698, 7.7461919 49.4258087, 7.7462794 49.4260065, 7.7462671 49.4261235)",,,,no,,,
1711923889,262284909,0,159094993,False,2,,residential,30,False,105.833,,"LINESTRING (7.7461233 49.4257698, 7.7460786 49.425661, 7.745954 49.4253653, 7.7458807 49.4251841, 7.7457791 49.4249417, 7.7457382 49.4248516)",Davenportplatz,,,,,,
1711923915,262284908,0,24223874,False,2,,residential,30,True,59.730999999999995,,"LINESTRING (7.7462671 49.4261235, 7.7463104 49.4262322, 7.7464766 49.4266431)",Davenportplatz,,,,,,
1711923915,1711923889,0,159094989,False,2,,residential,30,False,40.682,,"LINESTRING (7.7462671 49.4261235, 7.7462155 49.4259941, 7.7461233 49.4257698)",Davenportplatz,,,,,,
1711923915,1711923889,1,159095026,True,,,service,,False,43.897000000000006,,"LINESTRING (7.7462671 49.4261235, 7.7461447 49.4260294, 7.746133 49.4260074, 7.7460731 49.4258676, 7.7461233 49.4257698)",,,,no,,,
1716758157,364900092,0,165715757,False,,,service,,True,193.11200000000002,,"LINESTRING (7.7476446 49.4222539, 7.747291 49.4222897, 7.7475019 49.422847, 7.7477328 49.4234053, 7.7478666 49.4237462)",,,,,,,
1721713210,1152738156,0,"[47372541, 160096682, 810033091, 100130557]",False,2,B 37,primary,50,True,131.82999999999998,,"LINESTRING (7.7625971 49.4335873, 7.7626903 49.4335993, 7.7628021 49.4336136, 7.763172 49.433667, 7.7635571 49.4337388, 7.7641287 49.4338669, 7.7643463 49.4339153)",Zollamtstraße,,,,,,
1721713210,1721713218,0,160096685,True,4,B 37,primary,50,False,74.365,,"LINESTRING (7.7625971 49.4335873, 7.7624712 49.4335964, 7.7622819 49.4335945, 7.7620888 49.4335979, 7.7617954 49.4336159, 7.761738 49.4336194, 7.7615719 49.4336296)",Zollamtstraße,,,,,,
1721713218,380306978,0,45073848,False,2,B 37,primary,,True,10.314,,"LINESTRING (7.7615719 49.4336296, 7.7615339 49.4335402)",Trippstadter Straße,,,,,,
1721713218,380306988,0,"[160096680, 160096678]",True,2,B 37,primary,50,False,59.353,,"LINESTRING (7.7615719 49.4336296, 7.7613966 49.4336418, 7.7612943 49.4336489, 7.7612141 49.4336469, 7.7609517 49.4336287, 7.7607547 49.4336202)",Trippstadter Straße,,,,,,
1721713339,1721713344,0,23950832,False,,,secondary_link,50,False,7.149,,"LINESTRING (7.7529665 49.4348935, 7.7528824 49.4349273)",,,,,,,
1721713339,444249330,0,160096655,False,,,tertiary,50,False,20.908,,"LINESTRING (7.7529665 49.4348935, 7.7530238 49.4348695, 7.7531075 49.4348366, 7.7532288 49.4348226)",Pirmasenser Straße,,,,,,
1721713339,380340713,0,818048450,True,2,,secondary,50,False,58.42400000000001,,"LINESTRING (7.7529665 49.4348935, 7.753315 49.4351841, 7.7534345 49.4353204)",Königstraße,,,,,,
1721713344,1721713339,0,23950832,False,,,secondary_link,50,True,7.149,,"LINESTRING (7.7528824 49.4349273, 7.7529665 49.4348935)",,,,,,,
