element_type,osmid,amenity,parking,geometry,access,fee,layer,name,wheelchair,toilets:wheelchair,surface,created_by,capacity,capacity:disabled,alt_name,lit,maxheight,operator,level,description,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,park_ride,nodes,designation,type,building,building:levels,roof:levels,roof:shape,brand,brand:wikidata,brand:wikipedia,building:parts,opening_hours,operator:wikidata,operator:wikipedia,capacity:parent,capacity:women,parking:condition,parking:condition:customers,fixme,hgv,supervised,cables,ref,parking:condition:private,charge,name:etymology:wikidata,parking:lane:right,capacity:long,building:part,area,building:levels:underground,operator:type,orientation,ways
way,185102830,parking,surface,"POLYGON ((7.7249684 49.4301409, 7.7249783 49.4304005, 7.7251644 49.430345, 7.7251643 49.430275, 7.7255619 49.4302719, 7.7261573 49.4302703, 7.7261696 49.429732, 7.7261063 49.4297308, 7.7260451 49.4297297, 7.7260466 49.4300937, 7.7257479 49.4300942, 7.725718 49.4300943, 7.7255811 49.4300946, 7.7253859 49.4300949, 7.725226 49.4300952, 7.7252278 49.4298908, 7.7250528 49.4298904, 7.7250539 49.4301408, 7.7249684 49.4301409))",customers,,,,,,,,,1,,,,,,,,,,,,,,,"[1956828504, 1956828539, 616103207, 616103220, 616103214, 1956828527, 1956828412, 288720883, 1956828411, 1956828490, 1956828491, 1956828492, 1956828493, 1956828494, 1956828495, 1956828449, 1956828447, 1956828503, 1956828504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185102832,parking,surface,"POLYGON ((7.7229401 49.4296825, 7.7230277 49.4297337, 7.7231761 49.429061, 7.7230529 49.4290629, 7.7229401 49.4296825))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1956828395, 1956828416, 1956828203, 1956828205, 1956828395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185102833,parking,surface,"POLYGON ((7.7231748 49.4297833, 7.7236466 49.4297882, 7.7236422 49.4296366, 7.7231866 49.4296347, 7.7231748 49.4297833))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1956828425, 1956828426, 1956828378, 1956828369, 1956828425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185102834,parking,surface,"POLYGON ((7.724282 49.4303501, 7.7248907 49.4303544, 7.7248928 49.4302283, 7.7242841 49.4302241, 7.724282 49.4303501))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1956828534, 1956828535, 1956828522, 1956828520, 1956828534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185102835,parking,surface,"POLYGON ((7.7241739 49.4303648, 7.7241712 49.4305297, 7.7246347 49.4305329, 7.724724 49.4304869, 7.7247259 49.4303687, 7.7241739 49.4303648))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1956828536, 1956828547, 1956828548, 1956828542, 1956828538, 1956828536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185670217,parking,surface,"POLYGON ((7.7279423 49.4300117, 7.7278065 49.4300027, 7.7277192 49.429991, 7.7277267 49.4299438, 7.7277303 49.4297171, 7.7277788 49.4296811, 7.7278965 49.429664, 7.7281888 49.4296712, 7.7281819 49.429955, 7.7279432 49.4299534, 7.7279423 49.4300117))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1963240108, 1963240107, 1963240106, 1963240097, 1963240029, 1963240027, 1963240023, 1963240024, 1963240100, 1963240099, 1963240108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185670218,parking,surface,"POLYGON ((7.7286934 49.4303894, 7.7291369 49.4303959, 7.729136 49.4304241, 7.7291762 49.4304247, 7.7291757 49.4304391, 7.7293311 49.4304414, 7.7293357 49.4303075, 7.7285351 49.4302964, 7.7285768 49.4303877, 7.7286934 49.4303894))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1963240155, 1963240163, 1963240165, 1963240167, 1963240169, 1963240171, 1963240151, 1963240150, 1963240154, 1963240155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187087743,parking,surface,"POLYGON ((7.7250213 49.4373431, 7.7249251 49.4377579, 7.7249942 49.4377647, 7.7250904 49.4373498, 7.7250213 49.4373431))",,,,,,,,,,,,,,,,,,,,,,,,,"[1978410688, 1978410787, 1978410789, 1978410691, 1978410688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187288635,parking,surface,"POLYGON ((7.7256401 49.4361466, 7.7257168 49.4360784, 7.7255911 49.4360186, 7.7256235 49.4359898, 7.7255543 49.435957, 7.7254531 49.436047, 7.7254429 49.4361344, 7.7254914 49.4362026, 7.7257826 49.4362189, 7.7257951 49.4361588, 7.7256401 49.4361466))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1980078228, 1980078189, 1980078168, 1980078154, 1980078136, 1980078182, 1980078223, 1980078296, 1980078308, 1980078250, 1980078228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187957632,parking,surface,"POLYGON ((7.725139 49.4377122, 7.7251263 49.4377622, 7.7256902 49.437823, 7.7257029 49.437773, 7.725139 49.4377122))",,,,,,,,,,,,,,,,,,,,,,,,,"[1985901550, 1985901568, 1985901598, 1985901572, 1985901550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195398494,parking,surface,"POLYGON ((7.7048924 49.4220567, 7.7048339 49.4219107, 7.7049169 49.4218965, 7.7048978 49.4217611, 7.7049577 49.4217355, 7.7050406 49.4218125, 7.7050706 49.4218779, 7.7050039 49.4218886, 7.7050189 49.4219213, 7.7050842 49.421908, 7.705348 49.4219735, 7.7053127 49.422031, 7.7052624 49.4220177, 7.7052161 49.4220974, 7.7052896 49.4221204, 7.7052338 49.4222053, 7.7051413 49.4221354, 7.7050814 49.4220806, 7.705061 49.4220275, 7.7048924 49.4220567))",,,,,,,,,,,,,,,,,,,,,,,,,"[2058467051, 2058466908, 2058466881, 2058466770, 2058466762, 2058466795, 2058466868, 2058466876, 2058466920, 2058466896, 2058466988, 2058467031, 2058467026, 2058467076, 2058467082, 2058467101, 2058467091, 2058467072, 2058467029, 2058467051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195398495,parking,surface,"POLYGON ((7.7064485 49.4221478, 7.7063936 49.422219, 7.7066661 49.422308, 7.706721 49.4222368, 7.7064485 49.4221478))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2058467093, 2058467107, 2058467156, 2058467120, 2058467093]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195398496,parking,surface,"POLYGON ((7.7064689 49.4210152, 7.7063521 49.4208949, 7.7063146 49.4208823, 7.706366 49.420791, 7.7066565 49.4208751, 7.7065551 49.4210378, 7.7064689 49.4210152))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2058466448, 2058466341, 2058466333, 2058466267, 2058466328, 2058466455, 2058466448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195414897,parking,surface,"POLYGON ((7.7042134 49.4207788, 7.7043848 49.4208912, 7.7043214 49.4209342, 7.7041027 49.4207823, 7.704235 49.4206945, 7.7042876 49.4207261, 7.7042134 49.4207788))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2058612723, 2058612738, 2058612742, 2058612724, 2058612712, 2058612719, 2058612723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,196836006,parking,,"POLYGON ((7.6953807 49.4668236, 7.6957294 49.466928, 7.6958376 49.4668127, 7.6955043 49.4667161, 7.6953807 49.4668236))",,,,,,,,,,,,,,,,,,,,,,,,,"[2071282141, 2071282145, 2071282142, 2071282133, 2071282141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,196836008,parking,surface,"POLYGON ((7.7683239 49.4479059, 7.7689112 49.4480381, 7.7690276 49.4478128, 7.7687226 49.4477415, 7.768847 49.4475144, 7.7686784 49.4474909, 7.7686142 49.4474909, 7.7685433 49.4475066, 7.7685139 49.4475449, 7.7683239 49.4479059))",yes,yes,,,,,gravel,,,,,,,Q-Park,,,,,,,,,,,"[2071282072, 2071282076, 2071282067, 2071282065, 2071282061, 2071282059, 2071282058, 2071282060, 2071282063, 2071282072]",,,,,,,Q-Park,Q1127798,en:Q-Park,,,Q1127798,en:Q-Park,,,,,,,,,,,4 EUR/day,,,,,,,,,
way,199887563,parking,surface,"POLYGON ((7.7034188 49.4222725, 7.7035159 49.4222668, 7.703855 49.4221923, 7.7038953 49.4221689, 7.7039182 49.4221399, 7.7039084 49.4221179, 7.7038801 49.422093, 7.7038059 49.4221072, 7.7038288 49.4221484, 7.7034875 49.4222179, 7.7034635 49.422237, 7.7034188 49.4222725))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[2098727004, 2098727002, 2098726980, 2098726974, 2098726963, 2098726950, 2098726937, 2098726944, 2098726967, 2098726990, 2098726996, 2098727004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199887564,parking,surface,"POLYGON ((7.7040853 49.4218371, 7.7042269 49.4219192, 7.704241 49.4219334, 7.7042443 49.4219505, 7.7041804 49.4219973, 7.7041847 49.4220338, 7.7041399 49.4220681, 7.7041941 49.4220959, 7.7043283 49.421993, 7.7043414 49.421971, 7.7043239 49.4219434, 7.7038202 49.4216535, 7.7037341 49.4217294, 7.7040209 49.4218883, 7.7040853 49.4218371))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2098726835, 2098726866, 2098726871, 2098726883, 2098726903, 2098726913, 2098726929, 2098726939, 2098726901, 2098726890, 2098726880, 2098726813, 2098726818, 2098726854, 2098726835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199887566,parking,surface,"POLYGON ((7.704679 49.4226446, 7.7047744 49.4225713, 7.7047418 49.4225534, 7.7047784 49.4225252, 7.704811 49.4225431, 7.7049282 49.4224531, 7.7050989 49.4225471, 7.7051479 49.4225094, 7.7048566 49.4223491, 7.7048791 49.4223318, 7.7045307 49.4221357, 7.7044609 49.4221329, 7.7043325 49.4222288, 7.7042605 49.422194, 7.7041992 49.4222414, 7.7043726 49.4223258, 7.7044064 49.4223606, 7.7044075 49.4224982, 7.704679 49.4226446))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2098727162, 2098727129, 2098727124, 2098727100, 2098727117, 2098727059, 2098727120, 2098727083, 2098727030, 2098727020, 2098726960, 2098726957, 2098726993, 2098726981, 2098726998, 2098727017, 2098727035, 2098727077, 2098727162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199887571,parking,surface,"POLYGON ((7.7010622 49.4223023, 7.7013578 49.4224193, 7.7013187 49.4224611, 7.7010231 49.4223441, 7.7010622 49.4223023))",,,,,,,,,,,,,,,,,,,,,,,,,"[2098727011, 2098727050, 2098727061, 2098727027, 2098727011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199887576,parking,surface,"POLYGON ((7.704638 49.4217703, 7.7040829 49.4214433, 7.703939 49.4215419, 7.7044319 49.421827, 7.7044897 49.4218377, 7.70453 49.4218391, 7.704638 49.4217703))",,,,,,,,,,,,,,,,,,,,,,,,,"[2098726821, 2098726796, 2098726804, 2098726831, 2098726836, 2098726837, 2098726821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199913279,parking,surface,"POLYGON ((7.6990613 49.4216205, 7.6992081 49.4216249, 7.6992092 49.4214924, 7.6993378 49.4213111, 7.6991944 49.4212556, 7.6990852 49.421411, 7.6990613 49.4216205))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2099037511, 2099037513, 2099037466, 2099037423, 2099037412, 2099037449, 2099037511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200142413,parking,street_side,"POLYGON ((7.7503127 49.4256944, 7.750179 49.4257175, 7.7501087 49.4255456, 7.7502425 49.4255225, 7.7503127 49.4256944))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2101282231, 2101282233, 2101282227, 2101282225, 2101282231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200770806,parking,surface,"POLYGON ((7.6900632 49.4184671, 7.6899513 49.4183458, 7.6901431 49.4182626, 7.690255 49.4183969, 7.6900632 49.4184671))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2107297245, 2107297204, 2107297184, 2107297217, 2107297245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200770807,parking,surface,"POLYGON ((7.6917722 49.4180909, 7.6923418 49.4180403, 7.6923303 49.4179856, 7.6917607 49.4180361, 7.6917722 49.4180909))",,,,,,,,,,,,,,,,,,,,,,,,,"[2107297127, 2107297101, 2107297077, 2107297098, 2107297127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200937926,parking,surface,"POLYGON ((7.6915448 49.4165351, 7.6916818 49.4165896, 7.6917292 49.4165392, 7.6915922 49.4164847, 7.6915448 49.4165351))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2108964756, 2108964778, 2108964761, 2108964747, 2108964756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200937927,parking,surface,"POLYGON ((7.695051 49.4172269, 7.6950224 49.4172795, 7.6951575 49.4173106, 7.6951861 49.417258, 7.695051 49.4172269))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2108965580, 2108965666, 2108965730, 2108965633, 2108965580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200937929,parking,surface,"POLYGON ((7.6954187 49.4175622, 7.695493 49.4175793, 7.6955794 49.4174204, 7.695505 49.4174033, 7.6954187 49.4175622))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2108966047, 2108966055, 2108965856, 2108965842, 2108966047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200937930,parking,surface,"POLYGON ((7.6915322 49.416432, 7.6916142 49.4164637, 7.6916761 49.416396, 7.6915941 49.4163642, 7.6915734 49.4163868, 7.6915528 49.4164094, 7.6915322 49.416432))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2108964722, 2108964733, 2108964704, 2108964664, 2108964700, 2108964714, 2108964722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,202149443,parking,surface,"POLYGON ((7.696602 49.4158617, 7.6965614 49.4156969, 7.6964811 49.4157085, 7.6964071 49.415659, 7.6963269 49.4156929, 7.6965114 49.4158861, 7.696602 49.4158617))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2121249609, 2121249592, 2121249593, 2121249587, 2121249591, 2121249613, 2121249609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,202265436,parking,,"POLYGON ((7.6535728 49.4439275, 7.6537189 49.4438257, 7.6538668 49.4439175, 7.6539992 49.4438337, 7.6542389 49.4439938, 7.6545107 49.4438122, 7.6546065 49.443881, 7.6547599 49.443795, 7.6550247 49.4439707, 7.6553082 49.4431235, 7.6535312 49.4430534, 7.6535052 49.4432734, 7.6533556 49.4432758, 7.6532938 49.4434144, 7.6533284 49.4434202, 7.6533803 49.4434289, 7.6534678 49.4439394, 7.6535728 49.4439275))",,,,,,,,,,,,,,,,,,,,,,,,,"[2122399155, 2122399200, 2122399176, 2122399197, 2122399199, 2752437730, 2752437757, 2752437770, 2752437630, 2122399133, 2122399174, 2122399175, 2122399163, 7717844899, 10594975340, 2122399162, 7717844888, 2122399155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,202295573,parking,surface,"POLYGON ((7.6942643 49.4142336, 7.694568 49.4141807, 7.6945504 49.4141364, 7.694318 49.4141793, 7.6942811 49.4142064, 7.6942643 49.4142336))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2122678787, 2122678782, 2122678777, 2122678781, 2122678784, 2122678787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204025932,parking,surface,"POLYGON ((7.6981696 49.4130172, 7.6982576 49.4128567, 7.6983578 49.4127392, 7.6984133 49.4127593, 7.6983162 49.4128697, 7.6982236 49.4130343, 7.6981696 49.4130172))",,,,,,,,,,,,,,,,,,,,,,,,,"[2140364688, 2140364658, 2140364641, 2140364647, 2140364661, 2140364692, 2140364688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205188966,parking,,"POLYGON ((7.8209665 49.4600761, 7.8209514 49.4602114, 7.8210506 49.4602411, 7.821343 49.4602167, 7.8217319 49.4602149, 7.821735 49.4600716, 7.8216397 49.4600669, 7.8214135 49.4600612, 7.821233 49.4600743, 7.8210802 49.4600801, 7.8209665 49.4600761))",,,,irish house,,,,,,,,,,,,,,,,,,,,,"[2151679542, 2151679545, 2151679544, 2151679558, 2151679560, 2151679550, 4706552124, 2151679546, 2151679548, 4706552125, 2151679542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205197299,parking,street_side,"POLYGON ((7.8048718 49.4561265, 7.8056202 49.4566391, 7.8057918 49.4565292, 7.8058213 49.4563462, 7.8052246 49.4559033, 7.8048718 49.4561265))",,,,,,,,,,,,,,,,,,,,,,,,,"[2151739965, 2151739964, 2151739966, 2151739967, 2151739950, 2151739965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205198144,parking,surface,"POLYGON ((7.8045185 49.4572993, 7.8044453 49.4572531, 7.8046067 49.457145, 7.80456 49.4571156, 7.8044038 49.4572201, 7.8042719 49.4571369, 7.8044289 49.4570318, 7.8043885 49.4570063, 7.8042227 49.4571173, 7.8041253 49.4570559, 7.8042867 49.4569479, 7.8042575 49.4569295, 7.8040858 49.4570445, 7.8039449 49.4569556, 7.8039399 49.4568893, 7.8041416 49.4567542, 7.8047929 49.4571652, 7.8045831 49.4573057, 7.8045185 49.4572993))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2151749171, 2151749173, 2151749153, 2151749143, 2151749139, 2151749149, 2151749092, 2151749086, 2151749125, 2151749122, 2151749116, 2151749169, 2151749129, 2151749123, 2151749140, 2151749115, 2151749111, 2151749118, 2151749171]",,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,
way,205198146,parking,surface,"POLYGON ((7.8034218 49.4571973, 7.8040938 49.4576274, 7.8043001 49.4574912, 7.8042963 49.4574472, 7.8042295 49.4574045, 7.804112 49.457482, 7.8040728 49.4574569, 7.8041916 49.4573785, 7.8040437 49.4572839, 7.8039092 49.4573726, 7.8038715 49.4573485, 7.8040403 49.457237, 7.8039816 49.4571994, 7.8039303 49.4572332, 7.8038567 49.4571861, 7.8037415 49.4572621, 7.8037134 49.4572442, 7.8038481 49.4571553, 7.8037344 49.4570825, 7.8036221 49.4571566, 7.8035516 49.4571115, 7.8034218 49.4571973))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2151749178, 2151749160, 2151849336, 2151849337, 2151749186, 2151749166, 2151749074, 2151749185, 2151749181, 2151749159, 2151749146, 2151749120, 2151749107, 2151749110, 2151749113, 2151749076, 2151749078, 2151749083, 2151749087, 2151749183, 2151749162, 2151749178]",,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,
way,205198147,parking,surface,"POLYGON ((7.8028569 49.4575509, 7.8035069 49.4579535, 7.8037011 49.457821, 7.802992 49.4573819, 7.8028847 49.457455, 7.8029438 49.4574916, 7.8028569 49.4575509))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2151749103, 2151749174, 2151749100, 2151749150, 2151749104, 2151749097, 2151749103]",,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,
way,205318368,parking,,"POLYGON ((7.8205923 49.4599204, 7.8213809 49.4599082, 7.8214721 49.459896, 7.8215311 49.4598524, 7.8215552 49.4597269, 7.8205628 49.4597653, 7.8205923 49.4599204))",,no,,Barbarossahof,,,,,,,,,,,,,,,,,,,,,"[2152944136, 2152944108, 2152944168, 2152944152, 2152944112, 2152944163, 2152944136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206090432,parking,surface,"POLYGON ((7.8069965 49.4554299, 7.8066937 49.4556292, 7.8069453 49.4558015, 7.8065565 49.4559722, 7.80647 49.4560241, 7.8063841 49.4560726, 7.8063404 49.4560423, 7.8061876 49.4559451, 7.8062022 49.4559354, 7.8061655 49.4559121, 7.8061513 49.4559215, 7.8058229 49.4557127, 7.8058409 49.4557007, 7.805808 49.4556798, 7.8057911 49.4556911, 7.8056566 49.4556055, 7.8057252 49.4555514, 7.8058431 49.4554716, 7.806007 49.4555806, 7.8066073 49.4551994, 7.8069965 49.4554299))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2160889228, 867802322, 867802325, 1132763611, 1132762836, 1738104964, 867802148, 1132763716, 1132763149, 1132763130, 1132762622, 1132762575, 1132763634, 1132762725, 1132762515, 867802151, 1132763070, 867802177, 867802192, 2160889229, 2160889228]",,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,
way,206090434,parking,surface,"POLYGON ((7.8067279 49.4551076, 7.8068021 49.4550606, 7.8068688 49.4551045, 7.8068534 49.4551144, 7.8068898 49.4551384, 7.8069054 49.4551283, 7.8071451 49.4552861, 7.8071279 49.4552971, 7.8071597 49.455318, 7.8071766 49.4553072, 7.8073119 49.4553962, 7.8073535 49.4554241, 7.8074101 49.4555635, 7.8072794 49.455541, 7.8066691 49.4551412, 7.8067279 49.4551076))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1132762718, 1132763338, 1132763666, 1132762851, 1132762731, 1132763125, 1132763411, 1132763050, 1132762919, 1132763572, 1132762506, 1132762914, 1132763226, 2160889226, 2160889227, 1132762718]",,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,
way,206914246,parking,surface,"POLYGON ((7.8349254 49.4424355, 7.8339144 49.4422754, 7.8339223 49.4422544, 7.8337954 49.4422343, 7.8337093 49.4421423, 7.8337301 49.4420868, 7.8323907 49.4418747, 7.832432 49.4417643, 7.8341681 49.4420393, 7.8342353 49.44186, 7.8350903 49.4419954, 7.8349254 49.4424355))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798585, 2169798557, 2169798551, 2169798548, 2169798528, 2169798520, 2169798481, 2169798463, 2169798516, 2169798477, 2169798502, 2169798585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914247,parking,surface,"POLYGON ((7.8356888 49.4422414, 7.8364962 49.4420925, 7.8366066 49.4419789, 7.836464 49.4414409, 7.836446 49.441407, 7.8364118 49.4413678, 7.8363737 49.4413286, 7.8358776 49.44104, 7.8358274 49.4410766, 7.8357913 49.4410883, 7.8356908 49.4411053, 7.8357431 49.4412516, 7.8357089 49.4415023, 7.8354438 49.4422087, 7.8356888 49.4422414))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798550, 2169798522, 2169798499, 2169798426, 2169798418, 2169798413, 2169798407, 2169798377, 2169798379, 2169798382, 2169798383, 2169798397, 2169798434, 2169798543, 2169798550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914249,parking,surface,"POLYGON ((7.8308993 49.440448, 7.8314243 49.4405277, 7.8314773 49.4403801, 7.8309523 49.4403004, 7.8308993 49.440448))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798335, 2169798349, 2169798329, 2169798324, 2169798335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914251,parking,surface,"POLYGON ((7.8335903 49.4424645, 7.8336208 49.4423846, 7.8325522 49.4422124, 7.8325218 49.4422923, 7.8335903 49.4424645))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798593, 2169798579, 2169798544, 2169798560, 2169798593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914252,parking,surface,"POLYGON ((7.834581 49.4426573, 7.8343617 49.4432325, 7.8338864 49.4431559, 7.8341056 49.4425807, 7.834581 49.4426573))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798616, 2169798670, 2169798666, 2169798609, 2169798616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914253,parking,surface,"POLYGON ((7.8353639 49.4428807, 7.836352 49.4428272, 7.8365709 49.4429643, 7.8352856 49.4430427, 7.8353639 49.4428807))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798650, 2169798646, 2169798655, 2169798659, 2169798650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914254,parking,surface,"POLYGON ((7.8346103 49.4432639, 7.8348009 49.4427637, 7.8350326 49.4428011, 7.834842 49.4433012, 7.8346103 49.4432639))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798673, 2169798638, 2169798642, 2169798676, 2169798673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914255,parking,surface,"POLYGON ((7.8320188 49.442863, 7.8322478 49.4422623, 7.8325112 49.4423048, 7.8322823 49.4429054, 7.8320188 49.442863))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798649, 2169798554, 2169798563, 2169798651, 2169798649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914257,parking,surface,"POLYGON ((7.8319883 49.4422595, 7.83178 49.4428062, 7.8312581 49.4427221, 7.8314603 49.4421916, 7.8314665 49.4421754, 7.8319883 49.4422595))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798553, 2169798643, 2169798630, 2169798540, 2169798535, 2169798553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914258,parking,surface,"POLYGON ((7.827484 49.4410836, 7.8270466 49.4419073, 7.8260043 49.4422009, 7.8255129 49.4415102, 7.8273108 49.4409821, 7.8273619 49.4410541, 7.827484 49.4410836))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798381, 2169798485, 2169798541, 2169798436, 2169798371, 2169798378, 2169798381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914260,parking,surface,"POLYGON ((7.8336106 49.4431091, 7.8338359 49.4425179, 7.8336811 49.4424929, 7.8335504 49.4428359, 7.8334721 49.4428233, 7.8333775 49.4430715, 7.8336106 49.4431091))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798663, 2169798602, 2169798599, 2169798647, 2169798644, 2169798662, 2169798663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914262,parking,surface,"POLYGON ((7.8309462 49.4414233, 7.830922 49.4414742, 7.8309984 49.4415212, 7.8309502 49.441657, 7.8303778 49.4415682, 7.8304461 49.4413427, 7.8309462 49.4414233))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798421, 2169798433, 2169798439, 2169798451, 2169798443, 2169798409, 2169798421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914264,parking,surface,"POLYGON ((7.8302155 49.4418668, 7.829985 49.4424715, 7.8301472 49.4424976, 7.8303281 49.4420229, 7.8303762 49.441983, 7.8304766 49.4419569, 7.8309284 49.4420261, 7.8309477 49.4419577, 7.8302275 49.4418407, 7.8302155 49.4418668))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798478, 2169798596, 2169798600, 2169798513, 2169798500, 2169798493, 2169798514, 2169798494, 2169798474, 2169798478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206914265,parking,surface,"POLYGON ((7.8354762 49.4427983, 7.8357534 49.4427826, 7.8356987 49.4423737, 7.8353135 49.4423954, 7.8353156 49.4424483, 7.8352613 49.4425619, 7.8352352 49.4426598, 7.835422 49.4426899, 7.8354642 49.4427199, 7.8354762 49.4427983))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2169798641, 2169798640, 2169798574, 2169798581, 2169798588, 2169798607, 2169798617, 2169798623, 2169798628, 2169798641]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
