element_type,osmid,amenity,parking,geometry,access,fee,layer,name,wheelchair,toilets:wheelchair,surface,created_by,capacity,capacity:disabled,alt_name,lit,maxheight,operator,level,description,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,park_ride,nodes,designation,type,building,building:levels,roof:levels,roof:shape,brand,brand:wikidata,brand:wikipedia,building:parts,opening_hours,operator:wikidata,operator:wikipedia,capacity:parent,capacity:women,parking:condition,parking:condition:customers,fixme,hgv,supervised,cables,ref,parking:condition:private,charge,name:etymology:wikidata,parking:lane:right,capacity:long,building:part,area,building:levels:underground,operator:type,orientation,ways
way,32743572,parking,surface,"POLYGON ((7.7413835 49.4261609, 7.7414285 49.4261118, 7.7416552 49.4258646, 7.741886 49.4259532, 7.7419388 49.4260889, 7.74188 49.426153, 7.7420706 49.426227, 7.7420473 49.4262524, 7.7419846 49.4263208, 7.7419349 49.4263749, 7.7413835 49.4261609))",private,,,,,,,,,,,,,,,,,,,,,,,,"[368401839, 1735096012, 368401841, 1735095993, 1735096008, 368401937, 368401938, 1298232507, 1735096052, 368401840, 368401839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33080808,parking,surface,"POLYGON ((7.763994 49.4163051, 7.7649058 49.4168149, 7.764666 49.4169867, 7.7641503 49.4166768, 7.7641052 49.4167223, 7.7640781 49.4168074, 7.7640962 49.4169101, 7.7640279 49.4169523, 7.7639672 49.4169899, 7.7636813 49.4167693, 7.7635438 49.4166999, 7.763994 49.4163051))",yes,no,,,,,,,,,,,,,,,,,,,,,,,"[373273885, 373273897, 373273901, 1287701000, 1287701107, 1287701214, 1287700937, 1795431060, 1287562572, 1287701035, 1287562932, 373273885]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33740713,parking,surface,"POLYGON ((7.6914171 49.4416629, 7.6919985 49.4400158, 7.6944282 49.4403836, 7.6941718 49.4412012, 7.6941324 49.4412925, 7.694061 49.4415071, 7.6914171 49.4416629))",,,,OPEL Portal 1,,,,,500,,,,,,,,,,,,,,,,"[320071980, 385951259, 385951261, 2071691664, 320071981, 1182569434, 320071980]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33740714,parking,surface,"POLYGON ((7.6825512 49.4411715, 7.6882225 49.4419913, 7.68813 49.4420265, 7.6860636 49.4423338, 7.6856297 49.4423729, 7.6819563 49.4429062, 7.6825512 49.4411715))",,,,OPEL Portal 2 & LKW,,,,,500,,,,,,,,,,,,,,,,"[320071979, 1182569728, 2130604230, 2130604263, 2130604265, 1182569523, 320071979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34283338,parking,,"POLYGON ((7.7151336 49.4699341, 7.7154133 49.4699783, 7.7155141 49.4697085, 7.7152344 49.4696644, 7.7151336 49.4699341))",,,,,,,,,,,,,,,,,,,,,,,,,"[393099062, 393099065, 393099066, 393099064, 393099062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34549519,parking,,"POLYGON ((7.7339846 49.4453515, 7.7339114 49.4449878, 7.7324894 49.4454985, 7.7324667 49.4456009, 7.7325046 49.4456773, 7.7325538 49.4456563, 7.7325595 49.4459863, 7.7327299 49.4459865, 7.7327117 49.4455345, 7.732893 49.445465, 7.7339846 49.4453515))",,,,,,,,,,,,,,,,,,,,,,,,,"[400899063, 400899064, 400899065, 1184182498, 2390778277, 2390778271, 2390778380, 2390778382, 2390778210, 400899066, 400899063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34549524,parking,,"POLYGON ((7.7338741 49.4428991, 7.7335265 49.4431548, 7.7330958 49.4429078, 7.7329624 49.4430144, 7.7341767 49.4437046, 7.7340954 49.4437663, 7.734165 49.4437983, 7.7342922 49.4437085, 7.7343259 49.44372, 7.7344529 49.4438244, 7.7345975 49.4439953, 7.7348159 49.44392, 7.7345654 49.4435219, 7.734748 49.4433848, 7.7338741 49.4428991))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[400899084, 400899087, 3684052834, 3684052842, 400899086, 9141346720, 9141322300, 9141346728, 3697651530, 3684052863, 1182356798, 1292971019, 1292971233, 400899085, 400899084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34549542,parking,surface,"POLYGON ((7.7208144 49.4424632, 7.720754 49.4423807, 7.7206918 49.4423756, 7.7207452 49.4419082, 7.7209901 49.4419029, 7.7209581 49.4421805, 7.7213846 49.4422013, 7.7213522 49.4424825, 7.7208144 49.4424632))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[400899212, 3697651448, 3697651447, 400899216, 400899217, 400899215, 400899214, 400899213, 400899212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34670065,parking,surface,"POLYGON ((7.7732757 49.4344057, 7.7738655 49.4341393, 7.774238 49.4347015, 7.774159 49.4348245, 7.773989 49.4348879, 7.7738907 49.4348898, 7.7732757 49.4344057))",private,,,West 1,,,,,,,,,,,,,,,,,,,,,"[403399813, 403399819, 403399820, 1882878068, 1882878097, 403399816, 403399813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35880678,parking,,"POLYGON ((7.7973336 49.4391484, 7.7974053 49.4393606, 7.7981188 49.4392587, 7.798047 49.4390465, 7.7973336 49.4391484))",,,,,,,,,,,,,,,,,,,,,,,,,"[419346720, 419346722, 419346723, 419346724, 419346720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42394709,parking,,"POLYGON ((7.7831598 49.4554528, 7.7830785 49.4554615, 7.7830075 49.4555583, 7.7829214 49.4557033, 7.7848672 49.4561951, 7.7849061 49.4561264, 7.7849976 49.4559724, 7.78503 49.4559161, 7.7831598 49.4554528))",private,,,Wipotec Parkplatz Nord,,,,,,,,,,Wipotec,,,,,,,,,,,"[529263912, 10608577282, 10608577283, 529263910, 529263921, 1142769112, 1142769868, 529263909, 529263912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46339966,parking,,"POLYGON ((7.7391391 49.4317965, 7.738985 49.4320444, 7.7390878 49.4320695, 7.7392068 49.4321005, 7.7392391 49.4320466, 7.7403642 49.4323622, 7.7404158 49.4323767, 7.7415326 49.4326899, 7.741276 49.433081, 7.7415021 49.4331505, 7.7417633 49.4327665, 7.7418705 49.4327389, 7.7428467 49.4329087, 7.7430273 49.4328818, 7.7431756 49.4328308, 7.7432312 49.4327706, 7.7418876 49.4325346, 7.740522 49.4321517, 7.7403324 49.432097, 7.7392953 49.4318031, 7.7392032 49.4317907, 7.7391391 49.4317965))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[3380823909, 3380823911, 1225356758, 1225356720, 2641889039, 2641889062, 1225356799, 1936465270, 2074488309, 3380823928, 1147133588, 3380823925, 565345799, 565345800, 1147132005, 565345811, 1502570021, 3184561780, 591987259, 1147134268, 3380823908, 3380823909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47353767,parking,surface,"POLYGON ((7.7908022 49.4547342, 7.7905925 49.4546729, 7.7907598 49.4544198, 7.7907068 49.4544042, 7.7908099 49.4542541, 7.790956 49.4542953, 7.7909747 49.4542674, 7.791137 49.4540285, 7.7911985 49.4540452, 7.7909632 49.4543911, 7.7910117 49.454406, 7.7908022 49.4547342))",,,,McDonald's,yes,,,,,,,,,,,,,,,,,,,,"[1812307076, 1142769798, 1142769608, 602990415, 602990423, 1142768747, 1812307071, 1812307068, 1812307069, 1812307073, 1812307074, 1812307076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48490373,parking,surface,"POLYGON ((7.7261726 49.4302709, 7.7265787 49.4302748, 7.7266255 49.4302758, 7.72666 49.4303504, 7.7261726 49.4302709))",,,,,,,,,,,,,,,,,,,,,,,,,"[616103235, 616103223, 616103225, 616103237, 616103235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48833700,parking,,"POLYGON ((7.7710506 49.4825481, 7.7709771 49.4825309, 7.7709745 49.4823768, 7.7710569 49.4823326, 7.7710506 49.4825481))",,no,,,,,,,6,no,,,,,,,,,,,,,,,"[4622361788, 619511537, 619511533, 4622361789, 4622361788]",,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,
way,49600650,parking,street_side,"POLYGON ((7.781413 49.4491742, 7.7816643 49.449348, 7.7815985 49.4493853, 7.7815902 49.4494112, 7.7815226 49.4494469, 7.7814889 49.449431, 7.7814437 49.4494714, 7.7813666 49.4494327, 7.7812711 49.4495219, 7.7811778 49.4495116, 7.7810243 49.4493895, 7.781413 49.4491742))",permissive,,,,,,,,,,,,,,,,,,,,,,Autoteile Berger,,"[630736576, 630736577, 1249830047, 1249830497, 1249830488, 1249830454, 1205660366, 1205659839, 1249829959, 630736579, 630736575, 630736576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50930105,parking,surface,"POLYGON ((7.7659628 49.4701653, 7.7659959 49.4700173, 7.7661571 49.4700332, 7.7662464 49.4700765, 7.7662184 49.470189, 7.7659628 49.4701653))",permissive,no,,,,,,,,,,,,,,,,,,,,,,,"[649427673, 649427668, 1771324394, 270460512, 649427679, 649427673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51260853,parking,surface,"POLYGON ((7.806976 49.4542347, 7.8069469 49.4542716, 7.8067753 49.4545111, 7.806878 49.4545419, 7.8069461 49.4545541, 7.8070509 49.4545455, 7.8071274 49.4545412, 7.8072381 49.4545558, 7.8078566 49.4546799, 7.8079913 49.4544922, 7.8070065 49.4541913, 7.806976 49.4542347))",,no,,,,,,,,,,,,,,,,,,,,,,no,"[654078080, 1132763746, 1132762617, 1132762944, 654078086, 1132763604, 1132763198, 1132763694, 654078087, 654078088, 1132762982, 654078080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51480680,parking,,"POLYGON ((7.7025721 49.404375, 7.702785 49.4043884, 7.7027553 49.4045878, 7.7025424 49.4045743, 7.7025721 49.404375))",,,,,,,,,,,,,,,,,,,,,,,,,"[657785078, 657785080, 657785086, 657785084, 657785078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51971134,parking,,"POLYGON ((7.7245124 49.4290513, 7.7245104 49.4291506, 7.7242931 49.4291488, 7.7242904 49.4292003, 7.7253903 49.429204, 7.7253932 49.4290588, 7.7245124 49.4290513))",,,,,no,,,,,,,,,,,,,,,,,,,,"[662757465, 1956828227, 1956828225, 662757466, 662757491, 662757490, 662757465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51971148,parking,,"POLYGON ((7.7226949 49.4303464, 7.7224875 49.430277, 7.7223328 49.4304727, 7.7225402 49.4305421, 7.7226949 49.4303464))",,,,,,,,,,,,,,,,,,,,,,,,,"[662757439, 662757442, 662757443, 662757441, 662757439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51971157,parking,,"POLYGON ((7.7229163 49.4300095, 7.7224158 49.4300091, 7.7224694 49.4301403, 7.7228828 49.4302782, 7.7229163 49.4300095))",,,,,,,,,,,,,,,,,,,,,,,,,"[662757432, 662757427, 662757426, 662757447, 662757432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51971158,parking,surface,"POLYGON ((7.7234496 49.4304735, 7.7235353 49.4304995, 7.7235449 49.4304345, 7.7236342 49.4304559, 7.7236819 49.4298547, 7.7234991 49.4298404, 7.7234496 49.4304735))",private,,,,,,,,,,,,,,,,,,,,,,,,"[662757497, 1956828543, 1956828540, 662757496, 662757481, 662757477, 662757497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56130954,parking,,"POLYGON ((7.7356709 49.4070125, 7.7357638 49.4070099, 7.7361902 49.4070982, 7.7361783 49.4071227, 7.7364812 49.4071803, 7.7363762 49.4074378, 7.7357875 49.4072684, 7.7356117 49.4072563, 7.7356709 49.4070125))",,,,,,,,,,,,,,,,,,,,,,,,,"[1157475607, 2261328374, 2261328395, 2261328404, 704393095, 259408063, 2261328458, 259408064, 1157475607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56418741,parking,surface,"POLYGON ((7.7689123 49.4351861, 7.7688876 49.4351349, 7.7688668 49.4350993, 7.7687864 49.4351339, 7.7687387 49.4351208, 7.7686923 49.4351421, 7.7685752 49.4351756, 7.768072 49.4350658, 7.7680635 49.4349688, 7.7681352 49.4348282, 7.767276 49.4346437, 7.7672588 49.4346794, 7.7670902 49.434644, 7.766865 49.4350933, 7.7669177 49.4351068, 7.766896 49.4351505, 7.7669386 49.4351599, 7.7674401 49.4352704, 7.7674588 49.4352348, 7.7675325 49.4350928, 7.7674775 49.4350808, 7.7675358 49.4349683, 7.7678542 49.4350381, 7.767825 49.4350944, 7.7682221 49.4351815, 7.7688207 49.4353128, 7.7689467 49.4352176, 7.7689123 49.4351861))",permissive,,,,yes,,,,,,,,,,,,,,,,,,,,"[707095198, 1167923394, 1152739223, 1152738784, 1152738534, 1152739002, 1152738707, 1152737881, 707095341, 1152738666, 1152738642, 1152738227, 707095348, 707095315, 1152738737, 1721713354, 1721713355, 1721713365, 1152738722, 1152739037, 707095324, 707095310, 707095322, 707095346, 4470227674, 707095353, 1152738875, 707095198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60220835,parking,surface,"POLYGON ((7.7971327 49.4572803, 7.7971417 49.4573753, 7.7973258 49.4574524, 7.7973388 49.4575571, 7.7975529 49.4575481, 7.7975633 49.4576493, 7.7976513 49.4577362, 7.7977986 49.457802, 7.7979122 49.4578155, 7.7980347 49.4578165, 7.7981406 49.4577919, 7.7982508 49.4577406, 7.7983322 49.4576656, 7.7983629 49.4575548, 7.7983451 49.4574727, 7.7982799 49.4573799, 7.7978276 49.457128, 7.7973221 49.4571594, 7.7971327 49.4572803))",designated,no,,,,,,,,,,,,,,,,,,,,,,no,"[1132762520, 748069820, 748069809, 748069781, 748069787, 1132762424, 1132762809, 748069799, 748069816, 1877310044, 1132763211, 1132762621, 748069796, 748069806, 748069822, 748069812, 748069794, 1877310010, 1132762520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60221409,parking,surface,"POLYGON ((7.8059315 49.456513, 7.8066206 49.4572053, 7.8069033 49.457278, 7.8071559 49.4572595, 7.810324 49.4559353, 7.8102654 49.4558816, 7.8102158 49.4558339, 7.8097562 49.4560167, 7.8091213 49.4562691, 7.809024 49.456177, 7.8089441 49.4562167, 7.8088938 49.4561765, 7.8088354 49.4561418, 7.8087588 49.4561155, 7.8086755 49.4561033, 7.8085977 49.4560998, 7.8085037 49.4561155, 7.8084238 49.456144, 7.8083748 49.456098, 7.8077632 49.4563617, 7.8073376 49.4559453, 7.8060361 49.4565134, 7.8059315 49.456513))",customers,no,,,yes,,,,,,,,,,,,,,,,,,,no,"[748078809, 748078854, 1132763176, 1132762604, 748078806, 1132763010, 1132763531, 1090881547, 1090881546, 1090881545, 1090881544, 1090881543, 1090881524, 1090881520, 1090881517, 1090881513, 1090881512, 1090881461, 1090881510, 748078820, 1090881459, 1132763410, 748078809]",,,,,,,,,,,,,,,,customers,Möbel Martin,,,,,,,,,,,,,,,,
way,60596453,parking,surface,"POLYGON ((7.712551 49.4798843, 7.7127697 49.4798125, 7.7128749 49.4797217, 7.7127061 49.4796254, 7.7125814 49.4795441, 7.7124041 49.4796294, 7.712551 49.4798843))",,,,,limited,,,,,,,,,,,,,,,,,,,,"[757408580, 1864016922, 757408581, 6601490884, 757408575, 757408558, 757408580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61333360,parking,surface,"POLYGON ((7.8176307 49.4539659, 7.8203093 49.4532721, 7.820604 49.4531792, 7.8208199 49.4537537, 7.8215667 49.4536462, 7.8218982 49.4546542, 7.8218861 49.4547057, 7.8218552 49.4547423, 7.821811 49.4547684, 7.8217533 49.4547806, 7.8216889 49.454785, 7.821634 49.4547754, 7.8215455 49.4547301, 7.8213872 49.4548826, 7.8214663 49.4551904, 7.8211713 49.4554693, 7.8209674 49.4555888, 7.820777 49.4556498, 7.8206 49.4556803, 7.820372 49.4556803, 7.8201467 49.455669, 7.817899 49.4554057, 7.8176549 49.4553691, 7.8175275 49.4553412, 7.817321 49.4552427, 7.8171493 49.455152, 7.8170179 49.4550518, 7.8169388 49.4549463, 7.8168704 49.4548129, 7.8168087 49.4546141, 7.8168087 49.4544973, 7.8168529 49.4543883, 7.8169253 49.4542802, 7.8170742 49.4541817, 7.8172727 49.4540832, 7.8176307 49.4539659))",,,,Park & Ride Kaiserslautern Ost - Schweinsdell,,,,,,,,,,,,,,,,,,,,yes,"[766069197, 766069218, 7153600340, 7153600339, 766069178, 7153600338, 7153600337, 7153600336, 7153600335, 7153600334, 7153600333, 7153600332, 7153600331, 7153600330, 7153600329, 7153600328, 7153600327, 7153600326, 7153600325, 7153600324, 7153600323, 7153600322, 7153600321, 7153600320, 7153600319, 7153600318, 7153600317, 7153600316, 7153600315, 7153600314, 7153600313, 7153600312, 7153600311, 7153600310, 7153600309, 766069197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61333364,parking,,"POLYGON ((7.8462764 49.4572297, 7.8462473 49.4573436, 7.8477993 49.4578185, 7.8478604 49.457744, 7.8462764 49.4572297))",,,,Langen Berg,,,,,,,,,,,,,,,,,,,,,"[766069180, 766069188, 766069204, 766069227, 766069180]",,,,,,,,,,,,,,,,,,"Laut TMC-Richtung sind die Namen der Parkplätze hier vertauscht, bitte mal prüfen.",yes,,,,,,,,,,,,,,
way,61333365,parking,surface,"POLYGON ((7.8452503 49.4564313, 7.8453183 49.4563455, 7.8462858 49.4566695, 7.8462178 49.4567553, 7.8452503 49.4564313))",,,,Qaiders Berg,,,,,,,,,,,,,,,,,,,,,"[766069212, 766069224, 766069182, 766069196, 766069212]",,,,,,,,,,,,,,,,,,"Laut TMC-Richtung sind die Namen der Parkplätze hier vertauscht, bitte mal prüfen.",yes,,,,,,,,,,,,,,
way,61419860,parking,surface,"POLYGON ((7.7045074 49.4474101, 7.7045253 49.4470352, 7.70473 49.4469295, 7.705256 49.4469545, 7.7054288 49.447069, 7.7054264 49.4471349, 7.7056381 49.4471536, 7.7056914 49.4471158, 7.7058962 49.4470008, 7.7060056 49.4469911, 7.7060731 49.4470095, 7.7063313 49.4471768, 7.7063702 49.4473427, 7.7062457 49.4475312, 7.7061957 49.4475812, 7.7060607 49.4476542, 7.7059748 49.447671, 7.7058827 49.447668, 7.7059627 49.4473523, 7.7058468 49.4472743, 7.7056068 49.4472619, 7.7055144 49.4472213, 7.7054541 49.447254, 7.7053489 49.4474445, 7.7052138 49.4474782, 7.7045832 49.44746, 7.7045074 49.4474101))",yes,no,,Mitfahrerparkplatz,,,,,,,,,,Landesbetrieb Mobilität Rheinland-Pfalz,,,,,,,,,,yes,"[766849360, 766849294, 766849363, 766849357, 766849326, 5818923559, 5818923560, 5818923347, 5818923348, 5818923349, 5818923350, 5818923351, 5818923352, 5818923558, 5818923557, 5818923556, 5818923555, 5818923554, 5818923553, 5818923346, 5818923561, 5818923562, 766849374, 766849346, 766849333, 766849301, 766849360]",,,,,,,,,,,24/7,,,,,,,,,no,,,,,,,,,,,,,
way,61857520,parking,surface,"POLYGON ((7.7530303 49.4334886, 7.753655 49.4332806, 7.7539239 49.4336224, 7.7540111 49.4337421, 7.7543717 49.433618, 7.7541282 49.4333086, 7.7544466 49.4332026, 7.7546122 49.4331454, 7.7545033 49.433084, 7.7545665 49.4330606, 7.754369 49.4328037, 7.7543079 49.4328215, 7.7542719 49.4327745, 7.7529072 49.43323, 7.752873 49.4333012, 7.7530303 49.4334886))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[770923955, 770923954, 1147133843, 1147133615, 1147134525, 770923953, 770923952, 1147132530, 2209737602, 2209737601, 770923963, 2209737598, 2209737597, 770923965, 3286092430, 770923955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66016337,parking,,"POLYGON ((7.6808903 49.4819912, 7.6810489 49.4815047, 7.6814479 49.4815685, 7.681592 49.4820691, 7.6808903 49.4819912))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[801945452, 801946420, 801945100, 801946053, 801945452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66273406,parking,surface,"POLYGON ((7.7490679 49.4232817, 7.7480655 49.4234714, 7.7480824 49.4235085, 7.7479462 49.4235347, 7.7479281 49.4234949, 7.7478715 49.4235058, 7.7477462 49.4232432, 7.7476521 49.4229832, 7.7480834 49.4229085, 7.7481003 49.4229457, 7.7481981 49.4231665, 7.7482157 49.4232062, 7.748344 49.4231822, 7.7487953 49.4230976, 7.7487736 49.4230486, 7.748854 49.4230335, 7.7488794 49.4230295, 7.7488876 49.4230477, 7.74895 49.4230359, 7.7490679 49.4232817))",permissive,,,,yes,,,,,,,,,,,,,,,,,,,,"[803547369, 2497652538, 2497652541, 803547357, 2497652539, 2497652540, 2497652533, 803547325, 364900095, 1155346723, 2497652527, 803547320, 2497652530, 2497652521, 2497652520, 1155346725, 2497652517, 2497652519, 2497652518, 803547369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67197203,parking,rooftop,"POLYGON ((7.766865 49.4350933, 7.7667852 49.4350774, 7.7667687 49.4351128, 7.7659491 49.4349362, 7.7661234 49.434605, 7.7656073 49.4344902, 7.7656442 49.43442, 7.7656862 49.4343402, 7.7670902 49.434644, 7.766865 49.4350933))",permissive,,,,yes,,,,,,,,,,,,,,,,,,,,"[707095315, 1152737832, 1152739078, 811432692, 3812343066, 3812343063, 3812343061, 811432694, 707095348, 707095315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67197208,parking,surface,"POLYGON ((7.7720173 49.4316302, 7.7721714 49.4316914, 7.7723147 49.4317049, 7.7723659 49.4316427, 7.7717356 49.4295959, 7.7717418 49.4293199, 7.7716318 49.4293236, 7.7714617 49.4294691, 7.7714055 49.4295779, 7.7714156 49.4297012, 7.7716151 49.4301751, 7.7717941 49.4306975, 7.7719843 49.4311768, 7.7720438 49.4315477, 7.7720146 49.4315724, 7.7720173 49.4316302))",yes,no,,,,,gravel,,,,,,,,,,,,,,,,,,"[811432759, 10866694594, 4173293153, 10866694584, 10866694588, 10866694592, 1785799407, 1785799416, 1785799420, 811432756, 4176723202, 811432758, 1785799510, 4176723203, 4176723204, 811432759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67197214,parking,surface,"POLYGON ((7.7693601 49.4339841, 7.7693612 49.4344582, 7.769146 49.4344562, 7.769144 49.4339859, 7.7693601 49.4339841))",permissive,,,,,,paved,,,,,,,,,,,,,,,,,,"[811432763, 811432782, 811432776, 811432762, 811432763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67522051,parking,surface,"POLYGON ((7.8196121 49.4362145, 7.820055 49.4360834, 7.820177 49.4363164, 7.8198087 49.4364022, 7.8196121 49.4362145))",,,,,,,gravel,,,,,,,,,,,,,,,,,,"[815229842, 815229769, 815229706, 815229793, 815229842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67522073,parking,surface,"POLYGON ((7.7836708 49.4404357, 7.7838067 49.4401937, 7.7838343 49.440201, 7.7839103 49.4402189, 7.7840353 49.4399951, 7.7841318 49.4400181, 7.784463 49.4400985, 7.7847046 49.4396781, 7.785016 49.4397568, 7.7848965 49.4399641, 7.7847456 49.4399275, 7.7844646 49.4404291, 7.7843644 49.4406025, 7.7836708 49.4404357))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[815229879, 1202919237, 1202919674, 1202919843, 1202919211, 815229836, 815229896, 815229968, 815229690, 815229775, 815229852, 815229952, 815229921, 815229879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67522074,parking,surface,"POLYGON ((7.8079035 49.437119, 7.8080603 49.4370329, 7.8082945 49.4372133, 7.8081376 49.4372994, 7.8079035 49.437119))",,,,,,,gravel,,,,,,,,,,,,,,,,,,"[274743748, 815229837, 815229898, 815229970, 274743748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67522120,parking,surface,"POLYGON ((7.7843901 49.4406076, 7.7844928 49.4404354, 7.7847688 49.4399575, 7.7849171 49.4399946, 7.7847538 49.440244, 7.7850073 49.4403142, 7.7850283 49.4402822, 7.7851072 49.440304, 7.7851211 49.4403086, 7.7851033 49.440339, 7.7848782 49.4407238, 7.7843901 49.4406076))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[815229993, 815230031, 815229940, 815230010, 815229740, 1202918751, 1202918744, 815229808, 1202919709, 1202919033, 815229871, 815229993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83383933,parking,,"POLYGON ((7.7669964 49.4479249, 7.7669888 49.4479473, 7.7669532 49.4481093, 7.7673409 49.4481454, 7.7674751 49.4481674, 7.7675851 49.4479801, 7.7669964 49.4479249))",,,,,yes,,,,,,,,,,,,,,,,,,,,"[970672538, 1089481010, 970672589, 1089601946, 970672572, 970672618, 970672538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83470106,parking,,"POLYGON ((7.7615742 49.4595599, 7.7617679 49.4595843, 7.7617942 49.4594687, 7.7617957 49.4593591, 7.7616105 49.4593434, 7.7615993 49.45945, 7.7615742 49.4595599))",,,,,limited,,,,,,,,,,,,,,,,,,,,"[262302814, 270533266, 1290175609, 971915070, 271334234, 1290176466, 262302814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87923485,parking,street_side,"POLYGON ((7.7622615 49.4418194, 7.7623 49.4419772, 7.7623166 49.4420204, 7.7623482 49.4420799, 7.7625011 49.441962, 7.7625989 49.4418891, 7.7623037 49.441791, 7.7622807 49.4417885, 7.7622615 49.4418194))",,,,,,,,,,,,,,,,,,,,,,,,,"[1165060571, 1152738409, 1152739097, 1022204076, 1165060676, 1022204078, 1165059251, 10872939372, 1165060571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89558119,parking,,"POLYGON ((7.7676958 49.474604, 7.7678193 49.4744714, 7.7676584 49.474352, 7.7674922 49.4744465, 7.7676958 49.474604))",,,,,,,,,,,,,,,,,,,,,,,,,"[1038170282, 1038169627, 1038170378, 1038169430, 1038170282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93463466,parking,,"POLYGON ((7.7611806 49.4693306, 7.7612094 49.4693695, 7.7615305 49.4692695, 7.7615018 49.4692305, 7.7611806 49.4693306))",,,,,,,,,,,,,,,,,,,,,,,,,"[1083495710, 1083495060, 1083495161, 270493534, 1083495710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
