element_type,osmid,barrier,wheelchair,geometry,access,name,noname,tourism,wikimedia_commons,note,contact:website,description,start_date,operator,leisure,lit,historic,nodes,name:etymology:wikidata,image,wikidata,alt_name,opening_hours,landcover,landuse,name:fr,architect,surface,old_name,wikipedia,fee,dog,abandoned:landuse,contact:phone,operator:wikidata,zoo,website,disused:landuse,landuse:1851-1917,source,ways,type
way,188503454,,,"POLYGON ((6.9876829 49.2269049, 6.988175 49.2266144, 6.9879113 49.2263955, 6.9878514 49.2263458, 6.9878231 49.2263823, 6.9875969 49.226674, 6.9875828 49.2267226, 6.9875849 49.2267557, 6.9875978 49.2268009, 6.9876266 49.2268444, 6.9876461 49.2268672, 6.9876655 49.2268904, 6.9876829 49.2269049))",,,yes,,,,,,,,park,,,"[7838510412, 1991332584, 9989719540, 1991332583, 10914859156, 4394412588, 1991332579, 1991332581, 4394412587, 1991332576, 4593631234, 1991332592, 7838510412]",,,,,,,,,,,,,,,,,,,,,,,,
way,188524526,,,"POLYGON ((7.0347677 49.2153369, 7.0345703 49.2153192, 7.0345427 49.2154436, 7.0344993 49.2156335, 7.0346889 49.2156467, 7.0347677 49.2153369))",,,,,,,,,,,park,,,"[1991550670, 1991550669, 1991550682, 1991550667, 1991550677, 1991550670]",,,,,,,,,,,,,,,,,,,,,,,,
way,192228263,,,"POLYGON ((7.0031446 49.2324739, 7.0032162 49.2325499, 7.0032495 49.2325379, 7.0033351 49.2325062, 7.0033272 49.2324965, 7.0032991 49.2324616, 7.0033781 49.2324319, 7.0034167 49.232476, 7.0035247 49.2324361, 7.0036016 49.2325247, 7.0035652 49.2325382, 7.0038365 49.2328509, 7.0038762 49.2328996, 7.0039052 49.2328893, 7.0038645 49.2328405, 7.0040372 49.2327767, 7.0041135 49.2328646, 7.0039371 49.2329274, 7.0039265 49.2329148, 7.003897 49.2329253, 7.0039074 49.232938, 7.0038911 49.2329502, 7.0039345 49.2329811, 7.0039712 49.2330073, 7.0040364 49.2329757, 7.0044938 49.2332906, 7.00439 49.2333547, 7.0044922 49.2334252, 7.004626 49.233505, 7.0048901 49.2333881, 7.0050713 49.2335943, 7.0051829 49.233612, 7.0050662 49.2333678, 7.0049375 49.2331616, 7.0048242 49.2329976, 7.0046914 49.2328151, 7.0045378 49.2326273, 7.0044365 49.2325123, 7.0042304 49.2323049, 7.0041516 49.2323438, 7.0041878 49.2323727, 7.0040314 49.2324551, 7.0040022 49.232433, 7.0039415 49.2324688, 7.0036552 49.2322444, 7.0034569 49.2323449, 7.0031446 49.2324739))",yes,,,,,,,,,,park,,,"[2027894482, 10189165573, 1051968087, 1263279484, 8680626245, 1263279490, 1263279487, 1263279489, 1051967998, 1051968033, 1051968047, 1051968079, 7563077679, 7563077680, 7563077681, 1051967990, 1051968014, 7563077682, 7563077677, 7563077678, 1051968015, 1263278588, 1377425873, 1051968082, 1051968057, 1051968084, 1051967996, 1051968021, 1263287667, 1263287683, 7193020092, 378351862, 1377432276, 1377432261, 1377476465, 9046731058, 1377432259, 9046703300, 1377432278, 9046703296, 9046703297, 9046703298, 9046703299, 1263287714, 9251577118, 1263287668, 2027894482]",,,,,,,,,,,,,,,,,,,,,,,,
way,206146152,,,"POLYGON ((7.0088991 49.2188217, 7.009398 49.2184118, 7.0087009 49.2180017, 7.0085991 49.2180453, 7.0086644 49.2180847, 7.0082122 49.2183942, 7.0082288 49.2184432, 7.0088991 49.2188217))",yes,,,,,,,,,,park,,,"[2161451426, 2161451405, 2161451399, 2161451395, 2161451391, 2161451404, 2161451411, 2161451426]",,,,,,,,,,,,,,yes,,,,,,,,,,
way,209727695,,,"POLYGON ((6.9572497 49.2446366, 6.9573006 49.2446934, 6.9573797 49.2447295, 6.9581966 49.2449653, 6.9582732 49.2449801, 6.958279 49.244973, 6.9574339 49.2444125, 6.9571707 49.2444669, 6.9572497 49.2446366))",,,,,,,,,,,park,,,"[2199213410, 2199213395, 2199213388, 2199213411, 2199213402, 2199213400, 2199213413, 2199213387, 2199213410]",,,,,,,,,,,,,,,,,,,,,,,,
way,210616477,,,"POLYGON ((7.0092946 49.2225878, 7.0089192 49.2227504, 7.0089256 49.2227565, 7.0099692 49.2224057, 7.0107365 49.2221363, 7.0111704 49.2219818, 7.0110406 49.2218901, 7.0110241 49.2218793, 7.0110071 49.2218682, 7.0109575 49.2218338, 7.0109224 49.2218516, 7.0106683 49.2219737, 7.0106338 49.2219902, 7.0104429 49.2220815, 7.0098626 49.2223592, 7.0098415 49.2223693, 7.0098321 49.2223738, 7.0092946 49.2225878))",,,,,,,,,,,park,,,"[2206927518, 2206927523, 9338952689, 2206927519, 7836245725, 2206927520, 7836147330, 7836147328, 7836147322, 2206927521, 8846722372, 9606120751, 9606120745, 9606120752, 9606120754, 9606120748, 2206927522, 2206927518]",,,,,,,,,,,,,,,,,,,,,,,,
way,211642509,,,"POLYGON ((7.0163907 49.2394025, 7.0160771 49.2398144, 7.0161458 49.239823, 7.0163561 49.2398494, 7.01715 49.2401244, 7.0174477 49.2397268, 7.0163907 49.2394025))",private,,,,,,,,,,park,,,"[2216245740, 2216245741, 8223037545, 2216245737, 2216245738, 2216245739, 2216245740]",,,,,,,,,,,,,,,,,,,,,,,,
way,213804608,,,"POLYGON ((7.005422 49.2301223, 7.005017 49.2302272, 7.0050412 49.230258, 7.0050481 49.2302679, 7.0050861 49.2303175, 7.0054525 49.2302169, 7.0054417 49.2301865, 7.005422 49.2301223))",,,,,,,,,,,park,,,"[2234392921, 2234392898, 9696133481, 10090397855, 2234392892, 1290938420, 9696133480, 2234392921]",,,,,,,,,,,,,,,,,,,,,,,,
way,215436643,,,"POLYGON ((6.9694244 49.2399105, 6.9695138 49.2398751, 6.9694966 49.2398387, 6.9694898 49.2398187, 6.9691086 49.2398871, 6.9685717 49.2399881, 6.9686195 49.2400875, 6.9691335 49.2399791, 6.9691403 49.2399944, 6.969166 49.2399888, 6.9693004 49.2399465, 6.9694244 49.2399105))",,,,,,,,,,,park,,,"[2248754050, 2248754059, 6371487062, 3453660164, 6371487046, 2248754046, 2248754052, 9883734008, 6371487050, 6371487047, 6371487022, 2248754050]",,,,,,,,,,,,,,,,,,,,,,,,
way,216390067,,,"POLYGON ((7.0108898 49.242641, 7.0112353 49.2428495, 7.0115267 49.2430296, 7.0117669 49.2432189, 7.0118602 49.2433172, 7.0119154 49.2433928, 7.0119657 49.2434616, 7.0119871 49.2434905, 7.0121496 49.2436949, 7.0122967 49.2438686, 7.0124093 49.2439425, 7.0126085 49.2440644, 7.0128203 49.2441448, 7.0129831 49.2441885, 7.0132111 49.244217, 7.0136359 49.2442454, 7.0138852 49.2442484, 7.0144661 49.2442367, 7.0147687 49.2442376, 7.0149767 49.2442546, 7.0151855 49.2442886, 7.0153562 49.2443316, 7.0155747 49.2443906, 7.0157772 49.2444583, 7.0159512 49.2445351, 7.01614 49.244624, 7.016329 49.2447518, 7.0164694 49.2448729, 7.016839 49.2447448, 7.0171303 49.2445504, 7.0172897 49.2444538, 7.0166518 49.2444275, 7.0157553 49.2440539, 7.0154749 49.2438438, 7.0152785 49.2437667, 7.0152314 49.2437594, 7.0145817 49.2436481, 7.0140908 49.2435608, 7.0140271 49.2435488, 7.0139748 49.2435373, 7.0129224 49.2431836, 7.0124803 49.2430295, 7.0123274 49.2428824, 7.0121848 49.2426302, 7.0119354 49.2428456, 7.011217 49.2424761, 7.0110855 49.2424761, 7.0108898 49.242641))",,,,,,,,,,,park,,,"[2257446560, 2257446581, 2257446592, 2257446558, 8237998192, 9344332166, 9344332139, 9344332129, 2257446526, 2257446565, 2257446564, 2257446514, 2257446527, 2257446553, 2257446523, 2257446509, 8237998197, 2259807604, 8237998190, 2257446536, 2257446569, 2257446477, 8237998191, 2257446519, 2257446466, 8237998202, 2259807663, 2257446563, 331862566, 9318682635, 1810991854, 1810991852, 1810991825, 8665003508, 8665128223, 8665003507, 9318682628, 1139168260, 9318676593, 353721195, 2257446467, 2257446599, 2257446582, 2257446608, 2257446520, 2257446508, 2257446549, 2257446560]",,,,,,,recreation_ground,,,,,,,,,,,,,,,,,
way,216877761,,,"POLYGON ((6.9884071 49.2188617, 6.9879002 49.2193364, 6.9881523 49.2195186, 6.9884804 49.2196349, 6.9889275 49.2190754, 6.9884071 49.2188617))",private,,,,,,,,,,park,,,"[2262006938, 2262006943, 2262006942, 2262006939, 2262006940, 2262006938]",,,,,,,,,,,,,,,,,,,,,,,,
way,218731157,,,"POLYGON ((6.9890593 49.2249205, 6.9891721 49.2249129, 6.9892523 49.2249014, 6.9895055 49.2248284, 6.9895295 49.2248138, 6.9895413 49.2247868, 6.989525 49.2247624, 6.9888366 49.2244013, 6.9887879 49.2244363, 6.988965 49.2245379, 6.9889258 49.2245708, 6.9889486 49.2245937, 6.9889532 49.2246219, 6.9889277 49.2246532, 6.9888954 49.2246654, 6.9888523 49.224668, 6.9888153 49.2246588, 6.9887311 49.2247268, 6.9890593 49.2249205))",private,,,,,,,,,,park,,,"[2279574436, 10858834827, 2279574401, 8458924789, 2279574412, 8458924794, 8458924776, 2279574421, 2279574417, 2279574457, 10796090580, 10796090574, 10796090591, 10796090583, 10796090572, 10796090576, 10796090569, 2279574453, 2279574436]",,,,,,,,,,,,,,,,,,,,,,,,
way,218985373,,,"POLYGON ((6.9873103 49.2234617, 6.9868224 49.2235469, 6.9864505 49.2235489, 6.985624 49.2233983, 6.9854487 49.2235385, 6.9858384 49.2236628, 6.9860877 49.2237381, 6.9862283 49.2237811, 6.9863599 49.22381, 6.9865184 49.2238289, 6.9866773 49.2238359, 6.9867562 49.2238296, 6.9868338 49.2238221, 6.9869067 49.2238197, 6.9869737 49.2238305, 6.9870226 49.2238535, 6.9870764 49.2238881, 6.9873236 49.2238799, 6.9873103 49.2234617))",,,,,,,,,,,park,,,"[2272842533, 1138735838, 2281920865, 1138735578, 1138735666, 10858834838, 2281920876, 2281920874, 2281950640, 9281890604, 2281920867, 2281920869, 2279574419, 1393635593, 2279574434, 2281950646, 2279574440, 1138735755, 2272842533]",,,,,,,,,,,,,,,,,,,,,,,,
way,219300173,,,"POLYGON ((6.9805292 49.2325576, 6.9805375 49.2325735, 6.9805601 49.2325818, 6.980644 49.2325931, 6.9806464 49.2325858, 6.9806629 49.2325359, 6.9807165 49.2325433, 6.9807007 49.2325933, 6.9806982 49.232601, 6.9808479 49.2326206, 6.9809137 49.2324279, 6.9811125 49.2324578, 6.9810921 49.2325167, 6.9815444 49.2325867, 6.9815468 49.23258, 6.9816448 49.2325952, 6.9816599 49.2325422, 6.981782 49.2321689, 6.9818302 49.2321098, 6.9814602 49.2320304, 6.9812278 49.2319902, 6.9811008 49.2319692, 6.9809808 49.2323433, 6.9807973 49.232318, 6.9808007 49.232302, 6.980625 49.232278, 6.980608 49.232325, 6.9805292 49.2325576))",private,,,,,,,,,,park,,,"[2284813320, 8893271285, 8893257415, 8893271230, 8893271227, 8893271254, 8893257402, 8893271250, 8893271217, 2284813316, 2284813312, 2284813311, 1039755926, 1039754903, 8501806736, 8501806734, 1014657375, 1014657028, 1017839257, 1017839174, 1017839205, 1014657711, 1014657255, 1014657165, 1325182331, 1325182330, 2284813329, 2284813320]",,,,,,,,,,,,,,,,,,,,,,,,
way,219754077,,,"POLYGON ((6.9966827 49.2360478, 6.99675 49.2361091, 6.9967883 49.2361397, 6.9968155 49.2361426, 6.9968837 49.23614, 6.9969811 49.2361362, 6.9971008 49.236129, 6.9972208 49.23612, 6.997258 49.236096, 6.9972654 49.2360597, 6.9972431 49.2360183, 6.9972008 49.2359519, 6.9971458 49.2358654, 6.9971269 49.2358354, 6.9971482 49.2358275, 6.9970247 49.2356061, 6.9968779 49.2356849, 6.9969171 49.2357155, 6.9969951 49.23572, 6.9970452 49.2357592, 6.9970372 49.2358111, 6.9970457 49.2358176, 6.9970889 49.2358505, 6.997033 49.2358817, 6.9970402 49.2358872, 6.9969019 49.2359646, 6.9968719 49.2359415, 6.9966827 49.2360478))",,,,,,,,Garten an der Johanneskirche,,,park,,,"[924214108, 924215365, 5541444098, 924214979, 5758974942, 6561903211, 5758974941, 6533222032, 6533222033, 924214980, 5758974940, 8489793826, 5758974939, 7627034083, 7627034082, 1290686758, 6751174687, 5586829254, 5586829253, 5586829252, 5586829251, 6751179461, 6751179462, 6751179463, 924214121, 924214112, 924214110, 924214108]",,,,,"Mo-Fr 09:00-19:00;Sa,Su,PH closed",,,,"FLORATEC GmbH & Co.KG, Rehlingen-Siersburg",,,,,no,,,,,,,,,,
way,230687706,,,"POLYGON ((6.9580443 49.2549248, 6.9585612 49.255041, 6.9591502 49.255179, 6.9591731 49.2551844, 6.9592325 49.2551988, 6.9592456 49.2551764, 6.9592709 49.255132, 6.9593068 49.2550999, 6.9593854 49.2550402, 6.9594161 49.255009, 6.9594332 49.2549916, 6.9593878 49.2549825, 6.9593609 49.2549771, 6.9588527 49.2548752, 6.9586658 49.2548362, 6.9582483 49.2547565, 6.958135 49.2547345, 6.9580704 49.2548693, 6.9580443 49.2549248))",,Trarbacher Platz,,,,,,,,,park,,,"[1860621966, 5247624924, 10809671970, 10809654138, 1860621982, 10809671909, 2252470102, 4995222735, 2252470107, 9071751863, 288288882, 10809654189, 10809671915, 5247635870, 2252470099, 288288887, 2391540503, 5247605276, 1860621966]",,,,,,,,,,,Spileplatz Trarbacher Platz,,,,playground,,,,,,,,,
way,293219996,,,"POLYGON ((6.9729234 49.2315644, 6.9729876 49.2315627, 6.9731916 49.231558, 6.9733647 49.2315539, 6.9733637 49.2314333, 6.9733622 49.2313179, 6.9728963 49.2314461, 6.9728637 49.2314887, 6.9728709 49.2315342, 6.9729234 49.2315644))",,,,,,,,,,,park,,,"[2958238582, 8623323720, 8623323679, 2967934124, 8623323704, 2967934122, 2969251301, 2958238580, 2958238581, 2958238582]",,,,,,,,,,,,,,,,,,,,,,,,
way,334469785,,,"POLYGON ((7.0167323 49.2354428, 7.0170675 49.2354563, 7.0179043 49.2356104, 7.018863 49.2358474, 7.019019 49.2356124, 7.0190302 49.235563, 7.0189859 49.2355377, 7.0189277 49.235529, 7.018804 49.23553, 7.0185181 49.235544, 7.0182315 49.2355439, 7.0181082 49.2355299, 7.0180116 49.2355088, 7.0170146 49.2352386, 7.0168917 49.2351785, 7.0167999 49.2351045, 7.0167215 49.235012, 7.0166169 49.2348678, 7.0162843 49.2349414, 7.0163164 49.2349729, 7.0163647 49.2349939, 7.0165686 49.2350605, 7.0165306 49.2351179, 7.0165712 49.2351297, 7.0165521 49.2351598, 7.0165103 49.2351485, 7.0165046 49.2351854, 7.016519 49.235318, 7.0165799 49.2353978, 7.0167323 49.2354428))",,,,,,,,,,,park,,,"[3415651670, 3415651656, 3415654097, 3415651665, 4707031653, 3415651674, 4707031652, 4707031656, 4707031655, 4707031654, 3415651681, 3415651660, 3415651686, 3415651646, 3415651666, 3415651650, 3415651690, 3415651691, 3415651663, 3415651687, 3415651682, 3415651689, 10759754153, 10759754173, 10759754162, 10759754142, 3415654101, 3415651644, 3415651645, 3415651670]",,,,,,,,,,,,,,,,,,,,,,,,
way,336735656,,,"POLYGON ((6.9245529 49.2375507, 6.9247017 49.238015, 6.925472 49.2378736, 6.925438 49.237513, 6.9249756 49.2375213, 6.9245529 49.2375507))",,,,,,,,,,Landeshauptstadt Saarbrücken,park,,,"[3438055797, 3438055801, 3438055800, 3438055795, 3438055796, 3438055797]",,,,,,,,,,,,,,,,,,,,,,,,
way,337146113,,,"POLYGON ((7.0001147 49.2307959, 7.0003439 49.2307409, 7.0002187 49.2305373, 6.9995167 49.2306916, 6.999642 49.2308789, 6.9996689 49.2308732, 6.9996893 49.2308684, 6.9998176 49.2308383, 6.9998104 49.2308253, 6.9998503 49.2308159, 6.9998889 49.2308069, 6.9998952 49.2308182, 7.0000035 49.2307928, 7.0000448 49.2307831, 7.0001162 49.2309127, 7.0000435 49.2309297, 6.9999635 49.2309485, 6.999969 49.2309586, 6.9999814 49.2309797, 7.000002 49.2309752, 7.0000223 49.2310138, 7.0000032 49.2310474, 6.9999775 49.2310552, 6.9999907 49.231076, 7.0001095 49.2310431, 7.0001012 49.2310278, 7.000231 49.2309934, 7.0001147 49.2307959))",,,,,,,,,,,park,,,"[8881030399, 8881030383, 1268860098, 1268860093, 1054219142, 10707557575, 10039923651, 1411862542, 1411862547, 10039923652, 1411862541, 1411862545, 10039923641, 1054219222, 1054219169, 3442483527, 1411862544, 1411862546, 1411864537, 1411864534, 1411864518, 1411864516, 1411864532, 1411864533, 1090996952, 1411864521, 8881030400, 8881030399]",,,,,,,,,,,,,,,,,,,,,,,,
way,366476165,,,"POLYGON ((7.0262224 49.2528839, 7.0257292 49.252718, 7.0253995 49.2526651, 7.0250114 49.2527488, 7.0246852 49.2528497, 7.0242079 49.2531359, 7.0240034 49.2533593, 7.0236403 49.2534473, 7.0239837 49.2529148, 7.0244659 49.2524184, 7.0244962 49.2523802, 7.0248194 49.251972, 7.0248271 49.2517281, 7.0248528 49.2515495, 7.0249383 49.2513237, 7.0250779 49.2511161, 7.0251361 49.250884, 7.0252828 49.2505889, 7.0254302 49.2502287, 7.0256305 49.2498405, 7.0257912 49.2495824, 7.0258261 49.2495193, 7.0259523 49.2492927, 7.0259737 49.2492519, 7.0260757 49.2490477, 7.0260988 49.2490014, 7.0261536 49.2489236, 7.0265219 49.249062, 7.0267403 49.2491139, 7.0269007 49.2491783, 7.0270913 49.2492839, 7.0272437 49.2493961, 7.0273936 49.2495225, 7.0275668 49.2496778, 7.0281763 49.2502367, 7.0284063 49.2504159, 7.0288749 49.2506907, 7.0296629 49.2511727, 7.0302544 49.251485, 7.0306126 49.2516401, 7.031215 49.251943, 7.0315184 49.2520775, 7.0315681 49.2521104, 7.0319865 49.2522654, 7.0320982 49.2523022, 7.0321666 49.2523252, 7.0321753 49.2523505, 7.0321987 49.2523734, 7.0324061 49.2524598, 7.0326637 49.2525288, 7.0327988 49.2525367, 7.0328582 49.2525569, 7.0329411 49.2525904, 7.0331011 49.2526549, 7.0332072 49.2527006, 7.0335307 49.2528686, 7.0337987 49.2530609, 7.0343149 49.2534626, 7.0339959 49.25372, 7.0331022 49.2532772, 7.032858 49.2531942, 7.0326896 49.253191, 7.0324212 49.253181, 7.0322794 49.2531718, 7.0322532 49.2531701, 7.0322264 49.2531643, 7.0321996 49.2531584, 7.032172 49.2531524, 7.0321617 49.2531502, 7.0321272 49.2531534, 7.0319206 49.2531729, 7.0319196 49.2532139, 7.0317545 49.2532173, 7.0317544 49.2532507, 7.0317457 49.2535501, 7.0299449 49.253351, 7.027748 49.2523116, 7.0275056 49.2524178, 7.0267922 49.2526805, 7.0262938 49.2529272, 7.0262224 49.2528839))",,Wildpark Saarbrücken,,zoo,,,http://www.saarbruecken.de/de/leben_in_saarbruecken/freizeit/wildpark,,1929,Landeshauptstadt Saarbrücken,park,,,"[832835414, 279897194, 279897193, 469707985, 279897191, 413037917, 279897188, 279897187, 1698343730, 704434385, 10061840671, 704434325, 1698343721, 1698343716, 267934221, 1698343699, 267934209, 292134060, 267934206, 267934195, 267934189, 10061889398, 6393173867, 292134474, 10053318135, 9270150238, 271387765, 8241929653, 9270150248, 9270409318, 9270409321, 9270409329, 9270395977, 9270395999, 9270396016, 9270396012, 9270409326, 9270409319, 9270409317, 9270395981, 9270395982, 9270396011, 417401048, 266943515, 417401050, 9344332174, 9344332182, 132500891, 9270395970, 9270395994, 9270396005, 493962601, 9270395988, 271388279, 9258958329, 493962599, 132500892, 493962602, 9989156086, 9344332134, 9344332173, 3704534529, 9989156085, 10025567386, 3024344022, 10056910153, 10056910131, 10056910152, 3024344021, 10025567387, 9989156084, 10056910159, 10056910158, 10056910157, 9989156087, 3704534530, 10056858899, 10056858898, 10056858897, 10056858896, 832835414]",,,Q55447887,,24/7,,,,,,,,no,,,+49 681 9052316,Q1724,wildlife_park,,,,,,
way,372880978,fence,,"POLYGON ((7.1074568 49.233164, 7.1077099 49.2331644, 7.1077099 49.2331699, 7.1077176 49.2331699, 7.1077249 49.2331699, 7.1077249 49.2331644, 7.1079797 49.2331647, 7.1079787 49.2334822, 7.1074557 49.2334815, 7.1074568 49.233164))",,Gedenkstätte Triebenberg,,,,,,"Als Bestattungsort für 56 im März 1945 gefallene Soldaten der 17. SS-Panzergrenadier-Division „Götz von Berlichingen“ errichtet, die 1955 auf den ""Ehrenfriedhof Weiskirchen"" umgebettet worden sind.",1945,Freunde der Brunnen im Ensheimer Tal e. V.,park,,tomb,"[3764434908, 8142376086, 8142376084, 7496835248, 8142376085, 8142376087, 3764434907, 3764434912, 3764434913, 3764434908]",,,,Ehrenfriedhof Triebenberg,24/7,,,,,,,,,,,,,,http://www.denkmalprojekt.org/dkm_deutschland/saarbr-bischmisheim_triebenberg_saar.htm,,,,,
way,379885002,,,"POLYGON ((6.9858088 49.2356287, 6.9857714 49.2356317, 6.9857481 49.2356335, 6.9857771 49.2358175, 6.9855839 49.2358204, 6.9855792 49.2356086, 6.9854072 49.2356116, 6.9847124 49.2356228, 6.984563 49.2356251, 6.9845668 49.2357298, 6.9843206 49.2357342, 6.9843213 49.2358475, 6.984353 49.2358476, 6.9843533 49.2358846, 6.983913 49.2358898, 6.9839117 49.2358057, 6.9833297 49.2358163, 6.9833317 49.2358966, 6.983209 49.235898, 6.9831947 49.2354594, 6.9843043 49.2354644, 6.9843019 49.2352412, 6.9842913 49.2350531, 6.9856439 49.2350018, 6.9856929 49.235, 6.9858088 49.2356287))",permissive,,,,,,,,,,park,,,"[814806352, 8952501963, 814806353, 1375458184, 814793372, 814793373, 814793374, 3832337574, 3832337562, 3832337570, 814793378, 814793379, 814793380, 3832353077, 3832353073, 3832353078, 3832352549, 3832353062, 3832353084, 9004733053, 814806349, 1375458194, 814806350, 3832355287, 814806351, 814806352]",,,,,,,,,,,,,,,,,,,,,,,,
way,379887724,,,"POLYGON ((6.9829417 49.2360199, 6.9829511 49.2361763, 6.9845761 49.2361311, 6.9845766 49.2360559, 6.9845781 49.2360325, 6.9844716 49.2360342, 6.9833468 49.2360522, 6.9833121 49.2360527, 6.9833135 49.2360904, 6.9831838 49.2360925, 6.9831825 49.2360568, 6.98311 49.2360579, 6.9831085 49.2360159, 6.9829417 49.2360199))",permissive,,,,,,,,,,park,,,"[814889709, 3832352552, 3832364072, 814889694, 367885682, 2228760612, 814889686, 367885679, 367885680, 814806689, 1039755420, 1039755849, 814806686, 814889709]",,,,,,,,,,,,,,,,,,,,,,,,
way,399609720,,,"POLYGON ((6.9502308 49.2129434, 6.9503751 49.2129597, 6.9503947 49.2128827, 6.95025 49.2128678, 6.9502308 49.2129434))",,,,,,,,,,,park,,,"[4023298113, 4023298110, 4023298111, 4023298112, 4023298113]",,,,,,,,,,,,,,,,,,,,,,,,
way,400843001,,,"POLYGON ((6.9762008 49.230724, 6.9754904 49.2308064, 6.9754315 49.2308635, 6.9755253 49.2312038, 6.9755632 49.2313782, 6.9754496 49.2313884, 6.9752836 49.2308287, 6.9750619 49.230339, 6.9750584 49.2303313, 6.9750557 49.2303237, 6.9750234 49.2302334, 6.9749985 49.2301809, 6.9749604 49.2301595, 6.974896 49.2301511, 6.9748453 49.230153, 6.9746622 49.2297724, 6.973817 49.2298839, 6.9736899 49.2295328, 6.973629 49.2293644, 6.9736006 49.2292859, 6.9741368 49.2291997, 6.974501 49.2291435, 6.9745458 49.2291376, 6.9745653 49.2292006, 6.975774 49.2290072, 6.9758773 49.2289992, 6.9762068 49.2289829, 6.9763813 49.2290206, 6.9765276 49.2292359, 6.9766413 49.2293024, 6.9768917 49.2293251, 6.9772346 49.2292886, 6.977652 49.2292222, 6.9778397 49.2294406, 6.9780136 49.2295966, 6.9783068 49.2298342, 6.9783145 49.2298405, 6.9783862 49.2298926, 6.9782784 49.2299465, 6.9782394 49.2299899, 6.9782644 49.2300542, 6.9782687 49.2304213, 6.9781185 49.2305084, 6.9780568 49.2304705, 6.978009 49.2304462, 6.977949 49.2304376, 6.977479 49.230487, 6.9772559 49.2305105, 6.9768309 49.2305529, 6.9768338 49.2305697, 6.9768396 49.2306046, 6.9768476 49.2306522, 6.9763402 49.2307098, 6.9762008 49.230724))",,Alter Friedhof Alt-Saarbrücken,,,Category:Alter Friedhof (Alt-Saarbrücken),,,,,FBS Friedhofs- und Bestattungsbetrieb der Landeshauptstadt Saarbrücken,park,,yes,"[4033475069, 1388353720, 10159717112, 8367960029, 1388353745, 8367960049, 8367960053, 8088694411, 2939683693, 8088694379, 2941076553, 4033454089, 1388353741, 4033450588, 1388353713, 1476099738, 365694203, 10239409576, 1388344680, 10239409577, 10239409579, 10239409567, 1163872839, 10239409578, 1163873143, 10239409561, 9611864844, 9611864850, 10239409572, 9611864849, 2282952956, 1143988017, 2282952966, 10119968312, 2282952957, 2966702305, 9611357933, 2282952963, 9611357943, 2282952959, 2282952958, 2282952960, 2282952964, 2282952955, 9611864842, 8402630034, 2965124896, 1143987550, 2965124898, 8367960018, 8367960065, 2965124903, 1388357376, 4033475069]",,,Q15240753,,,,,,,,,de:Alter Friedhof Alt-Saarbrücken,,,,,,,,cemetery,cemetery,,,
way,402337506,,,"POLYGON ((7.0265328 49.2017952, 7.0267118 49.201874, 7.0267386 49.2018481, 7.0269365 49.2019388, 7.0270828 49.2017972, 7.0266823 49.2016111, 7.0255872 49.2011211, 7.0253958 49.2012517, 7.0253201 49.2013234, 7.0261667 49.2017086, 7.0262788 49.2017555, 7.0263627 49.2017905, 7.0264809 49.2018456, 7.0265328 49.2017952))",private,,,,,,,,,,park,,,"[4047500713, 4047500715, 4047500714, 4047500717, 4047468857, 4047468870, 4047500716, 1138735693, 4047475484, 4047469752, 1070543121, 1070544326, 4047468856, 4047500713]",,,,,,,,,,,,,,,,,,,,,,,,
