osmid,y,x,street_count,ref,highway,geometry
5007502159,49.2509595,6.9404613,3,,,POINT (6.9404613 49.2509595)
5007537622,49.2561561,6.936479,3,,,POINT (6.936479 49.2561561)
5007537627,49.2559858,6.9331429,1,,,POINT (6.9331429 49.2559858)
5007537882,49.2546912,6.9309182,1,,,POINT (6.9309182 49.2546912)
5007537883,49.25517,6.9303359,3,,,POINT (6.9303359 49.25517)
5008822736,49.2541528,6.9287232,3,,,POINT (6.9287232 49.2541528)
5008822751,49.2536922,6.9288751,1,,,POINT (6.9288751 49.2536922)
5008845099,49.2516715,6.9264603,1,,,POINT (6.9264603 49.2516715)
5008919933,49.2552612,6.937259,1,,,POINT (6.937259 49.2552612)
5009467123,49.2527643,6.9369128,1,,,POINT (6.9369128 49.2527643)
5009467137,49.2533094,6.9360231,3,,,POINT (6.9360231 49.2533094)
5009467146,49.2536438,6.9366073,1,,,POINT (6.9366073 49.2536438)
5009718359,49.250998,6.9347388,1,,,POINT (6.9347388 49.250998)
5009718361,49.2512102,6.9346322,3,,,POINT (6.9346322 49.2512102)
5014782940,49.2531433,6.910611,1,,,POINT (6.910611 49.2531433)
5015370220,49.2473097,6.9122714,1,,,POINT (6.9122714 49.2473097)
5015370227,49.2468778,6.9118765,3,,,POINT (6.9118765 49.2468778)
5019533294,49.25786,6.9143646,1,,,POINT (6.9143646 49.25786)
5019778720,49.2524792,6.914429,1,,,POINT (6.914429 49.2524792)
5021508995,49.2497025,6.9397349,3,,,POINT (6.9397349 49.2497025)
5021509009,49.2496222,6.9398446,3,,,POINT (6.9398446 49.2496222)
5021509020,49.2494058,6.9389317,1,,,POINT (6.9389317 49.2494058)
5021509426,49.2499766,6.9393958,3,,,POINT (6.9393958 49.2499766)
5021509428,49.249306,6.9390524,1,,,POINT (6.9390524 49.249306)
5021509430,49.2494256,6.9400771,3,,,POINT (6.9400771 49.2494256)
5021509433,49.2494636,6.9395298,3,,,POINT (6.9395298 49.2494636)
5021509434,49.2492465,6.9383067,1,,,POINT (6.9383067 49.2492465)
5021513629,49.2478832,6.9329984,1,,,POINT (6.9329984 49.2478832)
5021580199,49.2469243,6.9380633,1,,,POINT (6.9380633 49.2469243)
5021670514,49.2461014,6.9397229,1,,,POINT (6.9397229 49.2461014)
