element_type,osmid,foot,opening_hours,wheelchair,geometry,source,access,name,opening_hours:covid19,description,note,check_date:opening_hours,fee,old_name,start_date,nodes,leisure,layer,addr:city,addr:postcode,wikidata,alt_name,dog,heritage,name:de,name:en,name:fr,name:ru,official_name,operator,operator:type,toilets:wheelchair,tourism,website,wikipedia,old_name:1882-1916,wikimedia_commons,disused:amenity,disused:landuse,name:etymology:wikidata,planned:landuse,planned:name,landuse,amenity,natural,club,source:name,loc_name,area,fuel:charcoal,fuel:electric,fuel:gas,fuel:wood,place,name:sk,notes,addr:housenumber,addr:street,ways,type
way,4068430,,,,"POLYGON ((8.3973535 48.9997718, 8.3971006 48.9998572, 8.3969926 48.9999602, 8.3971398 49.0003455, 8.3972695 49.0006896, 8.397352 49.0009122, 8.3974465 49.00109, 8.3975445 49.001247, 8.3978143 49.0016385, 8.3979334 49.0016112, 8.3979194 49.0015846, 8.3978859 49.0015265, 8.3977171 49.0012753, 8.3974274 49.000748, 8.3974558 49.0006953, 8.397653 49.0006369, 8.3977325 49.0007499, 8.3978106 49.000706, 8.3978991 49.0006563, 8.3978159 49.0005745, 8.3976748 49.0003276, 8.3976621 48.9998551, 8.397633 48.9998337, 8.3973535 48.9997718))",,,Beiertheimer Wäldchen,,,,,,,,"[21533721, 21533719, 9007609332, 1607068666, 9007609334, 9007609333, 1607068762, 9007609335, 21533720, 9007609336, 1933419027, 4753821954, 1607068794, 1607068721, 1772489791, 1607068690, 1607068709, 4740763016, 1607068698, 1607068681, 1607068675, 1608035173, 1607068631, 21533721]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4068431,,"Mo-Su,PH 09:00-dawn; Apr-Sep Mo-Su,PH 08:30-dawn",yes,"POLYGON ((8.4024211 49.0003133, 8.4024056 49.0002689, 8.4023983 49.0002481, 8.402394 49.0002356, 8.4023833 49.0002051, 8.4024913 49.0001006, 8.402512 48.999938, 8.402517 48.9996899, 8.4023185 48.9995904, 8.4023215 48.999582, 8.4023259 48.9995696, 8.4023316 48.9995536, 8.402348 48.9995076, 8.4024032 48.9993629, 8.4022258 48.9993311, 8.4022429 48.99929, 8.4022492 48.999275, 8.4022347 48.9992721, 8.4022384 48.999264, 8.4022436 48.9992527, 8.4021942 48.999243, 8.4021718 48.9992386, 8.4021533 48.999235, 8.4020484 48.9991385, 8.4018318 48.999046, 8.4017809 48.9990243, 8.401811 48.9989716, 8.4018813 48.9989937, 8.4021146 48.999044, 8.402377 48.9990847, 8.4027157 48.9991261, 8.4027218 48.9991165, 8.4027334 48.9990981, 8.4027412 48.9990848, 8.4029656 48.9991304, 8.4030445 48.9990605, 8.4030992 48.9990647, 8.4031266 48.9990404, 8.4031457 48.9990235, 8.4032113 48.9990555, 8.4032835 48.9989918, 8.403276 48.9989881, 8.4033132 48.9989553, 8.4033205 48.9989489, 8.4033127 48.9989451, 8.4034599 48.998604, 8.4035531 48.9983637, 8.403563 48.9983383, 8.4037002 48.9980443, 8.4036809 48.9980408, 8.4036967 48.9980034, 8.4037043 48.9979857, 8.4037118 48.9979679, 8.4037339 48.9979159, 8.4037612 48.9978463, 8.4037729 48.9978463, 8.4038833 48.9976066, 8.4038664 48.9976017, 8.4039208 48.9974609, 8.4039362 48.9974636, 8.4040151 48.9972771, 8.404073 48.9971226, 8.4040851 48.9970848, 8.4040871 48.9970681, 8.404085 48.9970529, 8.404079 48.9970366, 8.4040571 48.9970126, 8.4038585 48.9968669, 8.4037665 48.9968016, 8.4033894 48.9965334, 8.403293 48.9964648, 8.4027536 48.9960733, 8.4017511 48.9953539, 8.4016027 48.9953085, 8.4015336 48.9952874, 8.4014608 48.9952684, 8.4014133 48.9952561, 8.4013908 48.9952935, 8.4013742 48.995321, 8.4012403 48.9952862, 8.4012484 48.9952728, 8.4012322 48.9952686, 8.4012079 48.9952623, 8.4012164 48.9952482, 8.4011729 48.9952369, 8.4011816 48.9952225, 8.4011047 48.9952026, 8.4010992 48.9952118, 8.4010595 48.9952775, 8.4010295 48.9952701, 8.4010015 48.9952632, 8.401012 48.9952458, 8.4009744 48.995236, 8.4009636 48.9952538, 8.4008874 48.995235, 8.4008441 48.9952248, 8.400845 48.9952123, 8.4008133 48.9952036, 8.4005569 48.9951333, 8.4005198 48.9951609, 8.4003738 48.9951226, 8.4003566 48.9951181, 8.4003168 48.9951497, 8.3999775 48.9952636, 8.3997622 48.9957777, 8.3997888 48.9957808, 8.3998063 48.9957951, 8.3998054 48.99581, 8.3997923 48.9958268, 8.3997692 48.9958359, 8.3997434 48.9958349, 8.3996298 48.9962826, 8.3995713 48.9965564, 8.3995552 48.9966319, 8.3992167 48.9982168, 8.3992888 48.9982555, 8.3993157 48.9982762, 8.3992767 48.9983127, 8.3993933 48.9985431, 8.3995943 48.9985631, 8.399589 48.9985935, 8.3995845 48.998619, 8.39958 48.9986445, 8.3993886 48.998633, 8.3992528 48.9987514, 8.3991016 48.9988124, 8.3989669 48.9990162, 8.3988668 48.9991235, 8.3987457 48.9992253, 8.3987047 48.9992536, 8.3983853 48.9994227, 8.3980358 48.9995528, 8.3977258 48.9996542, 8.3977086 48.9997119, 8.3977033 48.9997284, 8.397698 48.9997285, 8.397693 48.9997301, 8.3976896 48.999733, 8.3976871 48.9997409, 8.3976884 48.9997444, 8.3976919 48.9997472, 8.3976966 48.9997487, 8.3976936 48.9997582, 8.3976688 48.9998343, 8.3976621 48.9998551, 8.3976748 49.0003276, 8.3978159 49.0005745, 8.3978991 49.0006563, 8.3978106 49.000706, 8.3977325 49.0007499, 8.3978217 49.0008649, 8.397765 49.000942, 8.3978705 49.001017, 8.3981083 49.0010185, 8.3980269 49.0012448, 8.3981819 49.0013929, 8.3982717 49.0014861, 8.3985275 49.0014238, 8.3987958 49.0013875, 8.399014 49.0014199, 8.3992347 49.0014526, 8.3994516 49.0014848, 8.3994491 49.0014919, 8.399561 49.0015086, 8.3995825 49.0014462, 8.3998025 49.0014789, 8.3997993 49.001488, 8.3998214 49.0014913, 8.3998262 49.0014773, 8.3998979 49.001446, 8.4000247 49.0015789, 8.4001498 49.0015692, 8.4001881 49.0015662, 8.4002021 49.0015661, 8.4002085 49.0015879, 8.4002668 49.001589, 8.4002679 49.0015652, 8.4002801 49.0015655, 8.4003028 49.0015661, 8.4003789 49.001568, 8.4004386 49.0015694, 8.4004313 49.0015592, 8.4005321 49.0015351, 8.4006359 49.0015141, 8.4007222 49.0014973, 8.4008158 49.0014811, 8.4009378 49.0014636, 8.4010769 49.0014477, 8.4010794 49.0014585, 8.4010806 49.0014636, 8.4011116 49.0014765, 8.4011426 49.0014894, 8.4012348 49.001484, 8.4013113 49.0014787, 8.4013008 49.0014136, 8.4012976 49.0013996, 8.4012804 49.0013439, 8.4012899 49.0012905, 8.4012622 49.0012915, 8.4012362 49.0009932, 8.4013481 49.000989, 8.4013446 49.0009486, 8.4013698 49.0009476, 8.4013969 49.0009059, 8.4014594 49.0008693, 8.4015293 49.0008385, 8.4015922 49.0008204, 8.4016658 49.000805, 8.4017218 49.0007975, 8.4017218 49.0007699, 8.4017428 49.0007697, 8.4017638 49.0007696, 8.4017637 49.0007941, 8.4017788 49.0007947, 8.401779 49.0008128, 8.401787 49.0008185, 8.4018564 49.000808, 8.4018987 49.0009291, 8.402047 49.0009068, 8.4021411 49.0008927, 8.4022986 49.000869, 8.4023078 49.0008676, 8.4023056 49.0008614, 8.4023586 49.0008534, 8.4023608 49.0008597, 8.4023714 49.0008581, 8.4023692 49.0008518, 8.4024395 49.0008417, 8.4025114 49.0008332, 8.4025837 49.0008263, 8.4026554 49.0008211, 8.4026569 49.0007509, 8.4026804 49.0007455, 8.4026987 49.0007336, 8.4027025 49.0007239, 8.4027033 49.0007003, 8.4025557 49.0006986, 8.4025511 49.0006855, 8.4024523 49.0004027, 8.4024363 49.0003568, 8.4024211 49.0003133))",,,Zoologischer Stadtgarten,"Mo-Su,PH 09:00-18:00",,,,yes,Zoo Karlsruhe,1865,"[154915938, 5654681050, 7680914302, 7680921554, 21533731, 2651962429, 1611174334, 1611174326, 1611174322, 7680921390, 245390864, 1683113666, 1687810710, 1611174307, 7997209488, 6698945111, 7997209490, 7997209489, 7947714864, 6698939444, 27489229, 10820363479, 5531912134, 21533733, 9740964583, 1229192767, 2640873174, 9740964582, 21533734, 1834958509, 1968776296, 10031081916, 1725821561, 1968776294, 7978834631, 21533735, 7990190185, 1611174285, 1611174271, 1611174289, 1611174260, 1611174254, 7997209531, 1611174247, 1727500994, 549674402, 7997209528, 1727500993, 5425598577, 10031082216, 10031082213, 8231386779, 10031082208, 10031082211, 10031082214, 10031082215, 1727500991, 10031082207, 10031082206, 10031082217, 10031082204, 10031082203, 10031082202, 10031081891, 10031081890, 10031081892, 9496812616, 1727500987, 8117037171, 1683113610, 1727500985, 1727500984, 1727500983, 10031074886, 1448494969, 8001461303, 1153666738, 1448494971, 8001461291, 1448494972, 8001461292, 8001461298, 8001461293, 8001461295, 8001461294, 8001461299, 8001461300, 4753821405, 1725536545, 6603791110, 6603791113, 6603791111, 6603791116, 1229192796, 1725536508, 1933422934, 1210496548, 5961911152, 4728572235, 1210496559, 6603791094, 4728572236, 1042870963, 21533739, 1261809490, 1261809489, 1261809493, 1261809492, 1261809488, 1261809487, 1261809491, 21533741, 4728572228, 4728572227, 21533742, 245396863, 4740763269, 1611174162, 21533743, 2640873173, 1611174182, 7947714824, 2640873175, 2640873176, 21533744, 21533745, 1611174267, 5598278927, 4726478935, 1611174297, 1611174306, 1933419025, 1933419026, 1608035158, 7973288290, 7973288291, 7973265078, 7973265079, 7973265080, 7973265081, 7973288292, 7973288293, 7973265083, 5531911920, 1608035173, 1607068675, 1607068681, 1607068698, 4740763016, 1607068709, 1607068737, 1607068742, 1607068765, 1607068784, 4740763221, 245390970, 21533723, 9007609337, 154916042, 7669856576, 7669856575, 154917345, 154916072, 154917460, 154916179, 154916215, 1608035215, 154916667, 154916430, 3491830782, 1608035220, 4360003548, 4360002466, 7669856564, 7669856557, 7669856556, 7669856558, 7669856529, 7669856528, 245412424, 7669856555, 1608035221, 7669856552, 1608035219, 7669856553, 2651962479, 7669856554, 2651962472, 7669856547, 10031074848, 7669856530, 2651962481, 2651962476, 2651962473, 2651962461, 7680921445, 154916919, 154915350, 154916194, 154917688, 3491830777, 3491830776, 154916360, 154917565, 154915530, 154917598, 154916076, 154916912, 154915733, 154916770, 4360003533, 154916588, 154917739, 3491830775, 7669842578, 154916344, 7680914312, 7680914311, 10820365468, 10820365466, 7669842579, 7669856513, 7669856512, 7669856510, 7669856511, 154917395, 154915903, 154917304, 154915803, 154917265, 154917255, 154915845, 3491830774, 3491830773, 7669856509, 3491830772, 154917296, 7681246871, 10820365419, 7681246872, 154915938]",park,,,,Q220265,Stadtgarten Karlsruhe,no,yes,Zoologischer Stadtgarten,Karlsruhe Zoo,Zoo de Karlsruhe,Зоопарк в Карлсруэ,Zoologischer Stadtgarten Karlsruhe,Stadt Karlsruhe,public,yes,zoo,https://www.karlsruhe.de/kultur-freizeit/freizeit-und-tourismus/zoologischer-stadtgarten/ihr-besuch,de:Zoologischer Stadtgarten Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,
way,4145032,,,,"POLYGON ((8.3979888 48.984373, 8.3979351 48.9845807, 8.402322 48.9850274, 8.4028463 48.9850748, 8.4030576 48.9851084, 8.4031524 48.9851127, 8.4032666 48.9850905, 8.4033347 48.985037, 8.4033857 48.9849545, 8.403356 48.9849307, 8.4028337 48.9848769, 8.402539 48.9848503, 8.402347 48.9848768, 8.3984555 48.9844792, 8.3984404 48.9844273, 8.3979888 48.984373))",,,,,,,,,,,"[23305840, 23305809, 23305872, 1420954693, 1420954718, 23305887, 1420954744, 1420954742, 1420954736, 1420954738, 23305914, 1338500711, 23305878, 1338500715, 1338500718, 23305840]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4155319,,,,"POLYGON ((8.3971116 48.9877478, 8.3971219 48.9875518, 8.3972165 48.9872197, 8.3973386 48.9866715, 8.397748 48.9848674, 8.3978654 48.9843577, 8.3972355 48.9842928, 8.3964007 48.9842068, 8.3963591 48.9842085, 8.3963211 48.9842184, 8.3962675 48.9842291, 8.3962242 48.9842752, 8.3961916 48.9843707, 8.3962625 48.9843911, 8.3962655 48.9844423, 8.396164 48.9847745, 8.3960548 48.9847774, 8.3959156 48.9854144, 8.3956838 48.9865213, 8.3953549 48.9879311, 8.395357 48.9880011, 8.3953275 48.9880476, 8.3951191 48.9879906, 8.3951486 48.9879442, 8.3947522 48.9878263, 8.3947695 48.9877991, 8.3946512 48.9877642, 8.3946331 48.9877797, 8.3947038 48.9878286, 8.3947999 48.9878935, 8.3949093 48.9879581, 8.3953458 48.9881258, 8.3954891 48.9882042, 8.3956075 48.9882799, 8.3956867 48.9883472, 8.3956553 48.9882162, 8.395676 48.9881595, 8.3956724 48.9880073, 8.3957679 48.9878972, 8.3962368 48.9878108, 8.3963999 48.9877756, 8.396433 48.9878321, 8.3964684 48.9878928, 8.3965935 48.9880536, 8.396672 48.9881508, 8.3970616 48.9881372, 8.3970852 48.9879444, 8.3971116 48.9877478))",,,,,,,,,,,"[23623850, 1213562739, 1213562741, 23623822, 23623814, 23623810, 10981527579, 1205654184, 1205654178, 1205654141, 1205654183, 23623805, 1213562742, 1213562726, 1213562738, 1213562735, 1213562740, 1213562730, 23623819, 1049495517, 1213559512, 1049494620, 1213559521, 1213559494, 1049495173, 9632867667, 9632867669, 9632867668, 1049495402, 1049494884, 23623831, 1049495349, 1049494540, 3510889023, 1049494536, 23623836, 1419299434, 1419299453, 1419299461, 1419299438, 1419299431, 23623841, 1391464087, 23694042, 476555146, 23623845, 1213562728, 23623850]",park,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4186550,,,,"POLYGON ((8.4134937 48.9818051, 8.4132608 48.9817611, 8.4118346 48.9815127, 8.4108302 48.981345, 8.4101941 48.9812408, 8.4090036 48.981114, 8.4087412 48.981275, 8.4085548 48.981346, 8.4084487 48.981367, 8.4083616 48.9814143, 8.4101278 48.9816047, 8.4103928 48.9816368, 8.4114638 48.9818078, 8.4123057 48.9819585, 8.413213 48.9821283, 8.4134154 48.9821713, 8.4136121 48.98226, 8.4139544 48.9819792, 8.4137427 48.9818632, 8.4135176 48.9817816, 8.4134937 48.9818051))",,,,,,,,,,,"[24475984, 3567409797, 24475987, 24475994, 24475997, 24476008, 24476009, 24476013, 24476016, 24476019, 24476004, 24476001, 1668746379, 1668746384, 24475991, 24475980, 1668746381, 1145231657, 1417432301, 3567429122, 24475984]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4295991,,,,"POLYGON ((8.389578 49.012704, 8.3897025 49.0134434, 8.3903763 49.0134175, 8.3903084 49.0127748, 8.389578 49.012704))",,,Scheffelplatz,,,,,,,1882,"[25948130, 1255627289, 25948128, 25948129, 25948130]",park,,,,,,,,,,,,,,,,,https://ka.stadtwiki.net/Scheffelplatz,,Kunstschulplatz,,,,,,,,,,,,,,,,,,,,,,,,
way,4360162,,,,"POLYGON ((8.401728 49.0116901, 8.4017023 49.0117035, 8.4012777 49.0119503, 8.401672 49.0121729, 8.4016915 49.0121839, 8.402115 49.0124222, 8.4023273 49.0125417, 8.4023856 49.0125745, 8.4025969 49.0126936, 8.4027346 49.0127705, 8.4031465 49.0124692, 8.4032557 49.0123781, 8.4032108 49.0120781, 8.4033047 49.0120706, 8.4033025 49.0120488, 8.4032514 49.0115543, 8.4032362 49.0114066, 8.4032309 49.0113557, 8.4032143 49.0111949, 8.4028263 49.0112822, 8.4025158 49.0113606, 8.4024883 49.0113675, 8.4024491 49.0113819, 8.402062 49.0115242, 8.4017662 49.0116686, 8.401728 49.0116901))",,,Westliches Najadenwäldchen,,,,,,,,"[26573792, 3855274796, 26574876, 3855274812, 1743265927, 9191154275, 1743265950, 9191154301, 1743265955, 26573784, 26538195, 1743265948, 26573786, 26574845, 3855274809, 3855274790, 3855274784, 3855274779, 1743265902, 3458503555, 3855274780, 26573789, 3855274782, 26573790, 3855274794, 26573792]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4360172,,,,"POLYGON ((8.4047329 49.012298, 8.4047163 49.0122988, 8.4046846 49.0123004, 8.4046488 49.0123022, 8.404303 49.0123192, 8.4042469 49.0123211, 8.4041912 49.0123229, 8.4038452 49.01234, 8.4038072 49.0123416, 8.4037784 49.0123427, 8.4037567 49.0123437, 8.4037557 49.0123347, 8.4036322 49.0111904, 8.4036321 49.0111899, 8.4036275 49.0111577, 8.4036766 49.0111561, 8.4039233 49.0111455, 8.4043383 49.0111258, 8.4045659 49.0111138, 8.4046014 49.0111124, 8.4046043 49.0111435, 8.4047323 49.0122928, 8.4047329 49.012298))",,,,,,,,,,,"[2921879982, 5161619964, 256757725, 3423629315, 3423629316, 256083854, 3423629317, 3423629318, 256757726, 5161619961, 3686942845, 1743265944, 5161619959, 8989429137, 26573865, 14961071, 1743265899, 2931081529, 14961070, 26574851, 5161619962, 3686942844, 2921879982]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4413683,,Apr-Sep: 06:00-22:00; Oct-Mar: 07:00-20:00,,"POLYGON ((8.4746697 48.9951405, 8.4748226 48.9951035, 8.4749112 48.9951946, 8.4750298 48.9953025, 8.4751542 48.9954373, 8.4763842 48.9968782, 8.4750512 48.9975231, 8.4749173 48.9974103, 8.4746345 48.9975821, 8.4743577 48.9974231, 8.4742399 48.9972523, 8.4742975 48.9969791, 8.4736322 48.9968045, 8.473742 48.9964023, 8.4739152 48.9961236, 8.4741489 48.9957352, 8.4743841 48.9954103, 8.4746697 48.9951405))",Bing,,Schlossgarten Durlach,,,,2022-07-06,,,,"[27012223, 687483788, 27012227, 27012230, 692974202, 27012244, 27012248, 5677932869, 27012199, 27012203, 27012204, 27012206, 27012208, 27012210, 27012214, 27012217, 27012219, 27012223]",park,,,,Q61956878,,,,,,,,,,,,,,,,Category:Schlossgarten Durlach,,,,,,,,,,,,,,,,,,,,,,,
way,4413704,,,,"POLYGON ((8.4695387 48.9968893, 8.4693879 48.9968611, 8.4693341 48.9968511, 8.4691747 48.9968213, 8.4683341 48.9969374, 8.4682352 48.9969753, 8.468178 48.9970207, 8.4681538 48.9970456, 8.4680661 48.9972048, 8.4680425 48.9972471, 8.4679488 48.9974287, 8.4682833 48.9975179, 8.4685332 48.9975426, 8.4687003 48.9974848, 8.469057 48.9973615, 8.4696438 48.9972918, 8.469611 48.9971846, 8.4695844 48.9971411, 8.4695683 48.9970859, 8.4695435 48.9969351, 8.4695387 48.9968893))",,,Alter Friedhof,,,,,,,,"[27012584, 2314766922, 2314766921, 27012586, 27012590, 27012592, 27012593, 2314766941, 2314766942, 2314766945, 27012574, 27012575, 27012576, 2314766961, 27012578, 385163269, 27012579, 27012582, 385163275, 385163276, 27012584]",park,,,,Q15782772,,,,,,,,,,,,,,de:Alter Friedhof Durlach,,Category:Alter Friedhof Durlach,grave_yard,,,,,,,,,,,,,,,,,,,,,,
way,4424145,,,,"POLYGON ((8.3432646 49.0053143, 8.3434213 49.0053485, 8.3432646 49.0054456, 8.3431167 49.0053314, 8.3432646 49.0053143))",,,,,,,,,,,"[27134466, 27134465, 27134463, 27134464, 27134466]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4604408,,,,"POLYGON ((8.3793226 49.0132198, 8.3793533 49.0131863, 8.3793116 49.0129934, 8.3792811 49.0129696, 8.3782547 49.013036, 8.3782259 49.0130212, 8.3781205 49.012065, 8.3759811 49.0121671, 8.3760114 49.012194, 8.3760738 49.0121916, 8.3760773 49.0121998, 8.3760827 49.0122133, 8.3761094 49.012239, 8.3760818 49.0122688, 8.3760658 49.012284, 8.3760105 49.0122822, 8.3757273 49.0122921, 8.3756685 49.0123506, 8.3756518 49.0124104, 8.375742 49.013239, 8.3751262 49.0132786, 8.3751204 49.0135471, 8.3793226 49.0132198))",,,,,,,,,,,"[3729873566, 3729873564, 3729873561, 1727540459, 3729873562, 1727540462, 1727540445, 1727540448, 1727644937, 1727644940, 1727644941, 1727644948, 1727644956, 1727644974, 1727644970, 1727644965, 1727644989, 1727644994, 31097463, 31097460, 1727644998, 29132791, 3729873566]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4604409,,,,"POLYGON ((8.3826897 49.0129257, 8.3833035 49.0128267, 8.3835301 49.0127813, 8.3841113 49.0126293, 8.3843273 49.0124624, 8.3842914 49.0122285, 8.3838575 49.01242, 8.3831603 49.0126553, 8.3825656 49.0127732, 8.3822826 49.0128146, 8.382259 49.0129711, 8.3826897 49.0129257))",,,Lina-Sommer-Anlage,,,,,,,,"[29132805, 606027092, 29132807, 29132809, 29132812, 29132817, 29132820, 29132824, 29132828, 29132833, 29132802, 29132805]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4711320,,,,"POLYGON ((8.3840271 49.0120726, 8.3844034 49.0119087, 8.3845094 49.0118166, 8.3845963 49.011741, 8.3838883 49.0117925, 8.3840368 49.0118733, 8.3840513 49.0118969, 8.3840541 49.0119107, 8.3840535 49.0119345, 8.3840444 49.0119558, 8.384022 49.0119771, 8.3840271 49.0120726))",,,,,,,,,,,"[29991295, 29991297, 7963076880, 29991294, 29991296, 1258468365, 1258468038, 1258468213, 1258468445, 1258468084, 1258468583, 29991295]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4715741,,,,"POLYGON ((8.3845685 49.0050539, 8.3843823 49.0051482, 8.3841152 49.0052619, 8.3838931 49.0053421, 8.3846 49.0053088, 8.3845685 49.0050539))",,,,,,,,,,,"[30023732, 4181285381, 1863486834, 1863486833, 30023731, 30023732]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4719844,,,,"POLYGON ((8.4063261 48.9665129, 8.4063416 48.9665239, 8.4063538 48.9665299, 8.4063772 48.9665382, 8.4064158 48.9665472, 8.4064248 48.9664999, 8.4066316 48.966521, 8.4066217 48.9665707, 8.4066523 48.9665696, 8.4066817 48.9665636, 8.4067015 48.9665542, 8.4067163 48.9665429, 8.4067256 48.9665326, 8.4067344 48.9665219, 8.4067479 48.9663724, 8.4067157 48.9663443, 8.4063839 48.9663197, 8.4063457 48.9663412, 8.4063261 48.9665129))",,,,,,,,,,,"[30055833, 1389042828, 1389042829, 1389042834, 1389042838, 1389042818, 1389042826, 1389042844, 1389042843, 1389042842, 1389042840, 1389042836, 1389042830, 30055835, 30055836, 1389042791, 1389042789, 30055838, 30055833]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4719847,,,,"POLYGON ((8.4011929 48.964958, 8.4015966 48.9651387, 8.4019426 48.9652714, 8.401961 48.965266, 8.4019668 48.96525, 8.4018493 48.9651105, 8.4017186 48.9649734, 8.4014105 48.9647076, 8.4008782 48.9643195, 8.4004837 48.9645259, 8.4008491 48.9647705, 8.4011929 48.964958))",,,,,,,,,,,"[30055851, 30055850, 1398608367, 9620940596, 30055847, 9620940597, 1398608356, 1398608337, 30055855, 30055853, 1398608340, 30055851]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4719848,,,,"POLYGON ((8.402089 48.9657043, 8.4020865 48.9656064, 8.4020677 48.9655034, 8.4019856 48.9653188, 8.4019593 48.9653199, 8.4017271 48.9656847, 8.401747 48.9657103, 8.4020388 48.9657423, 8.4020748 48.9657269, 8.402089 48.9657043))",,,,,,,,,,,"[30055864, 9620940575, 1398608465, 9620940576, 30055863, 30055862, 9620940573, 1398608616, 9620940574, 30055864]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4818683,,,,"POLYGON ((8.3760691 49.0060655, 8.3771267 49.0057842, 8.3771282 49.0057759, 8.3759474 49.0057476, 8.3759657 49.005847, 8.3760095 49.0059579, 8.3760691 49.0060655))",,,Weinbrennerplatz,,,,,,,,"[30959299, 3818042568, 30959300, 30959298, 1264856667, 1264856642, 30959299]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4835592,,,,"POLYGON ((8.3587188 49.0147609, 8.3600573 49.0144996, 8.3602385 49.0146853, 8.3600826 49.014713, 8.3597504 49.0148489, 8.359139 49.0149494, 8.3588823 49.0150156, 8.3586741 49.0150077, 8.3583069 49.0151042, 8.3577482 49.0152719, 8.3576368 49.0151749, 8.3575569 49.0150893, 8.3576264 49.0150702, 8.357651 49.0150627, 8.3576756 49.0150552, 8.3587188 49.0147609))",,,,,,,,,,,"[31099472, 31099475, 31099474, 1845113005, 1845113007, 1845113008, 31099473, 1845121868, 1845121870, 31099470, 9675172048, 31099471, 9675172030, 9675172027, 9675172026, 31099472]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,5033105,,,,"POLYGON ((8.3908008 48.9848217, 8.3907249 48.9847568, 8.3906545 48.9847451, 8.3905463 48.9847627, 8.389796 48.985029, 8.390038 48.9853443, 8.3909614 48.9850384, 8.3908008 48.9848217))",LA-KA,,Feldbergplatz,,,,,,,,"[33638177, 33638180, 33638181, 33638178, 33638174, 33638175, 33638176, 33638177]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,5630448,,,,"POLYGON ((8.3706491 49.0122681, 8.3706765 49.0122179, 8.370743 49.0121776, 8.3708232 49.0121634, 8.3709149 49.0121743, 8.3709842 49.0122026, 8.3710201 49.0122565, 8.3710577 49.0126779, 8.3710449 49.0127297, 8.3709954 49.012776, 8.3709039 49.0127962, 8.370809 49.0127914, 8.3707457 49.0127701, 8.3706989 49.0127266, 8.3706491 49.0122681))",,,Richard-Wagner-Platz,,,,,,,,"[3654909920, 3654909918, 3654909916, 3654909914, 3654909915, 3654909917, 3654909919, 3654909923, 3654911425, 3654911427, 3654911429, 3654911428, 3654911426, 3654909924, 3654909920]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,7741028,,,,"POLYGON ((8.4720888 48.9969097, 8.4721584 48.9969034, 8.4722096 48.9968636, 8.4722235 48.9967974, 8.472507 48.9968302, 8.4725992 48.996843, 8.4726182 48.996761, 8.472648 48.9966728, 8.4734228 48.9967844, 8.4734996 48.9965736, 8.473543 48.9964544, 8.4735604 48.9964067, 8.4734986 48.9963495, 8.4729665 48.9963127, 8.4726747 48.9963152, 8.4724354 48.9963173, 8.4722285 48.9963302, 8.4720241 48.9963861, 8.471582 48.996563, 8.4715896 48.9965693, 8.4717365 48.9966909, 8.4717715 48.9967199, 8.4720888 48.9969097))",,,Weiherhof,,,,,,,,"[56426726, 308038321, 56426728, 56426729, 259534431, 56426732, 1459930464, 56426739, 56426680, 2917222931, 2917222930, 56426683, 56426687, 56426696, 56426700, 56426703, 56426707, 56426713, 56426716, 2088532841, 2088532852, 56426721, 56426726]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
