element_type,osmid,foot,opening_hours,wheelchair,geometry,source,access,name,opening_hours:covid19,description,note,check_date:opening_hours,fee,old_name,start_date,nodes,leisure,layer,addr:city,addr:postcode,wikidata,alt_name,dog,heritage,name:de,name:en,name:fr,name:ru,official_name,operator,operator:type,toilets:wheelchair,tourism,website,wikipedia,old_name:1882-1916,wikimedia_commons,disused:amenity,disused:landuse,name:etymology:wikidata,planned:landuse,planned:name,landuse,amenity,natural,club,source:name,loc_name,area,fuel:charcoal,fuel:electric,fuel:gas,fuel:wood,place,name:sk,notes,addr:housenumber,addr:street,ways,type
way,141631307,,,,"POLYGON ((8.3727955 48.9900823, 8.3727787 48.9900663, 8.372749 48.9900783, 8.3726938 48.9900183, 8.3726773 48.9900254, 8.3727337 48.9900855, 8.3727441 48.9900893, 8.3727556 48.990091, 8.3727692 48.9900902, 8.372782 48.990088, 8.3727955 48.9900823))",,,,,,,,,,,"[1550325741, 1550325735, 1550325739, 1550325723, 1550325727, 1550325743, 1550325748, 1550325750, 1550325749, 1550325747, 1550325741]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141631308,,,,"POLYGON ((8.3724557 48.9896642, 8.3724224 48.9896296, 8.3723398 48.9896627, 8.3723496 48.9896746, 8.3723585 48.9896817, 8.3723671 48.9896839, 8.3723846 48.9896858, 8.3724 48.9896852, 8.3724145 48.9896826, 8.3724271 48.9896783, 8.3724541 48.9896677, 8.3724557 48.9896642))",,,,,,,,,,,"[1550325656, 1550325648, 1550325655, 1550325662, 1550325664, 1550325667, 1550325669, 1550325668, 1550325666, 1550325663, 1550325657, 1550325656]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141631314,,,,"POLYGON ((8.3729269 48.9899018, 8.372957 48.9899324, 8.3729718 48.9899521, 8.3729759 48.9899637, 8.3729755 48.9899772, 8.3729722 48.9899907, 8.3729652 48.9900045, 8.3729479 48.9900177, 8.3729031 48.9900367, 8.3728174 48.990073, 8.3728025 48.9900568, 8.3729318 48.9900048, 8.3729413 48.9899926, 8.3729516 48.9899737, 8.3729561 48.9899605, 8.3729537 48.9899488, 8.3729145 48.9899069, 8.3729269 48.9899018))",,,,,,,,,,,"[461991247, 1550325695, 1550325699, 1550325704, 1550325709, 1550325714, 1550325717, 1550325722, 1550325730, 1550325738, 1550325731, 1550325718, 1550325716, 1550325708, 1550325703, 1550325698, 1550325692, 461991247]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141631315,,,,"POLYGON ((8.3724608 48.990021, 8.3724208 48.9900367, 8.3724752 48.9900947, 8.3725217 48.9900785, 8.3726255 48.9901883, 8.3726604 48.9902224, 8.3727214 48.9902008, 8.3727398 48.9901911, 8.3727431 48.9901825, 8.3727415 48.9901734, 8.3727365 48.990166, 8.3727241 48.9901521, 8.372645 48.9901823, 8.3722394 48.989755, 8.372298 48.9897321, 8.3722622 48.9896955, 8.3722562 48.9896957, 8.3721802 48.9897296, 8.3722202 48.9897733, 8.3723024 48.9898602, 8.3724259 48.9899879, 8.3724608 48.990021))",,,,,,,,,,,"[1550340048, 1214043777, 1214042954, 1550325742, 1550325774, 1550325778, 1550325777, 1550325776, 1550325773, 1550325771, 1550325770, 1550325767, 1550325772, 1550325684, 1550325679, 1550325671, 1550325673, 1418447226, 1418447239, 1550325689, 1550325712, 1550340048]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141631316,,,,"POLYGON ((8.3729769 48.9898539, 8.3731403 48.9900285, 8.3728756 48.9901344, 8.3728439 48.9900966, 8.3729229 48.9900658, 8.372995 48.9900353, 8.373018 48.9900201, 8.3730271 48.9900099, 8.3730399 48.9899904, 8.37304 48.9899742, 8.3730403 48.9899601, 8.373051 48.9899437, 8.372967 48.9898544, 8.3729342 48.9898559, 8.3727942 48.9897127, 8.3727201 48.98963, 8.3727077 48.9896215, 8.3726928 48.9896134, 8.3726768 48.989607, 8.3726624 48.9896036, 8.3726444 48.9896016, 8.3726269 48.9896016, 8.3726043 48.9896063, 8.3725662 48.9896209, 8.372515 48.989642, 8.3725094 48.9896424, 8.3725041 48.9896405, 8.3724765 48.9896117, 8.3724766 48.989608, 8.3726645 48.989527, 8.3728734 48.9897425, 8.3729769 48.9898539))",,,,,,,,,,,"[1550325686, 1550325728, 1550325762, 1550325751, 1550325733, 1550325729, 1550325724, 1550325719, 1550325713, 1550325707, 1550325702, 1550325697, 1550325687, 1550325688, 1550325675, 1550325649, 1550325646, 1550325644, 1550325641, 1550325638, 1550325637, 1550325636, 1550325640, 1550325645, 1550325653, 1550325654, 1550325651, 1550325643, 1550325642, 1550325633, 1550325682, 1550325686]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141631317,,,,"POLYGON ((8.3728248 48.9901115, 8.3728544 48.9901428, 8.3728223 48.990155, 8.3728087 48.9901423, 8.3728021 48.9901326, 8.3728001 48.9901234, 8.372803 48.9901158, 8.3728116 48.9901093, 8.3728211 48.9901077, 8.3728248 48.9901115))",,,,,,,,,,,"[1550325757, 1550325764, 1550325769, 1550325763, 1550325761, 1550325759, 1550325758, 1550325756, 1550325755, 1550325757]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141811308,,,,"POLYGON ((8.3747186 48.9911188, 8.3746025 48.991165, 8.3748571 48.9914287, 8.3749082 48.9914834, 8.375007 48.9915118, 8.3750146 48.9915068, 8.3748745 48.9913605, 8.3748623 48.9913655, 8.3747153 48.991212, 8.3747227 48.9912089, 8.3746751 48.9911592, 8.3747339 48.9911349, 8.3747186 48.9911188))",,,,,,,,,,,"[1348276415, 1552244819, 1552244860, 1552244862, 1552244865, 1250824098, 1348276466, 1348276545, 1348276430, 1348276613, 1250824091, 1348276591, 1348276415]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141811318,,,,"POLYGON ((8.3748575 48.9910837, 8.3748442 48.9910689, 8.3748051 48.9910844, 8.3748194 48.9910994, 8.3748575 48.9910837))",,,,,,,,,,,"[1250824099, 1552244812, 1348276498, 1348276507, 1250824099]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146244217,,,,"POLYGON ((8.4261305 49.0122003, 8.426124 49.0121833, 8.426129 49.0121675, 8.4261415 49.0121557, 8.4261632 49.0121469, 8.426194 49.0121456, 8.426219 49.0121535, 8.4262365 49.0121696, 8.4262395 49.0121883, 8.4262311 49.0122032, 8.4262129 49.0122151, 8.4261877 49.0122207, 8.4261612 49.0122184, 8.4261438 49.0122115, 8.4261305 49.0122003))",,,,,,,,,,,"[1595245103, 1595245097, 1595245093, 1595245090, 1595245086, 1595245083, 1595245089, 1595245094, 1595245099, 1595245108, 1595245113, 1595245123, 1595245119, 1595245111, 1595245103]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147603978,,,,"POLYGON ((8.3996515 49.003353, 8.3996917 49.0033452, 8.3997334 49.0033454, 8.3997713 49.0033527, 8.3998137 49.0033731, 8.3998414 49.0034009, 8.3998524 49.0034334, 8.399845 49.0034667, 8.3998196 49.0034963, 8.4001552 49.0038196, 8.400614 49.0038118, 8.4006026 49.0036707, 8.4005387 49.0036445, 8.4004676 49.0036032, 8.4004146 49.0035565, 8.4003746 49.0035001, 8.4003557 49.0034495, 8.4003506 49.0034016, 8.4003635 49.0033352, 8.4003911 49.0032832, 8.4004299 49.0032384, 8.4004536 49.0032178, 8.40049 49.0031923, 8.4005369 49.0031678, 8.4005307 49.003095, 8.4004659 49.0030972, 8.4002194 49.0031088, 8.3999941 49.0031187, 8.399743 49.0031298, 8.3996867 49.0031323, 8.3994218 49.0031406, 8.3996515 49.003353))",,,Kaffeegarten,,,,,,,,"[1608035253, 1608035252, 1608035251, 1608035254, 1608035257, 1608035258, 1608035268, 1608035276, 1608035282, 1608035298, 1608035299, 1608035292, 1608035291, 1608035288, 1608035284, 1608035283, 1608035273, 1608035259, 1608035250, 1608035247, 3915658390, 1608035246, 1608035245, 1608035244, 1933398730, 246074818, 246074817, 246074821, 1811526452, 1811526453, 1608035243, 1608035253]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ka.stadtwiki.net/Ph%C3%B6nix_%C3%BCber_Europa,,,,,,,,,,,,,
way,147666016,,,,"POLYGON ((8.3418993 49.027323, 8.3418979 49.0273421, 8.3419255 49.0274442, 8.3419969 49.0276843, 8.3420588 49.0278963, 8.342282 49.02766, 8.3418993 49.027323))",,,,,,,,,,,"[1608643459, 1608643462, 1608643465, 1608643469, 1608643471, 255939201, 1608643459]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148472057,,,,"POLYGON ((8.4031536 49.0045708, 8.4031449 49.0045132, 8.403102 49.0041604, 8.4030866 49.0040504, 8.4030617 49.0040214, 8.4030228 49.0039977, 8.4029679 49.0039862, 8.4029156 49.0039827, 8.4028525 49.0039863, 8.4029249 49.0045838, 8.4031536 49.0045708))",,,,,,,,,,,"[2579268939, 1137650570, 1137650629, 1137651132, 1137651262, 1137651056, 1137651862, 1137651830, 1137651729, 1599678877, 2579268939]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149723314,,,,"POLYGON ((8.3386286 49.0238474, 8.3387825 49.0237867, 8.3389011 49.0237478, 8.3389584 49.023726, 8.339021 49.0236906, 8.3391056 49.023646, 8.3392834 49.0235648, 8.3394726 49.02348, 8.339779 49.0233708, 8.3401987 49.0232188, 8.3404698 49.023107, 8.3407589 49.0229681, 8.3413798 49.0227003, 8.3417428 49.0225335, 8.3421645 49.0223491, 8.3425508 49.0221744, 8.3428879 49.0220246, 8.3432516 49.021869, 8.343596 49.0217161, 8.3438944 49.0215825, 8.3441442 49.0214606, 8.344396 49.0213418, 8.3445699 49.0212597, 8.3447497 49.021164, 8.3448683 49.0210998, 8.3450235 49.0209945, 8.3451654 49.0208949, 8.3453073 49.0207883, 8.3454485 49.0206686, 8.3455245 49.0205974, 8.345633 49.0204956, 8.3457123 49.0204048, 8.3457956 49.0203056, 8.3458715 49.0201973, 8.3459454 49.0200802, 8.3460107 49.0199644, 8.346056 49.019881, 8.346106 49.0197438, 8.3461906 49.019545, 8.3462765 49.0193227, 8.3463531 49.0191217, 8.3464064 49.0189758, 8.3464983 49.0187224, 8.3465716 49.0185132, 8.3466522 49.0182926, 8.3467095 49.0181222, 8.3467848 49.017909, 8.3468474 49.0177194, 8.3468974 49.0174962, 8.3469703 49.0170856, 8.3470102 49.0168561, 8.3470677 49.0165279, 8.3471118 49.0162745, 8.3471534 49.0160806, 8.3471776 49.0159135, 8.3471976 49.0158469, 8.3472144 49.0156449, 8.347224 49.0153064, 8.3470519 49.0153064, 8.347004 49.0153077, 8.3467539 49.0153143, 8.3466526 49.0153161, 8.3466082 49.0153282, 8.3466238 49.0158106, 8.3466126 49.0158948, 8.3465348 49.0161491, 8.3465303 49.0162193, 8.3465182 49.0165382, 8.346485 49.0169033, 8.346474 49.0169709, 8.3464263 49.0172177, 8.3463682 49.0174225, 8.346303 49.0176059, 8.346251 49.0177489, 8.346115 49.0179685, 8.3459933 49.0181192, 8.3458235 49.0182647, 8.3457016 49.0183822, 8.3456294 49.0183949, 8.3456098 49.0185696, 8.3455475 49.0188401, 8.345335 49.0193156, 8.3450591 49.0195863, 8.3449746 49.0197736, 8.3447752 49.0199381, 8.3442534 49.0202415, 8.344107 49.0203167, 8.3440114 49.0203619, 8.3432372 49.0207551, 8.3419031 49.0213839, 8.3413778 49.0216272, 8.3413549 49.0216109, 8.3411933 49.0216898, 8.3412102 49.0217047, 8.3411037 49.0217567, 8.3410864 49.0217414, 8.3407859 49.0218883, 8.3408002 49.0219009, 8.3406901 49.0219547, 8.3406763 49.0219425, 8.3403536 49.0221002, 8.3401141 49.0221931, 8.3399933 49.0220851, 8.3397674 49.0221925, 8.3396303 49.0222472, 8.3394531 49.0223336, 8.3392458 49.0224346, 8.338995 49.0225567, 8.3387636 49.0226695, 8.3386098 49.0227416, 8.3384283 49.0228263, 8.3383483 49.0228628, 8.3382766 49.0229236, 8.338305 49.0229847, 8.3380846 49.0231161, 8.3380027 49.023162, 8.3378036 49.0234685, 8.3377842 49.023505, 8.3377576 49.0237294, 8.3378025 49.0237351, 8.3378492 49.0237747, 8.337867 49.0238251, 8.3378574 49.0239088, 8.3378478 49.0239511, 8.3379329 49.0239511, 8.3379754 49.0239385, 8.3386286 49.0238474))",,,,,,,,,,,"[1558228768, 1558228763, 1558228758, 1558228756, 1558228752, 1558228750, 1558228745, 1558228742, 1558228740, 1558228737, 1558228733, 1558228730, 1558228727, 1558228719, 1558228717, 1558228715, 1558228713, 1558228709, 1558228705, 1558228696, 1558228693, 1558228691, 1558228690, 1558228686, 1558228682, 1558228675, 1558228673, 1558228671, 1558228668, 1558228664, 1558228656, 1558228655, 1558228653, 1558228650, 1558228649, 1558228646, 1558228645, 1558228638, 1558228634, 1558228630, 1558228627, 1558228626, 1558228621, 1558228618, 1558228613, 1558228611, 1558228607, 1558228604, 1558228598, 1558228594, 1558228591, 1558228589, 1558228587, 1558228584, 1558228582, 1558228577, 1626725048, 1626725030, 1626725027, 3942061833, 1626725034, 1626725037, 1727059026, 1727059029, 1727059030, 1727059031, 1727059032, 1727059033, 1727059034, 1727059040, 1727059042, 1727059044, 1727059045, 1727059047, 1626725095, 1626725101, 1626725102, 1626725104, 1626725106, 247943566, 247943565, 247943564, 2756687670, 247943563, 2756684805, 247943562, 1438336921, 1438336928, 1438336945, 1438336979, 1438337009, 1438337021, 1438337022, 1438337025, 1438337028, 1438337026, 1438337030, 1438337031, 1438337034, 1438337033, 1438337036, 1626725295, 1626725263, 1626725265, 1626725299, 1626725317, 1626725323, 1626725351, 1626725375, 1626725409, 4425307538, 1626725413, 1626725458, 1626725497, 1626725506, 1149253731, 1149253766, 8690171375, 1626725582, 1626725584, 1626725590, 1626725595, 1626725601, 1626725607, 1626725609, 1626725605, 1558228768]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149923308,,,,"POLYGON ((8.3850462 49.0175055, 8.3851963 49.0174738, 8.3851795 49.0175683, 8.3851715 49.0176042, 8.3852014 49.0176105, 8.3851601 49.0177823, 8.3851319 49.0179748, 8.3850524 49.0179937, 8.3850283 49.0181782, 8.3850245 49.0182074, 8.3850669 49.0182124, 8.3850513 49.0183631, 8.3849906 49.0183787, 8.3849837 49.0184623, 8.3850621 49.0184455, 8.385056 49.0184901, 8.3849743 49.018506, 8.3849474 49.0187972, 8.3850263 49.0187742, 8.3850151 49.0189114, 8.384941 49.018935, 8.3849323 49.0192518, 8.3850006 49.0192336, 8.384992 49.0194128, 8.3849232 49.019436, 8.3849229 49.0198025, 8.3849932 49.0197817, 8.3850035 49.0199707, 8.3849374 49.0199962, 8.3849473 49.020166, 8.3850101 49.02014, 8.3850106 49.0202379, 8.384975 49.0202691, 8.3848828 49.0203, 8.3848173 49.020328, 8.3847997 49.0200322, 8.3847856 49.0193155, 8.3847846 49.0192838, 8.3847859 49.0192623, 8.3848119 49.0188573, 8.3848124 49.0188496, 8.3848681 49.0183276, 8.3848998 49.0183238, 8.3849541 49.017972, 8.3850462 49.0175055))",,,,,,,,,,,"[1628586406, 1628586404, 9272288903, 1628586408, 1628586410, 1628586412, 1628586416, 10302448704, 10302458714, 10302448705, 10302448706, 1628586435, 10302448707, 10302448708, 10302458709, 10302458710, 10302458711, 10302458712, 1628586437, 10302458716, 10302458717, 10302458718, 10302458719, 1628586441, 10302458721, 10302458720, 1628586444, 1886780296, 1886780297, 1886780299, 1886780298, 1628586447, 1628586463, 9241440008, 1628586470, 1628586445, 1628586443, 10302471332, 10302471337, 10302471338, 1628586439, 1628586419, 1628586433, 1628586413, 1628586406]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150771048,,,,"POLYGON ((8.4584729 49.0306937, 8.4587344 49.0306453, 8.4587424 49.030664, 8.458756 49.0306699, 8.4587736 49.0306829, 8.4587813 49.0307107, 8.4587837 49.030729, 8.4587825 49.0307403, 8.4587765 49.0307532, 8.4587638 49.030764, 8.4587471 49.0307707, 8.4587304 49.0307729, 8.4587092 49.030774, 8.4586901 49.0307721, 8.4586676 49.0307679, 8.4586799 49.0307473, 8.4586663 49.030744, 8.4586458 49.030739, 8.4586085 49.0307344, 8.4585655 49.0307299, 8.4585289 49.0307208, 8.4585005 49.0307137, 8.4584834 49.0307034, 8.4584729 49.0306937))",,,Hagsfelder Lindenplatz,,,,,,,,"[1636530492, 1636530454, 1636530474, 1636530478, 1636530483, 1636530497, 6157021443, 1636530518, 1636530550, 1636530553, 1636530555, 6157021444, 1636530560, 6157021445, 1636530564, 1636530545, 1636530522, 1636530519, 1636530516, 1636530515, 1636530514, 1636530510, 1636530495, 1636530492]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152081268,,,,"POLYGON ((8.4138875 49.0031668, 8.4140281 49.0031455, 8.4145295 49.0040576, 8.4140535 49.0041963, 8.4140015 49.0042122, 8.4135556 49.003204, 8.4136887 49.0031863, 8.4138875 49.0031668))",,,Temeswarplatz,,,,,,,,"[21479906, 31261212, 31261213, 1744014364, 1154966683, 1727443056, 1727443054, 21479906]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155005195,,,,"POLYGON ((8.4082069 49.0097136, 8.4083568 49.0095681, 8.4084625 49.0096079, 8.4087271 49.009651, 8.4088352 49.0096924, 8.4087684 49.0097698, 8.4087618 49.0098206, 8.4085692 49.0098538, 8.4085085 49.0098343, 8.4082069 49.0097136))",,,,,Standort der Synagoge (1725-1938),,,,,,"[1741615182, 1246965704, 1246965331, 1246965477, 1741615177, 1741615197, 1795590835, 1795590837, 1741615207, 1741615182]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157393758,,,,"POLYGON ((8.3703889 49.003204, 8.3697367 49.0037228, 8.3697957 49.003759, 8.369188 49.0042369, 8.3682941 49.0049369, 8.3682545 49.0049052, 8.3682258 49.0048861, 8.3682691 49.004856, 8.3680998 49.0044633, 8.3680381 49.0045098, 8.3679077 49.0044434, 8.3675293 49.0047294, 8.3674185 49.0048104, 8.3669342 49.0045736, 8.3668777 49.0045417, 8.366837 49.0045055, 8.3668187 49.0044797, 8.3668029 49.0044496, 8.3667924 49.0043893, 8.3666887 49.0043858, 8.3666992 49.0043342, 8.366736 49.0042567, 8.3670011 49.0039097, 8.3674658 49.0031045, 8.3679646 49.0022201, 8.3679843 49.0021831, 8.3681109 49.0022254, 8.3682735 49.0022821, 8.3683591 49.0023106, 8.3684094 49.0023274, 8.3686235 49.0023915, 8.3687763 49.0022978, 8.3689337 49.0021921, 8.3696894 49.0015235, 8.3696802 49.0014951, 8.3697039 49.0014707, 8.3697288 49.001446, 8.3697787 49.001452, 8.3703504 49.0008304, 8.370721 49.000354, 8.3707273 49.0003206, 8.370707 49.0002696, 8.3706626 49.000234, 8.3706068 49.0002201, 8.3705421 49.0002154, 8.3704635 49.0002825, 8.3704393 49.0002736, 8.3704132 49.0002611, 8.3704508 49.0002181, 8.3701995 49.000098, 8.3701831 49.0001129, 8.3701607 49.000104, 8.3701416 49.0000948, 8.3701578 49.0000798, 8.3699995 49.0000015, 8.3698766 48.9999469, 8.3699191 48.9999097, 8.3710716 48.9989004, 8.3720521 48.9980202, 8.3724473 48.9976448, 8.3728135 48.9972503, 8.373248 48.9967164, 8.3736496 48.9961712, 8.3739332 48.9958215, 8.3744359 48.9952393, 8.3747536 48.9949413, 8.3748901 48.9948147, 8.3750502 48.9946881, 8.3751355 48.9946227, 8.3752038 48.994577, 8.375297 48.9945211, 8.3755004 48.9943919, 8.3757499 48.9942127, 8.3760216 48.9940379, 8.3765926 48.9937123, 8.3771872 48.993416, 8.3773828 48.9933282, 8.3775232 48.9932688, 8.3775902 48.9932438, 8.3776676 48.9932231, 8.3777582 48.9932007, 8.3778356 48.9931869, 8.3779039 48.99318, 8.3779931 48.9931792, 8.3780863 48.9931835, 8.3781677 48.9931973, 8.3782609 48.9932162, 8.3783384 48.9932369, 8.3786009 48.9933368, 8.3787348 48.9933833, 8.3790236 48.9934789, 8.3794646 48.9935737, 8.3798033 48.9936115, 8.3801419 48.9936262, 8.3805042 48.9936477, 8.3807891 48.9936942, 8.3809794 48.9937709, 8.3812078 48.9938897, 8.3815438 48.9941559, 8.382191 48.9947217, 8.3825152 48.9949973, 8.3825559 48.9950748, 8.3827462 48.9952566, 8.3828223 48.9952876, 8.3828644 48.9953125, 8.382867 48.9953789, 8.3828447 48.9954254, 8.3827817 48.9954736, 8.382699 48.9955115, 8.3823879 48.9955813, 8.3819303 48.9956911, 8.3818825 48.9957036, 8.3818366 48.9957156, 8.3817486 48.9956855, 8.3817243 48.9954157, 8.3823682 48.9953892, 8.3824876 48.9953169, 8.3815228 48.9943841, 8.3813916 48.9943721, 8.3812039 48.9943841, 8.3809335 48.9939483, 8.3807956 48.9938889, 8.3805909 48.993845, 8.380432 48.9938406, 8.380264 48.9938467, 8.3801091 48.9938682, 8.3799306 48.9938932, 8.3798059 48.9938691, 8.3796182 48.9938771, 8.378597 48.9939207, 8.3784906 48.993969, 8.3785431 48.9941731, 8.3785274 48.994182, 8.3784841 48.9942076, 8.3774891 48.9942377, 8.3774103 48.9942833, 8.3774261 48.9945727, 8.3765991 48.9946132, 8.3764547 48.9947321, 8.3758772 48.9951851, 8.3753167 48.9956924, 8.3753009 48.9957234, 8.3753049 48.9957578, 8.3754059 48.9958543, 8.3755516 48.9959878, 8.375553 48.996179, 8.3755592 48.9963057, 8.3755698 48.9964094, 8.3759742 48.9965061, 8.3760849 48.9965837, 8.3761064 48.9967478, 8.3759412 48.99681, 8.3759862 48.9972968, 8.3759346 48.9972995, 8.3758508 48.9971693, 8.3757669 48.9969851, 8.3757315 48.996998, 8.3756855 48.996998, 8.3756396 48.9969894, 8.3755936 48.9969747, 8.375553 48.9969566, 8.3754965 48.9969248, 8.3753324 48.9968145, 8.3750384 48.9965872, 8.3750397 48.9965545, 8.3749308 48.9964744, 8.3747706 48.9965493, 8.3748743 48.9966268, 8.3749111 48.9966113, 8.3754256 48.997085, 8.3754609 48.9971381, 8.3758331 48.9975562, 8.3759315 48.9976932, 8.3760022 48.9978434, 8.3760784 48.9980169, 8.376127 48.9981848, 8.3761663 48.9984136, 8.3762496 48.9991263, 8.376208 48.9991269, 8.376183 48.9991277, 8.376057 48.9990804, 8.375834 48.9990045, 8.3756619 48.9988737, 8.3754151 48.998872, 8.3752642 48.998884, 8.3751382 48.9989443, 8.374982 48.9990692, 8.3746499 48.9993361, 8.3746315 48.9993491, 8.3745724 48.9993189, 8.3736598 49.0001044, 8.3726914 49.0012428, 8.3713831 49.0027118, 8.3712514 49.0027239, 8.3710545 49.0026145, 8.3712925 49.0024626, 8.3711354 49.0023661, 8.3710233 49.0023373, 8.3709891 49.0023394, 8.3709653 49.0023476, 8.3709417 49.0023683, 8.3709154 49.0023889, 8.3708931 49.0023777, 8.3708656 49.0023653, 8.370792 49.0023571, 8.3707067 49.0023665, 8.3706726 49.0023752, 8.370645 49.0023846, 8.3706082 49.0024113, 8.3704678 49.0024234, 8.3704442 49.0024139, 8.3703129 49.0024268, 8.3702669 49.0024353, 8.370221 49.0024527, 8.3701961 49.0024742, 8.3701649 49.0025147, 8.3701424 49.0025645, 8.3701409 49.0026163, 8.370291 49.0031341, 8.3703889 49.003204))",,,Günther-Klotz-Anlage,,,,,,,,"[1696148692, 1696148695, 1696148697, 1696148703, 1696148741, 1265317685, 998421270, 998421295, 998421288, 998421301, 998421298, 1265317739, 1696148736, 1696148734, 1696148728, 1696148724, 1696148719, 1696148714, 1696148712, 1696148710, 1696148709, 1696148701, 1696148699, 1696148686, 1696148643, 459673342, 254788437, 1696148645, 4149835030, 497380293, 254788438, 1861382950, 254788442, 1696148640, 1696148639, 27046686, 1696148637, 1696148638, 254788445, 254788431, 1696148632, 1696148631, 1696148628, 459673334, 1696148626, 1696148630, 1730786376, 1696148629, 1696148625, 1696148623, 1696148622, 1730574083, 1696148621, 1696148620, 1696148619, 459673340, 1696148617, 1696148604, 1696148596, 1696148592, 1696148589, 1696148573, 1696148561, 1696148555, 1696148525, 1696148521, 1696148520, 1696148517, 1696148515, 1696148513, 1696148512, 1696148509, 1696148505, 1696148500, 1696148487, 1696148480, 1696148477, 1696148476, 1696148474, 1696148472, 1696148468, 1696148469, 1696148466, 1696148467, 1696148470, 1696148471, 1696148473, 1696148475, 1696148478, 1696148479, 1696148481, 1696148482, 1696148483, 1696148484, 1696148485, 1696148486, 1696148488, 1696148496, 1696148502, 1696148519, 1696148522, 1696148523, 1696148526, 1696148527, 1696148529, 1696148531, 1696148533, 1696148534, 1696148535, 1696148536, 1696148550, 1696148548, 1696148553, 1696148545, 1188913464, 1696148530, 1696148528, 1696148511, 1696148508, 1696148510, 1696148498, 1696148495, 1696148491, 1696148490, 1696148489, 1696148493, 1696148494, 1696148492, 3328764691, 1696148497, 1696148499, 1696148501, 1696148504, 1696148503, 1696148506, 1696148507, 1696148514, 1696148516, 1696148518, 1696148524, 1696148542, 1696148552, 1696148554, 1696148556, 1696148557, 1696148562, 1696148563, 5110950454, 1696148566, 1696148570, 1696148574, 1696148576, 9214887936, 9214887934, 9214887935, 1696148582, 1696148585, 1696148584, 1696148583, 1696148581, 1696148580, 1696148579, 1696148575, 1696148569, 1696148568, 1696148565, 1696148567, 1696148572, 1696148571, 1696148587, 1150845159, 1464957928, 1150845215, 1464957936, 1464957943, 1150086011, 1150845123, 1696148613, 1696148611, 1696148612, 1696148610, 1616500404, 1696148603, 1696148602, 1696148605, 1696148606, 1696148609, 1696148615, 1696148616, 1696148614, 459988484, 1696148636, 1696148684, 1696148685, 459673304, 459673305, 1616497325, 1696148647, 1728033965, 1696148652, 1696148651, 1696148658, 1696148657, 1696148650, 1696148649, 1696148648, 1696148656, 1696148654, 1696148664, 1696148662, 1696148661, 1696148660, 1696148666, 1696148665, 1696148667, 1696148671, 1696148672, 1696148675, 1696148689, 1696148692]",park,,,,Q18624963,,,,,,,,,,,,,,,,,,,Q1561590,,,,,,,,Klotze,,,,,,,,,,,,
way,157873242,,,,"POLYGON ((8.4961158 49.0069346, 8.49605 49.0068264, 8.4960467 49.0068154, 8.4960645 49.0068055, 8.4961347 49.0067662, 8.4961929 49.0067234, 8.4962247 49.0066877, 8.4962436 49.0066615, 8.4962539 49.0066392, 8.4964125 49.0066502, 8.4965441 49.0066686, 8.496522 49.0067786, 8.4964961 49.0068971, 8.4964858 49.0069081, 8.4964739 49.0069138, 8.4964529 49.006918, 8.4963003 49.0069361, 8.4961508 49.0069538, 8.4961341 49.0069513, 8.4961233 49.0069453, 8.4961158 49.0069346))",,,,,,,,,,,"[1701129647, 1701129628, 1701129611, 1701129609, 1701129605, 1701129534, 1701129478, 1701129393, 1701129384, 1701129388, 1701129401, 1701129607, 1701129635, 1701129639, 1701129642, 1701129645, 1701129653, 1701129674, 1701129670, 1701129655, 1701129647]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
