element_type,osmid,amenity,capacity:disabled,description,parking_space,wheelchair,geometry,surface,traffic_sign,access,capacity:charging,access:disabled,capacity:short,maxlength,capacity:parent,capacity:women,layer,level,capacity,level:ref,ref,emergency,source,capacity:car_sharing,name,nodes,parking,parking:disabled,building,ref:permit,lit,fee,opening_hours,smoothness,supervised,capacity:disabled:conditional,parking:orientation,fire_service,maxstay:conditional,doctor,start_date,note,hgv,access:description,capacity:trailer,covered,customers,operator,fee:conditional,maxstay,capacity:private,access:conditional,capacity:taxi,taxi,vehicle,disabled,fixme,noref,tourist_bus,capacity:hgv,parking:fee,surface:colour,parking_space:conditional
way,787964920,parking_space,,,,,"POLYGON ((8.4228819 49.0057049, 8.4229144 49.0056981, 8.4229328 49.0057355, 8.4229003 49.0057424, 8.4228819 49.0057049))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887270, 7366887268, 7366887267, 7366887269, 7366887270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964922,parking_space,,,,,"POLYGON ((8.422817 49.0057187, 8.4228495 49.0057118, 8.4228679 49.0057492, 8.4228354 49.0057561, 8.422817 49.0057187))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887274, 7366887272, 7366887271, 7366887273, 7366887274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964923,parking_space,,,,,"POLYGON ((8.4227846 49.0057255, 8.422817 49.0057187, 8.4228354 49.0057561, 8.422803 49.005763, 8.4227846 49.0057255))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887276, 7366887274, 7366887273, 7366887275, 7366887276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964924,parking_space,,,,,"POLYGON ((8.4227521 49.0057324, 8.4227846 49.0057255, 8.422803 49.005763, 8.4227705 49.0057698, 8.4227521 49.0057324))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887278, 7366887276, 7366887275, 7366887277, 7366887278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964925,parking_space,,,,,"POLYGON ((8.4227197 49.0057392, 8.4227521 49.0057324, 8.4227705 49.0057698, 8.4227381 49.0057767, 8.4227197 49.0057392))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887280, 7366887278, 7366887277, 7366887279, 7366887280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964930,parking_space,,,,,"POLYGON ((8.4240682 49.0054877, 8.4241022 49.0054802, 8.4240834 49.0054437, 8.4240495 49.0054512, 8.4240682 49.0054877))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887325, 7366887337, 7366887336, 7366887324, 7366887325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964931,parking_space,,,,,"POLYGON ((8.4240343 49.0054952, 8.4240682 49.0054877, 8.4240495 49.0054512, 8.4240155 49.0054587, 8.4240343 49.0054952))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887327, 7366887325, 7366887324, 7366887326, 7366887327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964932,parking_space,,,,,"POLYGON ((8.4240003 49.0055027, 8.4240343 49.0054952, 8.4240155 49.0054587, 8.4239815 49.0054662, 8.4240003 49.0055027))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887329, 7366887327, 7366887326, 7366887328, 7366887329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964935,parking_space,,,,,"POLYGON ((8.4239663 49.0055102, 8.4240003 49.0055027, 8.4239815 49.0054662, 8.4239476 49.0054737, 8.4239663 49.0055102))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887334, 7366887329, 7366887328, 7366887335, 7366887334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964945,parking_space,,,,,"POLYGON ((8.4220955 49.006067, 8.4220622 49.0060782, 8.4220347 49.006045, 8.4220684 49.0060338, 8.4220955 49.006067))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887386, 7366887417, 7366887416, 7366887385, 7366887386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964946,parking_space,,,,,"POLYGON ((8.4221288 49.0060558, 8.4220955 49.006067, 8.4220684 49.0060338, 8.4221021 49.0060226, 8.4221288 49.0060558))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887388, 7366887386, 7366887385, 7366887387, 7366887388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964947,parking_space,,,,,"POLYGON ((8.4221621 49.0060446, 8.4221288 49.0060558, 8.4221021 49.0060226, 8.4221359 49.0060114, 8.4221621 49.0060446))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887390, 7366887388, 7366887387, 7366887389, 7366887390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964948,parking_space,,,,,"POLYGON ((8.4222489 49.0060161, 8.4222179 49.0060258, 8.4221929 49.0059927, 8.4222241 49.005983, 8.4222489 49.0060161))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887392, 7366887515, 7366887419, 7366887391, 7366887392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964949,parking_space,,,,,"POLYGON ((8.4222799 49.0060063, 8.4222489 49.0060161, 8.4222241 49.005983, 8.4222553 49.0059733, 8.4222799 49.0060063))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887394, 7366887392, 7366887391, 7366887393, 7366887394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964950,parking_space,,,,,"POLYGON ((8.4223109 49.0059966, 8.4222799 49.0060063, 8.4222553 49.0059733, 8.4222865 49.0059636, 8.4223109 49.0059966))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887396, 7366887394, 7366887393, 7366887395, 7366887396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964951,parking_space,,,,,"POLYGON ((8.4223419 49.0059868, 8.4223109 49.0059966, 8.4222865 49.0059636, 8.4223176 49.0059539, 8.4223419 49.0059868))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887398, 7366887396, 7366887395, 7366887397, 7366887398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964952,parking_space,,,,,"POLYGON ((8.4223728 49.0059771, 8.4223419 49.0059868, 8.4223176 49.0059539, 8.422349 49.0059444, 8.4223728 49.0059771))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887400, 7366887398, 7366887397, 7366887399, 7366887400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964953,parking_space,,,,,"POLYGON ((8.422527 49.0059301, 8.4225586 49.0059204, 8.4225356 49.005888, 8.4225039 49.0058976, 8.422527 49.0059301))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887402, 7366887422, 7366887384, 7366887401, 7366887402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964954,parking_space,,,,,"POLYGON ((8.4224954 49.0059397, 8.422527 49.0059301, 8.4225039 49.0058976, 8.4224723 49.0059072, 8.4224954 49.0059397))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887404, 7366887402, 7366887401, 7366887403, 7366887404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964955,parking_space,,,,,"POLYGON ((8.4224638 49.0059494, 8.4224954 49.0059397, 8.4224723 49.0059072, 8.4224406 49.0059168, 8.4224638 49.0059494))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887406, 7366887404, 7366887403, 7366887405, 7366887406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964956,parking_space,,,,,"POLYGON ((8.4219654 49.0061147, 8.4219312 49.0061279, 8.4219017 49.0060949, 8.4219366 49.0060816, 8.4219654 49.0061147))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887408, 7366887413, 7366887412, 7366887407, 7366887408]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964957,parking_space,,,,,"POLYGON ((8.4219997 49.0061015, 8.4219654 49.0061147, 8.4219366 49.0060816, 8.4219716 49.0060683, 8.4219997 49.0061015))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887410, 7366887408, 7366887407, 7366887409, 7366887410]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964959,parking_space,,,,,"POLYGON ((8.4220339 49.0060882, 8.4219997 49.0061015, 8.4219716 49.0060683, 8.4220065 49.006055, 8.4220339 49.0060882))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887415, 7366887410, 7366887409, 7366887414, 7366887415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964961,parking_space,,,,,"POLYGON ((8.4221955 49.0060334, 8.4221621 49.0060446, 8.4221359 49.0060114, 8.4221696 49.0060002, 8.4221955 49.0060334))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887516, 7366887390, 7366887389, 7366887418, 7366887516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964963,parking_space,,,,,"POLYGON ((8.4224038 49.0059673, 8.4223728 49.0059771, 8.422349 49.0059444, 8.4223803 49.005935, 8.4224038 49.0059673))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887514, 7366887400, 7366887399, 7366887420, 7366887514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964965,parking_space,,,,,"POLYGON ((8.4224322 49.0059591, 8.4224638 49.0059494, 8.4224406 49.0059168, 8.4224089 49.0059263, 8.4224322 49.0059591))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887513, 7366887406, 7366887405, 7366887421, 7366887513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964967,parking_space,,,,,"POLYGON ((8.422717 49.0058757, 8.4226975 49.0058412, 8.4226621 49.0058498, 8.4226817 49.0058843, 8.422717 49.0058757))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887511, 7366887426, 7366887427, 7366887425, 7366887511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964968,parking_space,,,,,"POLYGON ((8.4226817 49.0058843, 8.4226621 49.0058498, 8.4226262 49.0058595, 8.4226479 49.0058937, 8.4226817 49.0058843))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887425, 7366887427, 7366887428, 7366887512, 7366887425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964969,parking_space,,,,,"POLYGON ((8.4226262 49.0058595, 8.4226479 49.0058937, 8.4226141 49.0059032, 8.4225914 49.0058704, 8.4226262 49.0058595))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887428, 7366887512, 7366887430, 7366887429, 7366887428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964970,parking_space,,,,,"POLYGON ((8.422717 49.0058757, 8.4226975 49.0058412, 8.4227334 49.0058328, 8.4227522 49.0058676, 8.422717 49.0058757))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887511, 7366887426, 7366887431, 7366887424, 7366887511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964972,parking_space,,,,,"POLYGON ((8.423839 49.0056342, 8.4238045 49.0056418, 8.423786 49.0056056, 8.4238205 49.0055981, 8.423839 49.0056342))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887435, 7366887474, 7366887473, 7366887434, 7366887435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964973,parking_space,,,,,"POLYGON ((8.4238734 49.0056266, 8.423839 49.0056342, 8.4238205 49.0055981, 8.423855 49.0055905, 8.4238734 49.0056266))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887437, 7366887435, 7366887434, 7366887436, 7366887437]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964974,parking_space,,,,,"POLYGON ((8.4237214 49.0056193, 8.4237575 49.0056118, 8.4237755 49.005648, 8.4237395 49.0056557, 8.4237214 49.0056193))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887441, 7366887476, 7366887475, 7366887440, 7366887441]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964975,parking_space,,,,,"POLYGON ((8.4236853 49.0056269, 8.4237214 49.0056193, 8.4237395 49.0056557, 8.4237035 49.0056634, 8.4236853 49.0056269))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887443, 7366887441, 7366887440, 7366887442, 7366887443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964976,parking_space,,,,,"POLYGON ((8.4236493 49.0056345, 8.4236853 49.0056269, 8.4237035 49.0056634, 8.4236675 49.0056712, 8.4236493 49.0056345))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887445, 7366887443, 7366887442, 7366887444, 7366887445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964977,parking_space,,,,,"POLYGON ((8.4235511 49.0056552, 8.4235856 49.0056478, 8.4236044 49.0056853, 8.4235698 49.0056928, 8.4235511 49.0056552))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887447, 7366887478, 7366887480, 7366887446, 7366887447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964978,parking_space,,,,,"POLYGON ((8.4235165 49.0056626, 8.4235511 49.0056552, 8.4235698 49.0056928, 8.4235352 49.0057002, 8.4235165 49.0056626))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887449, 7366887447, 7366887446, 7366887448, 7366887449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964980,parking_space,,,,,"POLYGON ((8.4231133 49.0057916, 8.4230808 49.0057987, 8.4230613 49.0057603, 8.4230939 49.0057532, 8.4231133 49.0057916))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887459, 7366887457, 7366887456, 7366887458, 7366887459]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964981,parking_space,,,,,"POLYGON ((8.4231458 49.0057845, 8.4231133 49.0057916, 8.4230939 49.0057532, 8.4231264 49.0057461, 8.4231458 49.0057845))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887461, 7366887459, 7366887458, 7366887460, 7366887461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964982,parking_space,,,,,"POLYGON ((8.4231784 49.0057775, 8.4231458 49.0057845, 8.4231264 49.0057461, 8.423159 49.0057391, 8.4231784 49.0057775))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887463, 7366887461, 7366887460, 7366887462, 7366887463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964984,parking_space,,,,,"POLYGON ((8.4232435 49.0057633, 8.4232109 49.0057704, 8.4231915 49.005732, 8.4232241 49.0057249, 8.4232435 49.0057633))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887467, 7366887465, 7366887464, 7366887466, 7366887467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964985,parking_space,,,,,"POLYGON ((8.423276 49.0057562, 8.4232435 49.0057633, 8.4232241 49.0057249, 8.4232566 49.0057178, 8.423276 49.0057562))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887469, 7366887467, 7366887466, 7366887468, 7366887469]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964986,parking_space,,,,,"POLYGON ((8.4233086 49.0057491, 8.423276 49.0057562, 8.4232566 49.0057178, 8.4232891 49.0057107, 8.4233086 49.0057491))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887471, 7366887469, 7366887468, 7366887470, 7366887471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964990,parking_space,,,,,"POLYGON ((8.4239079 49.005619, 8.4238734 49.0056266, 8.423855 49.0055905, 8.4238894 49.0055829, 8.4239079 49.005619))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887438, 7366887437, 7366887436, 7366887439, 7366887438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964991,parking_space,,,,,"POLYGON ((8.4236132 49.005642, 8.4236493 49.0056345, 8.4236675 49.0056712, 8.4236316 49.0056789, 8.4236132 49.005642))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887477, 7366887445, 7366887444, 7366887479, 7366887477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964992,parking_space,,,,,"POLYGON ((8.423482 49.00567, 8.4235165 49.0056626, 8.4235352 49.0057002, 8.4235007 49.0057076, 8.423482 49.00567))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887482, 7366887449, 7366887448, 7366887483, 7366887482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787964995,parking_space,,,,,"POLYGON ((8.4233411 49.005742, 8.4233086 49.0057491, 8.4232891 49.0057107, 8.4233217 49.0057037, 8.4233411 49.005742))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887484, 7366887471, 7366887470, 7366887485, 7366887484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965001,parking_space,,,,,"POLYGON ((8.4214097 49.0063514, 8.4213821 49.0063634, 8.4213499 49.0063316, 8.4213775 49.0063196, 8.4214097 49.0063514))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887539, 7366887595, 7366887594, 7366887538, 7366887539]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965002,parking_space,,,,,"POLYGON ((8.4214373 49.0063394, 8.4214097 49.0063514, 8.4213775 49.0063196, 8.4214051 49.0063076, 8.4214373 49.0063394))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887541, 7366887539, 7366887538, 7366887540, 7366887541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965003,parking_space,,,,,"POLYGON ((8.4214648 49.0063274, 8.4214373 49.0063394, 8.4214051 49.0063076, 8.4214326 49.0062956, 8.4214648 49.0063274))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887543, 7366887541, 7366887540, 7366887542, 7366887543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965004,parking_space,,,,,"POLYGON ((8.4214924 49.0063154, 8.4214648 49.0063274, 8.4214326 49.0062956, 8.4214602 49.0062836, 8.4214924 49.0063154))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887545, 7366887543, 7366887542, 7366887544, 7366887545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965005,parking_space,,,,,"POLYGON ((8.4215199 49.0063033, 8.4214924 49.0063154, 8.4214602 49.0062836, 8.4214878 49.0062716, 8.4215199 49.0063033))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887547, 7366887545, 7366887544, 7366887546, 7366887547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965006,parking_space,,,,,"POLYGON ((8.4215475 49.0062913, 8.4215199 49.0063033, 8.4214878 49.0062716, 8.4215153 49.0062596, 8.4215475 49.0062913))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887549, 7366887547, 7366887546, 7366887548, 7366887549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965008,parking_space,,,,,"POLYGON ((8.421603 49.0062677, 8.4215751 49.0062793, 8.4215429 49.0062475, 8.4215705 49.0062355, 8.421603 49.0062677))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887553, 7366887551, 7366887550, 7366887552, 7366887553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965009,parking_space,,,,,"POLYGON ((8.421631 49.0062561, 8.421603 49.0062677, 8.4215705 49.0062355, 8.421598 49.0062235, 8.421631 49.0062561))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887555, 7366887553, 7366887552, 7366887554, 7366887555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965010,parking_space,,,,,"POLYGON ((8.4209229 49.0065837, 8.4208954 49.0065969, 8.4208599 49.006565, 8.4208875 49.0065519, 8.4209229 49.0065837))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887557, 7366887591, 7366887590, 7366887556, 7366887557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965011,parking_space,,,,,"POLYGON ((8.4209504 49.0065706, 8.4209229 49.0065837, 8.4208875 49.0065519, 8.420915 49.0065387, 8.4209504 49.0065706))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887559, 7366887557, 7366887556, 7366887558, 7366887559]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965012,parking_space,,,,,"POLYGON ((8.4209779 49.0065574, 8.4209504 49.0065706, 8.420915 49.0065387, 8.4209425 49.0065255, 8.4209779 49.0065574))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887561, 7366887559, 7366887558, 7366887560, 7366887561]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965013,parking_space,,,,,"POLYGON ((8.4210055 49.0065442, 8.4209779 49.0065574, 8.4209425 49.0065255, 8.42097 49.0065124, 8.4210055 49.0065442))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887563, 7366887561, 7366887560, 7366887562, 7366887563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965014,parking_space,,,,,"POLYGON ((8.421033 49.0065311, 8.4210055 49.0065442, 8.42097 49.0065124, 8.4209976 49.0064992, 8.421033 49.0065311))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887565, 7366887563, 7366887562, 7366887564, 7366887565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965015,parking_space,,,,,"POLYGON ((8.4210605 49.0065179, 8.421033 49.0065311, 8.4209976 49.0064992, 8.4210251 49.006486, 8.4210605 49.0065179))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887567, 7366887565, 7366887564, 7366887566, 7366887567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965016,parking_space,,,,,"POLYGON ((8.421088 49.0065048, 8.4210605 49.0065179, 8.4210251 49.006486, 8.4210526 49.0064729, 8.421088 49.0065048))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887569, 7366887567, 7366887566, 7366887568, 7366887569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965017,parking_space,,,,,"POLYGON ((8.4211155 49.0064916, 8.421088 49.0065048, 8.4210526 49.0064729, 8.4210801 49.0064597, 8.4211155 49.0064916))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887571, 7366887569, 7366887568, 7366887570, 7366887571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965018,parking_space,,,,,"POLYGON ((8.4211431 49.0064784, 8.4211155 49.0064916, 8.4210801 49.0064597, 8.4211076 49.0064465, 8.4211431 49.0064784))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887573, 7366887571, 7366887570, 7366887572, 7366887573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965019,parking_space,,,,,"POLYGON ((8.4211706 49.0064653, 8.4211431 49.0064784, 8.4211076 49.0064465, 8.4211352 49.0064334, 8.4211706 49.0064653))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887575, 7366887573, 7366887572, 7366887574, 7366887575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965020,parking_space,,,,,"POLYGON ((8.4211981 49.0064521, 8.4211706 49.0064653, 8.4211352 49.0064334, 8.4211627 49.0064202, 8.4211981 49.0064521))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887577, 7366887575, 7366887574, 7366887576, 7366887577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965021,parking_space,,,,,"POLYGON ((8.4212256 49.0064389, 8.4211981 49.0064521, 8.4211627 49.0064202, 8.4211902 49.0064071, 8.4212256 49.0064389))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887579, 7366887577, 7366887576, 7366887578, 7366887579]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965022,parking_space,,,,,"POLYGON ((8.4208335 49.0065777, 8.4208123 49.0065878, 8.4208477 49.0066197, 8.4208689 49.0066096, 8.4208335 49.0065777))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887589, 7366887586, 7366887587, 7366887588, 7366887589]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965023,parking_space,,,,,"POLYGON ((8.4216589 49.0062445, 8.421631 49.0062561, 8.421598 49.0062235, 8.4216256 49.0062115, 8.4216589 49.0062445))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887596, 7366887555, 7366887554, 7366887597, 7366887596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965024,parking_space,,,,,"POLYGON ((8.4212532 49.0064258, 8.4212256 49.0064389, 8.4211902 49.0064071, 8.4212177 49.0063939, 8.4212532 49.0064258))",paving_stones,,,,,,,,,,,1,,,,,,,"[7366887592, 7366887579, 7366887578, 7366887593, 7366887592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787965026,parking_space,,,,,"POLYGON ((8.420795 49.0066447, 8.4207786 49.0066302, 8.4206499 49.0066929, 8.4206662 49.0067074, 8.420795 49.0066447))",paving_stones,,,,,,,,,,,2,,,,,,,"[7366887607, 7366887606, 7366887605, 7366887604, 7366887607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,790731588,parking_space,,,,,"POLYGON ((8.4561006 49.0038317, 8.456065 49.0038403, 8.4560872 49.0038799, 8.4561228 49.0038714, 8.4561006 49.0038317))",paving_stones,,,,,,,,,,,1,,,,,,,"[7392254121, 6468008745, 6468008746, 7392254120, 7392254121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,790731589,parking_space,,,,,"POLYGON ((8.4561361 49.0038232, 8.4561006 49.0038317, 8.4561228 49.0038714, 8.4561583 49.0038628, 8.4561361 49.0038232))",paving_stones,,,,,,,,,,,1,,,,,,,"[7392254123, 7392254121, 7392254120, 7392254122, 7392254123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,790731590,parking_space,,,,,"POLYGON ((8.4561717 49.0038146, 8.4561361 49.0038232, 8.4561583 49.0038628, 8.4561939 49.0038542, 8.4561717 49.0038146))",paving_stones,,,,,,,,,,,1,,,,,,,"[7392254125, 7392254123, 7392254122, 7392254124, 7392254125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,790731591,parking_space,,,,,"POLYGON ((8.4562072 49.0038061, 8.4561717 49.0038146, 8.4561939 49.0038542, 8.4562294 49.0038457, 8.4562072 49.0038061))",paving_stones,,,,,,,,,,,1,,,,,,,"[7392254127, 7392254125, 7392254124, 7392254126, 7392254127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
