element_type,osmid,amenity,capacity:disabled,description,parking_space,wheelchair,geometry,surface,traffic_sign,access,capacity:charging,access:disabled,capacity:short,maxlength,capacity:parent,capacity:women,layer,level,capacity,level:ref,ref,emergency,source,capacity:car_sharing,name,nodes,parking,parking:disabled,building,ref:permit,lit,fee,opening_hours,smoothness,supervised,capacity:disabled:conditional,parking:orientation,fire_service,maxstay:conditional,doctor,start_date,note,hgv,access:description,capacity:trailer,covered,customers,operator,fee:conditional,maxstay,capacity:private,access:conditional,capacity:taxi,taxi,vehicle,disabled,fixme,noref,tourist_bus,capacity:hgv,parking:fee,surface:colour,parking_space:conditional
node,10031074885,parking_space,1,,disabled,,POINT (8.4018145 48.9953188),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683791,parking_space,,,,,POINT (8.4242487 49.0198646),,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683792,parking_space,,,,,POINT (8.424212 49.0198573),,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683793,parking_space,,,private,,POINT (8.4240692 49.0197153),,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683794,parking_space,,,private,,POINT (8.4240367 49.0197103),,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683795,parking_space,,,private,,POINT (8.4240049 49.0197075),,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683796,parking_space,,,private,,POINT (8.4239719 49.0197036),,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683797,parking_space,,,private,,POINT (8.4239901 49.0204805),,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683798,parking_space,,,private,,POINT (8.4240031 49.0204491),,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683799,parking_space,,,private,,POINT (8.4240194 49.0204186),,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683800,parking_space,,,private,,POINT (8.4240853 49.020313),,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683801,parking_space,,,private,,POINT (8.4241031 49.0202765),,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683802,parking_space,,,private,,POINT (8.4241206 49.020241),,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683805,parking_space,,,private,,POINT (8.4238124 49.0207376),,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683806,parking_space,,,private,,POINT (8.4238114 49.0207194),,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683807,parking_space,,,private,,POINT (8.4231657 49.0207466),,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683808,parking_space,,,private,,POINT (8.4231457 49.0207284),,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683809,parking_space,,,private,,POINT (8.4229986 49.0207001),,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683810,parking_space,,,private,,POINT (8.4229693 49.020691),,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683811,parking_space,,,private,,POINT (8.4229408 49.0206819),,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683812,parking_space,,,private,,POINT (8.4228823 49.0206713),,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683813,parking_space,,,private,,POINT (8.42305 49.0208286),,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683814,parking_space,,,private,,POINT (8.4230168 49.0208162),,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683815,parking_space,,,private,,POINT (8.4229835 49.0208039),,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054683816,parking_space,,,private,,POINT (8.4229502 49.0207916),,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735717,parking_space,,,private,,POINT (8.4229169 49.0207793),,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735718,parking_space,,,private,,POINT (8.4228837 49.020767),,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735719,parking_space,,,private,,POINT (8.4228504 49.0207547),,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735720,parking_space,,,private,,POINT (8.4228171 49.0207424),,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735721,parking_space,,,private,,POINT (8.4227838 49.0207301),,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735722,parking_space,,,private,,POINT (8.4225539 49.0206452),,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735723,parking_space,,,private,,POINT (8.4225271 49.0206354),,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735724,parking_space,,,private,,POINT (8.4225003 49.0206255),,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735725,parking_space,,,private,,POINT (8.4224734 49.0206157),,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735726,parking_space,,,private,,POINT (8.4224466 49.0206059),,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735727,parking_space,,,private,,POINT (8.4224198 49.0205961),,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735728,parking_space,,,private,,POINT (8.4223929 49.0205863),,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735729,parking_space,,,private,,POINT (8.4223661 49.0205765),,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735730,parking_space,,,private,,POINT (8.4225376 49.0205276),,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735731,parking_space,,,private,,POINT (8.4225655 49.0205377),,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735732,parking_space,,,private,,POINT (8.4221664 49.0205021),,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735733,parking_space,,,private,,POINT (8.4221368 49.0204905),,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735734,parking_space,,,private,,POINT (8.4221073 49.0204788),,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735735,parking_space,,,private,,POINT (8.4220778 49.0204672),,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735736,parking_space,,,private,,POINT (8.4220483 49.0204555),,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735737,parking_space,,,private,,POINT (8.4220188 49.0204439),,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735738,parking_space,,,private,,POINT (8.4219893 49.0204322),,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735739,parking_space,,,private,,POINT (8.4219598 49.0204206),,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735740,parking_space,,,private,,POINT (8.4219303 49.0204089),,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735741,parking_space,,,private,,POINT (8.4219008 49.0203973),,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735742,parking_space,,,private,,POINT (8.4218713 49.0203856),,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735743,parking_space,,,private,,POINT (8.4218418 49.0203739),,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735744,parking_space,,,private,,POINT (8.4218123 49.0203623),,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735745,parking_space,,,private,,POINT (8.4217828 49.0203506),,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735746,parking_space,,,private,,POINT (8.4217533 49.020339),,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735747,parking_space,,,private,,POINT (8.4217238 49.0203273),,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735748,parking_space,,,private,,POINT (8.4221242 49.020374),,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735749,parking_space,,,private,,POINT (8.4221545 49.020385),,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735750,parking_space,,,private,,POINT (8.4221848 49.0203961),,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735751,parking_space,,,private,,POINT (8.422215 49.0204071),,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735752,parking_space,,,private,,POINT (8.4222453 49.0204182),,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735753,parking_space,,,private,,POINT (8.4222756 49.0204292),,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735754,parking_space,,,private,,POINT (8.4223059 49.0204403),,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10054735755,parking_space,,,private,,POINT (8.4215677 49.0202438),,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10769434284,parking_space,,,car_sharing,,POINT (8.4041269 48.9984243),,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10876007873,parking_space,2,,,,POINT (8.3980386 49.0085502),,,,,,,,,,,,,,,,,,Behindertenparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10876019300,parking_space,,,disabled,,POINT (8.4080165 49.0099012),,,,,,,,,,,,2,,,,,,Behindertenparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10881174772,parking_space,1,,disabled,yes,POINT (8.466406 48.9575925),,,,,,,,,,,,,,,,,,Behindertenparkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118611123,parking_space,,,,,"POLYGON ((8.4517335 48.9929661, 8.4517146 48.9929202, 8.4517817 48.9929083, 8.4518006 48.9929542, 8.4517335 48.9929661))",,,,,,,,,,,,,,,,,,,"[1333713893, 1333713626, 1333713849, 1333713659, 1333713893]",surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118611169,parking_space,,,,,"POLYGON ((8.4516931 48.993276, 8.4515582 48.9929479, 8.4516368 48.992934, 8.4517717 48.9932621, 8.4516931 48.993276))",,,,,,,,,,,,,,,,,,,"[1333713663, 1333713757, 1333713887, 1333713718, 1333713663]",surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118611179,parking_space,,,,,"POLYGON ((8.4518256 48.9931899, 8.4518016 48.9931316, 8.4518687 48.9931197, 8.4518927 48.993178, 8.4518256 48.9931899))",,,,,,,,,,,,,,,,,,,"[1333713673, 1333713768, 1333713910, 1333713796, 1333713673]",surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118611186,parking_space,,,,,"POLYGON ((8.4517845 48.9930901, 8.4517499 48.993006, 8.451817 48.9929942, 8.4518516 48.9930782, 8.4517845 48.9930901))",,,,,,,,,,,,,,,,,,,"[1333713823, 1333713899, 1333713786, 1333713931, 1333713823]",surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150388522,parking_space,,,,,"POLYGON ((8.5083554 48.9546865, 8.5084449 48.9546953, 8.5084765 48.9545565, 8.5083871 48.9545477, 8.5083554 48.9546865))",,,,,,,,,,,,5,,,,,,,"[1633060569, 1633060570, 1633060543, 1633060542, 1633060569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983795,parking_space,,,,,"POLYGON ((8.3945432 49.0337496, 8.3945657 49.0337333, 8.3945149 49.0337032, 8.3944924 49.0337195, 8.3945432 49.0337496))",asphalt,,,,,,,,,,,,,,,,,,"[1638378538, 1638378533, 1638378494, 1638378514, 1638378538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983798,parking_space,,,,,"POLYGON ((8.3946505 49.0338852, 8.3946538 49.0338628, 8.3947217 49.0338671, 8.3947184 49.0338896, 8.3946505 49.0338852))",,,,,,,,,,,,,,,,,,,"[1638378694, 1638378675, 1638378678, 1638378698, 1638378694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983799,parking_space,,,,,"POLYGON ((8.3943397 49.0339852, 8.3943471 49.0339405, 8.3943938 49.0339438, 8.3943864 49.0339886, 8.3943397 49.0339852))",asphalt,,,,,,,,,,,1,,,,,,,"[1638378729, 1638378722, 1638378725, 1638378733, 1638378729]",surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983801,parking_space,,,,,"POLYGON ((8.3946723 49.0337554, 8.3946765 49.0337303, 8.3947452 49.0337352, 8.394741 49.0337603, 8.3946723 49.0337554))",,,,,,,,,,,,,,,,,,,"[1638378544, 1432593501, 1432593626, 1638378547, 1638378544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983803,parking_space,,,,,"POLYGON ((8.3944126 49.0338432, 8.3944322 49.0338302, 8.3943828 49.0338011, 8.3943632 49.0338141, 8.3944126 49.0338432))",asphalt,,,,,,,,,,,,,,,,,,"[1638378666, 1638378636, 1638378597, 1638378627, 1638378666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983804,parking_space,,,,,"POLYGON ((8.3946684 49.0337784, 8.3946723 49.0337554, 8.394741 49.0337603, 8.3947371 49.0337833, 8.3946684 49.0337784))",,,,,,,,,,,,,,,,,,,"[1638378573, 1638378544, 1638378547, 1638378589, 1638378573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983806,parking_space,,,,,"POLYGON ((8.3945209 49.0337658, 8.3945432 49.0337496, 8.3944924 49.0337195, 8.3944701 49.0337358, 8.3945209 49.0337658))",asphalt,,,,,,,,,,,,,,,,,,"[1638378549, 1638378538, 1638378514, 1638378535, 1638378549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983808,parking_space,,,,,"POLYGON ((8.3946472 49.0339075, 8.3946505 49.0338852, 8.3947184 49.0338896, 8.3947151 49.0339119, 8.3946472 49.0339075))",,,,,,,,,,,,,,,,,,,"[1638378712, 1638378694, 1638378698, 1638378715, 1638378712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983810,parking_space,,,,,"POLYGON ((8.3943911 49.0338589, 8.3944126 49.0338432, 8.3943632 49.0338141, 8.3943417 49.0338299, 8.3943911 49.0338589))",asphalt,,,,,,,,,,,,,,,,,,"[1638378672, 1638378666, 1638378627, 1638378642, 1638378672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983811,parking_space,,,,,"POLYGON ((8.3946648 49.0337995, 8.3946684 49.0337784, 8.3947371 49.0337833, 8.3947336 49.0338045, 8.3946648 49.0337995))",,,,,,,,,,,,,,,,,,,"[1638378601, 1638378573, 1638378589, 1638378610, 1638378601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983814,parking_space,,,,,"POLYGON ((8.3946439 49.0339298, 8.3946472 49.0339075, 8.3947151 49.0339119, 8.3947118 49.0339341, 8.3946439 49.0339298))",,,,,,,,,,,,,,,,,,,"[1432593591, 1638378712, 1638378715, 1432593473, 1432593591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983816,parking_space,,,,,"POLYGON ((8.39459 49.0337157, 8.3946122 49.0336995, 8.3945614 49.0336695, 8.3945392 49.0336856, 8.39459 49.0337157))",asphalt,,,,,,,,,,,,,,,,,,"[1638378509, 1432593699, 1432593565, 1638378490, 1638378509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983817,parking_space,,,,,"POLYGON ((8.3943644 49.0338784, 8.3943911 49.0338589, 8.3943417 49.0338299, 8.394315 49.0338493, 8.3943644 49.0338784))",asphalt,,,,,,,,,,,,,,,,,,"[1432593779, 1638378672, 1638378642, 1432593660, 1432593779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983821,parking_space,,,,,"POLYGON ((8.3945657 49.0337333, 8.39459 49.0337157, 8.3945392 49.0336856, 8.3945149 49.0337032, 8.3945657 49.0337333))",asphalt,,,,,,,,,,,,,,,,,,"[1638378533, 1638378509, 1638378490, 1638378494, 1638378533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983822,parking_space,,,,,"POLYGON ((8.3943938 49.0339438, 8.3944404 49.0339472, 8.394433 49.0339919, 8.3943864 49.0339886, 8.3943938 49.0339438))",asphalt,,,,,,,,,,,1,,,,,,,"[1638378725, 1432593553, 3229882263, 1638378733, 1638378725]",surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983824,parking_space,,,,,"POLYGON ((8.3944322 49.0338302, 8.394455 49.0338135, 8.3944056 49.0337844, 8.3943828 49.0338011, 8.3944322 49.0338302))",asphalt,,,,,,,,,,,,,,,,,,"[1638378636, 1638378612, 1638378577, 1638378597, 1638378636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983826,parking_space,,,,,"POLYGON ((8.394661 49.0338226, 8.3946648 49.0337995, 8.3947336 49.0338045, 8.3947297 49.0338276, 8.3946898 49.0338247, 8.394661 49.0338226))",,,,,,,,,,,,,,,,,,,"[1638378629, 1638378601, 1638378610, 1638378639, 1638378633, 1638378629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983827,parking_space,,,,,"POLYGON ((8.394455 49.0338135, 8.3944772 49.0337974, 8.3944571 49.0337855, 8.3944278 49.0337683, 8.3944056 49.0337844, 8.394455 49.0338135))",asphalt,,,,,,,,,,,,,,,,,,"[1638378612, 1638378593, 1638378579, 1638378563, 1638378577, 1638378612]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983829,parking_space,,,,,"POLYGON ((8.3944447 49.0337542, 8.3944746 49.0337719, 8.3944955 49.0337842, 8.3945209 49.0337658, 8.3944701 49.0337358, 8.3944447 49.0337542))",asphalt,,,,,,,,,,,,,,,,,,"[1638378541, 1638378570, 1638378575, 1638378549, 1638378535, 1638378541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150983832,parking_space,,,,,"POLYGON ((8.3946538 49.0338628, 8.3946571 49.0338406, 8.3946865 49.0338424, 8.394725 49.0338449, 8.3947217 49.0338671, 8.3946538 49.0338628))",,,,,,,,,,,,,,,,,,,"[1638378675, 1638378660, 1638378662, 1638378668, 1638378678, 1638378675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151269999,parking_space,,,,,"POLYGON ((8.4923168 49.0120366, 8.492316 49.0119932, 8.4925453 49.0119915, 8.492546 49.0120348, 8.4923168 49.0120366))",,,,,,,,,,,,,,,,,,,"[1640898373, 1640898367, 1640898370, 1640898376, 1640898373]",surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159038871,parking_space,,,,,"POLYGON ((8.448234 49.0337916, 8.4482692 49.0337916, 8.4482692 49.0337529, 8.448234 49.0337529, 8.448234 49.0337916))",paving_stones,,,,,,,,,,,1,,,,,,,"[1711428810, 7834688878, 7834688877, 1711428792, 1711428810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159038875,parking_space,,,,,"POLYGON ((8.4479514 49.0337529, 8.4479142 49.0337529, 8.4479142 49.0337916, 8.4479514 49.0337916, 8.4479514 49.0337529))",paving_stones,,,,,,,,,,,1,,,,,,,"[7834688905, 7834688862, 7834688861, 7834688902, 7834688905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159054355,parking_space,,,,,"POLYGON ((8.4496005 49.0250775, 8.4496182 49.0251245, 8.449645 49.0251052, 8.4496371 49.0250866, 8.4496277 49.0250575, 8.4496005 49.0250775))",paving_stones,,,,,,,,,,,1,,,,,,,"[5774073842, 5774073841, 1711585123, 1317269786, 1317269942, 5774073842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159054356,parking_space,,,,,"POLYGON ((8.4496781 49.0250202, 8.4496992 49.0250661, 8.4496722 49.0250855, 8.4496666 49.0250761, 8.4496505 49.0250406, 8.4496781 49.0250202))",paving_stones,,,,,,,,,,,1,,,,,,,"[5774073835, 5774073838, 1711585074, 1317269943, 1317270051, 5774073835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172277297,parking_space,,,,,"POLYGON ((8.3378293 49.0335666, 8.3375493 49.033444, 8.3376016 49.0333926, 8.3378816 49.0335152, 8.3378293 49.0335666))",,,private,,,,,,,,,10,,,,,,,"[1831986540, 1831986538, 1831986527, 1831986539, 1831986540]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172454661,parking_space,,,,,"POLYGON ((8.4498323 49.0249696, 8.4498066 49.0249886, 8.4497881 49.0249392, 8.449812 49.024921, 8.4498323 49.0249696))",paving_stones,,,,,,,,,,,1,,,,,,,"[5774073830, 1833606397, 1317269981, 5774073832, 5774073830]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173717522,parking_space,,,,,"POLYGON ((8.4231708 49.0161504, 8.4237164 49.0162034, 8.4237259 49.0161617, 8.4231802 49.0161086, 8.4231708 49.0161504))",,,,,,,,,,,,16,,,,,,,"[1844855463, 1844855464, 1844855462, 1844855459, 1844855463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173717523,parking_space,,,,,"POLYGON ((8.4229419 49.0161281, 8.4231332 49.0161467, 8.4231427 49.016105, 8.4229513 49.0160864, 8.4229419 49.0161281))",,,,,,,,,,,,6,,,,,,,"[1844855460, 1844855461, 1844855458, 1844855457, 1844855460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181455081,parking_space,,,,,"POLYGON ((8.4223835 49.0145079, 8.4223783 49.0145313, 8.4224489 49.0145381, 8.4224541 49.0145148, 8.4223835 49.0145079))",,,,,,,,,,,,1,,,,,,,"[6051203507, 1918767155, 1918767157, 6051203517, 6051203507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449973,parking_space,,,,,"POLYGON ((8.4131551 49.0108339, 8.4131532 49.0108107, 8.4132188 49.0108085, 8.4132205 49.0108317, 8.4131551 49.0108339))",paving_stones,,,,,,,,,,,1,,,,,,,"[2621119732, 1795609418, 1795609417, 2621119731, 2621119732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449975,parking_space,,,,,"POLYGON ((8.413157 49.0108573, 8.4131551 49.0108339, 8.4132205 49.0108317, 8.4132222 49.0108551, 8.413157 49.0108573))",paving_stones,,,,,,,,,,,1,,,,,,,"[2621119734, 2621119732, 2621119731, 2621119733, 2621119734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449976,parking_space,,,,,"POLYGON ((8.4131608 49.0109039, 8.4131589 49.0108806, 8.4132238 49.0108784, 8.4132255 49.0109018, 8.4131608 49.0109039))",paving_stones,,,,,,,,,,,1,,,,,,,"[1795609420, 2621119736, 2621119735, 1795609419, 1795609420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449977,parking_space,,,,,"POLYGON ((8.4131387 49.0106361, 8.4131373 49.0106175, 8.4132048 49.0106152, 8.4132062 49.0106339, 8.4131387 49.0106361))",paving_stones,,,,,,,,,,,1,,,,,,,"[2621119720, 1795609406, 1795609405, 2621119719, 2621119720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449978,parking_space,,,,,"POLYGON ((8.4131519 49.0107965, 8.41315 49.0107736, 8.4132162 49.0107714, 8.4132178 49.0107944, 8.4131519 49.0107965))",paving_stones,,,,,,,,,,,1,,,,,,,"[1795609416, 2621119730, 2621119729, 1795609415, 1795609416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256449981,parking_space,,,,,"POLYGON ((8.4131402 49.0106548, 8.4131387 49.0106361, 8.4132062 49.0106339, 8.4132076 49.0106526, 8.4131402 49.0106548))",paving_stones,,,,,,,,,,,1,,,,,,,"[2621119722, 2621119720, 2621119719, 2621119721, 2621119722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
