u,v,key,osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,width,access,service,bridge,junction,tunnel
343598694,630799367,0,148822339,True,,Göbenstraße,residential,False,141.493,30,"LINESTRING (6.6494102 49.7581763, 6.6493618 49.7581915, 6.6493372 49.7582177, 6.6486089 49.7593293)",,,,,,,
343599130,4561701691,0,5583916,False,,Engelstraße,residential,True,35.371,30,"LINESTRING (6.6429583 49.7606372, 6.6432592 49.760889)",,,,,,,
343599130,87220845,0,286087119,True,1,Engelstraße,residential,False,20.351,30,"LINESTRING (6.6429583 49.7606372, 6.6428967 49.7605969, 6.6428111 49.7605445, 6.6427903 49.7605347, 6.6427669 49.7605272, 6.6427413 49.7605249)",,,,,,,
343599412,91417290,0,44180415,True,2,,secondary,False,32.771,50,"LINESTRING (6.6491697 49.757938, 6.649159 49.7578892, 6.6491662 49.7578443, 6.6491969 49.7577807, 6.6492103 49.7577424, 6.6492699 49.7576562)",L 145,,,,,,
343599412,3356734231,0,286880043,True,2,Christophstraße,secondary,False,71.63400000000001,50,"LINESTRING (6.6491697 49.757938, 6.6492542 49.7579081, 6.6494659 49.7578335, 6.6497805 49.7577208, 6.6498187 49.757708, 6.6499072 49.7576784, 6.6499787 49.7576648, 6.6500579 49.7576493)",,,,,,,
343599654,343599680,0,30907930,True,1,,secondary_link,False,33.259,50,"LINESTRING (6.6487992 49.7579457, 6.6488758 49.7579913, 6.6489158 49.7580444, 6.6489448 49.7580863, 6.6489522 49.7581365, 6.6489271 49.7582112)",,,,,,,
343599654,343599412,0,516873294,True,3,Christophstraße,secondary,False,26.672,50,"LINESTRING (6.6487992 49.7579457, 6.6490276 49.7579473, 6.6491227 49.7579399, 6.6491697 49.757938)",,,,,,,
343599680,83318662,0,142241943,True,2,Theodor-Heuss-Allee,secondary,False,143.378,50,"LINESTRING (6.6489271 49.7582112, 6.6476114 49.7587508, 6.6472393 49.7588995)",,,,,,,
343600047,2524751861,0,"[30907960, 504763891]",True,"['3', '2']",Schöndorfer Straße,secondary,False,80.202,50,"LINESTRING (6.6558442 49.762713, 6.6562302 49.7629691, 6.6566231 49.7632298)",L 145,,,,,,
343600052,5237812310,0,504763886,True,,Franz-Georg-Straße,tertiary,False,7.54,50,"LINESTRING (6.6586362 49.7643069, 6.6585382 49.7642826)",L 145,,,,,,
343600052,340108706,0,6073417,False,,Franz-Georg-Straße,tertiary,False,98.201,30,"LINESTRING (6.6586362 49.7643069, 6.6586863 49.7643326, 6.6588676 49.7644243, 6.6590498 49.7645164, 6.659487 49.7647346, 6.6597101 49.7648534)",L 145,,,,,,
343600057,343600240,0,30907963,True,1,,secondary_link,False,39.774,50,"LINESTRING (6.6566591 49.7638039, 6.6566957 49.7637165, 6.6567318 49.7636533, 6.6567437 49.7635971, 6.6567452 49.7635268, 6.656728 49.7634549)",,,,,,,
343600057,10602544,0,286880046,False,3,Wasserweg,secondary,False,37.282999999999994,50,"LINESTRING (6.6566591 49.7638039, 6.6568625 49.7637012, 6.6569065 49.763677, 6.6570195 49.763618, 6.6570691 49.7635988)",,,,,,,
343600057,295146866,0,"[550497082, 205357278, 290047126]",False,"['2', '4', '3']",Wasserweg,secondary,True,41.192,50,"LINESTRING (6.6566591 49.7638039, 6.656532 49.7638707, 6.656347 49.763974, 6.6562198 49.764042)",,,,,,,
343600240,340108686,0,32211461,True,2,Schöndorfer Straße,secondary,False,80.136,50,"LINESTRING (6.656728 49.7634549, 6.6564236 49.7632489, 6.6563898 49.763226, 6.6563167 49.7631765, 6.6559578 49.7629335)",L 145,,,,,,
344105848,272237219,0,361575220,True,3,Theodor-Heuss-Allee,secondary,False,24.814,50,"LINESTRING (6.6457972 49.7594594, 6.6454994 49.7595725)",,,,,,,
344105848,344105862,0,30949749,True,,Petrusstraße,residential,False,32.983000000000004,50,"LINESTRING (6.6457972 49.7594594, 6.645789 49.7595324, 6.6457954 49.7595734, 6.6458111 49.7596151, 6.6459805 49.7597013)",,,,,,,
344105862,4577204477,0,148822337,False,,Petrusstraße,residential,True,26.624,30,"LINESTRING (6.6459805 49.7597013, 6.6463151 49.7598043)",,,,,,,
344105862,272237219,0,343287130,True,,Petrusstraße,residential,False,37.619,50,"LINESTRING (6.6459805 49.7597013, 6.6456527 49.7595958, 6.6454994 49.7595725)",,,,,,,
344111339,318675680,0,45548264,False,,Deutschherrenstraße,residential,True,9.804,,"LINESTRING (6.6356397 49.7609043, 6.6355594 49.7609756)",,,,,,,
344111339,247367977,0,45548264,False,,Deutschherrenstraße,residential,False,25.480999999999998,,"LINESTRING (6.6356397 49.7609043, 6.6357165 49.7608363, 6.6358486 49.7607191)",,,,,,,
344111833,3307821765,0,324026262,True,1,,secondary_link,False,27.406999999999996,50,"LINESTRING (6.6375724 49.7616122, 6.6377522 49.7616506, 6.6377875 49.7616582, 6.6378159 49.7616703, 6.6378605 49.7616959, 6.6378827 49.7617328)",,,,,,,
344111833,20833915,0,366704364,True,2,Friedrich-Ebert-Allee,secondary,False,26.826,50,"LINESTRING (6.6375724 49.7616122, 6.6377155 49.7616132, 6.6377966 49.761615, 6.6378536 49.7616158, 6.6379458 49.7616149)",,,,,,,
344114270,1436516803,0,364963189,True,1,Bruchhausenstraße,residential,False,18.866,50,"LINESTRING (6.6391705 49.7595671, 6.639074 49.7597249)",,,,,,,
344115654,344114270,0,163551741,True,1,Oerenstraße,residential,False,18.950000000000003,30,"LINESTRING (6.6390157 49.7594346, 6.6391163 49.7594916, 6.6391466 49.7595206, 6.6391705 49.7595671)",,,,,,,
344115654,2108520139,0,332156433,True,1,Deutschherrenstraße,residential,False,35.557,30,"LINESTRING (6.6390157 49.7594346, 6.6390574 49.7594127, 6.6391269 49.7593739, 6.6391776 49.7593456, 6.6392123 49.7593052, 6.639221 49.7592746, 6.6392123 49.7592381, 6.6392118 49.7591699)",,,,,,,
344125681,20909618,0,23249006,False,,Viehmarktplatz,living_street,True,17.419,,"LINESTRING (6.6368181 49.7521258, 6.637006 49.7520268)",,,,,,,
344125681,1501361875,0,23249006,False,,Viehmarktplatz,living_street,False,48.343999999999994,,"LINESTRING (6.6368181 49.7521258, 6.6363796 49.7523838, 6.6363288 49.7524236)",,,,,,,
344125681,344125700,0,30950976,False,,Viehmarktplatz,living_street,True,29.944999999999997,,"LINESTRING (6.6368181 49.7521258, 6.6368719 49.7521652, 6.636908 49.7521923, 6.6369604 49.7522065, 6.6370294 49.7522072, 6.63709 49.7521839, 6.6371497 49.7521459)",,,,,,,
344125700,20909618,0,22959125,False,,Viehmarktplatz,living_street,True,16.792,,"LINESTRING (6.6371497 49.7521459, 6.637006 49.7520268)",,,,,,,
344125700,247375491,0,22959125,False,,Viehmarktplatz,living_street,False,94.765,,"LINESTRING (6.6371497 49.7521459, 6.6377242 49.7525411, 6.6380115 49.7527392, 6.6380543 49.7527661)",,,,,,,
344125700,344125681,0,30950976,False,,Viehmarktplatz,living_street,False,29.945,,"LINESTRING (6.6371497 49.7521459, 6.63709 49.7521839, 6.6370294 49.7522072, 6.6369604 49.7522065, 6.636908 49.7521923, 6.6368719 49.7521652, 6.6368181 49.7521258)",,,,,,,
344133253,130482896,0,127734345,False,2,Weberbach,residential,True,87.112,50,"LINESTRING (6.6416811 49.7528156, 6.6421356 49.7535419)",,,,,,,
344133253,344133275,0,30951309,False,,Seizstraße,residential,False,66.17,,"LINESTRING (6.6416811 49.7528156, 6.64175 49.7528006, 6.6418358 49.7527796, 6.6425404 49.7526015)",,,,,,,
344133253,2883117721,0,127734345,False,2,Weberbach,residential,False,101.91,50,"LINESTRING (6.6416811 49.7528156, 6.641444 49.7524399, 6.6413108 49.7521426, 6.6412251 49.7519491)",,,,,,,
344133275,4315456707,0,432536114,False,,Am Palastgarten,service,True,44.256,,"LINESTRING (6.6425404 49.7526015, 6.6427424 49.7529775)",,,,driveway,,,
344133275,344133253,0,30951309,False,,Seizstraße,residential,True,66.17,,"LINESTRING (6.6425404 49.7526015, 6.6418358 49.7527796, 6.64175 49.7528006, 6.6416811 49.7528156)",,,,,,,
344133275,9988901580,0,"[432536114, 128037115, 128037114]",False,,Am Palastgarten,service,False,92.11500000000001,,"LINESTRING (6.6425404 49.7526015, 6.6425298 49.7525812, 6.6424598 49.7524302, 6.6423634 49.7522226, 6.6423552 49.7522045, 6.6422715 49.752024, 6.6422123 49.7518961, 6.6421696 49.7518085)",,,,driveway,,,
344138116,318305751,0,894069991,False,2,Mustorstraße,residential,False,5.704,50,"LINESTRING (6.6448445 49.7540662, 6.6449133 49.7540406)",,,,,,,
344138116,3082818317,0,6073342,True,,Willy-Brandt-Platz,service,False,15.254,,"LINESTRING (6.6448445 49.7540662, 6.6448063 49.7540103, 6.6447554 49.7539417)",,,,,,,
344138116,10602431,0,"[13882763, 894069991]",False,2,Mustorstraße,residential,True,54.135000000000005,50,"LINESTRING (6.6448445 49.7540662, 6.6445912 49.7541757, 6.644502 49.7542142, 6.64423 49.7543476)",,,,,,,
344308854,1417402030,0,"[13982905, 404615457]",False,,"['Jakobstraße', 'Wilhelm-Rautenstrauch-Straße']",residential,False,100.969,,"LINESTRING (6.6401733 49.7581581, 6.6402209 49.7580005, 6.640051 49.7578588, 6.6399447 49.7577656, 6.6398094 49.7576416, 6.6397123 49.7575587, 6.6395677 49.7573855)",,,,,,,
344308854,2108520129,0,"[200890462, 518520031]",True,,Walramsneustraße,residential,False,63.954,,"LINESTRING (6.6401733 49.7581581, 6.6401368 49.7581878, 6.6400734 49.7582162, 6.639948 49.7582605, 6.6399229 49.7582737, 6.639685 49.7584043, 6.6395811 49.7584289, 6.6394248 49.7584278)",,,,,,,
346266322,60388202,0,793427599,True,1,,primary_link,False,19.665,50,"LINESTRING (6.6289054 49.7384144, 6.6290529 49.7384376, 6.6291602 49.7384749)",,,,,,,
353295217,208542508,0,329159831,False,2,Luxemburger Straße,unclassified,False,10.176,,"LINESTRING (6.6208447 49.7385552, 6.6209776 49.7385236)",,,,,,,
353295217,288673022,0,147294421,False,,,service,True,246.12,,"LINESTRING (6.6208447 49.7385552, 6.6207744 49.738383, 6.6206342 49.7377271, 6.6205326 49.7374458, 6.6201252 49.7365033, 6.6200338 49.7364156)",,,,,,,
353295217,3359830054,0,329159831,False,2,Luxemburger Straße,unclassified,True,255.263,,"LINESTRING (6.6208447 49.7385552, 6.6177421 49.7395204, 6.6176499 49.7395577)",,,,,,,
353306422,353306425,0,19846652,True,,,residential,False,7.5649999999999995,,"LINESTRING (6.606129 49.7376575, 6.6060939 49.7376581, 6.6060597 49.7376531, 6.6060286 49.7376426)",,,,,,roundabout,
353306425,207507512,0,19846652,True,,,residential,False,13.266,,"LINESTRING (6.6060286 49.7376426, 6.6060013 49.7376265, 6.6059816 49.7376063, 6.6059709 49.7375835, 6.6059699 49.7375596, 6.6059788 49.7375365)",,,,,,roundabout,
353306425,207507517,0,19846654,False,,Dronkestraße,residential,True,151.46599999999998,,"LINESTRING (6.6060286 49.7376426, 6.6053682 49.7379668, 6.6053477 49.7379769, 6.6050488 49.7381234, 6.6043409 49.7384585)",,,,,,,
354422206,20834587,0,28871053,True,1,,primary_link,False,112.23800000000001,50,"LINESTRING (6.6198664 49.7405264, 6.6200547 49.7404639, 6.620127 49.7404523, 6.6201807 49.7404454, 6.6202296 49.7404402, 6.6202848 49.740437, 6.6204214 49.7404367, 6.6206735 49.7404454, 6.6207701 49.7404471, 6.6208331 49.7404445, 6.6208962 49.740438, 6.6209572 49.7404272, 6.621037 49.7404112, 6.6211181 49.7403895, 6.6211845 49.740367, 6.6213451 49.740297)",,,,,,,
354422206,354422217,0,31662099,True,1,Im Speyer,primary_link,False,73.52399999999999,,"LINESTRING (6.6198664 49.7405264, 6.6200691 49.7405032, 6.6201418 49.7405011, 6.6201871 49.7405013, 6.6202623 49.740508, 6.6203319 49.7405201, 6.6203922 49.7405355, 6.6204338 49.7405485, 6.6204828 49.7405721, 6.620526 49.7405988, 6.6205652 49.7406313, 6.6206098 49.7406686, 6.6206373 49.7406972, 6.6206568 49.7407195, 6.62067 49.74074, 6.6206762 49.7407559, 6.6206797 49.7407759)",,,,,,,
354422217,354422221,0,164816762,True,1,Im Speyer,primary_link,False,10.918,,"LINESTRING (6.6206797 49.7407759, 6.6206891 49.7408739)",,,,,,,
354422217,20834587,0,29209346,True,1,Im Speyer,tertiary,False,71.664,50,"LINESTRING (6.6206797 49.7407759, 6.6208398 49.7406387, 6.6213451 49.740297)",,,,,,,
354422221,208329463,0,147195340,True,1,Im Speyer,tertiary,False,66.50800000000001,50,"LINESTRING (6.6206891 49.7408739, 6.6205245 49.7410161, 6.6203794 49.7411394, 6.620096 49.7413318)",,,,,,,
354422223,354422217,0,29209345,True,1,Im Speyer,tertiary,False,52.072,50,"LINESTRING (6.6202526 49.7411538, 6.6203163 49.7411028, 6.6204412 49.740979, 6.6206797 49.7407759)",,,,,,,
354422223,1604084534,0,31662100,True,1,Im Speyer,primary_link,False,168.27999999999997,,"LINESTRING (6.6202526 49.7411538, 6.6203901 49.7409569, 6.6204087 49.7409082, 6.620414 49.7408809, 6.6204154 49.7408527, 6.6204107 49.7408181, 6.6204033 49.7407877, 6.6203865 49.7407617, 6.6203651 49.7407314, 6.6203383 49.7407076, 6.6203101 49.7406859, 6.6202779 49.7406686, 6.6202451 49.740653, 6.6201974 49.740636, 6.6201656 49.7406283, 6.6201153 49.7406196, 6.620057 49.7406153, 6.6200057 49.7406144, 6.6199393 49.7406183, 6.6198716 49.7406283, 6.6198025 49.7406421, 6.6196067 49.7406907, 6.6195034 49.7407266, 6.6194035 49.740763, 6.6193626 49.7407821, 6.6193204 49.7408042, 6.6192714 49.7408354, 6.61925 49.7408562, 6.6192218 49.7408887, 6.6191913 49.7409268, 6.6191779 49.7409543, 6.6191702 49.7409751, 6.6191668 49.740999, 6.6191668 49.74102, 6.6191702 49.7410371, 6.6191813 49.741078)",,,,,,,
354422238,20834590,0,"[164816763, 492796221]",True,"['3', '2']",Luxemburger Straße,primary,False,62.024,50,"LINESTRING (6.6195675 49.7414981, 6.6193352 49.7413122, 6.6190253 49.7410641)",B 51,,,,,,
354422238,60388330,0,"[19876003, 492796220, 492796222]",False,3,Luxemburger Straße,primary,True,31.098,50,"LINESTRING (6.6195675 49.7414981, 6.6196379 49.7415504, 6.6198083 49.7416798, 6.6198501 49.7417099)",B 51,,,,yes,,
355881617,1605372987,0,"[29281680, 26239674, 396347203, 36781068]",False,,,service,"[False, True]",132.33700000000002,,"LINESTRING (6.6227561 49.7402517, 6.6228447 49.7398372, 6.622797 49.7394758, 6.622723 49.7392968, 6.622685 49.7392388, 6.6224484 49.7392883)",,,,,,,yes
357178747,798772209,0,65403037,False,,,service,False,39.458,,"LINESTRING (6.6308001 49.7663548, 6.6306012 49.7663107, 6.6304284 49.766259, 6.6302921 49.7662207)",,,,driveway,,,
357178747,301145458,0,"[65403024, 326202476]",False,,Mühlenweg,residential,False,58.876999999999995,,"LINESTRING (6.6308001 49.7663548, 6.630703 49.7663718, 6.6306038 49.7663652, 6.6304867 49.7663455, 6.6304056 49.7663246, 6.6302899 49.7662912, 6.6301612 49.7662921, 6.6300646 49.7663079, 6.63002 49.7663298)",,2.5,,,yes,,
357178747,279752664,0,"[65403034, 326202476]",False,,Mühlenweg,residential,True,10.336,,"LINESTRING (6.6308001 49.7663548, 6.6308535 49.7663515, 6.6309434 49.7663567)",,2.5,,,,,
357178904,8261260356,0,31893205,False,,,service,True,24.366000000000003,,"LINESTRING (6.6630662 49.7824922, 6.663037 49.782361, 6.6630276 49.7823404, 6.6630095 49.7823248, 6.6629619 49.7822911)",,,,driveway,,,
357179199,357179203,0,19532233,False,,Markusberg,residential,False,28.765,,"LINESTRING (6.6150307 49.7572239, 6.6150064 49.757194, 6.6150111 49.7571457, 6.6150484 49.7570084, 6.615042 49.7569715)",,,,,,,
357179199,259692281,0,"[248634496, 248634820, 248634821, 248634822, 19532241]",False,,Auf der Jüngt,residential,False,711.823,,"LINESTRING (6.6150307 49.7572239, 6.6150729 49.7572391, 6.615124 49.7572446, 6.6154885 49.7572353, 6.615738 49.7572363, 6.6159374 49.7572482, 6.6161749 49.7572969, 6.6164113 49.7573754, 6.6167586 49.7576396, 6.617023 49.7578688, 6.61731 49.7581365, 6.6175474 49.7583567, 6.6176836 49.7584734, 6.6183488 49.7592614, 6.6187852 49.7598759, 6.619212 49.760773, 6.6192308 49.760814, 6.6192662 49.7608909, 6.6192898 49.7609474, 6.6194349 49.7612944, 6.6196923 49.7617017, 6.6201305 49.7620471, 6.6202422 49.7621664, 6.6202647 49.7621884)",,,,,,,
357179199,1670719046,0,"[279790776, 154543167, 28981174, 279790775]",False,,Busental,"['service', 'unclassified']",True,1263.4289999999999,,"LINESTRING (6.6150307 49.7572239, 6.6148488 49.7573144, 6.6145147 49.7574988, 6.614279 49.7576819, 6.6141481 49.7577974, 6.6139338 49.7581861, 6.6138287 49.7583458, 6.6137614 49.7584938, 6.6136577 49.7587331, 6.6136064 49.7587814, 6.6135314 49.758808, 6.6134611 49.7588192, 6.6133919 49.7588222, 6.6132641 49.7588126, 6.6123254 49.7585342, 6.6117081 49.7583442, 6.6111796 49.7582093, 6.610812 49.7581031, 6.6105326 49.758001, 6.6103449 49.7578872, 6.6101716 49.7577121, 6.6100739 49.7574238, 6.6096968 49.7568567, 6.609175 49.7564529, 6.6084907 49.7560063, 6.6081678 49.7557327, 6.6077177 49.7554896, 6.60762 49.7553993, 6.6073472 49.7552661, 6.6072017 49.7552659, 6.6069463 49.7553576, 6.6068865 49.7554143, 6.6068439 49.7555035, 6.6068526 49.7562526, 6.6069595 49.7573471, 6.6069281 49.7577919, 6.606919 49.7579211, 6.6068907 49.7581529, 6.6068123 49.7582408, 6.6067409 49.7582963, 6.6067606 49.7583249, 6.6068023 49.7583862, 6.6068456 49.7584422, 6.6068298 49.7584879, 6.6067453 49.7585392, 6.6066396 49.7585918, 6.6065464 49.7586028, 6.606479 49.7585799, 6.6063996 49.7585156)",,,,driveway,,,
357179201,357179203,0,31893247,False,,Markusberg,residential,False,34.701,,"LINESTRING (6.6155243 49.7569539, 6.615042 49.7569715)",,,,,,,
357179203,357179201,0,31893247,False,,Markusberg,residential,True,34.701,,"LINESTRING (6.615042 49.7569715, 6.6155243 49.7569539)",,,,,,,
357179203,357179199,0,19532233,False,,Markusberg,residential,True,28.764999999999997,,"LINESTRING (6.615042 49.7569715, 6.6150484 49.7570084, 6.6150111 49.7571457, 6.6150064 49.757194, 6.6150307 49.7572239)",,,,,,,
357179203,1704196966,0,154702993,False,,Markusberg,residential,False,153.38299999999998,30,"LINESTRING (6.615042 49.7569715, 6.615004 49.7569401, 6.6149271 49.7569001, 6.6143567 49.7567004, 6.6139026 49.7565156, 6.6137612 49.756458, 6.6135254 49.7563243, 6.6133888 49.7562469, 6.6133021 49.7561872)",,,,,,,
358349539,462591473,0,31978059,False,,Schweringstraße,residential,False,26.864,,"LINESTRING (6.6112484 49.7469669, 6.6111507 49.7467337)",,,,,,,
358349541,1603961561,0,372619781,False,,Udostraße,residential,False,41.45,,"LINESTRING (6.6095359 49.7438616, 6.6097133 49.7442163)",,,,,,,
358349541,1603961544,0,23410095,False,,Schalkenbachstraße,residential,True,20.075000000000003,30,"LINESTRING (6.6095359 49.7438616, 6.6096707 49.7438331, 6.6098049 49.7438136)",,,,,,,
358349541,207507789,0,372619781,False,,Udostraße,residential,True,233.171,,"LINESTRING (6.6095359 49.7438616, 6.6088515 49.7430527, 6.6083423 49.7423151, 6.608318 49.7422799, 6.6081778 49.7421366, 6.6080184 49.7420151)",,,,,,,
360385751,9590032856,0,32111002,False,,,service,True,62.039,,"LINESTRING (6.6906796 49.8131561, 6.6904082 49.8128128, 6.6904022 49.8127836, 6.6904009 49.8127577, 6.6904096 49.8127222, 6.690439 49.8126432)",,,,,,,
360385776,375980336,0,32111008,False,,Zum Löschert,residential,False,14.634,,"LINESTRING (6.7020906 49.8224186, 6.7021585 49.8225427)",,,,,,,
360385789,375980336,0,32111008,False,,Zum Löschert,residential,True,370.547,,"LINESTRING (6.703882 49.8256674, 6.7036601 49.8254502, 6.7032725 49.8248799, 6.7031895 49.824714, 6.7031358 49.8245358, 6.7030203 49.8241851, 6.7028542 49.8238211, 6.7026877 49.8234542, 6.7024339 49.8229974, 6.7021585 49.8225427)",,,,,,,
360385789,1432931768,0,130583196,False,,Adolf-Krämer-Weg,residential,True,123.488,,"LINESTRING (6.703882 49.8256674, 6.7030292 49.825788, 6.7026743 49.825825, 6.7024607 49.8258239, 6.7023314 49.8257998, 6.7022073 49.825757)",,,,,,,
360385789,9590032696,0,153785378,False,,Zum Löschert,residential,False,11.801,,"LINESTRING (6.703882 49.8256674, 6.7039452 49.8257242, 6.7039806 49.8257523)",,,,,,,
360385794,1610342531,0,"[154345112, 154345109, 154345110]",False,,,service,True,61.203,,"LINESTRING (6.693856 49.8164734, 6.6938898 49.816456, 6.6939345 49.8164045, 6.6939656 49.8163511, 6.6939843 49.8162936, 6.6941351 49.8159598)",,,,alley,,,
360727554,253180505,0,23383263,False,,Im Nonnenfeld,residential,False,121.217,30,"LINESTRING (6.6308537 49.7412531, 6.6304319 49.7401976)",,,,,,,
360727554,255704081,0,23383263,False,,Im Nonnenfeld,residential,True,126.744,30,"LINESTRING (6.6308537 49.7412531, 6.6312955 49.7423566)",,,,,,,
360727554,10742392252,0,32134292,False,,Kentenichstraße,residential,False,110.33,30,"LINESTRING (6.6308537 49.7412531, 6.6310242 49.7412461, 6.6312311 49.7412376, 6.6316317 49.7412212, 6.6317439 49.7412053, 6.6321893 49.7411454, 6.6323669 49.7411097)",,,,,,,
360727557,10742392252,0,32134292,False,,Kentenichstraße,residential,True,33.359,30,"LINESTRING (6.6328072 49.7410153, 6.632736 49.7410344, 6.6327004 49.7410406, 6.6326166 49.7410596, 6.6323669 49.7411097)",,,,,,,
360727557,368170048,0,365965440,False,,Matthiasstraße,secondary,False,63.897000000000006,30,"LINESTRING (6.6328072 49.7410153, 6.6330368 49.7413893, 6.6330521 49.7414147, 6.6331292 49.7415509)",,,,,,,
360727557,258845104,0,365965440,False,,Matthiasstraße,secondary,True,132.145,30,"LINESTRING (6.6328072 49.7410153, 6.6327091 49.7408818, 6.6324167 49.7404836, 6.6322187 49.7402042, 6.632054 49.7399936, 6.632013 49.7399436)",,,,,,,
360742390,203522192,0,19598513,True,,Gallstraße,residential,False,33.731,30,"LINESTRING (6.6304761 49.7440403, 6.6305047 49.7442303, 6.6305063 49.7442893, 6.6305095 49.7443427)",,,,,,,
360742390,360742396,0,32135240,False,,,service,False,113.637,,"LINESTRING (6.6304761 49.7440403, 6.6292016 49.7441983, 6.6289204 49.7442228)",,,,driveway,,,
360742396,360742390,0,32135240,False,,,service,True,113.637,,"LINESTRING (6.6289204 49.7442228, 6.6292016 49.7441983, 6.6304761 49.7440403)",,,,driveway,,,
361086915,1384066187,0,"[504763884, 329465407]",True,"['1', '2']",Franz-Georg-Straße,tertiary,False,64.717,50,"LINESTRING (6.6575163 49.7637068, 6.6578672 49.7638836, 6.6582167 49.7640728)",L 145,,,,,,
364065601,3223010302,0,"[316188162, 316188158]",True,1,Hohenzollernstraße,tertiary,False,53.247,50,"LINESTRING (6.6285065 49.7447432, 6.6284117 49.7448073, 6.6283425 49.7448762, 6.628299 49.7449589, 6.6282198 49.7451736)",,,,,,,
364065601,1725310496,0,316188163,True,,Hohenzollernstraße,tertiary,False,20.915,50,"LINESTRING (6.6285065 49.7447432, 6.6283637 49.7447389, 6.6282344 49.7446922)",,,,,,,
364074910,4539513683,0,32341134,False,,Im Linkenbachtal,residential,True,367.434,,"LINESTRING (6.67839 49.8158965, 6.676609 49.8142498, 6.6764808 49.8140996, 6.6764417 49.8140358, 6.676404 49.8139554, 6.6764171 49.8138092, 6.6764382 49.8136826, 6.6764549 49.8135544, 6.6764809 49.8134528, 6.6765005 49.813382, 6.6765374 49.8133443, 6.6766716 49.8131428, 6.6767249 49.8130821, 6.6767324 49.813021)",,,,,,,
364633917,459967480,0,38781417,False,,Residenzstraße,residential,True,14.014,,"LINESTRING (6.6937366 49.7809025, 6.6939311 49.780913)",,,,,,,
364633917,279585361,0,32425598,False,,Münzstraße,residential,True,88.003,,"LINESTRING (6.6937366 49.7809025, 6.6937199 49.7809701, 6.6936369 49.7810666, 6.6935584 49.7811383, 6.6934191 49.7812407, 6.6930333 49.7815388)",,,,,,,
364633917,459967482,0,32425601,False,,Residenzstraße,residential,False,39.205,,"LINESTRING (6.6937366 49.7809025, 6.6936442 49.7808861, 6.6935526 49.7808562, 6.693245 49.7807517)",,,,,,,
364751352,7983521465,0,32441206,False,,Karelstraße,residential,True,215.07799999999997,,"LINESTRING (6.6012258 49.7368516, 6.6016198 49.7372908, 6.6021813 49.7379707, 6.6027984 49.7384914)",,,,,,,
367143562,7555900270,0,756965579,False,2,St.-Helena-Straße,tertiary,False,6.324,30,"LINESTRING (6.604979 49.7394299, 6.6049518 49.7394149, 6.6049323 49.7394071, 6.6049044 49.7394013)",K 1,,,,,,
367144186,294756073,0,23514432,False,,Im Spilles,residential,False,12.64,30,"LINESTRING (6.6071341 49.7398908, 6.606967 49.7399263)",,,,,,,
367144186,367144189,0,147857579,False,,Pestalozzistraße,service,False,9.548,,"LINESTRING (6.6071341 49.7398908, 6.6072172 49.7399578)",,,,alley,,,
367144186,285605510,0,23514432,False,,Im Spilles,residential,True,58.285,30,"LINESTRING (6.6071341 49.7398908, 6.6072607 49.7398501, 6.6075521 49.7396844, 6.6078007 49.739599)",,,,,,,
367144189,367144192,0,32656975,False,,Im Spilles,service,False,50.184,,"LINESTRING (6.6072172 49.7399578, 6.606785 49.7403123)",,,,alley,,,
367144189,367144186,0,147857579,False,,Pestalozzistraße,service,True,9.548,,"LINESTRING (6.6072172 49.7399578, 6.6071341 49.7398908)",,,,alley,,,
367144189,1610043835,0,147857579,False,,Pestalozzistraße,service,False,32.364,,"LINESTRING (6.6072172 49.7399578, 6.607534 49.7401207, 6.6075747 49.7401339)",,,,alley,,,
367144192,367144189,0,32656975,False,,Im Spilles,service,True,50.184,,"LINESTRING (6.606785 49.7403123, 6.6072172 49.7399578)",,,,alley,,,
367144192,1609071376,0,147182386,True,1,St.-Helena-Straße,tertiary,False,30.077,30,"LINESTRING (6.606785 49.7403123, 6.6066407 49.7402534, 6.6064248 49.7401747)",K 1,,,,,,
368020363,283295133,0,25968175,False,,Pellinger Straße,service,True,48.181,,"LINESTRING (6.6294977 49.7031162, 6.6294613 49.7030869, 6.6294359 49.7030615, 6.6293826 49.7030259, 6.6293273 49.7029717, 6.6291595 49.7027454)",,,,,,,
368020363,410630928,0,555199956,False,2,,primary,False,132.512,100,"LINESTRING (6.6294977 49.7031162, 6.6294478 49.7031598, 6.6293838 49.703246, 6.6292821 49.703398, 6.6291488 49.703634, 6.6290642 49.7040302, 6.6290494 49.704255)",B 268,,,,,,
368170048,368170065,0,32718983,False,,,service,False,81.417,,"LINESTRING (6.6331292 49.7415509, 6.6331825 49.7415372, 6.6341142 49.7412988, 6.6341813 49.7412793)",,,,driveway,,,
368170048,253180493,0,365965440,False,,Matthiasstraße,secondary,False,43.061,30,"LINESTRING (6.6331292 49.7415509, 6.6331995 49.7416783, 6.6332857 49.7418346, 6.6333198 49.7419178)",,,,,,,
368170048,360727557,0,365965440,False,,Matthiasstraße,secondary,True,63.897000000000006,30,"LINESTRING (6.6331292 49.7415509, 6.6330521 49.7414147, 6.6330368 49.7413893, 6.6328072 49.7410153)",,,,,,,
368170065,368170048,0,32718983,False,,,service,True,81.417,,"LINESTRING (6.6341813 49.7412793, 6.6341142 49.7412988, 6.6331825 49.7415372, 6.6331292 49.7415509)",,,,driveway,,,
