element_type,osmid,barrier,geometry,created_by,amenity,parking,wheelchair,access,name,private,capacity,layer,source,level,maxheight,fee,surface,toilets:wheelchair,check_date,ref,park_ride,supervised,operator,addr:city,addr:housenumber,addr:street,maxstay,lit,opening_hours,smoothness,motorcar,description,capacity:disabled,nodes,building,building:levels,roof:shape,fixme,capacity:tourist_bus,tourist_bus,hgv,operator:type,capacity:women,toilets,toilets:access,addr:country,addr:postcode,fee:conditional,building:material,roof:levels,maxweight,motorcycle,capacity:parent,maxstay:conditional,tunnel,access:conditional,orientation,landuse,check_date:fee,payment:cash,payment:credit_cards,payment:debit_cards,parking:orientation,ways,type
way,329546372,,"POLYGON ((6.672116 49.7610211, 6.6721388 49.761038, 6.6723829 49.7608946, 6.6723574 49.7608799, 6.672116 49.7610211))",,parking,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,"[3364334982, 3364334983, 3364334984, 3364334985, 3364334982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329546374,,"POLYGON ((6.6726612 49.7606794, 6.6726867 49.7606958, 6.6730488 49.7604593, 6.6730246 49.760442, 6.6726612 49.7606794))",,parking,lane,,,,,7,,,,,,,,,,,,,,,,,,,,,,,"[3364334986, 3364334987, 3364334988, 3364334989, 3364334986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329546375,,"POLYGON ((6.6731681 49.7603562, 6.6731882 49.7603709, 6.6735544 49.7601457, 6.6735316 49.7601292, 6.6731681 49.7603562))",,parking,lane,,,,,6,,,,,,,,,,,,,,,,,,,,,,,"[3364334990, 3364334991, 3364334992, 3364354793, 3364334990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329559525,,"POLYGON ((6.6605986 49.7603692, 6.6606663 49.7604002, 6.6607299 49.7603424, 6.6606622 49.7603114, 6.6605986 49.7603692))",,parking,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,"[3364474775, 3364474776, 3364474777, 3364474778, 3364474775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329559526,,"POLYGON ((6.6607433 49.7604758, 6.6607875 49.7605, 6.6608432 49.7604511, 6.6608003 49.7604264, 6.6607433 49.7604758))",,parking,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,"[3364474779, 3364474780, 3364474781, 3364474782, 3364474779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329638734,,"POLYGON ((6.7060005 49.7307558, 6.7058121 49.7305278, 6.7064808 49.730297, 6.7066692 49.730525, 6.7060005 49.7307558))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3365535117, 3365535118, 3365535119, 3365535120, 3365535117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329656170,,"POLYGON ((6.6426418 49.7545044, 6.642658 49.7545208, 6.6427861 49.7544689, 6.6427698 49.7544518, 6.6426418 49.7545044))",,parking,surface,yes,disabled,,,2,,,,,yes,,,,,,,,,,,,,,,,,,"[3365708185, 3365708186, 3365708187, 3365708188, 3365708185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329750957,,"POLYGON ((6.6762646 49.7705486, 6.6764255 49.7702887, 6.6764462 49.7702994, 6.6772484 49.770685, 6.6773723 49.7707322, 6.6772167 49.770895, 6.6764657 49.7706218, 6.6762646 49.7705486))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3366781320, 3366781321, 1308226212, 1308226211, 3366781322, 3366781323, 3366781325, 3366781320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330038429,,"POLYGON ((6.6773344 49.7593644, 6.6773405 49.7593815, 6.6770417 49.7594196, 6.6770377 49.7593999, 6.6773344 49.7593644))",,parking,lane,,,,,4,,,,,,,,,,,,,,,,,,,,,,,"[3369975301, 3369975302, 3369975303, 3369975304, 3369975301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330038430,,"POLYGON ((6.6769431 49.759415, 6.6769472 49.759434, 6.6768181 49.7594485, 6.676813 49.7594307, 6.6769431 49.759415))",,parking,lane,,,,,2,,,,,,,,,,,,,,,,,,,,,,,"[3369975305, 3369975306, 3369975307, 3369975308, 3369975305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330038431,,"POLYGON ((6.6776485 49.7593283, 6.6776546 49.7593474, 6.6777705 49.759329, 6.6777664 49.7593112, 6.6776485 49.7593283))",,parking,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3369975310, 3369975311, 3369975312, 3369975313, 3369975310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330403361,,"POLYGON ((6.6366118 49.7589476, 6.6363799 49.7588751, 6.6363182 49.7589591, 6.6362739 49.7589764, 6.6363792 49.7591019, 6.6364888 49.7590647, 6.6365039 49.7590831, 6.6366118 49.7589476))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3373637856, 5335637769, 5335637770, 5335637771, 4612541915, 4612541916, 5335637791, 3373637856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330831644,,"POLYGON ((6.6488957 49.7530964, 6.6491291 49.7530331, 6.6492719 49.7529911, 6.6492833 49.7530171, 6.649001 49.7530942, 6.6489138 49.7531189, 6.6488957 49.7530964))",,parking,lane,,yes,,,7,,,,,,,,,,,,,,,,,,,,,,,"[3352368743, 3352368744, 3352368737, 3352368738, 3352368739, 3352368740, 3352368743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333294925,,"POLYGON ((6.6294536 49.7408651, 6.6295245 49.7408622, 6.6295115 49.7407303, 6.6294407 49.7407332, 6.6294536 49.7408651))",,parking,surface,,,,,6,,,,,,,,,,,,,,,,,,,,,,,"[3404163741, 3404163733, 3404163735, 3404163729, 3404163741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333294926,,"POLYGON ((6.6294128 49.7401062, 6.6294779 49.7401073, 6.6294837 49.7399684, 6.6294187 49.7399672, 6.6294128 49.7401062))",,parking,surface,,,,,6,,,,,,,,,,,,,,,,,,,,,,,"[3404163727, 3404163739, 3404163728, 3404163732, 3404163727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333294927,,"POLYGON ((6.6294269 49.7397536, 6.6294935 49.739754, 6.6294955 49.7396225, 6.6294289 49.739622, 6.6294269 49.7397536))",,parking,surface,,,,,6,,,,,,,,,,,,,,,,,,,,,,,"[3404163736, 3404163742, 3404163734, 3404163738, 3404163736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333294928,,"POLYGON ((6.62942 49.7404879, 6.6294896 49.7404846, 6.6294745 49.7403486, 6.6294049 49.7403519, 6.62942 49.7404879))",,parking,surface,,,,,6,,,,,,,,,,,,,,,,,,,,,,,"[3404163730, 3404163737, 3404163731, 3404163740, 3404163730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,334200138,,"POLYGON ((6.6939072 49.7403088, 6.6937097 49.7400763, 6.6936378 49.7401018, 6.6938353 49.7403343, 6.6939072 49.7403088))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3412985405, 3412985398, 3412985399, 3412985407, 3412985405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,335757374,,"POLYGON ((6.6206199 49.7667103, 6.6210704 49.7669303, 6.6210248 49.7669719, 6.620577 49.7667484, 6.6206199 49.7667103))",,parking,surface,,customers,,,,,,,,yes,paved,,,,,,,,,,,,,,,,,"[3428650141, 3428650142, 3428650143, 3428650144, 3428650141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336108458,,"POLYGON ((6.6209492 49.7538898, 6.6210353 49.7540398, 6.6213107 49.7539738, 6.6211727 49.7537335, 6.6210852 49.7537545, 6.621137 49.7538448, 6.6209492 49.7538898))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3431861081, 3431861080, 3431861077, 3431861078, 3431861076, 3431861079, 3431861081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337055799,,"POLYGON ((6.6200472 49.755856, 6.6202627 49.755773, 6.6203957 49.7559171, 6.6201802 49.7560001, 6.6200472 49.755856))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3441529549, 3441529550, 3441529548, 3441529551, 3441529549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338796505,,"POLYGON ((6.6381284 49.7619858, 6.6381647 49.7619578, 6.6382287 49.7619039, 6.6382797 49.7618661, 6.6384245 49.761951, 6.6383977 49.7620463, 6.6383226 49.7620966, 6.6381284 49.7619858))",,parking,surface,,private,,,8,,,,,,paving_stones,,,,,,,,,,,,,,,,,"[3459318272, 1624129411, 1624129401, 3459318261, 3459318262, 3459318268, 3459318258, 3459318272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,341803680,,"POLYGON ((6.6872083 49.7888319, 6.6870849 49.7886882, 6.6868145 49.7888298, 6.6862057 49.7890376, 6.6863425 49.7891536, 6.6869588 49.788941, 6.6872083 49.7888319))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3488905994, 3488906015, 3488906012, 3488905688, 3488905678, 3488905677, 3488905994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343375590,,"POLYGON ((6.6604929 49.7687856, 6.6605414 49.768808, 6.6606386 49.7687204, 6.6605901 49.7686979, 6.6604929 49.7687856))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6239468652, 6239468651, 5246206639, 3502263226, 6239468652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344358429,,"POLYGON ((6.659253 49.7336476, 6.6593308 49.7341087, 6.6594998 49.7340741, 6.6594864 49.7339943, 6.6595749 49.73397, 6.6595266 49.7336251, 6.659253 49.7336476))",,parking,street_side,yes,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3511081936, 3511081943, 3511081988, 3511081942, 3511081966, 3511081952, 3511081936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,347897632,,"POLYGON ((6.670039 49.7713593, 6.6698634 49.7712979, 6.6701079 49.7710059, 6.6702835 49.7710672, 6.670039 49.7713593))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3541166655, 3541166662, 3541166658, 3541166659, 3541166655]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,352848736,,"POLYGON ((6.6248444 49.7663896, 6.6248306 49.7664292, 6.6245597 49.7663973, 6.6245716 49.7663539, 6.6248444 49.7663896))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3586242434, 3586242435, 3586242436, 3586242437, 3586242434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363583226,,"POLYGON ((6.6324372 49.7530337, 6.6325284 49.753013, 6.6323981 49.7527499, 6.6322983 49.7527756, 6.6324372 49.7530337))",,parking,surface,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,"[3677510028, 3677510027, 3677510025, 3677510026, 3677510028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,364248759,,"POLYGON ((6.6468371 49.7633596, 6.6470395 49.7634903, 6.6471562 49.7634149, 6.6469538 49.7632842, 6.6468371 49.7633596))",,parking,surface,,permissive,,,,,,,none,no,paving_stones,,,,no,,,,,,,yes,24/7,good,,,1,"[3683006690, 3683006701, 3683006693, 3683006694, 3683006690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,364290933,,"POLYGON ((6.6726895 49.7699931, 6.6725044 49.7699238, 6.6722764 49.7702044, 6.6723647 49.7703185, 6.672381 49.7703396, 6.6724427 49.7703015, 6.6726895 49.7699931))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3683374534, 3683374558, 3683374539, 3683374542, 3683374537, 3683374536, 3683374534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365200910,,"POLYGON ((6.6491358 49.7642623, 6.6491949 49.7642238, 6.6493414 49.7643176, 6.6493399 49.7643183, 6.6492813 49.7643573, 6.6491358 49.7642623))",,parking,surface,,private,,,,,HiRes aerial imagery;Bing,,,,,,,,,,,,,,,,,,,,,"[3692459682, 3692459683, 3692459684, 4564341695, 3692459685, 3692459682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,371642617,,"POLYGON ((6.6664838 49.7930897, 6.6662162 49.7928343, 6.666395 49.7927286, 6.6666094 49.793034, 6.6664838 49.7930897))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3752042695, 3752042693, 3752042692, 3752042694, 3752042695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,374860338,,"POLYGON ((6.5887885 49.7431365, 6.5888299 49.743093, 6.58899 49.743012, 6.589103 49.7429627, 6.5891844 49.7429388, 6.5892281 49.7429733, 6.5892005 49.743035, 6.5891562 49.7430957, 6.5891428 49.743204, 6.5892139 49.7434449, 6.5892287 49.7435593, 6.5891951 49.7435896, 6.5891039 49.7436035, 6.5889899 49.743451, 6.5888907 49.7433114, 6.5887885 49.7431365))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3782400614, 8910370548, 3782400615, 8443654335, 8443654334, 8443654333, 8443654332, 8443654331, 8443654330, 8443654329, 3782400616, 8443654328, 3782400617, 8443654327, 8443654326, 3782400614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376664080,,"POLYGON ((6.6865081 49.8068078, 6.6851602 49.8073007, 6.6852776 49.8074679, 6.6854633 49.8074145, 6.6854285 49.8073641, 6.6854374 49.8073615, 6.6854173 49.8073325, 6.685521 49.8073026, 6.6855579 49.8073561, 6.6866173 49.8069797, 6.6865443 49.8068435, 6.6865081 49.8068078))",,parking,surface,,yes,,,50,,,,,no,asphalt,,,,,,,,,,no,,24/7,,,,yes,"[3800647739, 3800647737, 4415765550, 4417830848, 5251916782, 5251916783, 4417830847, 4417830845, 4424885293, 4623836599, 3800647741, 3800647739]",,,,,,,,,,,,,,,,,,,,2 hours @ (Mo-Sa 08:30-18:00),,,,,,,,,,,
way,377400510,,"POLYGON ((6.6105644 49.7233053, 6.6107246 49.723207, 6.6100189 49.7227262, 6.6098587 49.7228245, 6.6105644 49.7233053))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3807760373, 3807760374, 3807760375, 3807760376, 3807760373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377400511,,"POLYGON ((6.6054685 49.7207828, 6.6060862 49.7209971, 6.6063189 49.7208007, 6.605752 49.7205995, 6.6054685 49.7207828))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3807760377, 3807760378, 3807760379, 3807760380, 3807760377]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377400512,,"POLYGON ((6.6043932 49.7209859, 6.6042053 49.7208545, 6.6044734 49.7206692, 6.6046798 49.7208146, 6.6043932 49.7209859))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3807760381, 3807760382, 3807760383, 3807760384, 3807760381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377400513,,"POLYGON ((6.610166 49.7226082, 6.6094426 49.7220799, 6.6096249 49.7219756, 6.6103482 49.7225039, 6.610166 49.7226082))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3807760385, 3807760386, 3807760387, 3807760388, 3807760385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379733033,,"POLYGON ((6.6460949 49.7625066, 6.6463502 49.7626742, 6.6464339 49.7626209, 6.6461786 49.7624534, 6.6460949 49.7625066))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3830618163, 3830618164, 3830618165, 3830618166, 3830618163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380422313,,"POLYGON ((6.6405713 49.7513082, 6.640652 49.7514823, 6.6405826 49.7514958, 6.6405019 49.7513216, 6.6405713 49.7513082))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3837580022, 3837580023, 3837580024, 3837580025, 3837580022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380607204,,"POLYGON ((6.5947272 49.7734524, 6.5946561 49.7734711, 6.5944843 49.7734299, 6.5943771 49.7734733, 6.5943449 49.7734438, 6.594251 49.7734871, 6.5942121 49.773451, 6.5942537 49.7734248, 6.5942242 49.773397, 6.5943583 49.7733295, 6.594605 49.7732204, 6.5961761 49.7729023, 6.5961875 49.7729397, 6.5962573 49.7729259, 6.5963485 49.7731026, 6.5962921 49.773113, 6.5963082 49.773158, 6.5947445 49.7734854, 6.5947272 49.7734524))",,parking,surface,,yes,Mitfahrerparkplatz Sirzenich,,,,Bing,,none,no,asphalt,,,P&R B51,yes,no,,,,,,yes,24/7,good,,,,"[5832058033, 5832058032, 3839233526, 3839233510, 3839233531, 3839233518, 3839233524, 3839233512, 3839233521, 3839233528, 3839233520, 3839233511, 3839233519, 3839233514, 3839233527, 3839233530, 3839233509, 3839233507, 5832058033]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,
way,380751373,,"POLYGON ((6.6872158 49.8105791, 6.6873345 49.8106349, 6.6872218 49.8107383, 6.687079 49.8106847, 6.6872158 49.8105791))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3840690948, 3840690949, 3840690950, 3840690951, 3840690948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380751376,,"POLYGON ((6.6827387 49.8095505, 6.6827891 49.8096115, 6.6824542 49.8097168, 6.6824322 49.8096886, 6.6827387 49.8095505))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3840692060, 3840692061, 3840692062, 3840692063, 3840692060]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,386314606,,"POLYGON ((6.66155 49.770115, 6.6617335 49.7701988, 6.6612991 49.7705955, 6.6611163 49.77051, 6.66155 49.770115))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3896296266, 3896296267, 3896296271, 3896296270, 3896296266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,386314607,,"POLYGON ((6.6621009 49.7703721, 6.6623638 49.7704904, 6.6621972 49.7706448, 6.6621346 49.7706166, 6.6620788 49.7706684, 6.6621337 49.7706931, 6.6619109 49.7708997, 6.6616557 49.770785, 6.6621009 49.7703721))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3896296268, 3896296269, 3896296273, 3896296272, 3896296274, 3896296275, 3896296277, 3896296276, 3896296268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,386968454,,"POLYGON ((6.6436814 49.7465075, 6.6440275 49.746537, 6.6443681 49.7464607, 6.6442962 49.746061, 6.6437887 49.7460084, 6.6437164 49.7461574, 6.6436814 49.7465075))",,parking,surface,,yes,Parkplatz Spitzmühle,,,,,,,yes,asphalt,,,,,,,,,,,,,,,,,"[3903138250, 5182105565, 3903138252, 3903138254, 3903138253, 5182105564, 3903138250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388016971,,"POLYGON ((6.6145667 49.7388588, 6.6152641 49.7392541, 6.6153553 49.7392905, 6.6154599 49.7393009, 6.6155457 49.7392801, 6.6158676 49.739105, 6.6150924 49.7385208, 6.6146177 49.7388016, 6.6145667 49.7388588))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3912357211, 3912357204, 3912357209, 3912357212, 3912357213, 3912357205, 3912357206, 3912357201, 3912357211]",,,,access,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388719250,,"POLYGON ((6.6190528 49.7435773, 6.6193781 49.7438397, 6.6201955 49.7435957, 6.6201345 49.743534, 6.6203724 49.7434357, 6.6199784 49.7431307, 6.6190528 49.7435773))",,parking,multi-storey,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[3918832163, 3918832164, 1601420882, 1601420860, 1601420801, 3918832165, 3918832163]",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389892698,,"POLYGON ((6.6586187 49.7646189, 6.6590277 49.7648119, 6.6590807 49.7647672, 6.6591199 49.7647353, 6.6591618 49.7646988, 6.6586505 49.764446, 6.6586074 49.7644857, 6.6585258 49.7644447, 6.6584959 49.7644297, 6.6583939 49.7645144, 6.6584941 49.7645648, 6.6584045 49.7646393, 6.658522 49.7646978, 6.6586187 49.7646189))",,parking,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9588386644, 9588386643, 9588386636, 9588386658, 9588386652, 9588386651, 9588386650, 9663594925, 9588386649, 9588386648, 9588386647, 9588386646, 9588386645, 9588386644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,390111816,,"POLYGON ((6.6571521 49.7289615, 6.6569992 49.7294504, 6.6568597 49.7298734, 6.6567792 49.730182, 6.6567283 49.7304837, 6.6566692 49.730849, 6.6566666 49.7308651, 6.6566532 49.7311287, 6.6567184 49.7311289, 6.6567363 49.7308738, 6.6567605 49.7306606, 6.6568409 49.7302635, 6.6569321 49.7298804, 6.6570206 49.7295891, 6.6572191 49.7289719, 6.6571521 49.7289615))",,parking,surface,,yes,,,,,,,,no,concrete,,,,,,,,,,,,,,,,,"[3932775686, 3932775695, 3932775674, 3932775673, 3932775688, 4675326067, 3932775256, 3932775697, 3932775681, 3932775690, 3932775699, 3932775254, 3932775676, 3932775679, 3932775683, 3932775686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396347088,,"POLYGON ((6.6128334 49.7434191, 6.6129092 49.7433893, 6.6129172 49.7433789, 6.6129119 49.7433529, 6.6128719 49.7433101, 6.6127711 49.7433486, 6.6128334 49.7434191))",,parking,surface,,private,,,,,,,,,concrete,,,,,,,,,,,,,,,,,"[3991603962, 3991603967, 3991603968, 3991603957, 3991603970, 1603961526, 3991603962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396347089,,"POLYGON ((6.6130245 49.7434968, 6.6129038 49.7435384, 6.6129322 49.7435922, 6.6130487 49.7435592, 6.6130245 49.7434968))",,parking,surface,,private,,,,,,,,,concrete,,,,,,,,,,,,,,,,,"[3991603958, 3991603971, 3991603966, 3991603975, 3991603958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396347093,,"POLYGON ((6.6129087 49.7435042, 6.6130111 49.7434708, 6.6129762 49.7434257, 6.6129494 49.7434171, 6.6128614 49.7434508, 6.6129087 49.7435042))",,parking,surface,,private,,,,,,,,,concrete,,,,,,,,,,,,,,,,,"[1603961534, 3991603961, 3991603973, 3991603256, 3991603974, 1603961534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396347960,,"POLYGON ((6.628709 49.7424338, 6.6289158 49.7424365, 6.6289447 49.7420054, 6.6287483 49.7420015, 6.628746 49.7420502, 6.6287136 49.7423985, 6.628709 49.7424338))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3991611090, 3991611086, 3991611091, 3991611087, 1725377295, 1228866633, 3991611090]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,399777575,,"POLYGON ((6.6337847 49.750159, 6.6336718 49.7501741, 6.6336517 49.7501089, 6.6337654 49.750093, 6.6338463 49.7500828, 6.6338651 49.7501486, 6.6337847 49.750159))",,parking,,,customers,,,6,,,,,no,paving_stones,,,,no,no,,,,,,,,,,,,"[4024644523, 4024644524, 4024644525, 4024644526, 4024644527, 4024644528, 4024644523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,399777577,,"POLYGON ((6.6337551 49.7500578, 6.6335835 49.7500793, 6.6335607 49.7500065, 6.6337335 49.7499837, 6.6338115 49.7499736, 6.6338329 49.7500472, 6.6337551 49.7500578))",,parking,surface,,customers,,,13,,,,,no,paving_stones,,,,no,no,,,,,,,,,,,,"[4024644529, 4024644530, 4024644531, 4024644532, 4024644533, 4024644534, 4024644529]",,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,
way,401011558,,"POLYGON ((6.6393785 49.759839, 6.6393215 49.7599276, 6.6391239 49.7598808, 6.6391815 49.7597904, 6.6393785 49.759839))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[4034897454, 4034897431, 4034897437, 4034897434, 4034897454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401011559,,"POLYGON ((6.6402489 49.7600183, 6.6402674 49.759987, 6.6401432 49.7599545, 6.6401734 49.7599043, 6.6400819 49.7598743, 6.6398477 49.7599094, 6.6402489 49.7600183))",,parking,street_side,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[4034897443, 4631922680, 4632201677, 4632201678, 4631922672, 4631922683, 4034897443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401079740,,"POLYGON ((6.5818981 49.724097, 6.5819603 49.7241599, 6.5820635 49.724193, 6.5821901 49.7241852, 6.5823256 49.7241311, 6.5822845 49.7240151, 6.5818981 49.724097))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[4035441851, 285605889, 1643313092, 285605883, 285605879, 4035441852, 4035441851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401146584,,"POLYGON ((6.6307267 49.7541315, 6.6307197 49.7541158, 6.6308511 49.7540912, 6.6308725 49.754139, 6.6307411 49.7541636, 6.6307267 49.7541315))",,parking,surface,,private,,,3,,,,,,concrete,,,,,,,,,,,,,,,,,"[1026183132, 4035999277, 2694970757, 2694970812, 4035999275, 1026183132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401620601,,"POLYGON ((6.6603744 49.7706457, 6.6605123 49.7703356, 6.6604381 49.7703173, 6.6604154 49.7703656, 6.6603445 49.7703505, 6.6602337 49.7706117, 6.6603006 49.7706242, 6.6603744 49.7706457))",,parking,surface,,,,,13,,,,,,,,,,,,,,,,,,,,,,,"[1385111258, 1385111106, 2031731172, 2031731178, 2031731175, 2031731203, 2031731207, 1385111258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401623325,,"POLYGON ((6.6647893 49.771649, 6.6648712 49.7715187, 6.6649645 49.7715526, 6.6650003 49.7715169, 6.6653802 49.7716718, 6.6654092 49.771702, 6.665431 49.7718154, 6.6653674 49.7718201, 6.6652779 49.7719017, 6.6655006 49.7719753, 6.665554 49.7720194, 6.6656284 49.7721364, 6.6656303 49.7722213, 6.6655686 49.7722223, 6.6655689 49.7722644, 6.6653207 49.7722657, 6.6644389 49.7723152, 6.6644306 49.7722748, 6.6643658 49.7722799, 6.6643545 49.7721977, 6.6644125 49.7721233, 6.6645358 49.7721644, 6.6645656 49.7721269, 6.6647676 49.7721942, 6.6649081 49.7720174, 6.6650107 49.7718883, 6.6650689 49.7719077, 6.6651728 49.7717768, 6.6647893 49.771649))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,60 minutes,,,,,,,"[1124697665, 1124697700, 1124697702, 1124697703, 1124697705, 1124697706, 2031731491, 1124697707, 2031731513, 1124697708, 1124697710, 1124697712, 1124697714, 1124697716, 1124697718, 1124697720, 1124697692, 2031731618, 2031731620, 2031731599, 1124697683, 1124697680, 1124697678, 1124697675, 2031731540, 1124697674, 1124697673, 1124697667, 1124697665]",,,,,,,,,,,,,,,,,,,,,,"yes @ (Mo-Sa,07:00-21:30)",,,,,,,,,
