element_type,osmid,barrier,geometry,created_by,amenity,parking,wheelchair,access,name,private,capacity,layer,source,level,maxheight,fee,surface,toilets:wheelchair,check_date,ref,park_ride,supervised,operator,addr:city,addr:housenumber,addr:street,maxstay,lit,opening_hours,smoothness,motorcar,description,capacity:disabled,nodes,building,building:levels,roof:shape,fixme,capacity:tourist_bus,tourist_bus,hgv,operator:type,capacity:women,toilets,toilets:access,addr:country,addr:postcode,fee:conditional,building:material,roof:levels,maxweight,motorcycle,capacity:parent,maxstay:conditional,tunnel,access:conditional,orientation,landuse,check_date:fee,payment:cash,payment:credit_cards,payment:debit_cards,parking:orientation,ways,type
way,39675206,,"POLYGON ((6.6957522 49.7399972, 6.6957532 49.7399506, 6.6958046 49.7399735, 6.6964002 49.7394817, 6.6965717 49.7393371, 6.6965215 49.7393125, 6.6965512 49.7392933, 6.6964764 49.7392016, 6.6963333 49.7392511, 6.6962164 49.7391055, 6.6960108 49.7391856, 6.6960694 49.7392503, 6.695963 49.7392904, 6.6960655 49.7394081, 6.6953695 49.7396703, 6.6956095 49.7399683, 6.6956825 49.7399532, 6.695689 49.7399984, 6.6957522 49.7399972))",,parking,surface,yes,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[475609944, 3412982592, 3412985395, 3412982589, 475609950, 3412982588, 3412982586, 3412982584, 10757557992, 3412982583, 475609968, 10757557988, 10757557987, 10757557986, 475609977, 3412985394, 3412985393, 3412985396, 475609944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42853442,,"POLYGON ((6.6998896 49.7891053, 6.6999272 49.7891479, 6.7000473 49.789301, 6.7009654 49.7893832, 6.7011975 49.7892093, 6.7011997 49.7891143, 6.7009785 49.7889756, 6.7000833 49.7889112, 6.6998896 49.7891053))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[536362331, 536362338, 536362333, 536362354, 536362367, 536362355, 536362357, 536362334, 536362331]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42853448,,"POLYGON ((6.6980338 49.7894044, 6.6981247 49.7892862, 6.699423 49.7893763, 6.6994112 49.7894199, 6.6992423 49.7894979, 6.6980338 49.7894044))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[536362306, 536362308, 536362339, 4724844993, 536362343, 536362306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44671524,,"POLYGON ((6.5818976 49.7108919, 6.5818497 49.7109469, 6.5817579 49.7109346, 6.5811787 49.7112399, 6.5810203 49.7111358, 6.5815731 49.7107798, 6.5818976 49.7108919))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1646799771, 1646799773, 566934241, 566934242, 566934239, 566934240, 1646799771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44671527,,"POLYGON ((6.5828953 49.7110371, 6.5828444 49.7110828, 6.5828638 49.711111, 6.5828686 49.7111473, 6.5831969 49.7112881, 6.5832995 49.7112222, 6.5828953 49.7110371))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[566934246, 566996550, 566996552, 1646782223, 566934244, 566934245, 566934246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44715753,,"POLYGON ((6.5804996 49.7108257, 6.5803834 49.7109752, 6.5798423 49.7107983, 6.5799585 49.7106488, 6.5804996 49.7108257))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[567328541, 567328538, 567328539, 567328540, 567328541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44715755,,"POLYGON ((6.5786656 49.710397, 6.578668 49.7104528, 6.5786481 49.7104923, 6.5787304 49.7105388, 6.5787962 49.7104898, 6.5789301 49.7105655, 6.57916 49.7103944, 6.5788809 49.7102367, 6.5786656 49.710397))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1646782130, 567331507, 1646782149, 1646782154, 1646782151, 567328546, 567328547, 1646782124, 1646782130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44717089,,"POLYGON ((6.6357547 49.7645722, 6.6356236 49.7646237, 6.6354695 49.7644602, 6.6354094 49.7643826, 6.6353235 49.7642717, 6.6352377 49.7642163, 6.6351948 49.7641941, 6.635109 49.764111, 6.6350171 49.7639959, 6.6351067 49.7639508, 6.6351613 49.7639786, 6.6353343 49.7640779, 6.6357547 49.7645722))",,parking,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"[567341020, 567341021, 567341022, 567341023, 567341024, 567341025, 567341026, 567341027, 567341028, 1623976290, 1623976301, 567341030, 567341020]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44904482,,"POLYGON ((6.579506 49.739367, 6.5797198 49.7393017, 6.5796435 49.7392141, 6.5793999 49.7393203, 6.579506 49.739367))",,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[569406735, 569406758, 569406783, 569406893, 569406735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45112863,,"POLYGON ((6.6100619 49.727394, 6.6116463 49.7264187, 6.6120278 49.7261839, 6.6113348 49.7257298, 6.6112424 49.7257879, 6.6109737 49.7255869, 6.6109349 49.7255614, 6.6107963 49.7256503, 6.6107587 49.7256256, 6.6105207 49.7257782, 6.6105325 49.7257859, 6.6104601 49.7258323, 6.6094897 49.72643, 6.6098384 49.7266682, 6.6093794 49.7269493, 6.6100619 49.727394))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[571989634, 6315781978, 571989638, 571989641, 571989646, 6315781963, 6315781961, 6315781965, 6315781967, 6315781969, 6315781971, 6315781973, 6315781975, 571989658, 571989662, 571989634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45113035,,"POLYGON ((6.6119977 49.7266647, 6.6126936 49.7271693, 6.6127348 49.7268432, 6.6127405 49.7267983, 6.6120808 49.7263191, 6.6119977 49.7266647))",,parking,surface,,private,Trucks,,14,,,,,,,,,,,,JTI,,,,,,,,,,,"[571992596, 571992602, 1751275230, 571992605, 571992608, 571992596]",,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,
way,45113799,,"POLYGON ((6.6132948 49.7245101, 6.6129564 49.7242676, 6.6111721 49.7253956, 6.611498 49.7256301, 6.6132948 49.7245101))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[572004637, 572004642, 6315781959, 572004653, 572004637]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45676988,,"POLYGON ((6.5789619 49.7220449, 6.5791148 49.7219374, 6.5789277 49.7218199, 6.5788613 49.7218585, 6.5787896 49.721914, 6.5788158 49.7219443, 6.5788265 49.7219651, 6.5789619 49.7220449))",,parking,surface,,customers,,,,,,,,no,,,,,,,Hotel Kugel,,,,,,,,,,,"[582095826, 582095828, 582095829, 582095831, 582095833, 582095835, 582095840, 582095826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45683406,,"POLYGON ((6.6050875 49.7319767, 6.6053989 49.7317991, 6.6054721 49.7317579, 6.6055381 49.7317207, 6.6056239 49.7316716, 6.6052246 49.7313504, 6.6051044 49.7312537, 6.6045514 49.7315648, 6.6046768 49.7316618, 6.6048157 49.7317695, 6.6050875 49.7319767))",,parking,surface,,permissive,Justizvollzugsanstalt Trier,,,,,,none,no,asphalt,,,,no,,,,,,,yes,24/7,good,,,,"[582158463, 1640905861, 1640905848, 1640905847, 582158466, 5916719103, 582158476, 582158478, 1640905823, 1640905852, 582158463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46590690,,"POLYGON ((6.5669445 49.7094678, 6.5670708 49.7094821, 6.5671399 49.7091925, 6.5670622 49.7091452, 6.5670032 49.7091795, 6.5669445 49.7094678))",,parking,,,,Parkplatz Tierheim,,,,,,,,,,,,,,,,,,,,,,,,,"[595463714, 595463715, 595463716, 1662365509, 595463717, 595463714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46725942,,"POLYGON ((6.6389479 49.7456469, 6.6393307 49.7456809, 6.6394965 49.745611, 6.6396635 49.7455125, 6.6395232 49.7454183, 6.6394028 49.7453695, 6.6393352 49.7454739, 6.6392722 49.7454763, 6.6391385 49.7454808, 6.6389658 49.7454823, 6.6389479 49.7456469))",,parking,surface,,private,,,,,,,,,,,,,no,,,,,,,,,,,,,"[597329889, 597329893, 597329895, 597329899, 1722731857, 597329885, 597329900, 1722731914, 1722731921, 597329891, 597329889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46995170,,"POLYGON ((6.632889 49.7445432, 6.6330731 49.7445941, 6.6331393 49.7445004, 6.6332095 49.7443885, 6.6333888 49.7443525, 6.6333746 49.7443125, 6.6333593 49.7442692, 6.6332835 49.7440609, 6.6332746 49.7440363, 6.6331791 49.7440511, 6.6330856 49.7442078, 6.632946 49.744446, 6.632889 49.7445432))",,parking,surface,yes,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,"[599622015, 599622016, 1726804025, 1726803889, 599622017, 4840115900, 1726803834, 10725870527, 1726803591, 599622018, 4835450556, 1726803946, 599622015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47247035,,"POLYGON ((6.6156274 49.7288149, 6.6161523 49.7285485, 6.615995 49.7284287, 6.6154745 49.7287045, 6.6156274 49.7288149))",,parking,surface,,destination,,,,,,,,,,,,,,,,,,,,,,,,,,"[602010755, 602010756, 602010757, 602010758, 602010755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47323889,,"POLYGON ((6.6294554 49.7502525, 6.6292893 49.7502605, 6.6292077 49.7502644, 6.6292315 49.7503195, 6.6292571 49.7503789, 6.6295201 49.7503653, 6.6294877 49.7503107, 6.6294554 49.7502525))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[602744629, 4623436588, 602263840, 602263839, 602744631, 602744630, 602744627, 602744629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47359025,,"POLYGON ((6.6282783 49.7494232, 6.6282643 49.7492683, 6.6280676 49.7492897, 6.6280672 49.7493753, 6.6280719 49.7494369, 6.6282783 49.7494232))",,parking,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,"[603031416, 603031417, 603031405, 603031406, 603031407, 603031416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47360063,,"POLYGON ((6.6299696 49.7488576, 6.6300429 49.7488476, 6.6301155 49.7488377, 6.6300699 49.7486974, 6.6301024 49.7486896, 6.6299388 49.7483273, 6.6298715 49.7483414, 6.6297708 49.7483558, 6.6298992 49.7487432, 6.6299372 49.7487547, 6.6299625 49.7488391, 6.6299696 49.7488576))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[603038811, 603038810, 603038808, 1725105192, 1725105189, 603038807, 603038805, 603038804, 1725105230, 1725105239, 1725105278, 603038811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47361411,,"POLYGON ((6.6306296 49.7497499, 6.6306873 49.7497402, 6.6306682 49.7496877, 6.6306235 49.7495585, 6.6306121 49.7495253, 6.6303885 49.7495678, 6.6304165 49.749639, 6.6306296 49.7497499))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[202048741, 1725015368, 603055319, 603055315, 4503191474, 4624035557, 1732696475, 202048741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47909330,,"POLYGON ((6.6476281 49.7699935, 6.6476099 49.7700093, 6.6481244 49.7701262, 6.6481718 49.7701317, 6.6482128 49.7701271, 6.648269 49.7701064, 6.6484372 49.7698136, 6.6479938 49.7696224, 6.6476281 49.7699935))",,parking,surface,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[609256283, 4598944146, 4598944147, 609237897, 4598944148, 4598944149, 609237894, 609256310, 609256283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47909438,,"POLYGON ((6.6599422 49.7714066, 6.6600668 49.7711168, 6.6600807 49.7710844, 6.6601939 49.7708208, 6.6611961 49.7710045, 6.6622042 49.7711904, 6.6622383 49.7712104, 6.662262 49.7712346, 6.6624359 49.7714105, 6.6626573 49.771636, 6.6626693 49.7716508, 6.6626673 49.7716678, 6.6626561 49.7716873, 6.6626376 49.7716996, 6.6626121 49.7717056, 6.6625693 49.7717059, 6.6625105 49.7717004, 6.6624607 49.7716908, 6.6617192 49.7715544, 6.6616951 49.7716131, 6.6613177 49.7715439, 6.6613256 49.7715281, 6.6610604 49.7714793, 6.6609961 49.7716224, 6.660576 49.7715466, 6.6605862 49.7715218, 6.6599422 49.7714066))",,parking,surface,,customers,Globus Baumarkt,,,,,,,no,,,,,,,,,,,,,,,,,,"[609241111, 3761872381, 2031731289, 609241107, 2031731278, 609241113, 2031731329, 2031731335, 2031731369, 1124697384, 2031731432, 2031731440, 609241116, 2031731449, 2031731454, 2031731455, 2031731452, 1124697382, 2031731400, 2031731420, 2031731394, 2031731387, 609241118, 609241120, 2031731396, 2031731385, 609241111]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
