element_type,osmid,amenity,capacity,check_date,geometry,parking_space,nodes,parking
way,974770744,parking_space,,,"POLYGON ((6.6339336 49.7603321, 6.6339049 49.7603196, 6.6338628 49.7603597, 6.6338915 49.7603722, 6.6339336 49.7603321))",,"[9020772497, 9020772495, 9020772494, 9020772496, 9020772497]",
way,974770745,parking_space,,,"POLYGON ((6.6339623 49.7603447, 6.6339336 49.7603321, 6.6338915 49.7603722, 6.6339203 49.7603848, 6.6339623 49.7603447))",,"[9020772499, 9020772497, 9020772496, 9020772498, 9020772499]",
way,974770746,parking_space,,,"POLYGON ((6.633991 49.7603573, 6.6339623 49.7603447, 6.6339203 49.7603848, 6.633949 49.7603974, 6.633991 49.7603573))",,"[9020772501, 9020772499, 9020772498, 9020772500, 9020772501]",
way,974770747,parking_space,,,"POLYGON ((6.6340197 49.7603698, 6.633991 49.7603573, 6.633949 49.7603974, 6.6339777 49.7604099, 6.6340197 49.7603698))",,"[9020772503, 9020772501, 9020772500, 9020772502, 9020772503]",
way,974770748,parking_space,,,"POLYGON ((6.6340484 49.7603824, 6.6340197 49.7603698, 6.6339777 49.7604099, 6.6340064 49.7604225, 6.6340484 49.7603824))",,"[9020772505, 9020772503, 9020772502, 9020772504, 9020772505]",
way,974770749,parking_space,,,"POLYGON ((6.6340772 49.760395, 6.6340484 49.7603824, 6.6340064 49.7604225, 6.6340351 49.7604351, 6.6340772 49.760395))",,"[9020772507, 9020772505, 9020772504, 9020772506, 9020772507]",
way,974770750,parking_space,,,"POLYGON ((6.6341059 49.7604075, 6.6340772 49.760395, 6.6340351 49.7604351, 6.6340638 49.7604476, 6.6341059 49.7604075))",,"[9020772509, 9020772507, 9020772506, 9020772508, 9020772509]",
way,974770751,parking_space,,,"POLYGON ((6.6341346 49.7604201, 6.6341059 49.7604075, 6.6340638 49.7604476, 6.6340925 49.7604602, 6.6341346 49.7604201))",,"[9020772512, 9020772509, 9020772508, 9020772511, 9020772512]",
way,974770752,parking_space,,,"POLYGON ((6.634186 49.760069, 6.6341657 49.7600875, 6.6342198 49.7601122, 6.6342401 49.7600936, 6.634186 49.760069))",,"[9020772515, 9020783336, 9020783337, 9020772514, 9020772515]",
way,974770753,parking_space,,,"POLYGON ((6.6342063 49.7600504, 6.634186 49.760069, 6.6342401 49.7600936, 6.6342603 49.760075, 6.6342063 49.7600504))",,"[9020783317, 9020772515, 9020772514, 9020772516, 9020783317]",
way,974770754,parking_space,,,"POLYGON ((6.6342265 49.7600318, 6.6342063 49.7600504, 6.6342603 49.760075, 6.6342806 49.7600564, 6.6342265 49.7600318))",,"[9020783319, 9020783317, 9020772516, 9020783318, 9020783319]",
way,974770755,parking_space,,,"POLYGON ((6.6342468 49.7600132, 6.6342265 49.7600318, 6.6342806 49.7600564, 6.6343009 49.7600379, 6.6342468 49.7600132))",,"[9020783321, 9020783319, 9020783318, 9020783320, 9020783321]",
way,974770756,parking_space,,,"POLYGON ((6.6342671 49.7599947, 6.6342468 49.7600132, 6.6343009 49.7600379, 6.6343211 49.7600193, 6.6342671 49.7599947))",,"[9020783323, 9020783321, 9020783320, 9020783322, 9020783323]",
way,974770757,parking_space,,,"POLYGON ((6.6342873 49.7599761, 6.6342671 49.7599947, 6.6343211 49.7600193, 6.6343414 49.7600007, 6.6342873 49.7599761))",,"[9020783325, 9020783323, 9020783322, 9020783324, 9020783325]",
way,974770758,parking_space,,,"POLYGON ((6.6343076 49.7599575, 6.6342873 49.7599761, 6.6343414 49.7600007, 6.6343617 49.7599821, 6.6343076 49.7599575))",,"[9020783327, 9020783325, 9020783324, 9020783326, 9020783327]",
way,974770759,parking_space,,,"POLYGON ((6.6343279 49.7599389, 6.6343076 49.7599575, 6.6343617 49.7599821, 6.6343819 49.7599636, 6.6343279 49.7599389))",,"[9020783329, 9020783327, 9020783326, 9020783328, 9020783329]",
way,974770760,parking_space,,,"POLYGON ((6.6343481 49.7599204, 6.6343279 49.7599389, 6.6343819 49.7599636, 6.6344022 49.759945, 6.6343481 49.7599204))",,"[9020783331, 9020783329, 9020783328, 9020783330, 9020783331]",
way,974770761,parking_space,,,"POLYGON ((6.6343684 49.7599018, 6.6343481 49.7599204, 6.6344022 49.759945, 6.6344225 49.7599264, 6.6343684 49.7599018))",,"[9020783333, 9020783331, 9020783330, 9020783332, 9020783333]",
way,974770762,parking_space,,,"POLYGON ((6.6343887 49.7598832, 6.6343684 49.7599018, 6.6344225 49.7599264, 6.6344427 49.7599078, 6.6343887 49.7598832))",,"[9020783335, 9020783333, 9020783332, 9020783334, 9020783335]",
way,974770763,parking_space,,,"POLYGON ((6.6344089 49.7598646, 6.6343887 49.7598832, 6.6344427 49.7599078, 6.634463 49.7598893, 6.6344089 49.7598646))",,"[9020783339, 9020783335, 9020783334, 9020783338, 9020783339]",
way,974770764,parking_space,,,"POLYGON ((6.6343695 49.7602298, 6.6343405 49.7602168, 6.6343011 49.7602536, 6.6343301 49.7602666, 6.6343695 49.7602298))",,"[9020783341, 9020783357, 9020783354, 9020783340, 9020783341]",
way,974770765,parking_space,,,"POLYGON ((6.6343985 49.7602427, 6.6343695 49.7602298, 6.6343301 49.7602666, 6.6343591 49.7602795, 6.6343985 49.7602427))",,"[9020783343, 9020783341, 9020783340, 9020783342, 9020783343]",
way,974770766,parking_space,,,"POLYGON ((6.6344275 49.7602557, 6.6343985 49.7602427, 6.6343591 49.7602795, 6.6343881 49.7602925, 6.6344275 49.7602557))",,"[9020783345, 9020783343, 9020783342, 9020783344, 9020783345]",
way,974770767,parking_space,,,"POLYGON ((6.6344565 49.7602687, 6.6344275 49.7602557, 6.6343881 49.7602925, 6.6344171 49.7603055, 6.6344565 49.7602687))",,"[9020783347, 9020783345, 9020783344, 9020783346, 9020783347]",
way,974770768,parking_space,,,"POLYGON ((6.6344855 49.7602816, 6.6344565 49.7602687, 6.6344171 49.7603055, 6.6344461 49.7603185, 6.6344855 49.7602816))",,"[9020783349, 9020783347, 9020783346, 9020783348, 9020783349]",
way,974770769,parking_space,,,"POLYGON ((6.6345145 49.7602946, 6.6344855 49.7602816, 6.6344461 49.7603185, 6.6344751 49.7603314, 6.6345145 49.7602946))",,"[9020783351, 9020783349, 9020783348, 9020783350, 9020783351]",
way,974770770,parking_space,,,"POLYGON ((6.6345435 49.7603076, 6.6345145 49.7602946, 6.6344751 49.7603314, 6.6345041 49.7603444, 6.6345435 49.7603076))",,"[9020783353, 9020783351, 9020783350, 9020783352, 9020783353]",
way,974770771,parking_space,,,"POLYGON ((6.6345725 49.7603205, 6.6345435 49.7603076, 6.6345041 49.7603444, 6.6345331 49.7603574, 6.6345725 49.7603205))",,"[9020783356, 9020783353, 9020783352, 9020783355, 9020783356]",
way,974770772,parking_space,,,"POLYGON ((6.6346578 49.7600082, 6.6346286 49.7599952, 6.6345894 49.7600319, 6.6346186 49.7600449, 6.6346578 49.7600082))",,"[9020783362, 9020783360, 9020783384, 9020783379, 9020783362]",
way,974770773,parking_space,,,"POLYGON ((6.6347644 49.7601099, 6.6347221 49.7601496, 6.6347512 49.7601626, 6.6347936 49.7601229, 6.6347644 49.7601099))",,"[9020783376, 9020783361, 9020783358, 9020783375, 9020783376]",
way,974770774,parking_space,,,"POLYGON ((6.6346286 49.7599952, 6.6345995 49.7599822, 6.6345602 49.7600189, 6.6345894 49.7600319, 6.6346286 49.7599952))",,"[9020783360, 9020783359, 9020783383, 9020783384, 9020783360]",
way,974770775,parking_space,,,"POLYGON ((6.6347161 49.7600342, 6.634687 49.7600212, 6.6346477 49.7600579, 6.6346769 49.7600709, 6.6347161 49.7600342))",,"[9020783365, 9020783363, 9020783373, 9020783371, 9020783365]",
way,974770776,parking_space,,,"POLYGON ((6.6346929 49.7601366, 6.6347221 49.7601496, 6.6347644 49.7601099, 6.6347353 49.7600969, 6.6346929 49.7601366))",,"[9020783364, 9020783361, 9020783376, 9020783367, 9020783364]",
way,974770777,parking_space,,,"POLYGON ((6.634687 49.7600212, 6.6346578 49.7600082, 6.6346186 49.7600449, 6.6346477 49.7600579, 6.634687 49.7600212))",,"[9020783363, 9020783362, 9020783379, 9020783373, 9020783363]",
way,974770778,parking_space,,,"POLYGON ((6.6347745 49.7600602, 6.6347453 49.7600472, 6.6347061 49.7600839, 6.6347353 49.7600969, 6.6347745 49.7600602))",,"[9020783368, 9020783366, 9020783369, 9020783367, 9020783368]",
way,974770779,parking_space,,,"POLYGON ((6.6347061 49.7600839, 6.6346637 49.7601236, 6.6346929 49.7601366, 6.6347353 49.7600969, 6.6347061 49.7600839))",,"[9020783369, 9020783370, 9020783364, 9020783367, 9020783369]",
way,974770780,parking_space,,,"POLYGON ((6.6347453 49.7600472, 6.6347161 49.7600342, 6.6346769 49.7600709, 6.6347061 49.7600839, 6.6347453 49.7600472))",,"[9020783366, 9020783365, 9020783371, 9020783369, 9020783366]",
way,974770781,parking_space,,,"POLYGON ((6.6348036 49.7600732, 6.6347745 49.7600602, 6.6347353 49.7600969, 6.6347644 49.7601099, 6.6348036 49.7600732))",,"[9020783377, 9020783368, 9020783367, 9020783376, 9020783377]",
way,974770782,parking_space,,,"POLYGON ((6.6346345 49.7601106, 6.6346637 49.7601236, 6.6347061 49.7600839, 6.6346769 49.7600709, 6.6346345 49.7601106))",,"[9020783372, 9020783370, 9020783369, 9020783371, 9020783372]",
way,974770783,parking_space,,,"POLYGON ((6.6346477 49.7600579, 6.6346054 49.7600976, 6.6346345 49.7601106, 6.6346769 49.7600709, 6.6346477 49.7600579))",,"[9020783373, 9020783374, 9020783372, 9020783371, 9020783373]",
way,974770784,parking_space,,,"POLYGON ((6.6345762 49.7600846, 6.6346054 49.7600976, 6.6346477 49.7600579, 6.6346186 49.7600449, 6.6345762 49.7600846))",,"[9020783380, 9020783374, 9020783373, 9020783379, 9020783380]",
way,974770785,parking_space,,,"POLYGON ((6.6348328 49.7600862, 6.6348036 49.7600732, 6.6347644 49.7601099, 6.6347936 49.7601229, 6.6348328 49.7600862))",,"[9020783378, 9020783377, 9020783376, 9020783375, 9020783378]",
way,974770786,parking_space,,,"POLYGON ((6.6345894 49.7600319, 6.634547 49.7600716, 6.6345762 49.7600846, 6.6346186 49.7600449, 6.6345894 49.7600319))",,"[9020783384, 9020783381, 9020783380, 9020783379, 9020783384]",
way,974770787,parking_space,,,"POLYGON ((6.6345894 49.7600319, 6.6345602 49.7600189, 6.6345179 49.7600586, 6.634547 49.7600716, 6.6345894 49.7600319))",,"[9020783384, 9020783383, 9020783382, 9020783381, 9020783384]",
way,974770788,parking_space,,,"POLYGON ((6.6346858 49.7603006, 6.6346666 49.7603189, 6.6347283 49.7603459, 6.6347475 49.7603276, 6.6346858 49.7603006))",,"[9020783387, 9020783396, 9020783395, 9020783386, 9020783387]",
way,974770789,parking_space,,,"POLYGON ((6.634705 49.7602823, 6.6346858 49.7603006, 6.6347475 49.7603276, 6.6347666 49.7603093, 6.634705 49.7602823))",,"[9020783389, 9020783387, 9020783386, 9020783388, 9020783389]",
way,974770790,parking_space,,,"POLYGON ((6.6347242 49.760264, 6.634705 49.7602823, 6.6347666 49.7603093, 6.6347858 49.760291, 6.6347242 49.760264))",,"[9020783391, 9020783389, 9020783388, 9020783390, 9020783391]",
way,974770791,parking_space,,,"POLYGON ((6.6347433 49.7602457, 6.6347242 49.760264, 6.6347858 49.760291, 6.634805 49.7602727, 6.6347433 49.7602457))",,"[9020783393, 9020783391, 9020783390, 9020783392, 9020783393]",
way,974770792,parking_space,,,"POLYGON ((6.6347625 49.7602275, 6.6347433 49.7602457, 6.634805 49.7602727, 6.6348242 49.7602545, 6.6347625 49.7602275))",,"[9020783397, 9020783393, 9020783392, 9020783394, 9020783397]",
way,974770793,parking_space,,,"POLYGON ((6.6346331 49.7602265, 6.6345907 49.7602662, 6.6346199 49.7602792, 6.6346623 49.7602395, 6.6346331 49.7602265))",,"[9020783419, 9020783399, 9020783398, 9020783422, 9020783419]",
way,974770794,parking_space,,,"POLYGON ((6.6345616 49.7602532, 6.6345907 49.7602662, 6.6346331 49.7602265, 6.6346039 49.7602135, 6.6345616 49.7602532))",,"[9020783400, 9020783399, 9020783419, 9020783417, 9020783400]",
way,974770795,parking_space,,,"POLYGON ((6.6345748 49.7602005, 6.6345324 49.7602402, 6.6345616 49.7602532, 6.6346039 49.7602135, 6.6345748 49.7602005))",,"[9020783415, 9020783401, 9020783400, 9020783417, 9020783415]",
way,974770796,parking_space,,,"POLYGON ((6.6345032 49.7602272, 6.6345324 49.7602402, 6.6345748 49.7602005, 6.6345456 49.7601875, 6.6345032 49.7602272))",,"[9020783402, 9020783401, 9020783415, 9020783413, 9020783402]",
way,974770797,parking_space,,,"POLYGON ((6.6345164 49.7601745, 6.6344741 49.7602142, 6.6345032 49.7602272, 6.6345456 49.7601875, 6.6345164 49.7601745))",,"[9020783411, 9020783403, 9020783402, 9020783413, 9020783411]",
way,974770798,parking_space,,,"POLYGON ((6.6344449 49.7602012, 6.6344741 49.7602142, 6.6345164 49.7601745, 6.6344873 49.7601615, 6.6344449 49.7602012))",,"[9020783404, 9020783403, 9020783411, 9020783409, 9020783404]",
way,974770799,parking_space,,,"POLYGON ((6.6344581 49.7601485, 6.6344157 49.7601882, 6.6344449 49.7602012, 6.6344873 49.7601615, 6.6344581 49.7601485))",,"[9020783407, 9020783405, 9020783404, 9020783409, 9020783407]",
way,974770800,parking_space,,,"POLYGON ((6.6344581 49.7601485, 6.6344289 49.7601355, 6.6343865 49.7601752, 6.6344157 49.7601882, 6.6344581 49.7601485))",,"[9020783407, 9020783421, 9020783406, 9020783405, 9020783407]",
way,974770801,parking_space,,,"POLYGON ((6.6344973 49.7601118, 6.6344681 49.7600988, 6.6344289 49.7601355, 6.6344581 49.7601485, 6.6344973 49.7601118))",,"[9020783408, 9020783424, 9020783421, 9020783407, 9020783408]",
way,974770802,parking_space,,,"POLYGON ((6.6345265 49.7601248, 6.6344973 49.7601118, 6.6344581 49.7601485, 6.6344873 49.7601615, 6.6345265 49.7601248))",,"[9020783410, 9020783408, 9020783407, 9020783409, 9020783410]",
way,974770803,parking_space,,,"POLYGON ((6.6345556 49.7601378, 6.6345265 49.7601248, 6.6344873 49.7601615, 6.6345164 49.7601745, 6.6345556 49.7601378))",,"[9020783412, 9020783410, 9020783409, 9020783411, 9020783412]",
way,974770804,parking_space,,,"POLYGON ((6.6345848 49.7601508, 6.6345556 49.7601378, 6.6345164 49.7601745, 6.6345456 49.7601875, 6.6345848 49.7601508))",,"[9020783414, 9020783412, 9020783411, 9020783413, 9020783414]",
way,974770805,parking_space,,,"POLYGON ((6.634614 49.7601638, 6.6345848 49.7601508, 6.6345456 49.7601875, 6.6345748 49.7602005, 6.634614 49.7601638))",,"[9020783416, 9020783414, 9020783413, 9020783415, 9020783416]",
way,974770806,parking_space,,,"POLYGON ((6.6346432 49.7601768, 6.634614 49.7601638, 6.6345748 49.7602005, 6.6346039 49.7602135, 6.6346432 49.7601768))",,"[9020783418, 9020783416, 9020783415, 9020783417, 9020783418]",
way,974770807,parking_space,,,"POLYGON ((6.6346723 49.7601898, 6.6346432 49.7601768, 6.6346039 49.7602135, 6.6346331 49.7602265, 6.6346723 49.7601898))",,"[9020783420, 9020783418, 9020783417, 9020783419, 9020783420]",
way,974770808,parking_space,,,"POLYGON ((6.6347015 49.7602028, 6.6346723 49.7601898, 6.6346331 49.7602265, 6.6346623 49.7602395, 6.6347015 49.7602028))",,"[9020783423, 9020783420, 9020783419, 9020783422, 9020783423]",
way,974789440,parking_space,,,"POLYGON ((6.6530417 49.7594465, 6.65302 49.7594256, 6.6529589 49.7594521, 6.6529805 49.759473, 6.6530417 49.7594465))",,"[9020951806, 9020951804, 9020951803, 9020951805, 9020951806]",
way,974789441,parking_space,,,"POLYGON ((6.6530695 49.7594733, 6.6530417 49.7594465, 6.6529805 49.759473, 6.6530084 49.7594998, 6.6530695 49.7594733))",,"[9020951808, 9020951806, 9020951805, 9020951807, 9020951808]",
way,974789442,parking_space,,,"POLYGON ((6.6530979 49.7595007, 6.6530695 49.7594733, 6.6530084 49.7594998, 6.6530368 49.7595272, 6.6530979 49.7595007))",,"[9020951810, 9020951808, 9020951807, 9020951809, 9020951810]",
way,974789443,parking_space,,,"POLYGON ((6.6531109 49.7595132, 6.6530979 49.7595007, 6.6530368 49.7595272, 6.6530497 49.7595397, 6.653067 49.7595563, 6.6531282 49.7595299, 6.6531109 49.7595132))",,"[9020951812, 9020951810, 9020951809, 9020951811, 9020951813, 9020951814, 9020951812]",
way,974789444,parking_space,,,"POLYGON ((6.6531498 49.7595507, 6.6531282 49.7595299, 6.653067 49.7595563, 6.6530886 49.7595772, 6.6531498 49.7595507))",,"[9020951816, 9020951814, 9020951813, 9020951815, 9020951816]",
way,974789445,parking_space,,,"POLYGON ((6.6531714 49.7595716, 6.6531498 49.7595507, 6.6530886 49.7595772, 6.6531103 49.759598, 6.6531714 49.7595716))",,"[9020975419, 9020951816, 9020951815, 9020975418, 9020975419]",
way,974789446,parking_space,,,"POLYGON ((6.653193 49.7595924, 6.6531714 49.7595716, 6.6531103 49.759598, 6.6531319 49.7596189, 6.653193 49.7595924))",,"[9020975420, 9020975419, 9020975418, 9020975417, 9020975420]",
way,974789447,parking_space,,,"POLYGON ((6.6529213 49.7595029, 6.6528997 49.7594821, 6.6528386 49.7595085, 6.6528602 49.7595294, 6.6529213 49.7595029))",,"[9020975422, 9020975438, 9020975435, 9020975421, 9020975422]",
way,974789448,parking_space,,,"POLYGON ((6.6529429 49.7595238, 6.6529213 49.7595029, 6.6528602 49.7595294, 6.6528818 49.7595502, 6.6529429 49.7595238))",,"[9020975424, 9020975422, 9020975421, 9020975423, 9020975424]",
way,974789449,parking_space,,,"POLYGON ((6.6529646 49.7595446, 6.6529429 49.7595238, 6.6528818 49.7595502, 6.6529034 49.7595711, 6.6529646 49.7595446))",,"[9020975426, 9020975424, 9020975423, 9020975425, 9020975426]",
way,974789450,parking_space,,,"POLYGON ((6.6529862 49.7595655, 6.6529646 49.7595446, 6.6529034 49.7595711, 6.6529251 49.7595919, 6.6529862 49.7595655))",,"[9020975428, 9020975426, 9020975425, 9020975427, 9020975428]",
way,974789451,parking_space,,,"POLYGON ((6.6530078 49.7595863, 6.6529862 49.7595655, 6.6529251 49.7595919, 6.6529467 49.7596128, 6.6530078 49.7595863))",,"[9020975430, 9020975428, 9020975427, 9020975429, 9020975430]",
way,974789452,parking_space,,,"POLYGON ((6.6530294 49.7596072, 6.6530078 49.7595863, 6.6529467 49.7596128, 6.6529683 49.7596336, 6.6530294 49.7596072))",,"[9020975432, 9020975430, 9020975429, 9020975431, 9020975432]",
way,974789453,parking_space,,,"POLYGON ((6.6530511 49.759628, 6.6530294 49.7596072, 6.6529683 49.7596336, 6.6529899 49.7596545, 6.6530511 49.759628))",,"[9020975434, 9020975432, 9020975431, 9020975433, 9020975434]",
way,974789454,parking_space,,,"POLYGON ((6.6530727 49.7596488, 6.6530511 49.759628, 6.6529899 49.7596545, 6.6530056 49.7596695, 6.6530116 49.7596753, 6.6530727 49.7596488))",,"[9020975437, 9020975434, 9020975433, 9571758061, 9020975436, 9020975437]",
way,974789455,parking_space,,,"POLYGON ((6.653296 49.7595508, 6.6532748 49.7595299, 6.6531944 49.7595641, 6.6532157 49.7595849, 6.653296 49.7595508))",,"[9020975442, 9020975441, 9020975440, 9020975439, 9020975442]",
way,974789456,parking_space,,,"POLYGON ((6.6532048 49.759462, 6.6531842 49.7594417, 6.6531038 49.7594759, 6.6531245 49.7594961, 6.6532048 49.759462))",,"[9020975446, 9020975444, 9020975443, 9020975445, 9020975446]",
way,974789457,parking_space,,,"POLYGON ((6.6532254 49.7594822, 6.6532048 49.759462, 6.6531245 49.7594961, 6.6531451 49.7595164, 6.6532254 49.7594822))",,"[9020975448, 9020975446, 9020975445, 9020975447, 9020975448]",
way,974789458,parking_space,,,"POLYGON ((6.6532461 49.7595025, 6.6532254 49.7594822, 6.6531451 49.7595164, 6.6531657 49.7595366, 6.6532461 49.7595025))",,"[9020975451, 9020975448, 9020975447, 9020975450, 9020975451]",
way,974789459,parking_space,,,"POLYGON ((6.6532667 49.7595227, 6.6532461 49.7595025, 6.6531657 49.7595366, 6.6531863 49.7595569, 6.6532667 49.7595227))",,"[9020975452, 9020975451, 9020975450, 9020975449, 9020975452]",
way,974789460,parking_space,,,"POLYGON ((6.653117 49.759374, 6.6530964 49.7593538, 6.653016 49.7593879, 6.6530366 49.7594082, 6.653117 49.759374))",,"[9020975456, 9020975454, 9020975453, 9020975455, 9020975456]",
way,974789461,parking_space,,,"POLYGON ((6.6531376 49.7593943, 6.653117 49.759374, 6.6530366 49.7594082, 6.6530572 49.7594284, 6.6531376 49.7593943))",,"[9020975458, 9020975456, 9020975455, 9020975457, 9020975458]",
way,974789462,parking_space,,,"POLYGON ((6.6531582 49.7594145, 6.6531376 49.7593943, 6.6530572 49.7594284, 6.6530779 49.7594487, 6.6531582 49.7594145))",,"[9020975461, 9020975458, 9020975457, 9020975460, 9020975461]",
way,974789463,parking_space,,,"POLYGON ((6.6531788 49.7594348, 6.6531582 49.7594145, 6.6530779 49.7594487, 6.6530985 49.7594689, 6.6531788 49.7594348))",,"[9020975462, 9020975461, 9020975460, 9020975459, 9020975462]",
way,974789464,parking_space,,,"POLYGON ((6.6530265 49.7592861, 6.6530058 49.7592659, 6.6529255 49.7593, 6.6529461 49.7593203, 6.6530265 49.7592861))",,"[9020975466, 9020975464, 9020975463, 9020975465, 9020975466]",
way,974789465,parking_space,,,"POLYGON ((6.6530471 49.7593064, 6.6530265 49.7592861, 6.6529461 49.7593203, 6.6529667 49.7593405, 6.6530471 49.7593064))",,"[9020975468, 9020975466, 9020975465, 9020975467, 9020975468]",
way,974789466,parking_space,,,"POLYGON ((6.6530677 49.7593266, 6.6530471 49.7593064, 6.6529667 49.7593405, 6.6529873 49.7593608, 6.6530677 49.7593266))",,"[9020975471, 9020975468, 9020975467, 9020975470, 9020975471]",
way,974789467,parking_space,,,"POLYGON ((6.6530883 49.7593469, 6.6530677 49.7593266, 6.6529873 49.7593608, 6.653008 49.759381, 6.6530883 49.7593469))",,"[9020975472, 9020975471, 9020975470, 9020975469, 9020975472]",
way,974789468,parking_space,,,"POLYGON ((6.6529407 49.7592005, 6.6529204 49.7591801, 6.6528394 49.7592136, 6.6528597 49.759234, 6.6529407 49.7592005))",,"[9020975476, 9020975474, 9020975473, 9020975475, 9020975476]",
way,974789469,parking_space,,,"POLYGON ((6.6529609 49.7592209, 6.6529407 49.7592005, 6.6528597 49.759234, 6.6528799 49.7592544, 6.6529609 49.7592209))",,"[9020975478, 9020975476, 9020975475, 9020975477, 9020975478]",
way,974789470,parking_space,,,"POLYGON ((6.6529811 49.7592413, 6.6529609 49.7592209, 6.6528799 49.7592544, 6.6529001 49.7592748, 6.6529811 49.7592413))",,"[9020975481, 9020975478, 9020975477, 9020975480, 9020975481]",
way,974789471,parking_space,,,"POLYGON ((6.6530014 49.7592617, 6.6529811 49.7592413, 6.6529001 49.7592748, 6.6529204 49.7592952, 6.6530014 49.7592617))",,"[9020975482, 9020975481, 9020975480, 9020975479, 9020975482]",
way,974789472,parking_space,,,"POLYGON ((6.6528505 49.7591128, 6.6528299 49.7590925, 6.6527495 49.7591267, 6.6527701 49.7591469, 6.6528505 49.7591128))",,"[9020975484, 9020975492, 9020975489, 9020975483, 9020975484]",
way,974789473,parking_space,,,"POLYGON ((6.6528711 49.759133, 6.6528505 49.7591128, 6.6527701 49.7591469, 6.6527907 49.7591672, 6.6528711 49.759133))",,"[9020975486, 9020975484, 9020975483, 9020975485, 9020975486]",
way,974789474,parking_space,,,"POLYGON ((6.6528917 49.7591533, 6.6528711 49.759133, 6.6527907 49.7591672, 6.6528114 49.7591874, 6.6528917 49.7591533))",,"[9020975488, 9020975486, 9020975485, 9020975487, 9020975488]",
way,974789475,parking_space,,,"POLYGON ((6.6529123 49.7591736, 6.6528917 49.7591533, 6.6528114 49.7591874, 6.652832 49.7592077, 6.6529123 49.7591736))",,"[9020975491, 9020975488, 9020975487, 9020975490, 9020975491]",
way,974789476,parking_space,,,"POLYGON ((6.6537467 49.7599242, 6.653766 49.7599437, 6.6538284 49.759918, 6.6538091 49.7598985, 6.6537467 49.7599242))",,"[9020975494, 9020975501, 9020975500, 9020975493, 9020975494]",
way,974789477,parking_space,,,"POLYGON ((6.6537274 49.7599048, 6.6537467 49.7599242, 6.6538091 49.7598985, 6.6537898 49.759879, 6.6537274 49.7599048))",,"[9020975496, 9020975494, 9020975493, 9020975495, 9020975496]",
way,974789478,parking_space,,,"POLYGON ((6.6537081 49.7598853, 6.6537274 49.7599048, 6.6537898 49.759879, 6.6537705 49.7598595, 6.6537081 49.7598853))",,"[9020975498, 9020975496, 9020975495, 9020975497, 9020975498]",
way,974789479,parking_space,,,"POLYGON ((6.6536888 49.7598658, 6.6537081 49.7598853, 6.6537705 49.7598595, 6.6537512 49.75984, 6.6536888 49.7598658))",,"[9020975502, 9020975498, 9020975497, 9020975499, 9020975502]",
way,974789480,parking_space,,,"POLYGON ((6.6537175 49.7598076, 6.6536966 49.7597866, 6.6536347 49.7598121, 6.6536556 49.7598332, 6.6537175 49.7598076))",,"[9020975504, 9020975508, 9020975507, 9020975503, 9020975504]",
way,974789481,parking_space,,,"POLYGON ((6.6537383 49.7598287, 6.6537175 49.7598076, 6.6536556 49.7598332, 6.6536764 49.7598543, 6.6537383 49.7598287))",,"[9020975505, 9020975504, 9020975503, 9020975506, 9020975505]",
way,974789482,parking_space,,,"POLYGON ((6.6537896 49.7600057, 6.6538203 49.7599927, 6.6537784 49.7599515, 6.6537477 49.7599645, 6.6537896 49.7600057))",,"[9020975512, 9020975510, 9020975509, 9020975511, 9020975512]",
way,974789483,parking_space,,,"POLYGON ((6.6537589 49.7600187, 6.6537896 49.7600057, 6.6537477 49.7599645, 6.653717 49.7599775, 6.6537589 49.7600187))",,"[9020975515, 9020975512, 9020975511, 9020975514, 9020975515]",
way,974789484,parking_space,,,"POLYGON ((6.6537282 49.7600317, 6.6537589 49.7600187, 6.653717 49.7599775, 6.6536864 49.7599905, 6.6537282 49.7600317))",,"[9020975516, 9020975515, 9020975514, 9020975513, 9020975516]",
way,974789485,parking_space,,,"POLYGON ((6.6536905 49.760048, 6.6537212 49.760035, 6.6536793 49.7599937, 6.6536486 49.7600067, 6.6536905 49.760048))",,"[9020975520, 9020975518, 9020975517, 9020975519, 9020975520]",
way,974789486,parking_space,,,"POLYGON ((6.6536598 49.760061, 6.6536905 49.760048, 6.6536486 49.7600067, 6.653618 49.7600197, 6.6536598 49.760061))",,"[9020975522, 9020975520, 9020975519, 9020975521, 9020975522]",
way,974789487,parking_space,,,"POLYGON ((6.6536291 49.7600739, 6.6536598 49.760061, 6.653618 49.7600197, 6.6535873 49.7600327, 6.6536291 49.7600739))",,"[9020975525, 9020975522, 9020975521, 9020975524, 9020975525]",
way,974789488,parking_space,,,"POLYGON ((6.6535985 49.7600869, 6.6536291 49.7600739, 6.6535873 49.7600327, 6.6535566 49.7600457, 6.6535985 49.7600869))",,"[9020975526, 9020975525, 9020975524, 9020975523, 9020975526]",
way,974789489,parking_space,,,"POLYGON ((6.6535618 49.7601023, 6.6535924 49.7600893, 6.6535506 49.7600481, 6.6535199 49.7600611, 6.6535618 49.7601023))",,"[9020975530, 9020975528, 9020975527, 9020975529, 9020975530]",
way,974789490,parking_space,,,"POLYGON ((6.6535311 49.7601153, 6.6535618 49.7601023, 6.6535199 49.7600611, 6.6534892 49.7600741, 6.6535311 49.7601153))",,"[9020975532, 9020975530, 9020975529, 9020975531, 9020975532]",
